lamore|true|2402
-304.8653259277344,358.19268798828125,1100.6142578125|-0.21626266837120056,3.424976213750597e-08,0.9763352274894714|5.140015524318642e-09,1,-3.3941383037472406e-08|Running
-304.8793640136719,358.1956787109375,1100.6656494140625|-0.2248016893863678,-8.063373968525411e-08,0.974404513835907|-2.038844471030643e-08,1,7.804805335354104e-08|Running
-304.94427490234375,358.2147521972656,1100.884765625|-0.23675712943077087,-1.7786226180760423e-07,0.9715688824653625|-4.0134874979003143e-08,1,1.7328679291495064e-07|Running
-305.0832824707031,358.2995910644531,1101.3359375|-0.2523204982280731,-1.5195516311905521e-07,0.9676437377929688|-3.647726387612238e-08,1,1.4752454546851368e-07|Running
-305.1907958984375,358.390380859375,1101.6767578125|-0.26226040720939636,-1.4263173397921491e-07,0.9649971127510071|-3.6284582449752634e-08,1,1.379441556537131e-07|Running
-305.30413818359375,358.462646484375,1102.015869140625|-0.27337270975112915,-1.7730090462464432e-07,0.9619081616401672|-4.6794873753697175e-08,1,1.710230321805284e-07|Running
-305.4239807128906,358.5535888671875,1102.3526611328125|-0.28593647480010986,-1.591441503023816e-07,0.9582485556602478|-4.3724963205704626e-08,1,1.5303083955586771e-07|Running
-305.5640563964844,360.0323791503906,1102.74560546875|-0.30062705278396606,-7.145534937080811e-07,0.9537417888641357|-2.0470830008889607e-07,1,6.846850055808318e-07|Jumping
-305.7257385253906,361.34423828125,1103.1502685546875|-0.3172205686569214,-4.0591754668639624e-07,0.9483518004417419|-1.202939046152096e-07,1,3.87786315059202e-07|Freefall
-305.8921813964844,362.48919677734375,1103.55517578125|-0.3324456214904785,-2.3151426375989104e-07,0.9431224465370178|-7.398723056439849e-08,1,2.1939625582945155e-07|Freefall
-306.0112609863281,363.204833984375,1103.8443603515625|-0.34112221002578735,-1.9921242255804827e-07,0.9400189518928528|-6.595988111257611e-08,1,1.8798775158757053e-07|Freefall
-306.17791748046875,364.06365966796875,1104.249267578125|-0.3507194221019745,-1.7723409939662815e-07,0.9364805817604065|-6.061445390059816e-08,1,1.6655491208439344e-07|Freefall
-306.29754638671875,364.5749206542969,1104.5379638671875|-0.3563790023326874,-1.7808244479056157e-07,0.9343414902687073|-6.198721536065932e-08,1,1.6695341287231713e-07|Freefall
-306.41729736328125,365.00103759765625,1104.8265380859375|-0.36103639006614685,-1.6914528089273517e-07,0.9325517416000366|-5.979703132652503e-08,1,1.5822863019820943e-07|Freefall
-306.56097412109375,365.39996337890625,1105.1729736328125|-0.36559244990348816,-1.5665780495055515e-07,0.9307750463485718|-5.6322960517718457e-08,1,1.461862950691284e-07|Freefall
-306.6806945800781,365.63873291015625,1105.461669921875|-0.3686431050300598,-1.4988141572302993e-07,0.9295710325241089|-5.4479194488976646e-08,1,1.3963219203105837e-07|Freefall
-306.8501892089844,365.8299255371094,1105.8648681640625|-0.3729918897151947,-1.5849812484702852e-07,0.9278345704078674|-5.847612172260597e-08,1,1.4731828912317724e-07|Freefall
-307.0223083496094,365.854248046875,1106.267333984375|-0.3777463734149933,-1.5102176575965132e-07,0.9259091019630432|-5.6205610832194e-08,1,1.4017606986271858e-07|Freefall
-307.16998291015625,365.7422180175781,1106.6123046875|-0.38114893436431885,-1.4694917638280458e-07,0.9245136380195618|-5.502142741420357e-08,1,1.3626389261389704e-07|Freefall
-307.2929992675781,365.5552062988281,1106.8997802734375|-0.3833952248096466,-1.3089196215787524e-07,0.9235844016075134|-4.9319211825604725e-08,1,1.2124849035899388e-07|Freefall
-307.4160461425781,365.2830505371094,1107.1871337890625|-0.3852180540561676,-1.3385825070599822e-07,0.9228255748748779|-5.0823942387978605e-08,1,1.2383699754536792e-07|Freefall
-307.5882873535156,364.7589416503906,1107.589599609375|-0.3872825801372528,-1.585154905114905e-07,0.9219610691070557|-6.074308345205282e-08,1,1.4641697987372027e-07|Freefall
-307.73590087890625,364.1768798828125,1107.9345703125|-0.38865524530410767,-1.3985146551931393e-07,0.921383261680603|-5.3855078618880725e-08,1,1.2906724577987916e-07|Freefall
-307.8835144042969,363.47216796875,1108.279541015625|-0.38972362875938416,-7.566502802092145e-08,0.920931875705719|-2.9387747346731885e-08,1,6.972494759338588e-08|Freefall
-308.00653076171875,362.791259765625,1108.5670166015625|-0.39043039083480835,-2.554223854644988e-08,0.9206324219703674|-1.0289335605762062e-08,1,2.338063254114786e-08|Freefall
-308.15411376953125,361.86175537109375,1108.9119873046875|-0.3911133408546448,3.208669241416828e-08,0.9203425049781799|1.1661582810518212e-08,1,-2.990809377934056e-08|Freefall
-308.2454833984375,361.7644348144531,1109.125244140625|-0.39157038927078247,7.868396778576425e-08,0.9201481342315674|2.940571519616242e-08,1,-7.299863824528074e-08|Landed
-308.34881591796875,361.7637023925781,1109.3665771484375|-0.3920128345489502,1.1541238364998208e-07,0.9199597239494324|4.346102500107918e-08,1,-1.0693413798890106e-07|Landed
-308.5011901855469,361.7637023925781,1109.7388916015625|-0.3878271281719208,-1.074318412008779e-08,0.9217321276664734|-4.021134980547458e-09,1,9.963500247067714e-09|Running
-308.59033203125,361.7637023925781,1109.9639892578125|-0.38390567898750305,-1.0649974058196676e-07,0.9233723282814026|-4.034192357948996e-08,1,9.856506011374222e-08|Running
-308.6824951171875,361.7637023925781,1110.2098388671875|-0.37740424275398254,-1.1571373192964529e-07,0.9260486364364624|-4.372827433485327e-08,1,1.0713313969290539e-07|Running
-308.8031311035156,361.7637023925781,1110.53955078125|-0.3683856725692749,-1.2922724579311762e-07,0.9296730756759644|-4.7691209204003826e-08,1,1.2010511341031815e-07|Running
-308.8895568847656,361.7959899902344,1110.787109375|-0.3606237769126892,-1.38374531388763e-07,0.9327113628387451|-4.9964029358307016e-08,1,1.2903919355267135e-07|Running
-309.028076171875,361.9600524902344,1111.2005615234375|-0.3463980257511139,-1.3807039067614824e-07,0.9380876421928406|-4.77985686586635e-08,1,1.2953275074778503e-07|Running
-309.1466979980469,362.25921630859375,1111.5716552734375|-0.3351188898086548,-1.4998566655322065e-07,0.9421758651733398|-5.023444060725524e-08,1,1.4132304215763725e-07|Running
-309.2760314941406,362.5571594238281,1111.9793701171875|-0.325962096452713,-1.1510143593795874e-07,0.945382833480835|-3.726288611005657e-08,1,1.0890313006939323e-07|Running
-309.3801574707031,362.759521484375,1112.3074951171875|-0.3208327889442444,-1.0916632220414613e-07,0.947135865688324|-3.4539230142627275e-08,1,1.035595929010924e-07|Running
-309.5108947753906,362.9466552734375,1112.7086181640625|-0.3178545832633972,-1.0285844354029905e-07,0.948139488697052|-3.1792694699106505e-08,1,9.78263159367998e-08|Running
-309.6495056152344,363.06781005859375,1113.1187744140625|-0.3179517984390259,-1.1320027226702223e-07,0.9481068849563599|-3.4277523042192115e-08,1,1.0790098770030454e-07|Running
-309.841552734375,363.1673889160156,1113.6419677734375|-0.32526421546936035,-1.2028036167066603e-07,0.9456231594085693|-3.71698547496635e-08,1,1.1441167657721962e-07|Running
-310.0731201171875,363.2597961425781,1114.215087890625|-0.3412761688232422,-1.3059479897492565e-07,0.9399630427360535|-4.3321119136408015e-08,1,1.2320731457293732e-07|Running
-310.1434326171875,363.3144226074219,1114.388671875|-0.3435603082180023,-8.498040671156559e-08,0.9391306042671204|-2.9214003660626986e-08,1,7.980107596949892e-08|Running
-310.1455078125,363.3460998535156,1114.3939208984375|-0.34364742040634155,-5.259083835085221e-08,0.9390987157821655|-1.9352651037252144e-08,1,4.891961680186796e-08|Running
-310.1455078125,363.36956787109375,1114.3939208984375|-0.3436528444290161,5.6004982873503195e-09,0.9390967488288879|-1.6360808263726767e-09,1,-6.562414611721579e-09|Running
-310.1455078125,363.37457275390625,1114.3939208984375|-0.3436528444290161,4.433114852986364e-08,0.9390967488288879|1.0155623009211467e-08,1,-4.348980908730482e-08|Running
-310.1455078125,363.3768615722656,1114.3939208984375|-0.3436528444290161,9.589479077476426e-08,0.9390967488288879|2.585438707569665e-08,1,-9.2652705063756e-08|Running
-310.1455078125,363.37750244140625,1114.3939208984375|-0.3436528444290161,7.752661446147613e-08,0.9390967488288879|2.1885954382128148e-08,1,-7.45455039918852e-08|Running
-310.1455078125,363.37762451171875,1114.3939208984375|-0.3436528444290161,3.344739241128991e-08,0.9390967488288879|1.0088297308641359e-08,1,-3.192484498981685e-08|Running
-310.1455078125,363.3777160644531,1114.3939208984375|-0.3436528444290161,-3.2600798505200146e-08,0.9390967488288879|-7.589282979836298e-09,1,3.193783726374022e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-9.856431404386967e-08,0.9390967488288879|-2.5244201395935306e-08,1,9.571865433599669e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-1.0404293959709321e-07,0.9390967488288879|-2.698669909761975e-08,1,1.0091493152231124e-07|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-5.461397023509562e-08,0.9390967488288879|-1.4584982999110707e-08,1,5.281862414108218e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-5.248371515165218e-09,0.9390967488288879|-2.1991672927157424e-09,1,4.783981655265279e-09|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,2.762686257540281e-08,0.9390967488288879|6.049220235837538e-09,1,-2.720489611363064e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,7.688701941788167e-08,0.9390967488288879|1.840858132595713e-08,1,-7.513694555427719e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,1.2608403210379038e-07,0.9390967488288879|3.075209775715848e-08,1,-1.23007538377351e-07|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,6.283975295673372e-08,0.9390967488288879|1.5527236385537435e-08,1,-6.123306661720562e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-3.234427448095545e-10,0.9390967488288879|3.2188951504252827e-10,1,4.622111582364141e-10|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-4.2387249266084837e-08,0.9390967488288879|-9.804177913963485e-09,1,4.154845001380636e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-1.0541555184317986e-07,0.9390967488288879|-2.4977049761787384e-08,1,1.0311196518841825e-07|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-1.0791914206720321e-07,0.9390967488288879|-2.5676904158444813e-08,1,1.0552182061474014e-07|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-5.250292645087029e-08,0.9390967488288879|-1.2627734413683811e-08,1,5.1286907165604134e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-1.5598256908333497e-08,0.9390967488288879|-3.937583592517058e-09,1,1.516893277653253e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,3.9699600051790185e-08,0.9390967488288879|9.083716001612174e-09,1,-3.895014444310618e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,7.652544553593543e-08,0.9390967488288879|1.7755306558342454e-08,1,-7.499097876006999e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,9.649833287994625e-08,0.9390967488288879|2.252274455827319e-08,1,-9.451457572140498e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,4.60770372967545e-08,0.9390967488288879|1.0842510889119694e-08,1,-4.5097564793650236e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-4.279621546032786e-09,0.9390967488288879|-8.227510339686717e-10,1,4.2560905910704605e-09|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-5.457171781131365e-08,0.9390967488288879|-1.2473059918249874e-08,1,5.354646859245804e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-8.806395612737106e-08,0.9390967488288879|-2.0231635033951534e-08,1,8.637160675561972e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-1.0174059639211919e-07,0.9390967488288879|-2.3440858143430887e-08,1,9.976083958918025e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-4.243045026441905e-08,0.9390967488288879|-9.824347557696456e-09,1,4.158707511692228e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-2.9326077122249217e-09,0.9390967488288879|-7.563736859061976e-10,1,2.84600898403653e-09|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,5.625085464089352e-08,0.9390967488288879|1.2831054441164724e-08,1,-5.520349688481474e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,9.566434044927519e-08,0.9390967488288879|2.1879660749846153e-08,1,-9.386182142634425e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,8.224812830803785e-08,0.9390967488288879|1.8839935833625532e-08,1,-8.068788304171903e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,3.2635718127949076e-08,0.9390967488288879|7.510359445461745e-09,1,-3.2003903527311195e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-1.6913086042791292e-08,0.9390967488288879|-3.804694337361525e-09,1,1.6617660136830636e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-6.639836414024103e-08,0.9390967488288879|-1.5105243278412672e-08,1,6.517689143947791e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-9.935330780308504e-08,0.9390967488288879|-2.2630892715369555e-08,1,9.751511953481895e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-7.872395713093283e-08,0.9390967488288879|-1.7947934694007017e-08,1,7.726157491561025e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-2.3139028471064194e-08,0.9390967488288879|-5.2964099772623285e-09,1,2.2701497570665197e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,3.2374632752407706e-08,0.9390967488288879|7.338894381092587e-09,1,-3.1788633947371636e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,8.781712068639536e-08,0.9390967488288879|1.99579996973398e-08,1,-8.620889957455802e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,1.0517948823007828e-07,0.9390967488288879|2.3917040792298394e-08,1,-1.0324849597509456e-07|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,6.608496505577932e-08,0.9390967488288879|1.5033325695412714e-08,1,-6.486948223027866e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,7.505834176413373e-09,0.9390967488288879|1.7219902170850787e-09,1,-7.362465748173008e-09|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-3.1505187791935896e-08,0.9390967488288879|-7.14275127933206e-09,1,3.093457578984271e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-8.995919387189133e-08,0.9390967488288879|-2.0425655833378187e-08,1,8.831875675241463e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-7.893598308328365e-08,0.9390967488288879|-1.7928742934714137e-08,1,7.749437713755469e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-3.3248017672349306e-08,0.9390967488288879|-7.558687897812888e-09,1,3.263822634380631e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-2.8219213632496576e-09,0.9390967488288879|-6.527046125803793e-10,1,2.766080919869296e-09|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,4.276845899653381e-08,0.9390967488288879|9.695203750936798e-09,1,-4.199426228979064e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,8.830038922269523e-08,0.9390967488288879|2.0029848002423023e-08,1,-8.669722006970915e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,1.1862258020300942e-07,0.9390967488288879|2.6912248429766805e-08,1,-1.1646734776604717e-07|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,5.865939556315425e-08,0.9390967488288879|1.3310955893075516e-08,1,-5.75926257795345e-08|Running
-310.1455078125,363.37774658203125,1114.3939208984375|-0.3436528444290161,-1.2269171234535747e-09,0.9390967488288879|-2.7290042448058216e-10,1,1.2066212473627047e-09|Running
