pargoy|true|979
-784.2257080078125,38.02259063720703,-740.4570922851562|-0.9037653803825378,4.019912225317057e-08,0.4280282258987427|6.586434864175317e-08,1,4.515308660302253e-08|Running
-784.6768188476562,38.040794372558594,-740.2422485351562|-0.9036174416542053,1.6189149576462114e-08,0.4283404052257538|2.8523302830762987e-08,1,2.237707441565817e-08|Running
-785.1279907226562,38.058998107910156,-740.0274047851562|-0.9034953117370605,-8.162397868716198e-09,0.42859792709350586|-9.134333289750884e-09,1,-2.109881158673943e-10|Running
-785.8047485351562,38.0863037109375,-739.7051391601562|-0.9033570885658264,-4.506754436306437e-08,0.4288891851902008|-6.596499702027359e-08,1,-3.386050906328819e-08|Running
-786.5942993164062,38.118160247802734,-739.3291625976562|-0.9032421112060547,-4.7178840389960897e-08,0.42913132905960083|-7.076580033071878e-08,1,-3.900859368854981e-08|Running
-787.1582641601562,38.14091491699219,-739.0608520507812|-0.903188169002533,-2.674456567319794e-08,0.42924487590789795|-4.124526853388488e-08,1,-2.4479433591295674e-08|Running
-787.7222290039062,38.16366958618164,-738.7926025390625|-0.9031482934951782,-6.384546669124802e-09,0.42932870984077454|-1.179729824940523e-08,1,-9.946139023497835e-09|Running
-788.2861938476562,38.186424255371094,-738.5243530273438|-0.9031223654747009,1.3925266273417947e-08,0.4293833076953888|1.7597496793086975e-08,1,4.58198234909446e-09|Running
-788.9629516601562,38.21372985839844,-738.2024536132812|-0.9030999541282654,3.825196515094831e-08,0.42943045496940613|5.281791004563274e-08,1,2.2000969934765635e-08|Running
-789.5269165039062,38.23648452758789,-737.9342041015625|-0.9030851721763611,5.849193129847663e-08,0.4294615387916565|8.21277765794548e-08,1,3.6502566302942796e-08|Running
-790.3164672851562,38.268341064453125,-737.5586547851562|-0.9030780792236328,6.429212362490944e-08,0.4294763505458832|9.115429833173039e-08,1,4.1975141584771336e-08|Running
-790.8804321289062,38.29109573364258,-737.2904052734375|-0.9030821919441223,2.8280844333039568e-08,0.42946773767471313|4.056805025243193e-08,1,1.9455340449781033e-08|Running
-791.445556640625,38.31385040283203,-737.0243530273438|-0.9033116102218628,-8.15125478226264e-09,0.42898499965667725|-1.037452346253076e-08,1,-2.844323221395939e-09|Running
-792.0107421875,38.336605072021484,-736.758544921875|-0.9035859704017639,-4.61409541685498e-08,0.4284067451953888|-6.2657910859798e-08,1,-2.4453070679442135e-08|Running
-792.5759887695312,38.35935974121094,-736.4927368164062|-0.9038245677947998,-7.281917646650982e-08,0.4279032349586487|-9.887788365858796e-08,1,-3.867482689656754e-08|Running
-793.2542114257812,38.38666534423828,-736.173828125|-0.9040607810020447,-4.499894501464041e-08,0.42740392684936523|-6.05370402695371e-08,1,-2.2765862084384025e-08|Running
-793.9336547851562,38.413970947265625,-735.8574829101562|-0.9045223593711853,-1.9800037165396134e-08,0.4264261722564697|-2.4600339543212613e-08,1,-5.748990616893934e-09|Running
-794.5000610351562,38.43672561645508,-735.5941162109375|-0.9049034118652344,-2.584537917016405e-09,0.4256170094013214|1.8741352914020126e-09,1,1.005704497458737e-08|Running
-795.1797485351562,38.46403121948242,-735.2781372070312|-0.905281126499176,1.466660304316747e-08,0.42481303215026855|3.050384478342494e-08,1,3.047917118692567e-08|Running
-795.6328735351562,38.482234954833984,-735.0674438476562|-0.9054863452911377,2.470827631384509e-08,0.42437538504600525|4.824191890406837e-08,1,4.471070624845197e-08|Running
-796.3125610351562,38.50954055786133,-734.7514038085938|-0.9057397842407227,3.8395420176584594e-08,0.4238341450691223|7.35697085474385e-08,1,6.662887130914896e-08|Running
-796.9939575195312,38.536869049072266,-734.4390258789062|-0.906343400478363,4.1862715960405694e-08,0.42254185676574707|8.260190043074545e-08,1,7.810582047795833e-08|Running
-797.5618896484375,38.55964279174805,-734.1790161132812|-0.9068532586097717,1.21169083655559e-08,0.4214465022087097|3.186141839250922e-08,1,3.980748175536064e-08|Running
-798.0158081054688,38.57786178588867,-733.9702758789062|-0.9071218371391296,-1.488509848712738e-08,0.4208680987358093|-1.1524423193520761e-08,1,1.0528339977611267e-08|Running
-798.6965942382812,38.60519027709961,-733.6568603515625|-0.9074054956436157,-5.7436260192389454e-08,0.4202561676502228|-7.834749737867241e-08,1,-3.249611069122693e-08|Running
-799.263916015625,38.62796401977539,-733.3956298828125|-0.9075915813446045,-5.045713535878349e-08,0.41985413432121277|-7.261093060151325e-08,1,-3.678405136042784e-08|Running
-799.7177734375,38.646183013916016,-733.1866455078125|-0.9077135920524597,-3.663031833411878e-08,0.4195902645587921|-5.598091590286458e-08,1,-3.3805171995027194e-08|Running
-800.2860717773438,38.6689567565918,-732.9275512695312|-0.9080478549003601,-2.066034454628607e-08,0.41886645555496216|-3.637839895986872e-08,1,-2.953920130721599e-08|Running
-800.9683837890625,38.696285247802734,-732.6170654296875|-0.9084745645523071,-5.324229945813386e-09,0.4179401397705078|-1.635176971603869e-08,1,-2.2804549359989323e-08|Running
-801.5369262695312,38.719058990478516,-732.3582763671875|-0.9087696075439453,4.768587746895037e-09,0.41729825735092163|-2.1268100613980323e-09,1,-1.6058940843777236e-08|Running
-802.10546875,38.7418327331543,-732.0994873046875|-0.9090173244476318,1.3217719363467495e-08,0.41675835847854614|1.0586599152873077e-08,1,-8.624464697959411e-09|Running
-802.6740112304688,38.76460647583008,-731.8406982421875|-0.9092259407043457,2.04913135348761e-08,0.41630303859710693|2.221622530385048e-08,1,-7.007979196949066e-10|Running
-803.2425537109375,38.78738021850586,-731.5819091796875|-0.9094010591506958,2.6932658769851514e-08,0.41592031717300415|3.307569329535909e-08,1,7.564942450244416e-09|Running
-803.9248046875,38.8147087097168,-731.271728515625|-0.9095783829689026,3.389309810586383e-08,0.4155323803424835|4.539217002275109e-08,1,1.779557123882114e-08|Running
-804.4933471679688,38.83748245239258,-731.0132446289062|-0.9096997380256653,3.92305103957824e-08,0.41526660323143005|5.522375090549758e-08,1,2.650471842002844e-08|Running
-804.9481811523438,38.8557014465332,-730.8064575195312|-0.9097800850868225,4.329461944507784e-08,0.41509056091308594|6.289574372431161e-08,1,3.355093980417223e-08|Running
-806.3126831054688,38.91035842895508,-730.1860961914062|-0.9099833965301514,5.478697318039849e-08,0.41464468836784363|8.524207117943661e-08,1,5.494318244814167e-08|Running
-806.7675170898438,38.9285774230957,-729.9793090820312|-0.9100311994552612,5.843038763941877e-08,0.41453972458839417|9.251228050288773e-08,1,6.213802095089704e-08|Running
-807.2223510742188,38.94679641723633,-729.7725219726562|-0.9100672006607056,6.203087110634442e-08,0.414460688829422|9.974080228403182e-08,1,6.934304508376954e-08|Running
-807.9046020507812,38.974124908447266,-729.4623413085938|-0.9101116061210632,6.738166291597736e-08,0.41436320543289185|1.1053149506778936e-07,1,8.01575339437477e-08|Running
-808.4739990234375,38.99689865112305,-729.2056884765625|-0.9103383421897888,2.8580062760852343e-08,0.4138648211956024|4.818343057877428e-08,1,3.692790784270983e-08|Running
-809.2725219726562,39.02878189086914,-728.849609375|-0.9110025763511658,-3.147762228650208e-08,0.41240063309669495|-4.413258736235548e-08,1,-2.116213870806405e-08|Running
-809.9596557617188,39.05611038208008,-728.5504760742188|-0.9121304154396057,-6.417013054260678e-08,0.40990015864372253|-8.76600196875188e-08,1,-3.851483043604276e-08|Running
-810.6470947265625,39.083438873291016,-728.2520751953125|-0.9132182598114014,-9.075406381953144e-08,0.40747079253196716|-1.0747724132897929e-07,1,-1.8151267155985806e-08|Running
-811.3365478515625,39.11076736450195,-727.9583740234375|-0.9145752787590027,-8.521349315060434e-08,0.40441566705703735|-8.795015560281172e-08,1,1.1810760369712625e-08|Running
-812.02685546875,39.13809585571289,-727.66650390625|-0.9159190058708191,-9.175645487857764e-08,0.4013631343841553|-7.471757612620422e-08,1,5.8105008804432146e-08|Running
-812.6045532226562,39.16086959838867,-727.4290161132812|-0.9174084067344666,-9.166323167164592e-08,0.3979469835758209|-6.848465261555248e-08,1,7.24589881428983e-08|Running
-813.4161987304688,39.192752838134766,-727.1034545898438|-0.9199410676956177,-1.0876889433575343e-07,0.3920566439628601|-9.012759250026647e-08,1,6.595174539825166e-08|Running
-814.109619140625,39.2200813293457,-726.8189697265625|-0.9211989641189575,-8.56920721048482e-08,0.3890918791294098|-7.99373935933545e-08,1,3.097938616747342e-08|Running
-814.91015625,39.2519645690918,-726.4669799804688|-0.9202006459236145,-4.828827471214936e-08,0.3914470672607422|-5.831404337186541e-08,1,-1.3724317682317633e-08|Running
-815.78662109375,39.288204193115234,-725.9874877929688|-0.9104837775230408,-2.6877469849750923e-07,0.41354483366012573|-2.4801499876048183e-07,1,1.0388495752522431e-07|Running
-816.4083862304688,39.31501007080078,-725.5694580078125|-0.8967443108558655,-6.922502961970167e-07,0.4425490200519562|-6.233066187633085e-07,1,3.0121785243863997e-07|Running
-817.0020751953125,39.341434478759766,-725.1119995117188|-0.8786038160324097,-0.0000010984869049934787,0.4775514304637909|-9.740344921738142e-07,1,5.082100074105256e-07|Running
-817.5853881835938,39.367698669433594,-724.6412963867188|-0.8601024150848389,-0.0000010370571317253052,0.5101213455200195|-9.00839552286925e-07,1,5.140792609381606e-07|Running
-818.154296875,39.39372634887695,-724.1533813476562|-0.841383695602417,-9.002386605061474e-07,0.5404382348060608|-7.639416708116187e-07,1,4.764107188748312e-07|Running
-818.8164672851562,39.4240608215332,-723.5820922851562|-0.8222260475158691,-6.230268922990945e-07,0.569161057472229|-5.158859721632325e-07,1,3.493774443086295e-07|Running
-819.4755249023438,39.454345703125,-723.00732421875|-0.8062406182289124,-3.877667325014045e-07,0.5915877819061279|-3.1399434874401777e-07,1,2.2754313988571084e-07|Running
-820.1343383789062,39.48462677001953,-722.4321899414062|-0.7936047911643982,-2.2686258205339982e-07,0.6084336042404175|-1.804955616080406e-07,1,1.3743560600687488e-07|Running
-820.6987915039062,39.510581970214844,-721.9393310546875|-0.7851881384849548,-1.6169832406376372e-07,0.6192572712898254|-1.2697563533947687e-07,1,1.0011762441308747e-07|Running
-821.2608032226562,39.53649139404297,-721.4434204101562|-0.7779815793037415,-1.3721387404075358e-07,0.628287136554718|-1.0673348782574976e-07,1,8.622998848295538e-08|Running
-821.7288208007812,39.558082580566406,-721.0297241210938|-0.7729978561401367,-1.3131051446180209e-07,0.6344086527824402|-1.0149016560490054e-07,1,8.331984702181217e-08|Running
-822.1968383789062,39.579673767089844,-720.6160888671875|-0.7688965201377869,-1.2971432283848117e-07,0.639373242855072|-9.958237967566674e-08,1,8.312166954738132e-08|Running
-822.661865234375,39.6012077331543,-720.1990966796875|-0.7648422122001648,-1.2285632067232655e-07,0.6442176699638367|-9.38267206151977e-08,1,7.93112135966112e-08|Running
-823.2259521484375,39.62715148925781,-719.70556640625|-0.7619956135749817,-9.420939051096866e-08,0.6475821733474731|-7.150523373411488e-08,1,6.134003172064695e-08|Running
-823.6995239257812,39.648834228515625,-719.2982177734375|-0.7610816359519958,-8.725704958578717e-08,0.6486560702323914|-6.574605748710383e-08,1,5.737852504239527e-08|Running
-824.1774291992188,39.67058563232422,-718.8960571289062|-0.7615157961845398,-8.394705730552232e-08,0.6481463313102722|-6.275048747284018e-08,1,5.579228812280235e-08|Running
-825.1513061523438,39.71439743041992,-718.1137084960938|-0.767207145690918,-1.0701571540039367e-07,0.6413993835449219|-8.06017155241534e-08,1,7.04358384950865e-08|Running
-825.6481323242188,39.7364501953125,-717.7351684570312|-0.7718287110328674,-1.329168810570991e-07,0.6358305215835571|-1.0165649655391462e-07,1,8.564464337723621e-08|Running
-826.1481323242188,39.75855255126953,-717.3607788085938|-0.7767921090126038,-1.2972741103567387e-07,0.6297571063041687|-1.000509541881911e-07,1,8.258520267645508e-08|Running
-826.652099609375,39.78071212768555,-716.99169921875|-0.781967282295227,-1.3436560664104036e-07,0.6233195066452026|-1.0428949792640196e-07,1,8.47312406904166e-08|Running
-827.2619018554688,39.807373046875,-716.5560913085938|-0.7885379791259766,-1.2914811975406337e-07,0.6149861216545105|-1.0097232916450594e-07,1,8.053451239220522e-08|Running
-828.1741333007812,39.84733581542969,-715.8986206054688|-0.795855700969696,-1.1902591268153628e-07,0.6054863929748535|-9.41840454515841e-08,1,7.278282510014833e-08|Running
-828.6791381835938,39.8695182800293,-715.5311279296875|-0.7983903884887695,-1.0810870776367665e-07,0.6021401286125183|-8.602572165727906e-08,1,6.547743680584972e-08|Running
-829.2809448242188,39.89607238769531,-715.0845336914062|-0.7996107935905457,-9.026893366126387e-08,0.6005185842514038|-7.218990560886596e-08,1,5.419500226366836e-08|Running
-829.8818969726562,39.922603607177734,-714.636474609375|-0.8001226782798767,-2.7804269109310553e-08,0.5998364090919495|-2.261384501878183e-08,1,1.6188444362796872e-08|Running
-830.5781860351562,39.9534912109375,-714.107421875|-0.7993935346603394,4.126011177163491e-08,0.600807785987854|3.218609379018744e-08,1,-2.584979696962364e-08|Running
-831.0711059570312,39.975486755371094,-713.7237548828125|-0.7978471517562866,7.607155083633188e-08,0.6028597950935364|5.97623639464473e-08,1,-4.709273326852781e-08|Running
-831.6571044921875,40.001792907714844,-713.25634765625|-0.7948088645935059,5.37684243795411e-08,0.6068598031997681|4.195880265456253e-08,1,-3.3647300057282337e-08|Running
-832.1400146484375,40.02362823486328,-712.8602294921875|-0.7913471460342407,-5.16735312316996e-08,0.6113671064376831|-4.15144398857592e-08,1,3.078542576417931e-08|Running
-832.617431640625,40.04537582397461,-712.4574584960938|-0.7870144248008728,-1.214935281268481e-07,0.616934597492218|-9.592298511051922e-08,1,7.456343809053578e-08|Running
-833.18408203125,40.07136535644531,-711.9668579101562|-0.7809839844703674,-1.4080599441967934e-07,0.6245510578155518|-1.1003108824070296e-07,1,8.786068406152481e-08|Running
-833.8321533203125,40.1014518737793,-711.3798217773438|-0.7720589637756348,-1.2698970408564492e-07,0.635550856590271|-9.820956137218673e-08,1,8.050674438209171e-08|Running
-834.3790893554688,40.12708282470703,-710.8673095703125|-0.7637088894844055,-1.3311708357832686e-07,0.6455608010292053|-1.0187400079075815e-07,1,8.568519405116604e-08|Running
-835.006103515625,40.15678787231445,-710.2576904296875|-0.753061056137085,-1.3777024321370845e-07,0.6579506397247314|-1.0396119876077137e-07,1,9.040360282597248e-08|Running
-835.5372314453125,40.1821174621582,-709.7288208007812|-0.7441283464431763,-1.3142097543550335e-07,0.6680366396903992|-9.801331657399714e-08,1,8.754982161462976e-08|Running
-836.142822265625,40.211402893066406,-709.0979614257812|-0.7324336171150208,-1.5581180434764974e-07,0.680838406085968|-1.1442451608445481e-07,1,1.0575701736570409e-07|Running
-836.6493530273438,40.23624038696289,-708.5454711914062|-0.7213428616523743,-1.8411090252357099e-07,0.692578136920929|-1.332952024313272e-07,1,1.2700279228283762e-07|Running
-837.23193359375,40.26504135131836,-707.8932495117188|-0.7085220217704773,-1.7692757126042125e-07,0.7056887149810791|-1.258125763570206e-07,1,1.2439846841516555e-07|Running
-837.7178344726562,40.28944778442383,-707.3225708007812|-0.6967023611068726,-1.9219979208173754e-07,0.7173603177070618|-1.3441217561194208e-07,1,1.3738494430981518e-07|Running
-838.194091796875,40.31364822387695,-706.7437133789062|-0.6845747232437134,-2.0120084798236348e-07,0.7289426922798157|-1.3835609991019737e-07,1,1.4608248477543384e-07|Running
-838.7302856445312,40.35332107543945,-706.060791015625|-0.6692808270454407,-2.2496203655464342e-07,0.7430095672607422|-1.5132506803183787e-07,1,1.6646228573335975e-07|Running
-839.1574096679688,40.50215148925781,-705.4905395507812|-0.6554614901542664,-2.4160115685845085e-07,0.755228579044342|-1.5927926710901374e-07,1,1.816665076148638e-07|Running
-839.478759765625,40.72586441040039,-705.0501708984375|-0.6443673372268677,-2.257855697962441e-07,0.7647160887718201|-1.46308664739081e-07,1,1.7197106672028895e-07|Running
-839.9097900390625,41.11007308959961,-704.4291381835938|-0.6274831295013428,-2.4770989170974644e-07,0.7786301374435425|-1.5636726402590284e-07,1,1.9212211554986425e-07|Running
-840.2130737304688,41.4130744934082,-703.984619140625|-0.61650151014328,-2.1819971607328625e-07,0.7873537540435791|-1.3534469189835363e-07,1,1.7115496575570432e-07|Running
-840.557861328125,41.79603958129883,-703.4625854492188|-0.6034860610961914,-1.8837589266240684e-07,0.7973735332489014|-1.141789383041214e-07,1,1.4983001506152505e-07|Running
-841.4589233398438,42.733089447021484,-702.0733032226562|-0.5717628002166748,-1.4922632374236855e-07,0.8204190135002136|-8.564438047642398e-08,1,1.2220347400671017e-07|Running
-842.28564453125,43.823814392089844,-700.600341796875|-0.5284611582756042,-2.8460434009502933e-07,0.8489574790000916|-1.5187809765393467e-07,1,2.4069834125839407e-07|Running
-842.8729248046875,44.662010192871094,-699.2552490234375|-0.4744940400123596,-6.451235776694375e-07,0.8802587389945984|-3.1301146918849554e-07,1,5.641540496981179e-07|Running
-843.2008056640625,45.191688537597656,-698.4310913085938|-0.44524577260017395,-4.216553577407467e-07,0.8954083919525146|-1.90556278312215e-07,1,3.7615347991959425e-07|Running
-843.4762573242188,45.645965576171875,-697.7108764648438|-0.42396509647369385,-2.86236172541976e-07,0.9056785106658936|-1.225315315878106e-07,1,2.5868681063911936e-07|Running
