yareu|true|1270
-109.78636932373047,130.0384063720703,-4.430904388427734|0.27904945611953735,-6.943003540982318e-07,0.96027672290802|1.8507269317069586e-07,1,6.692403076158371e-07|Running
-109.43492889404297,130.0384063720703,-3.7686145305633545|0.31777170300483704,-0.000001147377361121471,0.9481672644615173|3.458985702309292e-07,1,0.00000109417464955186|Running
-108.77681732177734,130.0384063720703,-2.561366081237793|0.37973952293395996,-8.753767701819015e-07,0.9250934720039368|3.220096402856143e-07,1,8.140766567521496e-07|Running
-108.18494415283203,130.0384063720703,-1.4603874683380127|0.4144566059112549,-2.999771311351651e-07,0.9100691080093384|1.2370064439437556e-07,1,2.7328539431437093e-07|Running
-107.65522003173828,130.0384063720703,-0.4679115414619446|0.43322476744651794,-1.5432078726007603e-07,0.9012859463691711|6.706157762437215e-08,1,1.389881418845107e-07|Running
-107.2898178100586,130.0384063720703,0.18703582882881165|0.4445325434207916,-1.4587993746317807e-07,0.8957626819610596|6.468633273470914e-08,1,1.307542305539755e-07|Running
-106.9816665649414,130.0384063720703,0.7307934165000916|0.4530886113643646,-1.4353695121371857e-07,0.8914654850959778|6.485566217406813e-08,1,1.2804936488919338e-07|Running
-106.6056900024414,130.0384063720703,1.3797383308410645|0.46302539110183716,-1.3437261259241495e-07,0.8863450288772583|6.212823677742563e-08,1,1.1914735154050504e-07|Running
-106.15936279296875,130.0384063720703,2.132343053817749|0.4743490517139435,-1.2855882403073338e-07,0.8803368806838989|6.089951654075776e-08,1,1.1321937876118682e-07|Running
-105.7657241821289,130.0384063720703,2.7707207202911377|0.48468807339668274,-1.3412751798114186e-07,0.8746870756149292|6.48653539769839e-08,1,1.1739976457647572e-07|Running
-105.36808776855469,130.0384063720703,3.4066359996795654|0.4942391812801361,-1.3430756951038347e-07,0.8693259358406067|6.625638349078145e-08,1,1.1682737977025681e-07|Running
-104.89851379394531,130.0384063720703,4.144962310791016|0.5045117735862732,-1.288998561221888e-07,0.8634048104286194|6.496624394003447e-08,1,1.1133088406722891e-07|Running
-104.36318969726562,130.0384063720703,4.989604949951172|0.5133207440376282,-1.1679887990112547e-07,0.8581968545913696|6.017505427280412e-08,1,1.0010497675239094e-07|Running
-103.49754333496094,130.0384063720703,6.364855766296387|0.5222327709197998,-1.0164961850023246e-07,0.8528029918670654|5.357632559821468e-08,1,8.638608051114716e-08|Running
-103.0564956665039,130.0384063720703,7.12052059173584|0.5192341208457947,-1.0138131756320945e-07,0.8546320199966431|5.381898304790411e-08,1,8.592781597371868e-08|Running
-102.64708709716797,130.0384063720703,7.893763542175293|0.508262574672699,-1.3320513403414225e-07,0.8612021207809448|6.922604711689928e-08,1,1.1381778364238926e-07|Running
-102.2671890258789,130.0384063720703,8.681940078735352|0.4916597306728363,-1.964726408232309e-07,0.8707873821258545|9.892781349662982e-08,1,1.6977028849396447e-07|Running
-101.97211456298828,130.0384063720703,9.37138557434082|0.4727473556995392,-3.194831492692174e-07,0.881197988986969|1.5555725951799104e-07,1,2.791016981973371e-07|Running
-101.74407196044922,130.0384063720703,9.95326042175293|0.45504099130630493,-4.025014561648277e-07,0.8904705047607422|1.8959177339183952e-07,1,3.55126218209989e-07|Running
-101.49455261230469,130.0384063720703,10.660492897033691|0.4311501085758209,-4.984282213627012e-07,0.9022802114486694|2.2348430661622842e-07,1,4.456186957213504e-07|Running
-101.21365356445312,130.0384063720703,11.489167213439941|0.40509694814682007,-4.3560180529311765e-07,0.914273738861084|1.8374795729414473e-07,1,3.950305540456611e-07|Running
-101.00302124023438,130.0384063720703,12.208907127380371|0.38061776757240295,-4.866727749686106e-07,0.9247324466705322|1.9338776269250957e-07,1,4.466870109354204e-07|Running
-100.77308654785156,130.0384063720703,13.053140640258789|0.3528616726398468,-4.7042522055562586e-07,0.9356755018234253|1.7429705678750906e-07,1,4.3703448682208546e-07|Running
-100.49593353271484,130.0384063720703,14.143452644348145|0.32042357325553894,-3.635973655491398e-07,0.947274386882782|1.2209279987018817e-07,1,3.425363956921501e-07|Running
-100.37870788574219,130.0384063720703,14.62950611114502|0.3080093264579773,-3.080026544921566e-07,0.9513833522796631|9.939518719193075e-08,1,2.9156282721487514e-07|Running
-100.20596313476562,130.0384063720703,15.35934066772461|0.29200753569602966,-2.0211791706969962e-07,0.9564160108566284|6.15167579098852e-08,1,1.9254649430422432e-07|Running
-99.95343017578125,130.03909301757812,16.455623626708984|0.27127349376678467,-1.4060705666452122e-07,0.9625023007392883|3.9717019006957344e-08,1,1.3489098193986138e-07|Running
-99.79025268554688,130.04116821289062,17.187644958496094|0.25983601808547974,-1.2843737806633726e-07,0.9656527638435364|3.469361686825323e-08,1,1.2367047474981518e-07|Running
-99.6568832397461,130.04421997070312,17.798227310180664|0.25170600414276123,-1.2029923368572781e-07,0.9678037762641907|3.14435659731771e-08,1,1.1612344508193928e-07|Running
-99.4801254272461,130.04994201660156,18.6551570892334|0.24007797241210938,-1.270237248718331e-07,0.9707536101341248|3.178069363229952e-08,1,1.2299092588818894e-07|Running
-99.26201629638672,130.057861328125,19.758779525756836|0.22593866288661957,-1.311589983288286e-07,0.974141538143158|3.088526767669464e-08,1,1.274771932457952e-07|Running
-99.13385009765625,130.06289672851562,20.49771499633789|0.21496859192848206,-1.3824165989717585e-07,0.9766209721565247|3.1196861982607516e-08,1,1.3468410031691747e-07|Running
-98.998779296875,130.06825256347656,21.362207412719727|0.20080652832984924,-1.2910135183119564e-07,0.9796309471130371|2.742931393129311e-08,1,1.2616318656455405e-07|Running
-98.89334869384766,130.07305908203125,22.23077964782715|0.1824437528848648,-1.9091424974249094e-07,0.9832162857055664|3.738718845625044e-08,1,1.8723571315604204e-07|Running
-98.80805969238281,130.0771942138672,23.101587295532227|0.16246333718299866,-2.1622567203394283e-07,0.9867146015167236|3.8179585715170106e-08,1,2.1285070772592007e-07|Running
-98.76837158203125,130.0797882080078,23.725282669067383|0.14605563879013062,-2.657633046965202e-07,0.9892763495445251|4.2750318840489854e-08,1,2.6233252015117614e-07|Running
-98.74887084960938,130.082275390625,24.47498321533203|0.12239354103803635,-3.95471658976021e-07,0.9924816489219666|5.5256350606214255e-08,1,3.9165323073575564e-07|Running
-98.74446105957031,130.0838165283203,25.224956512451172|0.09860602766275406,-4.1707815512381785e-07,0.9951265454292297|4.873879788647173e-08,1,4.142912644056196e-07|Running
-98.7558364868164,130.0845489501953,26.099863052368164|0.07201042026281357,-3.710369185228046e-07,0.9974038600921631|3.2908189950831e-08,1,3.6962677540941513e-07|Running
-98.79977416992188,130.08392333984375,26.973705291748047|0.04331211745738983,-4.287359445243055e-07,0.9990615844726562|2.613629312975263e-08,1,4.2800559185707243e-07|Running
-98.9249267578125,130.08309936523438,28.468433380126953|-0.007874979637563229,-4.689935337864881e-07,0.9999690055847168|4.999942238015365e-09,1,4.690474497692776e-07|Running
-99.01405334472656,130.0801544189453,29.213058471679688|-0.0314658060669899,-4.0471877582604066e-07,0.999504804611206|-5.6626228150946645e-09,1,4.0474103002452466e-07|Running
-99.09634399414062,130.07684326171875,29.832603454589844|-0.04901471734046936,-3.2900723567763634e-07,0.9987980723381042|-1.0939319672331749e-08,1,3.288663208422804e-07|Running
-99.1943359375,130.0728302001953,30.449832916259766|-0.0671999603509903,-3.245610002977628e-07,0.9977395534515381|-1.6827362614435515e-08,1,3.2416295425719e-07|Running
-99.34417724609375,130.06668090820312,31.31187629699707|-0.09206065535545349,-3.2654972415002703e-07,0.9957534074783325|-2.4752401017735792e-08,1,3.2565392871219956e-07|Running
-99.60977172851562,130.0559844970703,32.66092300415039|-0.12984634935855865,-3.0275091944531596e-07,0.9915341138839722|-3.462955788791078e-08,1,3.0080093438300537e-07|Running
-99.80634307861328,130.0478973388672,33.51347732543945|-0.15295860171318054,-2.8454218181650504e-07,0.9882326126098633|-3.920246172128827e-08,1,2.81862611473116e-07|Running
-99.97911834716797,130.04067993164062,34.24326705932617|-0.1694873422384262,-2.0884863261017017e-07,0.9855323433876038|-3.256168312759655e-08,1,2.0631473773846665e-07|Running
-100.12330627441406,130.0371551513672,34.85139465332031|-0.18049298226833344,-1.5447233181475895e-07,0.9835762977600098|-2.632084061815476e-08,1,1.5222164506667468e-07|Running
-100.26749420166016,130.03692626953125,35.459529876708984|-0.18942712247371674,-1.4484437826922658e-07,0.9818947911262512|-2.6268200059575975e-08,1,1.4244751866954175e-07|Running
-100.41169738769531,130.03758239746094,36.06766891479492|-0.19675728678703308,-1.255650516895912e-07,0.9804522395133972|-2.3636410162453103e-08,1,1.2332515098023578e-07|Running
-100.67125701904297,130.03822326660156,37.16230773925781|-0.20734162628650665,-1.232936739370416e-07,0.9782686233520508|-2.468211945938492e-08,1,1.208012179176876e-07|Running
-100.99654388427734,130.0384063720703,38.49827575683594|-0.21841029822826385,-1.0805281647208176e-07,0.9758570194244385|-2.2781259545467947e-08,1,1.0562730778929108e-07|Running
-101.25604248046875,130.0384063720703,39.46399688720703|-0.22927281260490417,-1.2413991612447717e-07,0.9733622074127197|-2.7225492971183485e-08,1,1.2112434433220187e-07|Running
-101.43232727050781,130.0384063720703,40.063602447509766|-0.23801816999912262,-1.2719070241473673e-07,0.9712607264518738|-2.8843750499163434e-08,1,1.238857691987505e-07|Running
-101.69744873046875,130.0384063720703,40.897457122802734|-0.2531213164329529,-1.347781619642774e-07,0.9674345254898071|-3.25037916582005e-08,1,1.3081066185804957e-07|Running
-101.89254760742188,130.0384063720703,41.49121856689453|-0.2634695768356323,-1.2143938477038319e-07,0.9646677374839783|-3.061983377961042e-08,1,1.175244008777554e-07|Running
-102.09969329833984,130.0384063720703,42.080875396728516|-0.27486130595207214,-1.541290259865491e-07,0.961483895778656|-4.055134184000053e-08,1,1.4871079656586517e-07|Running
-102.3559341430664,130.0384063720703,42.78573989868164|-0.2885948419570923,-1.4711444862314238e-07,0.957451343536377|-4.067337400215365e-08,1,1.4139237691779272e-07|Running
-102.66250610351562,130.0384063720703,43.60527038574219|-0.3035276532173157,-1.2728504827919096e-07,0.9528226256370544|-3.720515096006238e-08,1,1.2173542529581027e-07|Running
-103.01897430419922,130.0384063720703,44.53956985473633|-0.3182772397994995,-1.3485583849615068e-07,0.9479976892471313|-4.152753163566558e-08,1,1.2831104356791911e-07|Running
-103.38127899169922,130.0384063720703,45.471622467041016|-0.3306157886981964,-1.205735031817312e-07,0.9437654614448547|-3.881915588976881e-08,1,1.1415895784239183e-07|Running
-103.61012268066406,130.0384063720703,46.053226470947266|-0.3370164632797241,-1.2613152478024858e-07,0.9414987564086914|-4.154184551907747e-08,1,1.1909865094139604e-07|Running
-103.83924865722656,130.0384063720703,46.63471221923828|-0.3422718048095703,-1.1232290830776037e-07,0.9396010041236877|-3.7651076922884386e-08,1,1.0582790821445087e-07|Running
-104.16275024414062,130.0384063720703,47.44770431518555|-0.3488777279853821,-1.148677455375946e-07,0.9371682405471802|-3.933410042122887e-08,1,1.0792614091315045e-07|Running
-104.3940200805664,130.0384063720703,48.02833938598633|-0.3527041971683502,-1.0694468244309974e-07,0.9357348680496216|-3.703470596860825e-08,1,1.0033011221821653e-07|Running
-104.62529754638672,130.0384063720703,48.608985900878906|-0.355785995721817,-1.1420918610838271e-07,0.9345674514770508|-4.006447795745771e-08,1,1.069530171093902e-07|Running
-105.02147674560547,130.0384063720703,49.661903381347656|-0.35536646842956543,-4.404201092711446e-08,0.9347270727157593|-1.5868225844428707e-08,1,4.108469298103046e-08|Running
-105.64421844482422,130.0384063720703,51.43045425415039|-0.34429019689559937,-8.79004034004538e-08,0.9388632774353027|-3.080828747670239e-08,1,8.232658643692048e-08|Running
-106.12618255615234,130.03286743164062,52.850894927978516|-0.3348885774612427,-1.0361948454828962e-07,0.9422577619552612|-3.439449258735294e-08,1,9.774519327265807e-08|Running
-106.52671813964844,130.0321502685547,54.03497314453125|-0.3296506702899933,-8.159112496741727e-08,0.9441030025482178|-2.6106357964295057e-08,1,7.730633910796314e-08|Running
-106.72698211669922,130.03253173828125,54.627017974853516|-0.32788246870040894,-7.752061748078631e-08,0.9447185397148132|-2.4293544953479795e-08,1,7.362530141108437e-08|Running
-106.96728515625,130.0338897705078,55.33748245239258|-0.3262936472892761,-8.597804423970956e-08,0.945268452167511|-2.643076157937685e-08,1,8.183268818129363e-08|Running
-107.2081527709961,130.03561401367188,56.047752380371094|-0.3251698315143585,-1.027238809570008e-07,0.9456556439399719|-3.123307479313553e-08,1,9.788745813921196e-08|Running
-107.4110107421875,130.00733947753906,56.63804244995117|-0.3249851167201996,-1.1900422691724089e-07,0.9457191228866577|-3.598080411393312e-08,1,1.1347027140118371e-07|Running
-107.69679260253906,129.87188720703125,57.452823638916016|-0.3262042999267578,-9.157808733561978e-08,0.9452992677688599|-2.757633588146291e-08,1,8.736129331055054e-08|Running
-107.97782897949219,129.61294555664062,58.24635314941406|-0.3279717266559601,-4.417830545833112e-09,0.94468754529953|-1.4135561610117975e-09,1,4.18574819249784e-09|Running
-108.22328186035156,129.3399658203125,58.92291259765625|-0.33047348260879517,5.147434123387029e-08,0.943815290927887|1.4935672254523524e-08,1,-4.9308901850508846e-08|Running
-108.56021118164062,129.1392059326172,59.83237075805664|-0.33493995666503906,6.342855130014868e-08,0.9422394633293152|1.631406654212242e-08,1,-6.151761056116811e-08|Running
-109.005126953125,129.17608642578125,60.99814224243164|-0.34211358428001404,-7.088956266443347e-08,0.9396585822105408|-3.0405168160996254e-08,1,6.437182520357965e-08|Running
-109.36592102050781,129.3778533935547,61.893672943115234|-0.3504355549812317,-1.1861925486300606e-07,0.936586856842041|-3.971409512359969e-08,1,1.1179105285918922e-07|Running
-109.6858139038086,129.60475158691406,62.67277145385742|-0.35755792260169983,-1.1642121222621427e-07,0.9338909387588501|-3.8394116330664474e-08,1,1.0996261323725776e-07|Running
-109.96318817138672,129.8060760498047,63.339134216308594|-0.36313432455062866,-1.2263569715287304e-07,0.9317367672920227|-4.300211742247484e-08,1,1.1486093143275866e-07|Running
-110.19459533691406,129.9757843017578,63.894325256347656|-0.36699238419532776,-1.1096874885652142e-07,0.9302239418029785|-4.070424353130875e-08,1,1.0323385168931054e-07|Running
-110.42979431152344,130.1339111328125,64.45863342285156|-0.370140939950943,-1.0003748940334845e-07,0.9289755821228027|-3.772762013909414e-08,1,9.265362166388513e-08|Running
-110.66820526123047,130.25457763671875,65.03063201904297|-0.37272706627845764,-8.996445188813595e-08,0.9279410243034363|-3.4546928873169236e-08,1,8.307411292207689e-08|Running
-111.00420379638672,130.31314086914062,65.83676147460938|-0.37566056847572327,-1.167973167071068e-07,0.9267573356628418|-4.5173571550094493e-08,1,1.0771685765575967e-07|Running
-111.38188171386719,130.19927978515625,66.75244140625|-0.3774010241031647,-5.222641163982189e-08,0.9260499477386475|-2.0056095451082e-08,1,4.8223338211528244e-08|Running
-111.6530990600586,130.00238037109375,67.4426498413086|-0.37558189034461975,-6.905965244108359e-10,0.9267892241477966|1.281810907416414e-10,1,7.970949456037602e-10|Running
-111.90819549560547,130.0035858154297,68.1463394165039|-0.36927199363708496,-3.982584573236636e-08,0.9293213486671448|-1.314599984425513e-08,1,3.763111067200953e-08|Running
-112.13794708251953,130.0877685546875,68.84078216552734|-0.3587524890899658,-1.0846913767181832e-07,0.9334326982498169|-3.8724920159438625e-08,1,1.0132114880434528e-07|Running
-112.3476333618164,130.2499542236328,69.52190399169922|-0.3460034430027008,-1.4453392793711828e-07,0.9382332563400269|-5.0600885259655115e-08,1,1.3538834764403873e-07|Running
-112.67681884765625,130.60108947753906,70.66032409667969|-0.3232744336128235,-1.4992760100085434e-07,0.9463052749633789|-4.88590110592213e-08,1,1.4174362661378836e-07|Running
-112.86571502685547,130.9225311279297,71.43415069580078|-0.30341821908950806,-2.277004256256987e-07,0.952857494354248|-7.00866422675972e-08,1,2.1664820337718993e-07|Running
