Replay 1|true|381
956.040283203125,4.849166393280029,912.6669311523438|-0.6214908957481384,-8.636875747924933e-08,0.7834213972091675|-5.039260386752176e-08,1,7.026896753359324e-08|Running
955.8192749023438,4.849203586578369,912.9382934570312|-0.6225606203079224,-6.855466239130692e-08,0.78257155418396|-3.924382241393687e-08,1,5.638207056790634e-08|Running
955.3772583007812,4.849241733551025,913.4810180664062|-0.6244152188301086,-2.6386118179289042e-08,0.7810925841331482|-1.2847063857179819e-08,1,2.3510933644388388e-08|Running
955.2299194335938,4.849248886108398,913.6619262695312|-0.6249467730522156,-1.0741757705545751e-08,0.7806673645973206|-3.0490405755756456e-09,1,1.1318865844600623e-08|Running
954.8525390625,4.849258899688721,914.1067504882812|-0.6282665133476257,4.0061649997369386e-08,0.7779982089996338|2.879385263554468e-08,1,-2.8240986438277105e-08|Running
954.6234741210938,4.849262237548828,914.3713989257812|-0.6308740973472595,8.7112653091026e-08,0.7758852243423462|5.835337546500341e-08,1,-6.48279154802367e-08|Running
954.2374877929688,4.849265098571777,914.8087158203125|-0.6360064148902893,1.1740429073370251e-07,0.7716837525367737|7.536129231766608e-08,1,-9.002913969879955e-08|Running
954.0054931640625,4.849266052246094,915.0709228515625|-0.6388791799545288,1.0627722701883613e-07,0.7693070769309998|6.723126233509902e-08,1,-8.231377535139472e-08|Running
953.6948852539062,4.849266052246094,915.4192504882812|-0.6425561308860779,1.2001932248040248e-07,0.7662385702133179|7.464414863989077e-08,1,-9.403894551951453e-08|Running
953.3840942382812,4.849266052246094,915.7673950195312|-0.6458703875541687,9.247072796370048e-08,0.763447105884552|5.729137697585429e-08,1,-7.265457924177099e-08|Running
952.9179077148438,4.849266052246094,916.2896118164062|-0.6501002907752991,9.255949606767899e-08,0.759848415851593|5.793530988285056e-08,1,-7.224564058105898e-08|Running
952.7625122070312,4.849266052246094,916.4636840820312|-0.6513037085533142,1.0131207517360963e-07,0.7588171362876892|6.380761163882198e-08,1,-7.874616159142533e-08|Running
952.45166015625,4.849266052246094,916.8118286132812|-0.6533887386322021,1.1004831179661778e-07,0.7570225596427917|7.004645397046261e-08,1,-8.491259251286465e-08|Running
952.140869140625,4.849266052246094,917.1599731445312|-0.655180037021637,7.510710986480262e-08,0.7554727792739868|4.8409070529942255e-08,1,-5.7434835554204255e-08|Running
951.830078125,4.849266052246094,917.5081176757812|-0.6567164659500122,4.697310274082156e-08,0.7541375756263733|3.1190378280143705e-08,1,-3.512604251909579e-08|Running
951.519287109375,4.849266052246094,917.8562622070312|-0.658034086227417,2.3866089549073877e-08,0.7529881596565247|1.724339959707777e-08,1,-1.6626218624082867e-08|Running
951.20849609375,4.849266052246094,918.2044067382812|-0.6591641902923584,4.470546155488364e-09,0.751999020576477|5.716792816912175e-09,1,-9.338319006957363e-10|Running
950.897705078125,4.849266052246094,918.5525512695312|-0.6601337194442749,-1.218485667919822e-08,0.7511481046676636|-4.020347166289184e-09,1,1.2688429862350858e-08|Running
950.5869140625,4.849266052246094,918.9006958007812|-0.6609655618667603,-2.6816472598056862e-08,0.7504162788391113|-1.2434001384065141e-08,1,2.4783613383760894e-08|Running
950.276123046875,4.849266052246094,919.2488403320312|-0.6616793870925903,-3.995294406422545e-08,0.749786913394928|-1.9869139222805643e-08,1,3.5751416049834006e-08|Running
949.96533203125,4.849266052246094,919.5969848632812|-0.662291944026947,-5.1984503812718685e-08,0.749245822429657|-2.6580819323385185e-08,1,4.588646262959628e-08|Running
949.654541015625,4.849266052246094,919.9451293945312|-0.6628178358078003,-6.319885414995952e-08,0.7487807273864746|-3.2757498047431e-08,1,5.5405539711728125e-08|Running
949.34375,4.849266052246094,920.2932739257812|-0.6632691621780396,-7.380842959037182e-08,0.7483808994293213|-3.853839203316056e-08,1,6.446864375675432e-08|Running
948.9552612304688,4.849266052246094,920.7284545898438|-0.6637493371963501,-8.645279336860767e-08,0.7479550838470459|-4.5360927458659717e-08,1,7.533139978477266e-08|Running
948.72216796875,4.849266052246094,920.9895629882812|-0.6639949679374695,-9.378854315400531e-08,0.7477369904518127|-4.929068353476396e-08,1,8.165942233517853e-08|Running
948.411376953125,4.849266052246094,921.3377075195312|-0.6642783880233765,-1.0336176359260207e-07,0.7474852800369263|-5.43950910980584e-08,1,8.993927025358062e-08|Running
948.1005859375,4.849266052246094,921.6858520507812|-0.6645229458808899,-1.1275231770468963e-07,0.7472678422927856|-5.938090197332713e-08,1,9.808042022996233e-08|Running
947.789794921875,4.849266052246094,922.0339965820312|-0.6647331118583679,-1.2200563048736512e-07,0.74708092212677|-6.427791277019423e-08,1,1.0611697831564015e-07|Running
947.47900390625,4.849266052246094,922.3821411132812|-0.6649136543273926,-1.3115561614540638e-07,0.7469202280044556|-6.910836702900269e-08,1,1.1407445299482788e-07|Running
947.168212890625,4.849266052246094,922.7302856445312|-0.6650686860084534,-8.87513991187916e-08,0.7467821836471558|-4.676260800806631e-08,1,7.719928873939352e-08|Running
946.857421875,4.849266052246094,923.0784301757812|-0.6652018427848816,-2.9183995664538998e-08,0.7466635704040527|-1.5359180594032296e-08,1,2.5402391301554417e-08|Running
946.546630859375,4.849266052246094,923.4265747070312|-0.6653161644935608,3.0367257153329774e-08,0.7465617060661316|1.6047030371169058e-08,1,-2.637546003825264e-08|Running
946.23583984375,4.849266052246094,923.7747192382812|-0.6654143929481506,8.989305655404678e-08,0.7464742064476013|4.744875070628041e-08,1,-7.812725755229621e-08|Running
945.925048828125,4.849266052246094,924.1228637695312|-0.665498673915863,8.091222980510793e-08,0.7463989853858948|4.2701387314991734e-08,1,-7.033035842596291e-08|Running
945.6142578125,4.849266052246094,924.4710083007812|-0.6655711531639099,7.195504281298781e-08,0.7463343739509583|3.796795056132396e-08,1,-6.255195472704145e-08|Running
945.303466796875,4.849266052246094,924.8191528320312|-0.6656333804130554,6.301736732439167e-08,0.7462788820266724|3.324580433172741e-08,1,-5.478896270005862e-08|Running
944.99267578125,4.849266052246094,925.1672973632812|-0.6656867861747742,5.409606629314112e-08,0.7462312579154968|2.85329786464672e-08,1,-4.70390908446916e-08|Running
944.681884765625,4.849266052246094,925.5154418945312|-0.6657326817512512,4.518887308790909e-08,0.7461903095245361|2.3828043538287602e-08,1,-3.930065162194296e-08|Running
944.37109375,4.849266052246094,925.8635864257812|-0.6657721400260925,3.629410016969814e-08,0.7461551427841187|1.9129945627582856e-08,1,-3.157240868745248e-08|Running
944.060302734375,4.849266052246094,926.2117309570312|-0.665805995464325,2.7410484548795466e-08,0.7461249232292175|1.44379201927336e-08,1,-2.3853420572095274e-08|Running
943.74951171875,4.849266052246094,926.5598754882812|-0.6658350229263306,1.853709541421722e-08,0.7460989952087402|9.751393470480707e-09,1,-1.6142999825774496e-08|Running
943.43603515625,4.849266052246094,926.9055786132812|-0.6664830446243286,1.009459982270755e-08,0.7455201745033264|5.350079046451128e-09,1,-8.757459646346888e-09|Running
943.1194458007812,4.849266052246094,927.2484130859375|-0.6679381132125854,4.730364100424822e-09,0.744216799736023|2.9922242461566384e-09,1,-3.6706286898890994e-09|Running
942.7996826171875,4.849266052246094,927.5883178710938|-0.6701278686523438,8.038358423334557e-09,0.7422456741333008|6.4152416712204285e-09,1,-5.037855022038684e-09|Running
942.4782104492188,4.849266052246094,927.9266357421875|-0.6726412177085876,2.572361879060736e-08,0.7399687767028809|1.9467780276727353e-08,1,-1.7066648538843765e-08|Running
942.1526489257812,4.849266052246094,928.2609252929688|-0.6759088635444641,6.444597744348357e-08,0.7369852066040039|4.6693013899812286e-08,1,-4.462200564603336e-08|Running
941.8162231445312,4.849266052246094,928.5842895507812|-0.681594729423523,1.1289123591495809e-07,0.7317299246788025|7.94722794239533e-08,1,-8.025277509204898e-08|Running
941.4683837890625,4.849266052246094,928.895263671875|-0.6900206804275513,1.1682799083700957e-07,0.7237896919250488|8.046638555470054e-08,1,-8.46993657432904e-08|Running
941.110595703125,4.849266052246094,929.1947631835938|-0.7005257606506348,1.3479299809660006e-07,0.7136270999908447|9.283267843329668e-08,1,-9.77559651005322e-08|Running
940.6556396484375,4.849266052246094,929.5599365234375|-0.7145302295684814,1.4072016085719952e-07,0.6996045708656311|9.9047909429828e-08,1,-9.998137784350547e-08|Running
940.3805541992188,4.849266052246094,929.7763671875|-0.7224364280700684,1.387851114031946e-07,0.6914373636245728|9.892364261077091e-08,1,-9.736104544799673e-08|Running
940.010009765625,4.849266052246094,930.06005859375|-0.7326809167861938,1.2902364687761292e-07,0.6805723309516907|9.33700192717879e-08,1,-8.90621336679942e-08|Running
939.6367797851562,4.849266052246094,930.340087890625|-0.7424058318138123,1.2083556555353425e-07,0.6699504256248474|8.86763373841859e-08,1,-8.209822510707454e-08|Running
939.2598876953125,4.849266052246094,930.615234375|-0.7517887353897095,1.4093498634792923e-07,0.6594040393829346|1.0485915424851555e-07,1,-9.418057800303359e-08|Running
938.8803100585938,4.849266052246094,930.88671875|-0.7606861591339111,1.428830813665627e-07,0.6491198539733887|1.0757089796697983e-07,1,-9.40587412401328e-08|Running
938.1159057617188,4.849266052246094,931.42236328125|-0.777177631855011,1.3243878527191555e-07,0.6292812824249268|1.019575321947741e-07,1,-8.454036759530936e-08|Running
937.923828125,4.849266052246094,931.5548706054688|-0.7808099389076233,1.3619330729852663e-07,0.6247686743736267|1.0541413075770834e-07,1,-8.624777336763145e-08|Running
937.7284545898438,4.849266052246094,931.682373046875|-0.7847824096679688,1.3314182467638602e-07,0.6197713613510132|1.0358137103594345e-07,1,-8.366470183318597e-08|Running
937.3346557617188,4.849266052246094,931.9327392578125|-0.7931142449378967,1.4333365072616289e-07,0.6090728640556335|1.1268083710547216e-07,1,-8.860168065893959e-08|Running
936.9386596679688,4.849266052246094,932.1796264648438|-0.8011632561683655,1.427718387958521e-07,0.5984458923339844|1.1335174576743157e-07,1,-8.682253849201516e-08|Running
936.5394897460938,4.849266052246094,932.4213256835938|-0.8090015053749084,1.3694371148176288e-07,0.5878065824508667|1.0983134757225343e-07,1,-8.181259403272634e-08|Running
936.138916015625,4.849266052246094,932.6607055664062|-0.81623375415802,1.3112411068050278e-07,0.5777217745780945|1.0615224255161593e-07,1,-7.699045312392627e-08|Running
935.736328125,4.849266052246094,932.896728515625|-0.8229860663414001,1.3791448338906775e-07,0.5680615901947021|1.1268294031197001e-07,1,-7.953011049721681e-08|Running
935.3324584960938,4.849266052246094,933.130615234375|-0.8291628956794739,1.2632349921659625e-07,0.5590070486068726|1.0405135242308461e-07,1,-7.164127424630351e-08|Running
934.9276123046875,4.849266052246094,933.3626098632812|-0.8347593545913696,1.202017188006721e-07,0.5506148934364319|9.976901083064149e-08,1,-6.704976840410382e-08|Running
934.5216674804688,4.849266052246094,933.5928344726562|-0.8398491144180298,1.1890381301782327e-07,0.5428199768066406|9.936641731655982e-08,1,-6.530898843948307e-08|Running
934.1156616210938,4.849266052246094,933.8228149414062|-0.8442823886871338,1.23844927202299e-07,0.5358985066413879|1.0408388817495506e-07,1,-6.711854894092539e-08|Running
933.7096557617188,4.849266052246094,934.0527954101562|-0.848064124584198,1.1351110629220784e-07,0.5298935770988464|9.586414506657093e-08,1,-6.078987269120262e-08|Running
933.3036499023438,4.849266052246094,934.2827758789062|-0.8512814044952393,1.0878152778559524e-07,0.5247094035148621|9.230679864913327e-08,1,-5.756037424475835e-08|Running
932.8976440429688,4.849266052246094,934.5127563476562|-0.8540199995040894,1.1232037167019371e-07,0.5202401280403137|9.577066606425433e-08,1,-5.868503194506047e-08|Running
932.4916381835938,4.849266052246094,934.7427368164062|-0.8563535809516907,9.637173548071587e-08,0.5163898468017578|8.244929716738625e-08,1,-4.989637503172162e-08|Running
932.0856323242188,4.849266052246094,934.9727172851562|-0.8583440780639648,8.735141676652347e-08,0.5130744576454163|7.502028154249274e-08,1,-4.474633286122298e-08|Running
931.677734375,4.849266052246094,935.1995239257812|-0.8604694604873657,1.0012093554223611e-07,0.5095020532608032|8.628155967471685e-08,1,-5.079133913454825e-08|Running
931.2661743164062,4.849266052246094,935.4194946289062|-0.8633157014846802,1.0797890581670799e-07,0.5046642422676086|9.32047470314501e-08,1,-5.451899554032025e-08|Running
930.849853515625,4.849266052246094,935.6302490234375|-0.8671831488609314,1.1984019465671736e-07,0.49798935651779175|1.035492189771503e-07,1,-6.03307270807818e-08|Running
930.43115234375,4.849266052246094,935.8363037109375|-0.8713961243629456,1.2348850475518702e-07,0.4905800521373749|1.0695163865648283e-07,1,-6.174580846618483e-08|Running
930.0106811523438,4.849266052246094,936.0386962890625|-0.8756325244903564,1.3025322687099106e-07,0.4829779863357544|1.1332829075172413e-07,1,-6.422507681236311e-08|Running
929.5883178710938,4.849266052246094,936.2372436523438|-0.8798354864120483,1.236296327533637e-07,0.4752783179283142|1.0815437434530395e-07,1,-5.990504803321528e-08|Running
929.1642456054688,4.849266052246094,936.431884765625|-0.8839921355247498,1.2449893915800203e-07,0.4675017297267914|1.0955199769568935e-07,1,-5.915662626421181e-08|Running
928.7368774414062,4.849266052246094,936.619384765625|-0.8884806632995605,1.2220232292747824e-07,0.45891404151916504|1.0807967498749349e-07,1,-5.703818217739354e-08|Running
928.3069458007812,4.849266052246094,936.8008422851562|-0.893202006816864,1.1422692836049464e-07,0.44965556263923645|1.015292028228032e-07,1,-5.2353041013475377e-08|Running
927.8745727539062,4.849266052246094,936.9764404296875|-0.8980377316474915,1.1888008799587624e-07,0.4399183988571167|1.0623629265182899e-07,1,-5.3364182406312466e-08|Running
927.441162109375,4.849266052246094,937.1494750976562|-0.9025760293006897,1.2433319795945863e-07,0.4305305480957031|1.116765133701847e-07,1,-5.466895203198874e-08|Running
927.007568359375,4.849266052246094,937.3220825195312|-0.9065208435058594,1.284082600250258e-07,0.4221610724925995|1.1593105853080488e-07,1,-5.522618451436756e-08|Running
926.573974609375,4.849266052246094,937.4946899414062|-0.9098674058914185,1.1859926729584913e-07,0.414899080991745|1.0754160228998444e-07,1,-5.001376734981022e-08|Running
926.1397705078125,4.849266052246094,937.6657104492188|-0.9128693342208862,1.1517565923213624e-07,0.40825191140174866|1.048718658580583e-07,1,-4.762096494914658e-08|Running
925.7047729492188,4.849266052246094,937.834716796875|-0.9156522154808044,1.2622882650248357e-07,0.40197139978408813|1.1537258615135215e-07,1,-5.121675172858886e-08|Running
925.26904296875,4.849266052246094,938.0017700195312|-0.9182593822479248,1.2036463203912717e-07,0.3959793448448181|1.1030804358824753e-07,1,-4.816721954625791e-08|Running
924.833251953125,4.849266052246094,938.1685180664062|-0.9205540418624878,1.1040217628988103e-07,0.39061522483825684|1.0140937689584462e-07,1,-4.364746430951527e-08|Running
924.3998413085938,4.849266052246094,938.2472534179688|-0.9479838013648987,0.0000019888327642547665,0.31831851601600647|0.000001863702891569119,1,-6.976426902838284e-07|Running
923.9701538085938,4.849266052246094,938.1854248046875|-0.9747170209884644,0.000004978679953637766,0.22344282269477844|0.000004775104116561124,1,-0.0000014513982478092657|Running
923.5443115234375,4.849266052246094,938.0098266601562|-0.990910530090332,0.000005275889634503983,0.13452276587486267|0.0000051664424063346814,1,-0.000001162685521194362|Running
923.1190185546875,4.849266052246094,937.8179931640625|-0.9984202980995178,0.000004076949608133873,0.056186843663454056|0.000004052208169014193,1,-5.542686380977102e-07|Running
922.6937255859375,4.849266052246094,937.6257934570312|-0.999933123588562,0.000002901903144447715,-0.01156713254749775|0.0000029037394142505946,1,-1.419611805886234e-07|Running
922.2684326171875,4.849266052246094,937.43359375|-0.9975638389587402,0.0000020968573153368197,-0.06975972652435303|0.000002098407094308641,1,5.1066244566300156e-08|Running
921.8431396484375,4.849266052246094,937.2413940429688|-0.9928263425827026,0.0000015479178046007291,-0.11956524848937988|0.000001544028464195435,1,1.251671051250014e-07|Running
