funny|true|1279
23.69451904296875,570.5355224609375,381.7244567871094|-0.9906260371208191,-3.219481357064069e-07,-0.13660164177417755|-3.198435933882138e-07,1,-3.7354862314487036e-08|Freefall
23.2205810546875,571.2647705078125,381.6333312988281|-0.9892122149467468,-2.425456102628232e-07,-0.14648950099945068|-2.406155488188233e-07,1,-3.0894817371063255e-08|Freefall
22.713603973388672,571.939453125,381.522216796875|-0.9876298904418945,-2.30328538464164e-07,-0.156803160905838|-2.2807739696872886e-07,1,-3.234937651086511e-08|Freefall
22.325164794921875,572.40966796875,381.42864990234375|-0.9863402247428894,-2.397127047970571e-07,-0.1647208333015442|-2.370717169242198e-07,1,-3.569275719428333e-08|Freefall
21.678680419921875,573.1253051757812,381.265869140625|-0.9840126037597656,-2.576037729795644e-07,-0.1780986785888672|-2.542491586154938e-07,1,-4.1658847038661406e-08|Freefall
21.291980743408203,573.5138549804688,381.1635437011719|-0.9825254082679749,-2.631037148148607e-07,-0.1861284077167511|-2.593390604488377e-07,1,-4.457407243307898e-08|Freefall
20.7771053314209,573.9841918945312,381.02435302734375|-0.9805281758308411,-2.5645093160164834e-07,-0.19637858867645264|-2.523201771964523e-07,1,-4.605343306707255e-08|Freefall
20.391817092895508,574.3011474609375,380.9168395996094|-0.9789998531341553,-2.4496961259501404e-07,-0.2038610279560089|-2.4067216486400866e-07,1,-4.587240098885559e-08|Freefall
19.878339767456055,574.6761474609375,380.7725830078125|-0.977037787437439,-2.2048962478038447e-07,-0.2130659967660904|-2.161966676794691e-07,1,-4.3448089570574666e-08|Freefall
19.365324020385742,574.99658203125,380.626708984375|-0.9751707315444946,-2.0529367361632467e-07,-0.22145426273345947|-2.00863112809202e-07,1,-4.252724750131165e-08|Freefall
18.851308822631836,575.2625122070312,380.48443603515625|-0.9736522436141968,-1.9054334643442417e-07,-0.2280379831790924|-1.860773721773512e-07,1,-4.108392204216216e-08|Freefall
18.337106704711914,575.4739379882812,380.3428039550781|-0.9723891019821167,-1.8314531757823715e-07,-0.23336556553840637|-1.7851928646450688e-07,1,-4.094482619620976e-08|Freefall
17.56415367126465,575.68896484375,380.1365661621094|-0.9710866808891296,-1.6385905610150076e-07,-0.23872707784175873|-1.5934200803258136e-07,1,-3.82200084914075e-08|Freefall
16.917083740234375,575.7744750976562,379.97613525390625|-0.9708402752876282,-1.2440303009952913e-07,-0.23972731828689575|-1.2073488164787705e-07,1,-2.9987138105980193e-08|Freefall
16.397764205932617,575.7815551757812,379.85467529296875|-0.9711408615112305,-9.629448527448403e-08,-0.23850670456886292|-9.320996241513058e-08,1,-2.421098344029815e-08|Freefall
16.006967544555664,575.7510986328125,379.7693786621094|-0.9716807007789612,-8.748686042281406e-08,-0.2362978160381317|-8.45057215315137e-08,1,-2.274369492738515e-08|Freefall
15.484335899353027,575.6627807617188,379.6631164550781|-0.9727838039398193,-1.3160001799406018e-07,-0.2317146360874176|-1.2726533782370097e-07,1,-3.36549987878243e-08|Freefall
14.960596084594727,575.5199584960938,379.5624084472656|-0.9740939140319824,-1.6099183142159745e-07,-0.22614383697509766|-1.5621482418737287e-07,1,-3.90190528776202e-08|Freefall
14.435157775878906,575.3226928710938,379.4709777832031|-0.9756962060928345,-1.7091869608520938e-07,-0.21912766993045807|-1.6641740785416914e-07,1,-3.8999480977963685e-08|Freefall
14.040390014648438,575.1389770507812,379.4064636230469|-0.9769715666770935,-1.8282570124483755e-07,-0.21336956322193146|-1.783973146984863e-07,1,-4.0008515611589246e-08|Freefall
13.38143539428711,574.7645874023438,379.3052673339844|-0.9791375398635864,-1.8978623472776235e-07,-0.20319852232933044|-1.8565999937436573e-07,1,-3.936816383998121e-08|Freefall
12.721510887145996,574.3050537109375,379.21063232421875|-0.9812161922454834,-1.949995862560172e-07,-0.19291134178638458|-1.9117369731702638e-07,1,-3.844698781563238e-08|Freefall
11.928165435791016,573.6412353515625,379.1075744628906|-0.9836476445198059,-1.747406486174441e-07,-0.18010365962982178|-1.7171652189063025e-07,1,-3.2381887393739817e-08|Freefall
11.398502349853516,573.1305541992188,379.0450439453125|-0.9851757287979126,-1.701101979278974e-07,-0.17154812812805176|-1.6743982200750906e-07,1,-3.003560067327271e-08|Freefall
10.735076904296875,572.4155883789062,378.9793701171875|-0.9871833324432373,-1.9172145471202384e-07,-0.15959049761295319|-1.8910361632151762e-07,1,-3.159038897138089e-08|Freefall
10.203843116760254,571.7822875976562,378.9319763183594|-0.9886883497238159,-2.0881702766928356e-07,-0.14998449385166168|-2.0627210517432104e-07,1,-3.252470293091392e-08|Freefall
9.672170639038086,571.094482421875,378.8897399902344|-0.990088939666748,-2.1061268284938706e-07,-0.14044195413589478|-2.0834070824093942e-07,1,-3.0880098478291984e-08|Freefall
9.14058780670166,570.9903564453125,378.8556213378906|-0.991478443145752,-1.7854468126188294e-07,-0.13027092814445496|-1.770244750787242e-07,1,-2.3249462799412868e-08|Landed
8.608635902404785,570.98828125,378.8303527832031|-0.9928658604621887,-1.8813489077729173e-07,-0.11923641711473465|-1.8689721059672593e-07,1,-2.1562431840038698e-08|Landed
8.076358795166016,570.7888793945312,378.81402587890625|-0.9942158460617065,-2.1852484621831536e-07,-0.10740049928426743|-2.1721773180161108e-07,1,-2.3868993892506296e-08|Running
7.277689456939697,570.343017578125,378.8013000488281|-0.9960318207740784,-2.438136732507701e-07,-0.08899754285812378|-2.427249228276196e-07,1,-2.3056001552390626e-08|Running
6.478943824768066,569.7744750976562,378.7992248535156|-0.9974571466445923,-2.282203723780185e-07,-0.07126889377832413|-2.2756165662940475e-07,1,-1.7362092208372815e-08|Running
5.730853080749512,569.5972900390625,378.7978820800781|-0.997734785079956,-5.7273769726862156e-08,-0.06727021187543869|-5.728540486416023e-08,1,-1.7560406462280298e-09|Running
5.460881233215332,569.649169921875,378.7973327636719|-0.9977365732192993,4.3021771034545964e-08,-0.06724420934915543|4.2628940377653635e-08,1,7.276706348591233e-09|Running
5.295912742614746,569.6886596679688,378.7969970703125|-0.9977365732192993,9.97118618784043e-08,-0.06724348664283752|9.915928700365839e-08,1,1.1555123080597696e-08|Running
5.235947608947754,569.714599609375,378.796875|-0.9977365732192993,1.1285337109256943e-07,-0.06724347174167633|1.1236224395361205e-07,1,1.1085774076491361e-08|Running
5.2332444190979,569.72998046875,378.796875|-0.9977365732192993,1.259836466260822e-07,-0.06724347174167633|1.2555391037949448e-07,1,1.0616826529030732e-08|Running
5.233190536499023,569.7384643554688,378.796875|-0.9977365732192993,1.041532797785294e-07,-0.06724347174167633|1.0386909821136214e-07,1,7.722389838704657e-09|Running
5.233189582824707,569.7430419921875,378.796875|-0.9977365732192993,4.740709869111015e-08,-0.06724347174167633|4.735251479814906e-08,1,2.405575516561953e-09|Running
5.233189582824707,569.7454833984375,378.796875|-0.9977365732192993,-9.290588742771888e-09,-0.06724347174167633|-9.115765031708634e-09,1,-2.9066924422949114e-09|Running
5.233189582824707,569.746826171875,378.796875|-0.9977365732192993,-6.593981538571825e-08,-0.06724347174167633|-6.553578657531034e-08,1,-8.214417590579615e-09|Running
5.233189582824707,569.74755859375,378.796875|-0.9977365732192993,-8.783919014376806e-08,-0.06724347174167633|-8.737990953022745e-08,1,-9.771356168641887e-09|Running
5.233189582824707,569.748046875,378.796875|-0.9977365732192993,-6.863437107540449e-08,-0.06724347174167633|-6.835276877836804e-08,1,-6.488497739098875e-09|Running
5.233189582824707,569.7481689453125,378.796875|-0.9977365732192993,-5.5844836310825485e-08,-0.06724347174167633|-5.568156424828885e-08,1,-4.302264322575411e-09|Running
5.233189582824707,569.748291015625,378.796875|-0.9977365732192993,-4.306622969352247e-08,-0.06724347174167633|-4.302118838950264e-08,1,-2.1179000775362056e-09|Running
5.195898056030273,569.7483520507812,378.78387451171875|-0.9965220093727112,-3.075888344028499e-07,-0.08333015441894531|-3.069063438942976e-07,1,-2.099947415956649e-08|Running
4.951145172119141,569.7506713867188,378.7086181640625|-0.9924622774124146,-0.0000011168119726789882,-0.12255029380321503|-0.0000011121338729935815,1,-1.0657723947815612e-07|Running
4.571719646453857,569.6805419921875,378.604248046875|-0.9893333911895752,-7.412597256006848e-07,-0.14566893875598907|-7.360889071605925e-07,1,-8.939704798649473e-08|Running
3.908672571182251,569.4829711914062,378.4363708496094|-0.9861191511154175,-2.895772581723577e-07,-0.1660390943288803|-2.8600851464943844e-07,1,-4.5403581339087395e-08|Running
3.4163413047790527,570.3484497070312,378.314208984375|-0.9838723540306091,-5.576567332354898e-07,-0.17887189984321594|-5.490005037245282e-07,1,-9.789280142058487e-08|Jumping
2.904298782348633,571.159423828125,378.1902160644531|-0.9821956157684326,-5.089411274639133e-07,-0.1878611296415329|-5.008681114304636e-07,1,-9.044288873383266e-08|Freefall
2.385159492492676,571.9158935546875,378.06854248046875|-0.9810182452201843,-2.943738479643798e-07,-0.19391554594039917|-2.895231432376022e-07,1,-5.335501995773484e-08|Freefall
1.9953105449676514,572.4474487304688,377.9789733886719|-0.9803469777107239,-2.0970482239590638e-07,-0.1972811371088028|-2.058993544551413e-07,1,-3.98011543722987e-08|Freefall
1.6053869724273682,572.9483642578125,377.8897399902344|-0.9797835946083069,-1.631779014132917e-07,-0.20006033778190613|-1.5969359878909017e-07,1,-3.355354749601247e-08|Freefall
1.0851225852966309,573.5685424804688,377.77239990234375|-0.9791901111602783,-1.3971848034088907e-07,-0.20294508337974548|-1.3590270953045547e-07,1,-3.273732929187645e-08|Freefall
0.5648288130760193,574.1342163085938,377.6551208496094|-0.9786942005157471,-1.4425421568375896e-07,-0.20532327890396118|-1.3953618349660246e-07,1,-3.745780929875764e-08|Freefall
-0.34675729274749756,574.9931030273438,377.454833984375|-0.9781827330589294,-1.5063481839661108e-07,-0.20774626731872559|-1.4501019052204356e-07,1,-4.230326311471799e-08|Freefall
-1.2608939409255981,575.68505859375,377.2664794921875|-0.9783800840377808,-8.053673639096814e-08,-0.20681479573249817|-7.722505301899218e-08,1,-2.408569521605841e-08|Freefall
-2.0465753078460693,576.145263671875,377.1158447265625|-0.9790844321250916,-4.398798125748726e-08,-0.20345433056354523|-4.2181493853377106e-08,1,-1.321542608678783e-08|Freefall
-2.4399068355560303,576.3294067382812,377.0431213378906|-0.979525625705719,-4.8324306334279754e-08,-0.2013195902109146|-4.6810605169866903e-08,1,-1.2279591565800274e-08|Freefall
-2.9651033878326416,576.5272216796875,376.9503173828125|-0.980239987373352,-9.091871788768913e-08,-0.1978120505809784|-8.907203152830334e-08,1,-1.8233221155128376e-08|Freefall
-3.6218841075897217,576.6978759765625,376.8359069824219|-0.9811217188835144,-1.4500479039725178e-07,-0.19339127838611603|-1.4253531332997227e-07,1,-2.6683173004471428e-08|Freefall
-4.015963554382324,576.7593994140625,376.7673034667969|-0.9815809726715088,-1.4522451863285823e-07,-0.19104652106761932|-1.4282299787282682e-07,1,-2.6340112313505415e-08|Freefall
-4.672760963439941,576.7938232421875,376.6529541015625|-0.9822325706481934,-1.510873630650167e-07,-0.18766771256923676|-1.4864708930417692e-07,1,-2.707626478581915e-08|Freefall
-5.198196887969971,576.760009765625,376.56146240234375|-0.9826672673225403,-1.410100338716802e-07,-0.18537811934947968|-1.3874532100999204e-07,1,-2.5189354602161984e-08|Freefall
-5.854989051818848,576.64111328125,376.44708251953125|-0.983119547367096,-1.5350590842899692e-07,-0.18296431005001068|-1.510497895651497e-07,1,-2.7359988052921835e-08|Freefall
-6.3804216384887695,576.4846801757812,376.3555603027344|-0.983420193195343,-1.604850297098892e-07,-0.18134143948554993|-1.579233810389269e-07,1,-2.856484826452288e-08|Freefall
-6.905852794647217,576.2737426757812,376.2640380859375|-0.9836735129356384,-1.2352271028248651e-07,-0.17996223270893097|-1.215570932799892e-07,1,-2.1950230078005006e-08|Freefall
-7.431282997131348,576.0083618164062,376.1725158691406|-0.983889102935791,-9.324899963303324e-08,-0.17877981066703796|-9.177561111073373e-08,1,-1.651179815098658e-08|Freefall
-7.95671272277832,575.6884155273438,376.08099365234375|-0.9840730428695679,-6.790168072257075e-08,-0.1777644157409668|-6.684486919539268e-08,1,-1.1934013777192831e-08|Freefall
-9.007414817810059,574.885009765625,375.8971252441406|-0.9843440055847168,-2.6249571405401184e-08,-0.17625799775123596|-2.5888756027825366e-08,1,-4.346640825048098e-09|Freefall
-9.401422500610352,574.527587890625,375.828125|-0.9844220280647278,-1.2665929638444595e-08,-0.17582175135612488|-1.2535510407474248e-08,1,-1.8524310974044056e-09|Freefall
-9.795380592346191,574.1394653320312,375.75885009765625|-0.9844769835472107,3.3516472930372743e-10,-0.1755138635635376|2.439442814416992e-10,1,5.413087755812285e-10|Freefall
-10.320173263549805,573.5742797851562,375.6637878417969|-0.9844390749931335,1.734700383337895e-08,-0.17572635412216187|1.6964792237672555e-08,1,3.6773013523117015e-09|Freefall
-10.844884872436523,572.9546508789062,375.5683288574219|-0.9843631386756897,3.3792584730463204e-08,-0.17615096271038055|3.3127417253808744e-08,1,6.7168186568267174e-09|Freefall
-11.36959457397461,572.2804565429688,375.47283935546875|-0.9842907190322876,4.950839027628717e-08,-0.17655548453330994|4.857091440158001e-08,1,9.631496489248548e-09|Freefall
-11.894304275512695,571.5517578125,375.37738037109375|-0.9842271208763123,6.462490631520268e-08,-0.1769094467163086|6.342397540493039e-08,1,1.244312830550598e-08|Freefall
-12.550192832946777,570.5642700195312,375.258056640625|-0.9841591119766235,8.289504904723799e-08,-0.17728756368160248|8.137411811048878e-08,1,1.5849776602294696e-08|Freefall
-13.074902534484863,569.7129516601562,375.1625671386719|-0.9841131567955017,9.71366702628984e-08,-0.17754226922988892|9.53653156443579e-08,1,1.851056019575026e-08|Freefall
-13.599613189697266,568.8071899414062,375.0671081542969|-0.9840741157531738,1.1114153863900356e-07,-0.17775875329971313|1.0912326331435906e-07,1,2.1130658112156198e-08|Freefall
-14.255501747131348,567.5983276367188,374.9477844238281|-0.9840325713157654,1.284051620586979e-07,-0.17798863351345062|1.2608194310814724e-07,1,2.436349255674486e-08|Freefall
-14.610296249389648,567.6839599609375,374.8832092285156|-0.9840235710144043,1.0378902715046934e-07,-0.1780383586883545|1.0191397592507201e-07,1,1.967710083761176e-08|Climbing
-15.112025260925293,568.6820678710938,374.7915344238281|-0.9839897751808167,4.767558792195814e-08,-0.17822504043579102|4.68184317981013e-08,1,9.015176161142335e-09|Running
-15.766530990600586,569.720947265625,374.67181396484375|-0.9839377403259277,-2.2677157929251734e-08,-0.17851193249225616|-2.225810646905302e-08,1,-4.3502232927039586e-09|Running
-16.1595458984375,570.0950927734375,374.5999450683594|-0.9839097261428833,-6.500285110178083e-08,-0.17866618931293488|-6.381596051596716e-08,1,-1.2390144910057188e-08|Running
-16.683570861816406,570.4049682617188,374.5041198730469|-0.9838771224021912,-1.0258381877292777e-07,-0.17884573340415955|-1.0071602218886255e-07,1,-1.9523124450415708e-08|Running
-17.037857055664062,570.5491943359375,374.4393005371094|-0.9838682413101196,-8.820050112490208e-08,-0.1788945347070694|-8.659653616405194e-08,1,-1.6774764688420873e-08|Running
-17.41986083984375,570.6724243164062,374.36944580078125|-0.9838663339614868,-6.904198812662798e-08,-0.17890521883964539|-6.778954997344044e-08,1,-1.3113845120926726e-08|Running
-17.73920249938965,570.7623291015625,374.3110046386719|-0.9838661551475525,-4.5119094238543767e-08,-0.17890602350234985|-4.430560807122674e-08,1,-8.542502705211064e-09|Running
-17.875892639160156,570.80517578125,374.2860107421875|-0.9838661551475525,-2.5999590036462905e-08,-0.17890602350234985|-2.5536921910429555e-08,1,-4.8890220760711145e-09|Running
-17.911766052246094,570.8312377929688,374.2794494628906|-0.9838661551475525,-6.896422100055588e-09,-0.17890602350234985|-6.7842740314461025e-09,1,-1.2386633940764114e-09|Running
-17.91278839111328,570.8506469726562,374.2792663574219|-0.9838661551475525,2.172772539665857e-08,-0.17890602350234985|2.1314656706294954e-08,1,4.231026640155733e-09|Running
-17.912790298461914,570.8583984375,374.2792663574219|-0.9838661551475525,5.0315186683747015e-08,-0.17890602350234985|4.937757580592006e-08,1,9.693707170299604e-09|Running
-17.912790298461914,570.8597412109375,374.2792663574219|-0.9838661551475525,5.983619644212013e-08,-0.17890602350234985|5.8723887974565514e-08,1,1.1513044739785983e-08|Running
