KBG|false|14298
-367.2185363769531,24.804651260375977,-337.6070861816406|-0.5152116417884827,1.7470331670210726e-07,0.8570629954338074|9.009384172031787e-08,1,-1.4968085793043429e-07|Freefall
-367.4936218261719,22.931480407714844,-337.15020751953125|-0.5239657163619995,1.517894077096571e-07,0.8517393469810486|7.975656757253091e-08,1,-1.2914713920508802e-07|Freefall
-367.703125,21.490835189819336,-336.8094787597656|-0.5320878028869629,1.5145239729008608e-07,0.8466891646385193|8.094303183270313e-08,1,-1.280087076338532e-07|Freefall
-367.9866638183594,19.52229118347168,-336.3578186035156|-0.5360361933708191,1.6509636679984396e-07,0.8441950082778931|8.894667047343319e-08,1,-1.3908841367538116e-07|Freefall
-368.2725830078125,17.499244689941406,-335.9076232910156|-0.5365316867828369,1.660376511836148e-07,0.8438801765441895|8.950449625899637e-08,1,-1.398488223003369e-07|Freefall
-368.558837890625,15.421699523925781,-335.4576416015625|-0.5366879105567932,1.1483434292358652e-07,0.8437808156013489|6.188950862906495e-08,1,-9.673009060406912e-08|Freefall
-368.8450927734375,13.289654731750488,-335.0076904296875|-0.5367058515548706,6.367767468873353e-08,0.8437694311141968|3.427289385626864e-08,1,-5.366775823745229e-08|Freefall
-369.13134765625,11.103109359741211,-334.5577392578125|-0.5367080569267273,1.256473947108816e-08,0.8437680006027222|6.677724595505197e-09,1,-1.0643625536488344e-08|Freefall
-369.4176025390625,8.86206340789795,-334.1077880859375|-0.5367082357406616,-3.850450980280584e-08,0.8437678813934326|-2.0894013630368136e-08,1,3.234363532556017e-08|Freefall
-369.703857421875,6.5665178298950195,-333.6578369140625|-0.5367082357406616,-8.953011132462052e-08,0.8437678813934326|-4.844219958499707e-08,1,7.529414602913675e-08|Landed
-369.9901123046875,4.50132417678833,-333.2078857421875|-0.5367082357406616,-1.0524983906634588e-07,0.8437678813934326|-5.6901559020161585e-08,1,8.854366484456477e-08|Landed
-370.3479309082031,4.476010322570801,-332.64544677734375|-0.5367082357406616,-8.082633939920925e-08,0.8437678813934326|-4.364672534507008e-08,1,6.802911656222932e-08|Running
-370.5626220703125,5.137022018432617,-332.3079833984375|-0.5367082357406616,-6.618476788844418e-08,0.8437678813934326|-3.5700619349654517e-08,1,5.573090788857371e-08|Jumping
-370.9204406738281,6.176259994506836,-331.74554443359375|-0.5367082357406616,-4.1803001948892415e-08,0.8437678813934326|-2.2468428895194847e-08,1,3.525141423210698e-08|Freefall
-371.1351318359375,6.758927345275879,-331.4080810546875|-0.5367082357406616,-2.7186448647853467e-08,0.8437678813934326|-1.4535899595102819e-08,1,2.2974223412575157e-08|Freefall
-371.42138671875,7.488130569458008,-330.9581298828125|-0.5367082357406616,-7.712285032823729e-09,0.8437678813934326|-3.967099537760532e-09,1,6.61687860059601e-09|Freefall
-371.7076416015625,8.162833213806152,-330.5081787109375|-0.5367082357406616,1.174523145408557e-08,0.8437678813934326|6.592668633231824e-09,1,-9.726480953986538e-09|Freefall
-371.993896484375,8.783035278320312,-330.0582275390625|-0.5367082357406616,3.1186115023729144e-08,0.8437678813934326|1.7143413799658447e-08,1,-2.6055866797491944e-08|Freefall
-372.2801513671875,9.348736763000488,-329.6082763671875|-0.5367082357406616,5.061038166331855e-08,0.8437678813934326|2.7685143066946694e-08,1,-4.2371294028953344e-08|Freefall
-372.56640625,9.859938621520996,-329.1583251953125|-0.5367082357406616,7.001804647188692e-08,0.8437678813934326|3.82178626523455e-08,1,-5.867277153015493e-08|Freefall
-372.92425537109375,10.4222993850708,-328.59588623046875|-0.5400616526603699,9.614407758817833e-08,0.841625452041626|5.265540536925073e-08,1,-8.04477906513057e-08|Freefall
-373.2122497558594,10.81087589263916,-328.1470031738281|-0.5403851270675659,1.1994826820682647e-07,0.8414177894592285|6.56022578482407e-08,1,-1.0042310094604545e-07|Freefall
-373.428466796875,11.066542625427246,-327.8104553222656|-0.5405163764953613,1.3790139519187505e-07,0.8413334488868713|7.534968915479112e-08,1,-1.154995743490872e-07|Freefall
-373.78887939453125,11.424529075622559,-327.2495422363281|-0.5405282974243164,1.6780100509095064e-07,0.8413258790969849|9.155610314337537e-08,1,-1.4062605657727545e-07|Freefall
-374.0772399902344,11.649605751037598,-326.8008117675781|-0.5439932346343994,1.3994804248795845e-07,0.8390896320343018|7.677616054024838e-08,1,-1.1701053637125369e-07|Freefall
-374.3672790527344,11.820182800292969,-326.35321044921875|-0.5511000752449036,1.0292043128856676e-07,0.8344391584396362|5.7462830937993203e-08,1,-8.538987827932942e-08|Freefall
-374.5874938964844,11.912349700927734,-326.0193176269531|-0.5587463974952698,8.739679913105647e-08,0.829338550567627|4.981140122595207e-08,1,-7.182212868883653e-08|Freefall
-374.8853454589844,11.98755168914795,-325.5768737792969|-0.5727605819702148,1.0261000227274053e-07,0.8197227120399475|6.030823840319499e-08,1,-8.30376123417409e-08|Freefall
-375.1905212402344,12.00825309753418,-325.1394958496094|-0.5738550424575806,1.253944503787352e-07,0.8189568519592285|7.353879283300557e-08,1,-1.0158513674696223e-07|Freefall
-375.49688720703125,11.974454879760742,-324.70294189453125|-0.5743650197982788,1.1567932745037979e-07,0.818599283695221|6.763286819477798e-08,1,-9.385956190044453e-08|Freefall
-375.80328369140625,11.886157035827637,-324.26641845703125|-0.5744240283966064,1.0600566469065598e-07,0.8185579180717468|6.168728816646762e-08,1,-8.621381653028948e-08|Freefall
-376.10968017578125,11.743358612060547,-323.82989501953125|-0.5744309425354004,9.634072029029994e-08,0.8185530304908752|5.574024086740792e-08,1,-7.857988038040276e-08|Freefall
-376.41607666015625,11.546060562133789,-323.39337158203125|-0.5744315981864929,8.668405371281551e-08,0.8185526132583618|4.979752787903635e-08,1,-7.09530212361642e-08|Freefall
-376.72247314453125,11.294261932373047,-322.95684814453125|-0.5744317770004272,7.703562232563854e-08,0.8185524940490723|4.385982776966557e-08,1,-6.3332706190522e-08|Freefall
-377.02886962890625,10.987963676452637,-322.52032470703125|-0.5744317770004272,6.739542612876903e-08,0.8185524940490723|3.7927176066432366e-08,1,-5.57189103744804e-08|Freefall
-377.33526611328125,10.627164840698242,-322.08380126953125|-0.5744317770004272,5.7763454464065944e-08,0.8185524940490723|3.199959053290513e-08,1,-4.811160891904365e-08|Freefall
-377.64166259765625,10.211867332458496,-321.64727783203125|-0.5744317770004272,4.813970022610192e-08,0.8185524940490723|2.607705873458599e-08,1,-4.051079471878438e-08|Freefall
-377.94805908203125,9.742069244384766,-321.21075439453125|-0.5744317770004272,3.852415986216329e-08,0.8185524940490723|2.015958067147494e-08,1,-3.291646777370261e-08|Freefall
-378.33111572265625,9.078181266784668,-320.6651306152344|-0.5841617584228516,4.3522284443042736e-08,0.811637282371521|2.3166398577245673e-08,1,-3.6949217019355274e-08|Freefall
-378.642578125,8.485757827758789,-320.2322082519531|-0.6016780138015747,9.83682184596546e-08,0.7987387180328369|5.6665882652850996e-08,1,-8.046886534884834e-08|Freefall
-378.88275146484375,8.005675315856934,-319.9123840332031|-0.6199487447738647,1.3933951947819878e-07,0.7846422791481018|8.422912145533701e-08,1,-1.1103376351684346e-07|Freefall
-379.2129211425781,7.317877769470215,-319.49359130859375|-0.633800745010376,1.5238241246606776e-07,0.7734963893890381|9.533584233167858e-08,1,-1.1888677420301974e-07|Freefall
-379.55096435546875,6.575580596923828,-319.08111572265625|-0.6415554881095886,1.4562445471710816e-07,0.7670766115188599|9.306063475378323e-08,1,-1.120108450436419e-07|Freefall
-379.97894287109375,5.571067810058594,-318.5699768066406|-0.6424461007118225,1.390741459772471e-07,0.766330897808075|8.991818134518326e-08,1,-1.0609849709908303e-07|Freefall
-380.2360534667969,4.927485466003418,-318.2635498046875|-0.6427655220031738,8.207614854427447e-08,0.7660629749298096|5.352702103778029e-08,1,-6.222833803803951e-08|Landed
-380.5788269042969,4.758411407470703,-317.85498046875|-0.6427807807922363,6.140719932545835e-09,0.7660501599311829|4.984387569351156e-09,1,-3.833758199789372e-09|Landed
-380.9216003417969,4.847149848937988,-317.4464111328125|-0.6427844166755676,-6.97296869134334e-08,0.7660471200942993|-4.3518195269598436e-08,1,5.450953111107992e-08|Landed
-381.2643737792969,4.924053192138672,-317.037841796875|-0.6427851319313049,-8.951653285294014e-08,0.7660465240478516|-5.655353163547261e-08,1,6.940148011835845e-08|Running
-381.6071472167969,5.789505958557129,-316.6292724609375|-0.6427851319313049,-9.062154049388482e-08,0.7660465240478516|-5.777409484153395e-08,1,6.981979083775514e-08|Jumping
-381.9499206542969,6.600459098815918,-316.220703125|-0.6427851319313049,-9.172559600756358e-08,0.7660465240478516|-5.899361354977373e-08,1,7.023774628578394e-08|Freefall
-382.2926940917969,7.356911659240723,-315.8121337890625|-0.6427851319313049,-9.282871360483114e-08,0.7660465240478516|-6.021208776019193e-08,1,7.065533935701751e-08|Freefall
-382.6354675292969,8.05886459350586,-315.403564453125|-0.6427851319313049,-9.393088618026013e-08,0.7660465240478516|-6.142952457821593e-08,1,7.10725771568832e-08|Freefall
-382.9782409667969,8.706316947937012,-314.9949951171875|-0.6427851319313049,-9.503212083927792e-08,0.7660465240478516|-6.264591689841836e-08,1,7.148945968538101e-08|Freefall
-383.3210144042969,9.29926872253418,-314.58642578125|-0.6427851319313049,-9.613241047645715e-08,0.7660465240478516|-6.386127893165394e-08,1,7.190598694251094e-08|Freefall
-383.7494812011719,9.963817596435547,-314.0757141113281|-0.6427851319313049,-9.750645801887003e-08,0.7660465240478516|-6.537901242609223e-08,1,7.242614685765147e-08|Freefall
-384.0922546386719,10.434144020080566,-313.6671447753906|-0.6427851319313049,-9.860463734412406e-08,0.7660465240478516|-6.659203677372716e-08,1,7.284187830691735e-08|Freefall
-384.4350280761719,10.849970817565918,-313.2585754394531|-0.6427851319313049,-9.970187164753952e-08,0.7660465240478516|-6.780401662354052e-08,1,7.325724737938799e-08|Freefall
-384.6921081542969,11.12607479095459,-312.9521484375|-0.6427851319313049,-1.0052418275563468e-07,0.7660465240478516|-6.871232471894473e-08,1,7.356854325735185e-08|Freefall
-385.0348815917969,11.446526527404785,-312.5435791015625|-0.6427851319313049,-1.016197828107579e-07,0.7660465240478516|-6.992249979020926e-08,1,7.398328705221502e-08|Freefall
-385.4633483886719,11.7704496383667,-312.0328674316406|-0.6427851319313049,-1.029879612701734e-07,0.7660465240478516|-7.143376024032477e-08,1,7.450122296859263e-08|Freefall
-385.8061218261719,11.968276977539062,-311.6242980957031|-0.6427851319313049,-1.040814510133714e-07,0.7660465240478516|-7.264161183684337e-08,1,7.491517095559175e-08|Freefall
-386.1488952636719,12.111603736877441,-311.2157287597656|-0.6427851319313049,-1.0517400994558557e-07,0.7660465240478516|-7.384842604096775e-08,1,7.532876367122299e-08|Freefall
-386.4059753417969,12.183333396911621,-310.9093017578125|-0.6427851319313049,-1.0599281097256608e-07,0.7660465240478516|-7.475285457303471e-08,1,7.563873083427097e-08|Freefall
-386.7487487792969,12.231285095214844,-310.500732421875|-0.6427851319313049,-1.0708372855106063e-07,0.7660465240478516|-7.595786399861026e-08,1,7.60517053777221e-08|Freefall
-387.0915222167969,12.224737167358398,-310.0921630859375|-0.6427851319313049,-1.081737224239987e-07,0.7660465240478516|-7.716185024264632e-08,1,7.64643317552327e-08|Freefall
-387.5199890136719,12.139910697937012,-309.5814514160156|-0.6427851319313049,-1.0953490203746696e-07,0.7660465240478516|-7.866537998779677e-08,1,7.697961734720593e-08|Freefall
-387.7770690917969,12.048140525817871,-309.2750244140625|-0.6460385322570801,-1.0986807552626487e-07,0.7633048295974731|-7.960426984254809e-08,1,7.656266376443455e-08|Freefall
-388.1214904785156,11.878091812133789,-308.8677978515625|-0.6524078249931335,-1.0285533846854378e-07,0.7578680515289307|-7.624561249031103e-08,1,7.008092950400169e-08|Freefall
-388.4693298339844,11.653543472290039,-308.4635009765625|-0.6652845144271851,-6.022558807217138e-08,0.7465898990631104|-4.989693991319655e-08,1,3.6204518494287186e-08|Freefall
-388.82391357421875,11.374495506286621,-308.0651550292969|-0.6784659028053284,5.859633844806922e-08,0.7346318960189819|2.831673562297965e-08,1,-5.361106758527967e-08|Freefall
-389.2763366699219,10.949044227600098,-307.5755615234375|-0.6912219524383545,1.3516437036287243e-07,0.7226425409317017|8.682718544150703e-08,1,-1.0398989047644136e-07|Freefall
-389.552734375,10.652898788452148,-307.2864074707031|-0.7020555734634399,1.495694448294671e-07,0.7121221423149109|1.0231507019398123e-07,1,-1.0916467374499916e-07|Freefall
-389.9269714355469,10.21035099029541,-306.90643310546875|-0.7056443095207214,1.5109274897895375e-07,0.7085662484169006|1.0839161745934689e-07,1,-1.0529266347703015e-07|Freefall
-390.3034362792969,9.713302612304688,-306.5286560058594|-0.7061976194381714,1.5955271237544366e-07,0.7080147862434387|1.188071436786231e-07,1,-1.068500026235597e-07|Freefall
-390.6801452636719,9.161754608154297,-306.1510925292969|-0.7063443660736084,1.6828083460040943e-07,0.7078683376312256|1.2932505910612235e-07,1,-1.0868235023053785e-07|Freefall
-391.1510314941406,8.395679473876953,-305.67913818359375|-0.7063613533973694,1.7918547712270083e-07,0.7078514099121094|1.4243468626773392e-07,1,-1.110051002228829e-07|Freefall
-391.5277404785156,7.7215070724487305,-305.30157470703125|-0.7063634395599365,1.8790089484355121e-07,0.7078493237495422|1.5291030308617337e-07,1,-1.1286391554676811e-07|Freefall
-391.9044494628906,6.992834091186523,-304.92401123046875|-0.7063636183738708,1.277573460356507e-07,0.7078491449356079|1.0593792154622861e-07,1,-7.477107999420696e-08|Freefall
-392.1869812011719,6.410564422607422,-304.6408386230469|-0.7063636183738708,8.268342810424656e-08,0.7078491449356079|7.073496988141414e-08,1,-4.622286553512822e-08|Freefall
-392.6578674316406,5.3719892501831055,-304.16888427734375|-0.7063636183738708,7.624473497003237e-09,0.7078491449356079|1.2113543057523657e-08,1,1.3167962276128264e-09|Freefall
-392.9403991699219,4.817773818969727,-303.8857116699219|-0.7063636183738708,-3.737238429835088e-08,0.7078491449356079|-2.3029238960248222e-08,1,2.981619573461103e-08|Landed
-393.4112854003906,4.799160957336426,-303.41375732421875|-0.7063636183738708,-1.123030273220138e-07,0.7078491449356079|-8.155046771207708e-08,1,7.72745707422473e-08|Landed
-393.7879943847656,4.889643669128418,-303.03619384765625|-0.7063636183738708,-9.265744438380352e-08,0.7078491449356079|-6.920006256905253e-08,1,6.18451565514988e-08|Running
-394.0705261230469,5.550655364990234,-302.7530212402344|-0.7063636183738708,-7.793428835611849e-08,0.7078491449356079|-5.99441918325283e-08,1,5.0281748542602145e-08|Jumping
-394.5414123535156,6.589893341064453,-302.28106689453125|-0.7063636183738708,-5.3416670198203065e-08,0.7078491449356079|-4.453092117273627e-08,1,3.102588763681524e-08|Freefall
-394.9181213378906,7.359971046447754,-301.90350341796875|-0.7063636183738708,-3.382144697638978e-08,0.7078491449356079|-3.221217070858984e-08,1,1.5636018702025467e-08|Freefall
-395.2006530761719,7.901763916015625,-301.6203308105469|-0.7063636183738708,-1.9136026097044123e-08,0.7078491449356079|-2.298001788858528e-08,1,4.10225498015393e-09|Freefall
-395.6715393066406,8.736625671386719,-301.14837646484375|-0.7063636183738708,5.318748552696206e-09,0.7078491449356079|-7.60624985218783e-09,1,-1.510424496586893e-08|Freefall
-395.9540710449219,9.196667671203613,-300.8652038574219|-0.7063636183738708,1.9979067289455088e-08,0.7078491449356079|1.610123923079243e-09,1,-2.6618289794555494e-08|Freefall
-396.3307800292969,9.762369155883789,-300.4876403808594|-0.7063636183738708,3.95115336004892e-08,0.7078491449356079|1.3889430050539886e-08,1,-4.195886305069507e-08|Freefall
-396.7074890136719,10.273571014404297,-300.1100769042969|-0.7063636183738708,5.9027296828162434e-08,0.7078491449356079|2.615823824214658e-08,1,-5.7286314358862e-08|Freefall
-397.1783752441406,10.835931777954102,-299.63812255859375|-0.7063636183738708,8.339853252437024e-08,0.7078491449356079|4.14794989467282e-08,1,-7.642719168643453e-08|Freefall
-397.4609069824219,11.132473945617676,-299.3549499511719|-0.7063636183738708,9.800876910048828e-08,0.7078491449356079|5.066439356937735e-08,1,-8.790190264562625e-08|Freefall
-397.8376159667969,11.480175018310547,-298.9773864746094|-0.7063636183738708,1.1747451367227768e-07,0.7078491449356079|6.29017620212835e-08,1,-1.03190068045933e-07|Freefall
-398.2143249511719,11.773377418518066,-298.5998229980469|-0.7063636183738708,1.3692361733319558e-07,0.7078491449356079|7.512866773140559e-08,1,-1.1846515945990177e-07|Freefall
-398.5910339355469,12.012079238891602,-298.2222595214844|-0.7063636183738708,1.5635608008324198e-07,0.7078491449356079|8.734511425245728e-08,1,-1.337271697821052e-07|Freefall
-398.9677429199219,12.196281433105469,-297.8446960449219|-0.7063636183738708,1.7577194455498102e-07,0.7078491449356079|9.955113000614801e-08,1,-1.4897615585596213e-07|Freefall
