KBG|false|14298
-331.43255615234375,58.94497299194336,-400.0226135253906|-0.9972629547119141,1.354326784053228e-08,0.07393640279769897|1.3029437972988944e-08,1,-7.4319457255001e-09|Running
-331.96441650390625,58.947349548339844,-399.983154296875|-0.9972628951072693,4.736894965162719e-08,0.07393687963485718|4.60950353442513e-08,1,-1.8936153978188486e-08|Running
-332.49627685546875,58.948646545410156,-399.9437255859375|-0.9972629547119141,8.11657230315177e-08,0.07393640279769897|7.913239130630245e-08,1,-3.043050966766714e-08|Running
-333.1611022949219,58.949466705322266,-399.8944396972656|-0.9972628951072693,1.0588710352976705e-07,0.07393711805343628|1.033236998182474e-07,1,-3.849495655572355e-08|Running
-333.55999755859375,58.94973373413086,-399.8648681640625|-0.9972629547119141,7.875913610178031e-08,0.07393628358840942|7.688169034736347e-08,1,-2.8238742899588942e-08|Running
-334.09185791015625,58.94994354248047,-399.825439453125|-0.9972629547119141,4.261554309437088e-08,0.07393652200698853|4.165198674854764e-08,1,-1.4574138340606169e-08|Running
-334.62371826171875,58.95005798339844,-399.7860107421875|-0.9972628951072693,6.502814731135231e-09,0.07393759489059448|6.4523622000933756e-09,1,-9.212273721637132e-10|Running
-335.15557861328125,58.95011901855469,-399.74658203125|-0.9972629547119141,-2.9579053872907934e-08,0.07393640279769897|-2.871717619257197e-08,1,1.2720078323980033e-08|Running
-335.8204040527344,58.950157165527344,-399.6972961425781|-0.9978929162025452,-7.4511483205697e-08,0.0648825615644455|-7.275112068327871e-08,1,2.9494167108623515e-08|Running
-336.3525695800781,58.950172424316406,-399.6619873046875|-0.9984406232833862,-1.103187727835575e-07,0.05582372844219208|-1.0811777428898495e-07,1,4.244780882345367e-08|Running
-336.75189208984375,58.95018005371094,-399.6389465332031|-0.9989060759544373,-8.571177545491082e-08,0.04676101729273796|-8.429351083805159e-08,1,3.2301986863103593e-08|Running
-337.4177551269531,58.95018005371094,-399.6070251464844|-0.9994500875473022,-4.4920803077275195e-08,0.03315841406583786|-4.4418243305699434e-08,1,1.589295273163316e-08|Running
-337.8175048828125,58.95018005371094,-399.5927429199219|-0.9998089075088501,-2.0582966442361794e-08,0.019548237323760986|-2.0466861982981754e-08,1,6.139440511532257e-09|Running
-338.3507080078125,58.95018005371094,-399.5811767578125|-0.9999990463256836,1.162814999844386e-08,0.0013991538435220718|1.1619178508226469e-08,1,-6.420322939959533e-09|Running
-339.0173645019531,58.95018005371094,-399.57879638671875|-0.9988232851028442,5.1046679772071e-08,-0.048497721552848816|5.212899623074918e-08,1,-2.1052068532867452e-08|Running
-339.4169921875,58.95018005371094,-399.5943908691406|-0.9985928535461426,7.463067674962076e-08,-0.05303075909614563|7.632577592175949e-08,1,-2.993913739146592e-08|Running
-339.9495849609375,58.95018005371094,-399.6221008300781|-0.9974657893180847,1.0579608300531618e-07,-0.07114748656749725|1.0896827973283507e-07,1,-4.070491144148036e-08|Running
-340.4816589355469,58.95018005371094,-399.65863037109375|-0.9964048266410828,7.242942245966333e-08,-0.08471968024969101|7.500715781816325e-08,1,-2.72435727310949e-08|Running
-341.0131530761719,58.95018005371094,-399.7027282714844|-0.9964050054550171,3.9091212045150314e-08,-0.08471789956092834|4.053139335269407e-08,1,-1.5279777443311104e-08|Running
-341.5445251464844,58.95018005371094,-399.7478942871094|-0.9960101842880249,5.8491056442733225e-09,-0.0892399474978447|6.154043497019757e-09,1,-3.1419122858977744e-09|Running
-342.0757751464844,58.95018005371094,-399.7951354980469|-0.9960101842880249,-2.736462434427267e-08,-0.0892399474978447|-2.8262844509185925e-08,1,8.80161366012544e-09|Running
-342.6070251464844,58.95018005371094,-399.8427429199219|-0.9960102438926697,-6.055000767446472e-08,-0.08923923224210739|-6.265034357966215e-08,1,2.0734969297109274e-08|Running
-343.1382751464844,58.95018005371094,-399.8903503417969|-0.9964048266410828,-9.377448861869198e-08,-0.08471944183111191|-9.691375169040839e-08,1,3.2942150340886656e-08|Running
-343.6696472167969,58.95018005371094,-399.9359130859375|-0.9974659085273743,-9.3362828579302e-08,-0.07114630192518234|-9.601914285894964e-08,1,3.39158603424039e-08|Running
-344.2015380859375,58.95018005371094,-399.97491455078125|-0.9985929131507874,-5.889230791922273e-08,-0.053030528128147125|-6.019991616312836e-08,1,2.306028257237358e-08|Running
-344.7340393066406,58.842437744140625,-400.004638671875|-0.9998596906661987,-2.395022846712891e-08,-0.016752421855926514|-2.4165505152495825e-08,1,1.2648003533399788e-08|Running
-345.2671813964844,58.67146301269531,-400.0164489746094|-0.9998089075088501,1.1416594780655487e-08,0.0195499025285244|1.1437265357017168e-08,1,9.455293215054894e-10|Running
-345.9336853027344,58.381107330322266,-400.00634765625|-0.9965508580207825,5.6435577988622754e-08,0.08298414945602417|5.5341743632197904e-08,1,-1.548146499885661e-08|Running
-346.3325500488281,58.166015625,-399.9779968261719|-0.9871914982795715,8.389825012500296e-08,0.15953975915908813|8.02820494527623e-08,1,-2.9111856036934114e-08|Running
-346.9914245605469,57.73940658569336,-399.87799072265625|-0.9760681986808777,9.523858324200773e-08,0.21746477484703064|8.947368712597381e-08,1,-3.635605949625642e-08|Running
-347.3826904296875,57.442569732666016,-399.7954406738281|-0.9651987552642822,7.051209394148827e-08,0.2615174949169159|6.489430859346612e-08,1,-3.011725979717994e-08|Running
-347.89837646484375,57.24405288696289,-399.6596374511719|-0.955070972442627,3.7399736640963965e-08,0.29637712240219116|3.333042997155644e-08,1,-1.8782854382948244e-08|Running
-348.4085693359375,57.26839828491211,-399.5043640136719|-0.9451762437820435,4.20426093938886e-09,0.3265606760978699|2.315080127601732e-09,1,-6.173744182547125e-09|Running
-348.9134521484375,57.30259323120117,-399.3326110839844|-0.9310550093650818,-2.905680851483794e-08,0.36487877368927|-2.831492906807398e-08,1,7.383414324380055e-09|Running
-349.4111328125,57.324527740478516,-399.1410827636719|-0.9171982407569885,-6.232637872471969e-08,0.3984311819076538|-5.837834393673802e-08,1,2.204111559933608e-08|Running
-349.9078369140625,58.18998336791992,-398.9468688964844|-0.8981798887252808,-9.55520391698883e-08,0.43962809443473816|-8.764250480908231e-08,1,3.828987615861479e-08|Jumping
-350.3946228027344,59.00093460083008,-398.7300720214844|-0.883204460144043,-6.183501000123215e-08,0.46898818016052246|-5.7488385607484815e-08,1,2.358485140518951e-08|Freefall
-350.8673400878906,59.757381439208984,-398.4834289550781|-0.8683133721351624,8.777924165315198e-08,0.4960160553455353|7.473389729284463e-08,1,-4.614124549107146e-08|Freefall
-351.3307189941406,60.45933532714844,-398.21954345703125|-0.8563984632492065,1.3930201703260536e-07,0.5163154602050781|1.1933710197808978e-07,1,-7.185899164596776e-08|Freefall
-351.9013671875,61.260135650634766,-397.8749084472656|-0.8468156456947327,1.6291646431909612e-07,0.5318865180015564|1.3876311300009547e-07,1,-8.537477214076716e-08|Freefall
-352.2401123046875,61.699737548828125,-397.6622009277344|-0.8408694267272949,1.556468589569704e-07,0.541238009929657|1.3175308311019762e-07,1,-8.28835169386366e-08|Freefall
-352.6886291503906,62.23818588256836,-397.3736267089844|-0.8404313325881958,1.630576065281275e-07,0.5419180393218994|1.3809884080728807e-07,1,-8.671979401242425e-08|Freefall
-353.1367492675781,62.72214126586914,-397.08441162109375|-0.8379743099212646,1.7284396847117023e-07,0.5457096695899963|1.4610930065828143e-07,1,-9.23716996226176e-08|Freefall
-353.5837097167969,63.15159225463867,-396.79339599609375|-0.8332833647727966,1.563489036016108e-07,0.5528461337089539|1.3147902677701495e-07,1,-8.463406686587405e-08|Freefall
-354.13916015625,63.61176300048828,-396.4247741699219|-0.817196249961853,1.6063557950474205e-07,0.5763595104217529|1.3103053220220318e-07,1,-9.292451608189367e-08|Freefall
-354.4665222167969,63.84699630737305,-396.1949462890625|-0.8129048943519592,1.6176993256067362e-07,0.5823965072631836|1.3104752838444256e-07,1,-9.485076191140251e-08|Freefall
-354.89990234375,64.11295318603516,-395.8841247558594|-0.8099034428596497,1.572322929632719e-07,0.586563229560852|1.2675192806455016e-07,1,-9.304276460397887e-08|Freefall
-355.3318176269531,64.32440948486328,-395.57122802734375|-0.8071238398551941,1.5998548974494042e-07,0.5903821587562561|1.2841948660025082e-07,1,-9.54213561499273e-08|Freefall
-355.76226806640625,64.48136901855469,-395.25634765625|-0.8044241666793823,1.684005468405303e-07,0.5940552949905396|1.346549680647513e-07,1,-1.0113678428069761e-07|Freefall
-356.1913146972656,64.58381652832031,-394.9395446777344|-0.7992486953735352,1.686376123188893e-07,0.6010004878044128|1.3395487030720687e-07,1,-1.0245310022582998e-07|Freefall
-356.61767578125,64.63177490234375,-394.6191101074219|-0.7888239026069641,1.5115166718260298e-07,0.6146193146705627|1.180087210173042e-07,1,-9.447079207802744e-08|Freefall
-357.03851318359375,64.62522888183594,-394.2915344238281|-0.7672939300537109,1.6352558418475382e-07,0.6412955522537231|1.244041243353422e-07,1,-1.061461460949431e-07|Freefall
-357.5505676269531,64.54039764404297,-393.8647155761719|-0.7313641309738159,3.0674277695652563e-07,0.6819871664047241|2.2340532268572133e-07,1,-2.1019771168084844e-07|Freefall
-357.9437561035156,64.41122436523438,-393.50469970703125|-0.6680129766464233,6.447820055655029e-07,0.7441496253013611|4.319642528116674e-07,1,-4.78699803352356e-07|Freefall
-358.2237854003906,64.27857971191406,-393.2197570800781|-0.5963840484619141,9.457763212594728e-07,0.8026992678642273|5.73021168293053e-07,1,-7.525055707446882e-07|Freefall
-358.5711364746094,64.05403900146484,-392.81689453125|-0.530853271484375,0.0000011082491937486338,0.8474637269973755|5.974141572551162e-07,1,-9.335030313195603e-07|Freefall
-358.8871154785156,63.774993896484375,-392.3897399902344|-0.4669721722602844,0.0000010132779380001011,0.884272038936615|4.742700241422426e-07,1,-8.95433799996681e-07|Freefall
-359.17010498046875,63.441444396972656,-391.94036865234375|-0.39369824528694153,9.37506911213859e-07,0.9192397594451904|3.624955127179419e-07,1,-8.646200058137765e-07|Freefall
-359.4185791015625,63.05339050292969,-391.4713134765625|-0.30198848247528076,0.00000110574001155328,0.953311562538147|3.263761243488261e-07,1,-0.000001056504743246478|Freefall
-359.631103515625,62.61084747314453,-390.98553466796875|-0.2182297557592392,0.0000012419423001119867,0.9758974313735962|2.7033695459977025e-07,1,-0.0000012121629424655112|Freefall
-359.8065185546875,62.113800048828125,-390.4859313964844|-0.14928637444972992,0.000001071832912202808,0.9887940287590027|1.577569861410666e-07,1,-0.0000010601620488159824|Freefall
-359.94390869140625,61.56224822998047,-389.97503662109375|-0.1055930107831955,6.945374479983002e-07,0.994409441947937|6.774415339805273e-08,1,-6.912486583132704e-07|Freefall
-360.0428161621094,60.956199645996094,-389.45477294921875|-0.08026813715696335,3.868710507504147e-07,0.9967733025550842|2.235931084726417e-08,1,-3.863228528189211e-07|Freefall
-360.10302734375,60.295654296875,-388.9266662597656|-0.0650743618607521,2.2448271863595437e-07,0.9978803992271423|9.479405038703703e-10,1,-2.2489771822620241e-07|Freefall
-360.1383361816406,59.580604553222656,-388.39459228515625|-0.055176250636577606,1.1451252390770605e-07,0.9984766244888306|-1.3169359824871663e-08,1,-1.1541498423639496e-07|Freefall
-360.167724609375,58.81105041503906,-387.862060546875|-0.05001416429877281,2.4912063523174766e-08,0.9987484812736511|-2.438816615324413e-08,1,-2.6164562072494846e-08|Freefall
-360.1943054199219,57.98700714111328,-387.3293762207031|-0.04529210180044174,-5.724073659507667e-08,0.9989737868309021|-3.472399612292065e-08,1,5.572519867769188e-08|Freefall
-360.218505859375,57.214298248291016,-386.79656982421875|-0.035785019397735596,-1.0247914872252295e-07,0.9993594884872437|-3.297730089002471e-08,1,1.0136397321502955e-07|Landed
-360.24298095703125,57.16413879394531,-386.13037109375|-0.022010553628206253,-1.1732269200592782e-07,0.9997577667236328|-1.6001305169766056e-08,1,1.1699884083782308e-07|Landed
-360.2527770996094,57.22013854980469,-385.7304992675781|-0.01745017059147358,-1.2626276202354347e-07,0.9998477101325989|-6.1310543308934484e-09,1,1.2617499578482239e-07|Running
-360.2648620605469,58.085594177246094,-385.1972961425781|-0.01744992658495903,-1.3817391675274848e-07,0.9998477101325989|6.308141120570099e-09,1,1.3830505452006037e-07|Jumping
-360.2745666503906,58.89654541015625,-384.6640930175781|-0.017449354752898216,-1.500748965099774e-07,0.9998477697372437|1.873669219776275e-08,1,1.5042473933135625e-07|Freefall
-360.2838134765625,59.652992248535156,-384.1308898925781|-0.013329846784472466,-1.6096342392302176e-07,0.9999111294746399|3.1850511561515304e-08,1,1.6140232617090078e-07|Freefall
-360.2910461425781,60.354949951171875,-383.5975646972656|-0.013077626936137676,-1.6969532623534178e-07,0.9999144673347473|4.4365641826971114e-08,1,1.7029009313773713e-07|Freefall
-360.29962158203125,61.1557502746582,-382.930908203125|-0.012932422570884228,-1.6406579561589751e-07,0.9999163746833801|5.371162004053076e-08,1,1.6477420672345033e-07|Freefall
-360.3064880371094,61.73507308959961,-382.3975830078125|-0.025272369384765625,-9.805754075387085e-08,0.9996805787086487|3.921792668393209e-08,1,9.908031728400601e-08|Freefall
-360.316162109375,62.1338005065918,-381.9976806640625|-0.04307916387915611,-1.9401102946403626e-08,0.9990716576576233|2.914545937926505e-08,1,2.067585924692139e-08|Freefall
-360.3446350097656,62.730228424072266,-381.33160400390625|-0.06776516139507294,1.1717105508068926e-07,0.9977012872695923|1.579887687341852e-08,1,-1.1636794283731433e-07|Freefall
-360.38092041015625,63.146053314208984,-380.7995300292969|-0.08718111366033554,1.456901088658924e-07,0.996192455291748|1.1292947910135354e-08,1,-1.4525865310588415e-07|Freefall
-360.42742919921875,63.50737762451172,-380.26824951171875|-0.09735436737537384,1.5299812616831332e-07,0.9952498078346252|9.079574425641113e-09,1,-1.52840215150718e-07|Freefall
-360.46630859375,63.742610931396484,-379.8701477050781|-0.09858930110931396,1.5813552067811543e-07,0.9951282143592834|7.182225036928003e-09,1,-1.5819814791484532e-07|Freefall
-360.5322265625,64.06654357910156,-379.2066955566406|-0.0988820344209671,1.6810885483664606e-07,0.9950991868972778|3.809258242171154e-09,1,-1.6855827311701432e-07|Freefall
-360.57177734375,64.22002410888672,-378.8086242675781|-0.09896469861268997,1.741083650586006e-07,0.9950909614562988|1.767710977595982e-09,1,-1.747914950556151e-07|Freefall
-360.6245422363281,64.37698364257812,-378.2778625488281|-0.10716443508863449,1.6893092436021107e-07,0.9942412972450256|1.1424615697919194e-09,1,-1.6978624728380964e-07|Freefall
-360.6814880371094,64.47944641113281,-377.7475891113281|-0.11994851380586624,1.3602338810869696e-07,0.9927800893783569|4.46940395804063e-09,1,-1.3647260743709921e-07|Freefall
-360.7453308105469,64.52740478515625,-377.21807861328125|-0.13733235001564026,1.5817751375379885e-07,0.9905250072479248|1.5282505927416423e-08,1,-1.575717192281445e-07|Freefall
-360.818359375,64.52085876464844,-376.68975830078125|-0.15102922916412354,1.696150491170556e-07,0.9885293245315552|2.413362309994227e-08,1,-1.6789606149814063e-07|Freefall
-360.89886474609375,64.4598159790039,-376.16253662109375|-0.15240977704524994,1.3869494353002665e-07,0.9883173704147339|2.2913530628443368e-08,1,-1.368008923918751e-07|Freefall
-360.98040771484375,64.34427642822266,-375.63543701171875|-0.15291641652584076,1.0947593409582623e-07,0.9882391095161438|2.16998596869189e-08,1,-1.0742103739858067e-07|Freefall
-361.06195068359375,64.17423248291016,-375.10833740234375|-0.15297479927539825,8.030448128693024e-08,0.9882301092147827|2.041892166460002e-08,1,-7.81001290306449e-08|Freefall
-361.14349365234375,63.94968795776367,-374.58123779296875|-0.15298177301883698,5.11582918250042e-08,0.9882290363311768|1.9132610162841956e-08,1,-4.880584469901805e-08|Freefall
-361.24542236328125,63.59236526489258,-373.92236328125|-0.15298247337341309,1.4760587419004878e-08,0.9882289171218872|1.752553657752287e-08,1,-1.2223370760011676e-08|Freefall
-361.32696533203125,63.24518966674805,-373.395263671875|-0.15298253297805786,-1.432960505809433e-08,0.9882289171218872|1.624108492137566e-08,1,1.7014487596611616e-08|Freefall
-361.40850830078125,62.84351348876953,-372.8681640625|-0.15298260748386383,-4.3394962290221883e-08,0.9882288575172424|1.4957727501041518e-08,1,4.622738103421398e-08|Freefall
-361.46966552734375,62.50649642944336,-372.47283935546875|-0.1529824435710907,-6.517768724734196e-08,0.9882289171218872|1.3995939518451905e-08,1,6.812067709915937e-08|Freefall
-361.57159423828125,61.876670837402344,-371.81396484375|-0.15298251807689667,-1.0145122786298089e-07,0.9882289171218872|1.2394308690488742e-08,1,1.045783406539158e-07|Freefall
-361.63275146484375,61.4578971862793,-371.41864013671875|-0.15298256278038025,-1.2319677011873864e-07,0.9882289171218872|1.143415051529928e-08,1,1.2643425861824653e-07|Freefall
-361.71429443359375,60.85184860229492,-370.89154052734375|-0.1529826670885086,-1.5216915016935673e-07,0.9882288575172424|1.0154893814728894e-08,1,1.5555372101516696e-07|Freefall
-361.79583740234375,60.19130325317383,-370.36444091796875|-0.15298248827457428,-1.461575038774754e-07,0.9882289171218872|7.491194331521456e-09,1,1.490581098551047e-07|Freefall
-361.87738037109375,59.476253509521484,-369.83734130859375|-0.15298254787921906,-1.0520663806801167e-07,0.9882289171218872|3.4447507069046424e-09,1,1.0699305619255028e-07|Freefall
-361.95892333984375,58.70669937133789,-369.31024169921875|-0.15705381333827972,-6.329805302129898e-08,0.9875900745391846|-9.235973097432293e-10,1,6.394657248165458e-08|Freefall
-362.0635681152344,57.668128967285156,-368.65179443359375|-0.15729404985904694,-8.232901471671994e-09,0.9875518083572388|-5.378412382128772e-09,1,7.480021935180048e-09|Freefall
-362.1475524902344,56.77595520019531,-368.12506103515625|-0.15745510160923004,3.588723984648823e-08,0.9875261187553406|-8.902361514628865e-09,1,-3.775997470256698e-08|Freefall
-362.2105407714844,56.0710563659668,-367.7300109863281|-0.15746501088142395,6.895295712183724e-08,0.9875245690345764|-1.1541939848314087e-08,1,-7.1664452150344e-08|Freefall
-362.2945251464844,55.0835075378418,-367.2032775878906|-0.15746590495109558,1.1300758018251145e-07,0.9875244498252869|-1.5059235636272206e-08,1,-1.1683649603355661e-07|Freefall
-362.39947509765625,53.77243423461914,-366.5448303222656|-0.15353453159332275,1.349779523707184e-07,0.988143265247345|-1.5861814972595312e-08,1,-1.3906210938330332e-07|Freefall
-362.46099853515625,52.94491195678711,-366.1496276855469|-0.1447274535894394,1.220129064449793e-07,0.9894715547561646|-1.3127289477665727e-08,1,-1.2523126713404054e-07|Freefall
-362.53851318359375,51.79385757446289,-365.6219787597656|-0.14433972537517548,1.1236550534476919e-07,0.9895281791687012|-6.696116994220347e-09,1,-1.1453137460648577e-07|Freefall
-362.61529541015625,50.588314056396484,-365.09417724609375|-0.14404712617397308,1.032900840414186e-07,0.9895708560943604|-1.3806374099534224e-10,1,-1.0439876518830715e-07|Freefall
-362.68402099609375,49.32826614379883,-364.62200927734375|-0.14401330053806305,9.423035152167358e-08,0.9895757436752319|6.449626610560699e-09,1,-9.428436698044607e-08|Landed
-362.76739501953125,48.73366928100586,-364.0489196777344|-0.1395164281129837,8.28716366640947e-08,0.99021977186203|1.4252940161441074e-08,1,-8.168198917246627e-08|Landed
-362.816162109375,48.754337310791016,-363.705078125|-0.12602244317531586,7.598195850277989e-08,0.9920274019241333|1.8074405971901797e-08,1,-7.429651560642014e-08|Running
-362.89703369140625,49.827640533447266,-363.1319580078125|-0.11250772327184677,6.43774313857648e-08,0.9936508536338806|2.5279119242327397e-08,1,-6.192652080017069e-08|Jumping
-362.94451904296875,50.43074417114258,-362.77325439453125|-0.09134959429502487,6.938518026800011e-08,0.9958189129829407|2.988550562577075e-08,1,-6.693501575227856e-08|Freefall
-362.99920654296875,51.187191009521484,-362.2616271972656|-0.08247250318527222,1.2477609345751262e-07,0.9965933561325073|4.145086407447707e-08,1,-1.217723735180698e-07|Freefall
-363.0433044433594,51.88914489746094,-361.7309265136719|-0.06898244470357895,1.430384628520187e-07,0.9976179003715515|3.51442075441355e-08,1,-1.4094989353452547e-07|Freefall
-363.0892333984375,52.689945220947266,-361.0658874511719|-0.05994648486375809,1.4279574145348306e-07,0.9982016086578369|2.0907112485701873e-08,1,-1.4179744312059483e-07|Freefall
-363.1132507324219,53.129547119140625,-360.6665954589844|-0.05436001718044281,1.4688671967633127e-07,0.9985213875770569|1.1722828041627054e-08,1,-1.4646603574419714e-07|Freefall
-363.1423034667969,53.66799545288086,-360.134033203125|-0.05395398661494255,1.5664461727737944e-07,0.9985434412956238|8.083507752054686e-10,1,-1.5682942944295064e-07|Freefall
-363.1781921386719,54.26442337036133,-359.4682922363281|-0.05772847309708595,1.7075350910999987e-07,0.9983323216438293|-1.1918158016044345e-08,1,-1.7172791899611184e-07|Freefall
-363.2089538574219,54.68024826049805,-358.9358215332031|-0.07042063772678375,1.6086296739104e-07,0.9975174069404602|-1.4570207262920576e-08,1,-1.6229192567607242e-07|Freefall
-363.2366943359375,54.95634841918945,-358.53680419921875|-0.07985975593328476,1.4822074945186614e-07,0.9968060851097107|-1.1595830073929392e-08,1,-1.4962466821089038e-07|Freefall
-363.2790832519531,55.27680587768555,-358.0051574707031|-0.08049096167087555,1.4392637126547925e-07,0.9967553615570068|-8.737093715183164e-09,1,-1.451004294494851e-07|Freefall
-363.32220458984375,55.54275894165039,-357.4735412597656|-0.08084575086832047,1.404338973998165e-07,0.9967266321182251|-5.912493161730481e-09,1,-1.4137467019281758e-07|Freefall
-363.3653259277344,55.754207611083984,-356.9419250488281|-0.09320028871297836,1.4651821800271136e-07,0.9956473708152771|-3.2412003636572706e-10,1,-1.4718908403210662e-07|Freefall
-363.4147033691406,55.91115951538086,-356.410888671875|-0.110352523624897,1.6150166004536004e-07,0.9938924908638|8.485190328144654e-09,1,-1.6155198068190657e-07|Freefall
-363.48828125,56.03071212768555,-355.74835205078125|-0.11175332218408585,1.5279913156973635e-07,0.9937359690666199|1.4806305514980522e-08,1,-1.520972290336431e-07|Freefall
-363.5332946777344,56.06156539916992,-355.3509216308594|-0.12935349345207214,1.257538713161921e-07,0.9915985465049744|1.8626018061240757e-08,1,-1.2438958663096855e-07|Freefall
-363.6015319824219,56.05501174926758,-354.8219909667969|-0.12991927564144135,1.132903193479251e-07,0.9915245771408081|2.3115122260719545e-08,1,-1.1122993726075947e-07|Freefall
-363.671142578125,55.99396896362305,-354.2931823730469|-0.13861916959285736,1.0779093173596266e-07,0.9903457760810852|2.947741961634165e-08,1,-1.0471574540815709e-07|Freefall
-363.744873046875,55.878421783447266,-353.7649841308594|-0.1391804963350296,1.1164863167323347e-07,0.9902670383453369|3.615447852212128e-08,1,-1.076645332886983e-07|Freefall
-363.81927490234375,55.708370208740234,-353.2369079589844|-0.13539619743824005,1.1686556433687656e-07,0.9907915592193604|4.246711426958427e-08,1,-1.1214839190643033e-07|Freefall
-363.8916320800781,55.483821868896484,-352.70849609375|-0.13518047332763672,1.2403756954881828e-07,0.9908210039138794|4.945153975199901e-08,1,-1.18439849927654e-07|Freefall
-363.96368408203125,55.204776763916016,-352.1800537109375|-0.1391209065914154,1.3226811290678597e-07,0.9902753829956055|5.7137619080549484e-08,1,-1.255398984767453e-07|Freefall
-364.0377502441406,54.8712272644043,-351.65191650390625|-0.13935448229312897,1.4256195868256327e-07,0.9902425408363342|6.463681501145402e-08,1,-1.348705325199262e-07|Freefall
-364.1121826171875,54.48317337036133,-351.12384033203125|-0.13541631400585175,1.5390718033359008e-07,0.9907887578010559|7.163209403415749e-08,1,-1.4554770189079136e-07|Freefall
-364.2025146484375,53.921478271484375,-350.46331787109375|-0.13124866783618927,1.5744960535357677e-07,0.991349458694458|7.343531649439683e-08,1,-1.491011119014729e-07|Freefall
-364.25506591796875,53.543582916259766,-350.0667724609375|-0.1264721006155014,1.2385505954171094e-07,0.9919701814651489|5.609412312423956e-08,1,-1.1770587349246853e-07|Freefall
-364.3395080566406,52.84562683105469,-349.4054870605469|-0.13016480207443237,7.124225476218271e-08,0.9914923906326294|2.9445006433093113e-08,1,-6.798796903240145e-08|Freefall
-364.3913879394531,52.385982513427734,-349.00885009765625|-0.1303786188364029,4.13098355522834e-08,0.9914642572402954|1.3418349098515137e-08,1,-3.990095365224988e-08|Freefall
-364.4783630371094,51.55178451538086,-348.34783935546875|-0.13049061596393585,-8.32328073130384e-09,0.9914495348930359|-1.327614018720169e-08,1,6.64771038216827e-09|Freefall
-364.5305480957031,51.0103874206543,-347.95123291015625|-0.12630337476730347,-3.755175015385248e-08,0.9919916391372681|-2.9193929051984924e-08,1,3.4137844551196395e-08|Freefall
-364.5981750488281,50.2408332824707,-347.4222106933594|-0.13842347264289856,-6.864983248533463e-08,0.9903731346130371|-4.978823042733893e-08,1,6.235828919898267e-08|Freefall
-364.6714782714844,49.41679000854492,-346.89398193359375|-0.1267913579940796,-8.189267930447386e-08,0.9919294118881226|-6.671596253227108e-08,1,7.403114921089582e-08|Freefall
-364.73974609375,48.53824234008789,-346.36505126953125|-0.1305464655160904,-8.354196268101077e-08,0.9914422035217285|-8.322007261085673e-08,1,7.33052090140518e-08|Freefall
-364.80908203125,47.60519027709961,-345.8362121582031|-0.14265504479408264,-7.283658476353594e-08,0.9897724986076355|-9.864726990826966e-08,1,5.9371277671971256e-08|Freefall
-364.9039611816406,46.362239837646484,-345.1763000488281|-0.12770774960517883,-2.078882843647989e-08,0.9918118715286255|-1.1040415159868644e-07,1,6.744587999207852e-09|Freefall
-364.9557189941406,45.57559585571289,-344.7796630859375|-0.1223989799618721,4.157089605882902e-08,0.992480993270874|-1.1406770283883816e-07,1,-5.59533788191402e-08|Freefall
-365.0209655761719,44.47904586791992,-344.25030517578125|-0.1299743354320526,8.123837602624917e-08,0.9915173649787903|-7.634956489255273e-08,1,-9.194177152949123e-08|Freefall
-365.1073303222656,43.031715393066406,-343.5892333984375|-0.1380985528230667,1.3352112659958948e-07,0.9904184937477112|-2.719322544919578e-08,1,-1.3860451986147382e-07|Freefall
-365.1624755859375,42.1224479675293,-343.19305419921875|-0.1518111675977707,1.4058608144296159e-07,0.9884095191955566|4.109380835615184e-09,1,-1.4160349337544176e-07|Freefall
-365.24310302734375,40.86240005493164,-342.66583251953125|-0.18090279400348663,1.6646839640088729e-07,0.9835009574890137|3.776390755660941e-08,1,-1.6231484778472804e-07|Freefall
-365.33880615234375,39.547847747802734,-342.1412048339844|-0.22744682431221008,2.18814022900915e-07,0.9737905263900757|5.678553449683932e-08,1,-2.1144006723261555e-07|Freefall
-365.4565124511719,38.178802490234375,-341.6212158203125|-0.2829510271549225,3.5274089782433293e-07,0.9591343402862549|1.0153065232998415e-07,1,-3.3781782349251444e-07|Freefall
-365.6013488769531,36.75525665283203,-341.1081848144531|-0.31916099786758423,3.6866453001493937e-07,0.9477005004882812|1.1679102129846797e-07,1,-3.496773501865391e-07|Freefall
-365.7704162597656,35.27720642089844,-340.60247802734375|-0.3540765941143036,2.752210548351286e-07,0.9352164268493652|9.795394362299703e-08,1,-2.572002131273621e-07|Freefall
-365.9581604003906,33.744659423828125,-340.1033630371094|-0.3840686082839966,2.2796430698690529e-07,0.923304557800293|8.902830472834466e-08,1,-2.0986718141102756e-07|Freefall
-366.16259765625,32.157615661621094,-339.6108093261719|-0.42084774374961853,2.130936849198406e-07,0.9071313142776489|9.099860420747063e-08,1,-1.92692212408474e-07|Freefall
-366.3852844238281,30.516067504882812,-339.1262512207031|-0.4572584927082062,2.3133347326620424e-07,0.8893338441848755|1.0647108439343356e-07,1,-2.0537693501410104e-07|Freefall
-366.68902587890625,28.387495040893555,-338.53289794921875|-0.4850286841392517,2.0661067878791073e-07,0.8744982481002808|1.0054628063471682e-07,1,-1.8049532002351043e-07|Freefall
-366.8826904296875,27.069475173950195,-338.18292236328125|-0.5037052035331726,1.964877895943573e-07,0.8638756275177002|9.942237966242828e-08,1,-1.6947835490555008e-07|Freefall
