aneh pro|false|14975
3438.22119140625,1142.43408203125,1377.6846923828125|0.5107061862945557,2.414034483422256e-08,0.8597555160522461|-2.909439267284597e-08,1,-1.079569855733098e-08|Freefall
3438.30712890625,1142.5306396484375,1377.82373046875|0.5075365304946899,3.094689660088079e-08,0.8616302609443665|-3.793089575765407e-08,1,-1.3573782098319498e-08|Jumping
3438.608154296875,1142.848388671875,1378.3424072265625|0.5040715932846069,3.496171174788287e-08,0.8636621236801147|-4.2990937032527654e-08,1,-1.5389360896733706e-08|Freefall
3438.88916015625,1143.1451416015625,1378.82666015625|0.5008290410041809,3.869718057103455e-08,0.8655463457107544|-4.770867789716249e-08,1,-1.710282759859183e-08|Freefall
3438.961181640625,1143.2210693359375,1378.9505615234375|0.49999839067459106,3.965085326740336e-08,0.8660263419151306|-4.8914650108145e-08,1,-1.754404799214626e-08|Freefall
3439.36474609375,1143.6329345703125,1379.6541748046875|0.48952484130859375,1.5084701487921848e-08,0.8719892501831055|-1.9309046805915386e-08,1,-6.459303314443332e-09|Freefall
3439.545654296875,1143.817626953125,1379.9696044921875|0.48480725288391113,4.151871735302848e-09,0.8746210336685181|-6.082961245823526e-09,1,-1.3752330385585765e-09|Freefall
3439.94970703125,1144.231689453125,1380.7049560546875|0.47992637753486633,-2.189208281322408e-08,0.8773090839385986|2.4335077952741813e-08,1,1.164132790165695e-08|Freefall
3440.178466796875,1144.4659423828125,1381.1209716796875|0.4771578907966614,-3.657792646549751e-08,0.878817617893219|4.1514137905096504e-08,1,1.9081465296721944e-08|Freefall
3440.6796875,1144.98046875,1382.07275390625|0.45621854066848755,-6.208065173041177e-08,0.889867901802063|6.997247936624262e-08,1,3.389033054190804e-08|Freefall
3440.732666015625,1145.034912109375,1382.1734619140625|0.4539886713027954,-6.475092817481709e-08,0.8910074234008789|7.296173976101272e-08,1,3.549591554019571e-08|Jumping
3441.044189453125,1145.3568115234375,1382.794189453125|0.4449450969696045,-3.224198863449601e-08,0.8955579996109009|3.7004689090736065e-08,1,1.761688039891851e-08|Freefall
3441.26953125,1145.58984375,1383.24365234375|0.43836960196495056,-8.857807820561447e-09,0.8987947702407837|1.1088321372199061e-08,1,4.447094248405392e-09|Freefall
3441.716064453125,1146.1026611328125,1384.19091796875|0.41508135199546814,4.4486775152563496e-08,0.9097843170166016|-4.4561360823536234e-08,1,-2.8567413323798974e-08|Freefall
3441.874755859375,1146.284912109375,1384.5277099609375|0.406734824180603,6.322157020122177e-08,0.9135462641716003|-6.413841902030981e-08,1,-4.0648448162983186e-08|Jumping
3442.176025390625,1146.7200927734375,1385.2139892578125|0.3859281539916992,4.333440983828041e-08,0.9225289821624756|-4.501894323993838e-08,1,-2.8140403784959744e-08|Freefall
3442.338623046875,1146.9552001953125,1385.584716796875|0.37460583448410034,3.270083226425413e-08,0.9271841645240784|-3.4810533122708875e-08,1,-2.120463626908986e-08|Freefall
3442.608642578125,1147.2518310546875,1386.2532958984375|0.3622038960456848,7.651798306085311e-09,0.9320988655090332|-1.1631984264681705e-08,1,-3.6891456556276125e-09|Freefall
3442.84716796875,1147.513916015625,1386.843994140625|0.35119107365608215,-1.431669360840715e-08,0.936303973197937|8.65390958892931e-09,1,1.2044720776316353e-08|Freefall
3442.868408203125,1147.5372314453125,1386.8966064453125|0.35020875930786133,-1.62637103784391e-08,0.9366716742515564|1.04498711905876e-08,1,1.3456233460829026e-08|Freefall
3443.111328125,1147.894287109375,1387.546875|0.3450959026813507,-4.466548020332084e-08,0.9385677576065063|3.5536601217245334e-08,1,3.4522766867439714e-08|Freefall
3443.257080078125,1148.108642578125,1387.9373779296875|0.3420200049877167,-6.168065169731562e-08,0.9396926760673523|5.054843654761498e-08,1,4.724105906461773e-08|Freefall
3443.463623046875,1148.7489013671875,1388.527099609375|0.3301413357257843,-5.843026684715369e-08,0.9439314603805542|4.836225286908302e-08,1,4.49861943252472e-08|Freefall
3443.54296875,1148.99462890625,1388.75341796875|0.3255683183670044,-5.718463924608841e-08,0.9455184936523438|4.753077931241023e-08,1,4.411349152633193e-08|Jumping
3443.85986328125,1149.8658447265625,1389.706787109375|0.29662445187568665,1.0982404319292982e-08,0.9549942016601562|-6.1481912894123525e-09,1,-9.59031964953283e-09|Freefall
3443.90625,1149.9931640625,1389.8460693359375|0.2923734486103058,2.0851713244951497e-08,0.9563042521476746|-1.3850463886910802e-08,1,-1.756993661672368e-08|Jumping
3444.04443359375,1150.249267578125,1390.307861328125|0.28588244318962097,4.3812814709554004e-08,0.9582650661468506|-3.1021578195122856e-08,1,-3.646622204200867e-08|Freefall
3444.21044921875,1150.5574951171875,1390.86376953125|0.2780517637729645,7.134931223617968e-08,0.9605661630630493|-5.1519677413125464e-08,1,-5.936517410987108e-08|Freefall
3444.26171875,1150.6524658203125,1391.034912109375|0.2756361961364746,7.98079184960443e-08,0.961262047290802|-5.779534362204686e-08,1,-6.645163352914096e-08|Freefall
3444.58984375,1151.121337890625,1392.22021484375|0.2503820061683655,2.8411863084443212e-08,0.9681470990180969|-2.2429420099001618e-08,1,-2.3545947414049806e-08|Freefall
3444.85546875,1151.683349609375,1393.3123779296875|0.2164357602596283,-2.484516947731663e-08,0.9762968420982361|1.1597752980208043e-08,1,2.2877264527210173e-08|Freefall
3445.048828125,1152.266845703125,1394.2203369140625|0.20440444350242615,-7.183206207628245e-08,0.978886604309082|4.0194873207610726e-08,1,6.498818549971475e-08|Jumping
3445.129638671875,1152.510498046875,1394.599609375|0.19936977326869965,-9.138563683563916e-08,0.9799243211746216|5.1985779236929375e-08,1,8.26811259457827e-08|Freefall
3445.2548828125,1152.96044921875,1395.268798828125|0.18370717763900757,-6.049054945833632e-08,0.9829810857772827|3.424768024729019e-08,1,5.513738443596594e-08|Freefall
3445.3349609375,1153.2486572265625,1395.697509765625|0.17364946007728577,-4.0793398881078247e-08,0.984807550907135|2.3117134873018585e-08,1,3.73465063319145e-08|Freefall
3445.455322265625,1153.6846923828125,1396.4259033203125|0.16268795728683472,1.1690085344184808e-08,0.9866777658462524|-5.69349900558791e-09,1,-1.0909158021377152e-08|Freefall
3445.52392578125,1153.9332275390625,1396.8409423828125|0.15643326938152313,4.1492665303621834e-08,0.9876885414123535|-2.1868489241683164e-08,1,-3.854626839938646e-08|Freefall
3445.68505859375,1154.4891357421875,1397.869873046875|0.13056984543800354,8.404325768651688e-08,0.9914394617080688|-4.4808370347482196e-08,1,-7.886782071864218e-08|Freefall
3445.685302734375,1154.4901123046875,1397.87158203125|0.1305258423089981,8.411505092453808e-08,0.9914448857307434|-4.4846402147413755e-08,1,-7.893675046943827e-08|Jumping
3445.78759765625,1154.8472900390625,1398.6805419921875|0.11355557292699814,4.6602981029764123e-08,0.9935317039489746|-2.4538969967125013e-08,1,-4.4101707175059346e-08|Freefall
3445.842041015625,1155.0369873046875,1399.1102294921875|0.10452920943498611,2.6785444973143058e-08,0.9945217967033386|-1.3997103032181712e-08,1,-2.546182287233023e-08|Freefall
3445.92041015625,1155.340576171875,1399.897705078125|0.08934081345796585,-1.1092081031449652e-08,0.9960013628005981|5.257855040241566e-09,1,1.0664988003838971e-08|Freefall
3445.9765625,1155.557861328125,1400.46142578125|0.07845523953437805,-3.8058804108231925e-08,0.9969176650047302|1.8701806325793768e-08,1,3.6704687289557114e-08|Freefall
3446.015625,1155.8153076171875,1401.0009765625|0.06627997756004333,-6.580260247801561e-08,0.9978009462356567|3.18269499643975e-08,1,6.383347539440365e-08|Freefall
3446.060546875,1156.10986328125,1401.6182861328125|0.05233604833483696,-9.737043171753612e-08,0.9986295104026794|4.6438241696478144e-08,1,9.50703338276071e-08|Freefall
3446.115478515625,1156.71435546875,1402.791259765625|0.04441254213452339,-3.9824261222065616e-08,0.9990135431289673|1.811079641811375e-08,1,3.9058452472318095e-08|Freefall
3446.12109375,1156.7750244140625,1402.908935546875|0.04361738637089729,-3.406146831252954e-08,0.9990482926368713|1.5293160515739146e-08,1,3.3426232448618975e-08|Jumping
3446.164794921875,1157.302001953125,1403.9161376953125|0.04361841455101967,4.0487535102329275e-08,0.9990483522415161|-2.079445771130395e-08,1,-3.961822159226358e-08|Freefall
3446.171630859375,1157.3831787109375,1404.0712890625|0.0436185784637928,5.1970260983580374e-08,0.9990482330322266|-2.63530104405163e-08,1,-5.0869196854819165e-08|Jumping
3446.20166015625,1157.742919921875,1404.760986328125|0.0436185747385025,6.474184033322672e-08,0.9990483522415161|-3.2190762055961386e-08,1,-6.339806191135722e-08|Freefall
3446.22216796875,1157.989501953125,1405.233642578125|0.0436185784637928,7.349364494757538e-08,0.9990482330322266|-3.619112121100443e-08,1,-7.198354978754651e-08|Freefall
3446.2548828125,1158.3787841796875,1405.9853515625|0.0436185747385025,3.542450244253814e-08,0.9990483522415161|-1.6918706435831155e-08,1,-3.4719580099817904e-08|Freefall
3446.272705078125,1158.5914306640625,1406.39599609375|0.0436185784637928,1.4624210287195183e-08,0.9990482330322266|-6.388605644502832e-09,1,-1.4359215150250293e-08|Freefall
3446.31201171875,1159.06298828125,1407.2987060546875|0.0436185747385025,-3.100393897170761e-08,0.9990483522415161|1.6710464123548263e-08,1,3.030389095215469e-08|Freefall
3446.328857421875,1159.26611328125,1407.6875|0.0436185784637928,-5.065362174150323e-08,0.9990482330322266|2.6658039331550754e-08,1,4.953798438123158e-08|Freefall
3446.372314453125,1159.8021240234375,1408.6861572265625|0.0436185784637928,-8.913031024349038e-08,0.9990483522415161|4.6040078416353936e-08,1,8.720510891180311e-08|Freefall
3446.38427734375,1159.9508056640625,1408.963134765625|0.0436185784637928,-9.979893178524435e-08,0.9990482330322266|5.1414229318424987e-08,1,9.764925579247574e-08|Jumping
3446.41259765625,1160.404052734375,1409.616943359375|0.0436185747385025,-4.766788208598882e-08,0.9990483522415161|2.4345370164269298e-08,1,4.665037067752564e-08|Jumping
3446.4306640625,1160.6922607421875,1410.03271484375|0.0436185784637928,-1.4519721425187981e-08,0.9990482330322266|7.133305945927759e-09,1,1.4222113264850123e-08|Jumping
3446.449462890625,1160.9903564453125,1410.4620361328125|0.0436185747385025,1.689804918214577e-08,0.9990483522415161|-9.180209481485235e-09,1,-1.65133364760095e-08|Jumping
3446.480224609375,1161.4771728515625,1411.1632080078125|0.0436185747385025,6.820275189056701e-08,0.9990483522415161|-3.581991236956128e-08,1,-6.670381935691694e-08|Jumping
3446.481689453125,1161.4998779296875,1411.1959228515625|0.0436185784637928,7.059561113464952e-08,0.9990482330322266|-3.706239226630714e-08,1,-6.90447166107333e-08|Jumping
3446.54931640625,1162.10546875,1412.6181640625|0.05233200266957283,5.314722528737548e-08,0.9986297488212585|-2.8083627867658834e-08,1,-5.174846151589918e-08|Jumping
3446.6005859375,1162.2911376953125,1413.41064453125|0.06839797645807266,1.755800305147659e-08,0.9976580142974854|-8.821740671294265e-09,1,-1.6994411211612714e-08|Jumping
3446.632568359375,1162.4075927734375,1413.9073486328125|0.07845975458621979,-4.893653482440641e-09,0.9969173073768616|3.5363219019757253e-09,1,4.6304688972043095e-09|Jumping
3446.69873046875,1162.6015625,1414.7535400390625|0.07845975458621979,-4.3464822852001816e-08,0.9969172477722168|2.479380967201905e-08,1,4.1647894022389664e-08|Jumping
3446.7314453125,1162.69775390625,1415.1728515625|0.07845975458621979,-6.257904772155598e-08,0.9969173073768616|3.532812087314596e-08,1,5.999215346719211e-08|Jumping
3446.78271484375,1162.85400390625,1415.8016357421875|0.08702926337718964,-7.527022916065107e-08,0.9962056875228882|4.2428510482750426e-08,1,7.185033013001885e-08|Jumping
3446.834716796875,1163.0120849609375,1416.437744140625|0.09569314867258072,-8.815854357635544e-08,0.9954109191894531|4.971602862724467e-08,1,8.378556515253877e-08|Jumping
3446.835693359375,1163.0147705078125,1416.44873046875|0.09584298729896545,-8.838195952876049e-08,0.9953964352607727|4.984303103583443e-08,1,8.399151596449883e-08|Jumping
3446.931884765625,1163.202880859375,1417.44873046875|0.09584297984838486,-2.3637353407934825e-08,0.9953963756561279|1.367361868176431e-08,1,2.243009156188691e-08|Jumping
3446.9462890625,1163.2310791015625,1417.598876953125|0.09584298729896545,-1.3917636820792723e-08,0.9953964352607727|8.2437221493592e-09,1,1.3188246938966586e-08|Jumping
3447.075439453125,1163.4736328125,1418.923095703125|0.1039421558380127,7.245881050721437e-08,0.994583249092102|-4.048864354899706e-08,1,-6.862203605351169e-08|Jumping
3447.084716796875,1163.4910888671875,1419.0184326171875|0.10452470183372498,7.868674600786107e-08,0.9945222735404968|-4.4020939782285495e-08,1,-7.449352068533699e-08|Jumping
3447.14306640625,1163.6259765625,1419.574462890625|0.10452597588300705,6.688753728667507e-08,0.9945225715637207|-3.7612394976349606e-08,1,-6.330283497391065e-08|Jumping
3447.216064453125,1163.7940673828125,1420.267578125|0.104527547955513,5.218095111558796e-08,0.994521975517273|-2.9624743547174148e-08,1,-4.935471409339698e-08|Jumping
3447.310791015625,1164.1075439453125,1421.17236328125|0.11620906740427017,9.172837600601724e-09,0.99322509765625|-5.676552561340031e-09,1,-8.57124238251572e-09|Jumping
3447.356689453125,1164.2596435546875,1421.611328125|0.12187046557664871,-1.1774452524093704e-08,0.992546021938324|6.113844097654919e-09,1,1.1112184949979564e-08|Jumping
3447.443603515625,1164.5469970703125,1422.323486328125|0.12644708156585693,-4.507752038307444e-08,0.9919734001159668|2.540936883121958e-08,1,4.220333238436069e-08|Freefall
3447.52099609375,1164.802978515625,1422.9580078125|0.13052253425121307,-7.48087956026211e-08,0.9914453625679016|4.2722113846593857e-08,1,6.982996580973122e-08|Freefall
3447.59521484375,1165.0096435546875,1423.5245361328125|0.13052253425121307,-7.667934909250107e-08,0.9914454221725464|4.407501208447684e-08,1,7.153855818842203e-08|Freefall
3447.6650390625,1165.2037353515625,1424.056640625|0.13052253425121307,-7.84359173167104e-08,0.9914453625679016|4.534546604872958e-08,1,7.31430205291872e-08|Freefall
3447.77685546875,1165.48046875,1424.90380859375|0.13052253425121307,-2.2094482687862183e-08,0.9914454221725464|1.3152883227007806e-08,1,2.055356418395604e-08|Freefall
3447.84814453125,1165.6571044921875,1425.4447021484375|0.13052253425121307,1.388320036710411e-08,0.9914453625679016|-7.4041821562786936e-09,1,-1.3028239820300769e-08|Freefall
3447.925048828125,1165.860595703125,1426.0281982421875|0.13052253425121307,5.3331397964484495e-08,0.9914454221725464|-2.994423198288132e-08,1,-4.984944723673834e-08|Freefall
3448.009765625,1166.0848388671875,1426.6712646484375|0.13052253425121307,9.680206147777426e-08,0.9914453625679016|-5.478264242242403e-08,1,-9.042524595770374e-08|Freefall
3448.1044921875,1166.3355712890625,1427.39013671875|0.13052253425121307,6.320458112440974e-08,0.9914454221725464|-3.592293396081914e-08,1,-5.902073496599769e-08|Freefall
3448.171875,1166.51416015625,1427.9019775390625|0.13052253425121307,3.928425229560162e-08,0.9914453625679016|-2.2495420637369534e-08,1,-3.66617207703257e-08|Freefall
3448.2412109375,1166.7152099609375,1428.428466796875|0.13052254915237427,1.4241241963475204e-08,0.9914456605911255|-8.437709198005905e-09,1,-1.3253308672744879e-08|Freefall
3448.306640625,1166.905029296875,1428.92578125|0.13052253425121307,-9.413718693451756e-09,0.9914454221725464|4.840829070928976e-09,1,8.857655053873259e-09|Freefall
3448.313232421875,1166.923828125,1428.974853515625|0.13052253425121307,-1.1749987649523064e-08,0.9914453625679016|6.152276466053763e-09,1,1.1041431768887833e-08|Freefall
3448.44580078125,1167.386474609375,1429.9871826171875|0.13052253425121307,-6.123485718489974e-08,0.9914454221725464|3.393020975295258e-08,1,5.729635432771829e-08|Freefall
3448.5009765625,1167.57861328125,1430.407470703125|0.13052253425121307,-8.177991617230873e-08,0.9914453625679016|4.546301113350637e-08,1,7.650039890449989e-08|Landed
3448.62353515625,1168.0953369140625,1431.2880859375|0.14637356996536255,-7.0562180098932e-08,0.9892294406890869|3.98182642413758e-08,1,6.543865538333193e-08|Running
3448.634521484375,1168.1422119140625,1431.367919921875|0.1478092074394226,-6.954078202170422e-08,0.9890158772468567|3.929763892074334e-08,1,6.444004441163997e-08|Jumping
3448.705322265625,1168.5084228515625,1431.84033203125|0.1478092223405838,-3.0131580786019185e-08,0.9890159368515015|1.7612070024597415e-08,1,2.7834087035216726e-08|Jumping
3448.7802734375,1168.8973388671875,1432.3419189453125|0.1478092223405838,1.1710691083521851e-08,0.9890159368515015|-5.412340797761317e-09,1,-1.10318723045566e-08|Jumping
3448.801513671875,1169.0069580078125,1432.4833984375|0.1478092074394226,2.3507416457846375e-08,0.9890158772468567|-1.190368603687375e-08,1,-2.1989476906014715e-08|Jumping
3448.88427734375,1169.391845703125,1433.03564453125|0.1478092223405838,5.6764811517950875e-08,0.9890159368515015|-3.026561046226561e-08,1,-5.287202498038823e-08|Jumping
3448.97021484375,1169.7918701171875,1433.6094970703125|0.1478092074394226,9.132864420280384e-08,0.9890158772468567|-4.93488450103996e-08,1,-8.496772352373227e-08|Jumping
3449.10888671875,1170.318359375,1434.513671875|0.15446889400482178,4.651692009360886e-08,0.9879977703094482|-2.519898956165889e-08,1,-4.314226842438984e-08|Jumping
3449.149658203125,1170.4735107421875,1434.7801513671875|0.1564301997423172,3.328755582288068e-08,0.9876890182495117|-1.802816207430169e-08,1,-3.0847164822489503e-08|Jumping
3449.237548828125,1170.7325439453125,1435.3333740234375|0.1564302146434784,6.72356437192434e-09,0.9876891374588013|-3.6268970049491145e-09,1,-6.232941718309348e-09|Jumping
3449.340576171875,1171.03662109375,1435.9827880859375|0.1564301997423172,-2.445948332763237e-08,0.9876890182495117|1.3278518729009647e-08,1,2.2661305720816927e-08|Jumping
3449.504150390625,1171.532470703125,1437.0167236328125|0.1564301997423172,-7.614627151042441e-08,0.9876888990402222|4.12997138710125e-08,1,7.055434281255657e-08|Jumping
3449.52294921875,1171.5894775390625,1437.1357421875|0.1564301997423172,-8.209556057181544e-08,0.9876890182495117|4.452502011531578e-08,1,7.606696073025887e-08|Jumping
3449.595947265625,1171.8626708984375,1437.5960693359375|0.1564301997423172,-7.64792318364016e-08,0.9876888990402222|4.147602439275033e-08,1,7.086352837859522e-08|Jumping
3449.664794921875,1172.1209716796875,1438.0311279296875|0.1564301997423172,-7.11705467892898e-08,0.9876888990402222|3.8594038187511615e-08,1,6.594511603452702e-08|Jumping
3449.6767578125,1172.1654052734375,1438.10595703125|0.1564301997423172,-7.025720094588905e-08,0.9876890182495117|3.8098196597502465e-08,1,6.509892358508296e-08|Freefall
3449.764404296875,1172.5379638671875,1438.6597900390625|0.1564302146434784,-3.002666559837053e-08,0.9876891374588013|1.6278358216936795e-08,1,2.782276276036555e-08|Freefall
3449.85986328125,1172.944091796875,1439.263427734375|0.1564301997423172,1.3818349131611285e-08,0.9876890182495117|-7.501864907055733e-09,1,-1.2802441773374085e-08|Freefall
3449.994384765625,1173.4246826171875,1440.1158447265625|0.1564301997423172,7.151121650394998e-08,0.9876888990402222|-3.879272725271221e-08,1,-6.625857196240759e-08|Freefall
3450.033935546875,1173.5655517578125,1440.3656005859375|0.1564301997423172,8.841654164370993e-08,0.9876890182495117|-4.796166308551619e-08,1,-8.192242972882013e-08|Freefall
3450.143310546875,1173.900146484375,1441.0550537109375|0.1564301997423172,6.362586901786926e-08,0.9876888990402222|-3.451184582559108e-08,1,-5.895294208357882e-08|Freefall
3450.219970703125,1174.13525390625,1441.539306640625|0.1564301997423172,4.621114868541554e-08,0.9876890182495117|-2.5063741304620635e-08,1,-4.2817546841433796e-08|Freefall
3450.30419921875,1174.4144287109375,1442.036865234375|0.1641242951154709,2.0688382562639163e-08,0.9864400625228882|-1.0721802112811929e-08,1,-1.9188881594800478e-08|Freefall
3450.40869140625,1174.7603759765625,1442.6534423828125|0.17364570498466492,-1.1056022763966666e-08,0.9848082065582275|7.307208171880575e-09,1,9.938135647757917e-09|Freefall
3450.532470703125,1175.2877197265625,1443.3553466796875|0.17364570498466492,-5.13240330235476e-08,0.9848083257675171|3.007135518373616e-08,1,4.681345089352362e-08|Freefall
3450.564453125,1175.4241943359375,1443.537109375|0.17364570498466492,-6.174821720605905e-08,0.9848082065582275|3.5964315969749805e-08,1,5.6359368727498804e-08|Jumping
3450.629150390625,1175.8895263671875,1443.9041748046875|0.17364570498466492,-7.994425743618194e-08,0.9848083257675171|4.6184201352161836e-08,1,7.303408722236782e-08|Jumping
3450.689208984375,1176.3214111328125,1444.244873046875|0.17364570498466492,-9.683360957524201e-08,0.9848082065582275|5.5670177800948295e-08,1,8.851136357179712e-08|Jumping
3450.76904296875,1176.96630859375,1444.697998046875|0.17364570498466492,-4.922688390252006e-08,0.9848083257675171|2.8092536297208426e-08,1,4.503286987755928e-08|Jumping
3450.84326171875,1177.566162109375,1445.119384765625|0.17364570498466492,-4.948937259996455e-09,0.9848082065582275|2.4431869860563893e-09,1,4.594486568976208e-09|Jumping
3450.958740234375,1178.216796875,1445.7742919921875|0.17364570498466492,4.826485167086503e-08,0.9848083257675171|-2.8382503458601605e-08,1,-4.400486375288892e-08|Jumping
3451.042236328125,1178.687255859375,1446.247802734375|0.17364570498466492,8.673963947103402e-08,0.9848082065582275|-5.06701844926738e-08,1,-7.914330524272373e-08|Jumping
3451.16552734375,1179.1800537109375,1446.9453125|0.17364570498466492,6.085740267280926e-08,0.9848083257675171|-3.541929416428502e-08,1,-5.555091320275096e-08|Jumping
3451.239013671875,1179.473876953125,1447.3612060546875|0.17364570498466492,4.5423664829513655e-08,0.9848082065582275|-2.6325093216428286e-08,1,-4.1482621782051865e-08|Jumping
3451.34765625,1179.9097900390625,1447.9774169921875|0.17364570498466492,1.2332297849582119e-08,0.9848083257675171|-6.8860956936589446e-09,1,-1.1308350700289793e-08|Jumping
3451.445556640625,1180.3033447265625,1448.5338134765625|0.17364570498466492,-1.754772505080382e-08,0.9848082065582275|1.0666447280982538e-08,1,1.5937663633280863e-08|Jumping
3451.57763671875,1180.9034423828125,1449.2811279296875|0.17364570498466492,-5.927781643322305e-08,0.9848083257675171|3.518012547942817e-08,1,5.3989133164122904e-08|Jumping
3451.64453125,1181.20703125,1449.6591796875|0.17364570498466492,-8.038471577265227e-08,0.9848082065582275|4.757903582230938e-08,1,7.323539819026337e-08|Jumping
3451.734375,1181.6158447265625,1450.1676025390625|0.17364570498466492,-7.005441204910312e-08,0.9848083257675171|4.14020071559662e-08,1,6.383490358530253e-08|Jumping
3451.8134765625,1181.97509765625,1450.6146240234375|0.17364570498466492,-6.09733987744221e-08,0.9848083257675171|3.597197917315498e-08,1,5.5571248935848416e-08|Jumping
3451.82470703125,1182.0257568359375,1450.6776123046875|0.17364570498466492,-5.969408078954075e-08,0.9848082065582275|3.5207005311121975e-08,1,5.4407077954010674e-08|Jumping
3451.98583984375,1182.740966796875,1451.5906982421875|0.17364570498466492,1.3551553657009663e-08,0.9848083257675171|-8.168129284058523e-09,1,-1.2320362507978189e-08|Jumping
3452.005859375,1182.829345703125,1451.7034912109375|0.17364570498466492,2.2600897153779442e-08,0.9848082065582275|-1.3527035491733841e-08,1,-2.0564396407962704e-08|Jumping
3452.159912109375,1183.4381103515625,1452.5775146484375|0.17364570498466492,6.579560363206838e-08,0.9848083257675171|-3.9081527347661904e-08,1,-5.99195573158795e-08|Jumping
3452.22119140625,1183.6807861328125,1452.926025390625|0.17364570498466492,8.301645948449732e-08,0.9848082065582275|-4.926958396822556e-08,1,-7.560965542552367e-08|Jumping
3452.305908203125,1183.9813232421875,1453.4075927734375|0.1736457198858261,5.8608666364534656e-08,0.9848085641860962|-3.474826115734686e-08,1,-5.3385807774475325e-08|Jumping
3452.396484375,1184.3018798828125,1453.9210205078125|0.17364570498466492,3.258304914766086e-08,0.9848083257675171|-1.9264422945752813e-08,1,-2.968889489807225e-08|Jumping
3452.41796875,1184.37841796875,1454.0435791015625|0.17364570498466492,2.6370466699177086e-08,0.9848082065582275|-1.556826845217074e-08,1,-2.4032196677126194e-08|Jumping
3452.5341796875,1184.7803955078125,1454.70458984375|0.17364570498466492,-6.626028614675761e-09,0.9848083257675171|4.062868264043118e-09,1,6.011860342880482e-09|Jumping
3452.6171875,1185.0672607421875,1455.1761474609375|0.17364570498466492,-3.01667206770162e-08,0.9848082065582275|1.8068313067942654e-08,1,2.744619287398109e-08|Freefall
3452.821533203125,1185.689697265625,1456.3345947265625|0.17364570498466492,-8.581744737057306e-08,0.9848083257675171|5.117750134786547e-08,1,7.811743785168801e-08|Freefall
3452.824462890625,1185.6983642578125,1456.350830078125|0.17364570498466492,-8.659529981969172e-08,0.9848082065582275|5.1640277831666026e-08,1,7.882569263983896e-08|Jumping
3452.927490234375,1185.9935302734375,1456.9351806640625|0.17364570498466492,-6.606470037695544e-08,0.9848083257675171|3.937911330353927e-08,1,6.014032294388016e-08|Freefall
3453.039794921875,1186.315185546875,1457.5716552734375|0.17364570498466492,-4.3699348140080474e-08,0.9848083257675171|2.6022217269883186e-08,1,3.9785110317325234e-08|Freefall
3453.0517578125,1186.3492431640625,1457.63916015625|0.17364570498466492,-4.132921560540126e-08,0.9848082065582275|2.4606739756904972e-08,1,3.762799494211322e-08|Freefall
3453.1806640625,1186.7283935546875,1458.37060546875|0.17364570498466492,1.0457280374964739e-08,0.9848083257675171|-6.286418496870283e-09,1,-9.510146448121759e-09|Freefall
3453.25634765625,1186.9510498046875,1458.80029296875|0.17364570498466492,4.0882110141637895e-08,0.9848082065582275|-2.4436308976305554e-08,1,-3.7204046066108276e-08|Freefall
3453.390869140625,1187.31787109375,1459.56298828125|0.17364570498466492,7.096656418070779e-08,0.9848083257675171|-4.2374786346499604e-08,1,-6.458959944666276e-08|Freefall
3453.44482421875,1187.4644775390625,1459.8680419921875|0.17364570498466492,8.299705456238371e-08,0.9848082065582275|-4.954821264391285e-08,1,-7.554082515071059e-08|Freefall
3453.580322265625,1187.931640625,1460.6351318359375|0.17364570498466492,4.529400499109215e-08,0.9848083257675171|-2.7021519244385672e-08,1,-4.122816577023514e-08|Freefall
3453.625732421875,1188.0885009765625,1460.8927001953125|0.17364570498466492,3.263147618781659e-08,0.9848082065582275|-1.9455953292890626e-08,1,-2.970429413551301e-08|Freefall
3453.735595703125,1188.4884033203125,1461.514892578125|0.17364570498466492,2.786481489991388e-09,0.9848083257675171|-1.6242660549892207e-09,1,-2.5430686445560013e-09|Freefall
3453.81884765625,1188.791748046875,1461.9866943359375|0.17364570498466492,-1.9846000398615615e-08,0.9848083257675171|1.1898114493646972e-08,1,1.8054221229135692e-08|Freefall
3453.833740234375,1188.846435546875,1462.07177734375|0.17364570498466492,-2.392700260145375e-08,0.9848082065582275|1.433641649839501e-08,1,2.176824409616529e-08|Freefall
3453.97021484375,1189.173583984375,1462.8453369140625|0.17364570498466492,-5.950453996206306e-08,0.9848083257675171|3.5593163971725517e-08,1,5.4146521932807445e-08|Freefall
3454.07421875,1189.4232177734375,1463.435302734375|0.17364570498466492,-8.664233064337168e-08,0.9848082065582275|5.1807358403266335e-08,1,7.884398911528478e-08|Freefall
3454.184326171875,1189.6864013671875,1464.0596923828125|0.17364570498466492,-7.055789552623537e-08,0.9848083257675171|4.2182591641903855e-08,1,6.420851406119255e-08|Landed
3454.259033203125,1189.864990234375,1464.4833984375|0.17364570498466492,-5.964250249235192e-08,0.9848082065582275|3.565093109614281e-08,1,5.4276426908472786e-08|Landed
3454.381591796875,1190.1824951171875,1465.1787109375|0.17364570498466492,-1.0818904883080904e-08,0.9848083257675171|6.453696688168975e-09,1,9.847854087752239e-09|Running
3454.442626953125,1190.3408203125,1465.5252685546875|0.17364570498466492,1.351714740138732e-08,0.9848082065582275|-8.099622306190213e-09,1,-1.2297504348168786e-08|Running
3454.52490234375,1190.5577392578125,1465.992431640625|0.17364570498466492,4.6142766052525985e-08,0.9848083257675171|-2.761021988817447e-08,1,-4.1986218946021836e-08|Running
