Mt Forever|true|20028
975.1012573242188,1280.3272705078125,-1123.616455078125|-0.00836152397096157,0.00012206604878883809,0.9999650716781616|0.0000076162027653481346,1,-0.00012200663331896067|Climbing
975.1012573242188,1280.6422119140625,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|0.0000044479520511231385,1,3.719295804671674e-08|Climbing
975.1012573242188,1281.1671142578125,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|7.694647763401008e-08,1,6.434122679088716e-10|Climbing
975.1012573242188,1281.5870361328125,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|-3.5202111803300795e-07,1,-2.943535859500912e-09|Climbing
975.1012573242188,1282.0069580078125,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|-1.0072650979964237e-07,1,-8.42256542288311e-10|Climbing
975.1012573242188,1282.4268798828125,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|1.4424454519712526e-08,1,1.20614629395277e-10|Climbing
975.1012573242188,1282.8468017578125,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|2.265860210570736e-08,1,1.89467067035487e-10|Climbing
975.1012573242188,1283.2667236328125,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|1.9451753985322284e-08,1,1.6265197522180586e-10|Climbing
975.1012573242188,1283.5816650390625,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|8.198669299019912e-09,1,6.855575829245453e-11|Climbing
975.1012573242188,1284.1065673828125,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|-7.765727616515505e-09,1,-6.493558468712024e-11|Climbing
975.1012573242188,1284.5264892578125,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|-1.3163290013551432e-08,1,-1.1006900946242126e-10|Climbing
975.1012573242188,1284.9464111328125,-1123.616455078125|-0.00836152397096157,0,0.9999650716781616|-1.8556242764589115e-08,1,-1.5516389562097999e-10|Climbing
975.10107421875,1285.332275390625,-1123.5916748046875|-0.00836152397096157,0,0.9999650716781616|-2.3944590310520653e-08,1,-2.0022025704058422e-10|Running
975.1005249023438,1285.663818359375,-1123.527099609375|-0.00836152397096157,0,0.9999650716781616|-2.9328340644951822e-08,1,-2.452381908657486e-10|Freefall
975.10009765625,1286.0677490234375,-1123.4725341796875|-0.00836152397096157,0,0.9999650716781616|-3.4707493767882625e-08,1,-2.9021768321868535e-10|Climbing
975.0999755859375,1286.382568359375,-1123.4576416015625|-0.00836152397096157,0,0.9999650716781616|-3.873884679705952e-08,1,-3.239271073596228e-10|Climbing
975.0999755859375,1286.907470703125,-1123.4561767578125|-0.00836152397096157,0,0.9999650716781616|-2.8674094210145995e-08,1,-2.397675114007569e-10|Climbing
975.0999755859375,1287.327392578125,-1123.4561767578125|-0.00836152397096157,0,0.9999650716781616|-1.1685614254020038e-08,1,-9.771296272109709e-11|Climbing
975.0999755859375,1287.747314453125,-1123.4561767578125|-0.00836152397096157,0,0.9999650716781616|5.288360416244586e-09,1,4.42202975625694e-11|Climbing
975.0997924804688,1288.1331787109375,-1123.431396484375|-0.00836152397096157,0,0.9999650716781616|2.2247844455591803e-08,1,1.8603237006420414e-10|Running
975.0992431640625,1288.4647216796875,-1123.3668212890625|-0.00836152397096157,0,0.9999650716781616|3.919284807807344e-08,1,3.2772337621445047e-10|Freefall
975.0988159179688,1288.86865234375,-1123.312255859375|-0.00836152397096157,0,0.9999650716781616|5.612338682681184e-08,1,4.692934374439517e-10|Climbing
975.0986938476562,1289.2884521484375,-1123.29638671875|-0.00836152397096157,0,0.9999650716781616|5.381964029993469e-08,1,4.50029929988105e-10|Climbing
975.0986938476562,1289.7083740234375,-1123.2958984375|-0.00836152397096157,0,0.9999650716781616|3.23062252505224e-08,1,2.7013871695125147e-10|Climbing
975.0985107421875,1290.09423828125,-1123.2711181640625|-0.00836152397096157,0,0.9999650716781616|1.081118661261371e-08,1,9.040115184211217e-11|Running
975.0979614257812,1290.42578125,-1123.2064208984375|-0.00836152397096157,0,0.9999650716781616|-1.0665502259143977e-08,1,-8.918296656723612e-11|Freefall
975.0971069335938,1290.70263671875,-1123.10205078125|-0.009948238730430603,0,0.9999505281448364|-3.2165086594204695e-08,1,-3.200018028337581e-10|Freefall
975.09619140625,1290.8746337890625,-1122.9976806640625|-0.013306111097335815,0,0.9999115467071533|-4.832737587889824e-08,1.0000001192092896,-6.431062904432849e-10|Freefall
975.093994140625,1291.0931396484375,-1122.7740478515625|-0.019593307748436928,0,0.9998080730438232|-7.530887558004906e-08,1.0000001192092896,-1.475833233399726e-09|Freefall
975.0911865234375,1291.2064208984375,-1122.550537109375|-0.036131273955106735,0,0.9993470907211304|-9.670517897575337e-08,1.0000001192092896,-3.496364087141046e-09|Freefall
975.0867919921875,1291.2655029296875,-1122.287353515625|-0.06903461366891861,0,0.9976142644882202|-1.1633576946223911e-07,1.0000001192092896,-8.050401234527271e-09|Freefall
975.0786743164062,1291.2698974609375,-1121.984619140625|-0.10791230201721191,0,0.9941604137420654|-1.3018471634040907e-07,1,-1.4131051884191947e-08|Freefall
975.0459594726562,1291.3197021484375,-1121.5838623046875|-0.1528872549533844,0,0.9882436394691467|-6.737983682114645e-08,1,-1.0424066942960053e-08|Freefall
974.9826049804688,1291.443603515625,-1121.146728515625|-0.19897933304309845,0,0.9800037145614624|8.813304752663953e-09,1,1.789447812150513e-09|Freefall
974.9179077148438,1291.5753173828125,-1120.745361328125|-0.24681267142295837,0,0.9690631628036499|5.069822961445425e-08,1,1.2912434677048168e-08|Freefall
974.8533935546875,1291.90673828125,-1120.396484375|-0.29224956035614014,0,0.9563421607017517|8.953567487424152e-08,1.0000001192092896,2.7361297227912473e-08|Freefall
974.7619018554688,1292.3739013671875,-1120.068115234375|-0.34027737379074097,0,0.9403252005577087|9.12422777332722e-08,1.0000001192092896,3.30180256469248e-08|Landed
974.6437377929688,1292.867919921875,-1119.713134765625|-0.37780091166496277,0,0.925886869430542|5.884237808118087e-08,1,2.401017340503131e-08|Landed
974.494140625,1293.3419189453125,-1119.3160400390625|-0.40667638182640076,0,0.9135722517967224|2.662958564769724e-08,1.0000001192092896,1.1854151438228655e-08|Landed
974.311279296875,1293.7698974609375,-1118.8780517578125|-0.4289074242115021,0,0.9033485054969788|-5.372654321433856e-09,1.0000001192092896,-2.550921696098385e-09|Running
974.0934448242188,1294.1234130859375,-1118.4017333984375|-0.4430583715438843,0,0.8964928388595581|-3.030557138572476e-08,1.0000001192092896,-1.4977405982108394e-08|Running
973.8527221679688,1294.4254150390625,-1117.9111328125|-0.44775065779685974,0,0.8941585421562195|-3.439198437149571e-08,1.0000001192092896,-1.7221816861479056e-08|Running
973.60791015625,1294.7010498046875,-1117.4212646484375|-0.44775065779685974,0,0.8941585421562195|-3.855374686168034e-08,1.0000001192092896,-1.9305820941895036e-08|Running
973.3626098632812,1294.9625244140625,-1116.9315185546875|-0.44775065779685974,0,0.8941585421562195|-4.271194598004513e-08,1.0000001192092896,-2.1388043336401097e-08|Running
973.1172485351562,1295.2164306640625,-1116.4417724609375|-0.44775065779685974,0,0.8941585421562195|-4.686658883201744e-08,1.0000001192092896,-2.346848582135408e-08|Running
972.8648681640625,1295.4561767578125,-1115.9378662109375|-0.44775065779685974,0,0.8941585421562195|-5.1017675417597275e-08,1.0000001192092896,-2.5547144844040304e-08|Running
972.6021118164062,1295.6585693359375,-1115.4130859375|-0.44775065779685974,0,0.8941585421562195|-3.489467204076391e-08,1.0000001192092896,-1.7473537283763108e-08|Running
972.3347778320312,1295.80859375,-1114.87939453125|-0.44775065779685974,0,0.8941585421562195|-1.2031505569609635e-08,1.0000001192092896,-6.024786891600797e-09|Running
972.0662841796875,1295.8988037109375,-1114.3431396484375|-0.44775065779685974,0,0.8941585421562195|1.0812131634452271e-08,1.0000001192092896,5.4141842120714045e-09|Running
971.7977294921875,1295.9476318359375,-1113.8065185546875|-0.44775065779685974,0,0.8941585421562195|3.363625111774127e-08,1.0000001192092896,1.6843381800413226e-08|Running
971.5291748046875,1295.9742431640625,-1113.2698974609375|-0.44775065779685974,0,0.8941585421562195|5.644086087386313e-08,1.0000001192092896,2.8262808982049137e-08|Running
971.2606201171875,1295.9886474609375,-1112.7332763671875|-0.44775065779685974,0,0.8941585421562195|7.922598399545677e-08,1.0000001192092896,3.967247863556622e-08|Running
970.9920654296875,1295.99658203125,-1112.1966552734375|-0.44775065779685974,0,0.8941585421562195|7.522757528022339e-08,1.0000001192092896,3.7670272234890945e-08|Running
970.7235107421875,1296.0008544921875,-1111.6600341796875|-0.44931185245513916,0,0.8933749794960022|4.4464623982776175e-08,1,2.2362929286146027e-08|Running
970.4540405273438,1296.003173828125,-1111.1239013671875|-0.4508720338344574,0,0.8925886750221252|1.3805455445492498e-08,1.0000001192092896,6.973529753651064e-09|Running
969.9932861328125,1296.0682373046875,-1110.8538818359375|-0.3357609212398529,0.008056797087192535,0.941912829875946|-0.01045151799917221,0.9998700618743896,-0.01227816566824913|Running
969.5624389648438,1296.0858154296875,-1110.5460205078125|-0.4058723747730255,0.0052488758228719234,0.9139147400856018|-0.007406335324048996,0.9999319314956665,-0.009032073430716991|Running
969.1456298828125,1296.0592041015625,-1110.22265625|-0.4073706865310669,0.0031739999540150166,0.9132574200630188|-0.006484934128820896,0.9999587535858154,-0.0063680196180939674|Running
968.7333984375,1295.998046875,-1109.89404296875|-0.41191089153289795,0.0024413152132183313,0.911220908164978|-0.006130116991698742,0.9999664425849915,-0.00545015512034297|Running
968.329833984375,1295.9906005859375,-1109.5511474609375|-0.4330956041812897,0.0015868779737502337,0.9013466835021973|-0.004300836008042097,0.999983549118042,-0.003827079199254513|Running
967.9385375976562,1296.00634765625,-1109.1888427734375|-0.4396778643131256,0.001830973895266652,0.8981537222862244|-0.004682530649006367,0.9999797344207764,-0.004330819472670555|Running
967.5560913085938,1296.011962890625,-1108.8115234375|-0.443986713886261,0.002319424645975232,0.8960303664207458|-0.006185650359839201,0.9999648332595825,-0.005653480067849159|Running
967.1759033203125,1296.0184326171875,-1108.427490234375|-0.4381556510925293,0.0031737142708152533,0.8988935351371765|-0.008244547061622143,0.9999375343322754,-0.007549181580543518|Running
966.7990112304688,1296.0211181640625,-1108.038330078125|-0.4320089519023895,0.0041504111140966415,0.9018598794937134|-0.010401357896625996,0.9999001026153564,-0.00958405714482069|Running
966.4169921875,1296.0133056640625,-1107.655517578125|-0.42079517245292664,0.004394727759063244,0.9071450233459473|-0.010889737866818905,0.9998917579650879,-0.009895442053675652|Running
966.0343627929688,1296.00439453125,-1107.2706298828125|-0.43068012595176697,0.0030518716666847467,0.9024994969367981|-0.008498833514750004,0.9999362230300903,-0.007437074091285467|Running
965.67529296875,1296.0057373046875,-1106.8515625|-0.4662518799304962,0.0007324286852963269,0.884651780128479|-0.0024599838070571423,0.9999948143959045,-0.0021244483068585396|Running
965.3348999023438,1296.0059814453125,-1106.4022216796875|-0.44310715794563293,-0.0010986127890646458,0.8964680433273315|0.0012473370879888535,0.999997615814209,0.0018420221749693155|Running
965.0213623046875,1296.0059814453125,-1105.912841796875|-0.4656708836555481,-0.000732378801330924,0.8849577307701111|0.0008570260833948851,0.999998927116394,0.0012785582803189754|Running
964.729736328125,1296.0059814453125,-1105.3907470703125|-0.4799165725708008,0,0.8773140907287598|0.00011255728168180212,1.0000001192092896,0.00006157213647384197|Running
964.5128784179688,1296.0059814453125,-1104.9964599609375|-0.48159539699554443,0.00012207741383463144,0.876393735408783|-0.00004363839980214834,1.0000001192092896,-0.0001632753264857456|Running
964.151611328125,1296.0059814453125,-1104.339111328125|-0.4817360043525696,0,0.8763164281845093|-0.00004113218528800644,1.0000001192092896,-0.000022611529857385904|Running
963.862548828125,1296.0059814453125,-1103.813232421875|-0.46639788150787354,0,0.8845750689506531|0.00000160787271852314,1,8.477612141177815e-07|Running
963.5813598632812,1296.0059814453125,-1103.283203125|-0.4555433392524719,0,0.890213668346405|0.000005224916549195768,1.0000001192092896,0.0000026737129701359663|Running
963.3070678710938,1296.0059814453125,-1102.74951171875|-0.4524303078651428,0,0.8917997479438782|0.0000011794489864769275,1,5.983612823001749e-07|Running
963.0353393554688,1296.0059814453125,-1102.2144775390625|-0.44931185245513916,0,0.8933749794960022|-2.9669837431356427e-07,1,-1.492207530873202e-07|Running
962.7655029296875,1296.0059814453125,-1101.6785888671875|-0.4430583715438843,0,0.8964928388595581|-2.2762822027289076e-07,1.0000001192092896,-1.1249681364233766e-07|Running
962.4990844726562,1296.0059814453125,-1101.1409912109375|-0.4414912760257721,0,0.8972655534744263|-3.248343460882097e-08,1,-1.5983175671863137e-08|Running
962.2340087890625,1296.0059814453125,-1100.6026611328125|-0.4399237334728241,0,0.8980352282524109|5.6620301336351986e-08,1,2.7736788865695416e-08|Running
961.9699096679688,1296.0059814453125,-1100.0640869140625|-0.4367826282978058,0,0.8995671272277832|7.324778295014767e-08,1.0000001192092896,3.556528227477429e-08|Running
961.70751953125,1296.0059814453125,-1099.5245361328125|-0.4367826282978058,0,0.8995671272277832|8.976464727084021e-08,1.0000001192092896,4.358500405032828e-08|Running
961.510986328125,1296.0059814453125,-1099.119873046875|-0.4352594017982483,0,0.9003051519393921|1.0223688207133819e-07,1.0000001192092896,4.9427200110585545e-08|Running
961.1843872070312,1296.0059814453125,-1098.44482421875|-0.4352594017982483,0,0.9003051519393921|9.158264191455601e-08,1.0000001192092896,4.427632660508607e-08|Running
960.9231567382812,1296.0059814453125,-1097.90478515625|-0.4352594017982483,0,0.9003051519393921|4.552631338583524e-08,1.0000001192092896,2.201004356550129e-08|Running
960.6619262695312,1296.0059814453125,-1097.36474609375|-0.4352594017982483,0,0.9003051519393921|-4.907135253695571e-10,1.0000001192092896,-2.3723920050677805e-10|Running
960.4006958007812,1296.0059814453125,-1096.82470703125|-0.4352594017982483,0,0.9003051519393921|-4.646847173717106e-08,1.0000001192092896,-2.2465538762617143e-08|Running
960.1394653320312,1296.0059814453125,-1096.28466796875|-0.4336376190185547,0,0.9010874032974243|-7.782990962823533e-08,1.0000001192092896,-3.745472199057076e-08|Running
959.879150390625,1296.0059814453125,-1095.744140625|-0.4304855167865753,0,0.9025974869728088|-6.541557695527445e-08,1,-3.1199352434896355e-08|Running
959.62060546875,1296.0059814453125,-1095.2027587890625|-0.42416805028915405,0,0.9055835008621216|-5.313832929232376e-08,1,-2.48895677401606e-08|Running
959.3655395507812,1296.0059814453125,-1094.65966796875|-0.4131038188934326,0,0.9106839299201965|-4.1029611708154334e-08,1,-1.861182497009395e-08|Running
959.1166381835938,1296.0059814453125,-1094.1136474609375|-0.4003257155418396,0,0.9163730144500732|-2.8979339816714855e-08,1,-1.2659882031584857e-08|Running
958.9354248046875,1296.0059814453125,-1093.7017822265625|-0.38745662569999695,0,0.921887993812561|-2.0004900846970486e-08,1.0000001192092896,-8.40778024979727e-09|Running
958.6436157226562,1296.0059814453125,-1093.0108642578125|-0.3761740028858185,0,0.9265490174293518|-4.984637591576302e-09,1,-2.023736511702623e-09|Running
958.4169311523438,1296.0059814453125,-1092.4554443359375|-0.36314713954925537,0,0.9317318201065063|6.960016563084537e-09,1,2.7127013968453184e-09|Running
958.1978759765625,1296.0059814453125,-1091.8968505859375|-0.35505348443984985,0,0.9348459839820862|1.887773315445429e-08,1,7.169742133328327e-09|Running
957.984130859375,1296.0059814453125,-1091.336181640625|-0.34687894582748413,0,0.9379099011421204|3.074623933230214e-08,1,1.1371266595006091e-08|Running
957.7752685546875,1296.0059814453125,-1090.7738037109375|-0.3369704484939575,0,0.941515326499939|4.256210317521436e-08,1.0000001192092896,1.5233071692932754e-08|Running
957.5721435546875,1296.0059814453125,-1090.209228515625|-0.3271021842956543,0,0.9449889659881592|5.431643046449608e-08,1.0000001192092896,1.8801301848725416e-08|Running
957.3750610351562,1296.0059814453125,-1089.6424560546875|-0.3155685067176819,0,0.9489028453826904|4.897515637480865e-08,1.0000001192092896,1.6287248882917993e-08|Running
