Mt YNTKTS|true|13374
4181.27734375,80.06221008300781,-297.4305725097656|0.999690592288971,1.743135413789787e-09,-0.0248735211789608|-1.1380490994028492e-09,1,2.4340677029499602e-08|Landed
4181.8095703125,79.86239624023438,-297.44329833984375|0.9995443224906921,-4.243924678348776e-08,-0.030185282230377197|4.1814793405592354e-08,1,-2.1318625087474175e-08|Landed
4182.35009765625,79.82589721679688,-297.45916748046875|0.9994326233863831,-7.292878478892817e-08,-0.033680643886327744|7.109746036348952e-08,1,-5.5570922086189967e-08|Running
4182.79931640625,79.62686157226562,-297.4732360839844|0.9992424249649048,-6.198057178607996e-08,-0.03891719877719879|5.986699136428797e-08,1,-5.5475023685858105e-08|Running
4183.14990234375,79.34485626220703,-297.48651123046875|0.9990247488021851,-5.104164557678814e-08,-0.04415370151400566|4.864647351610074e-08,1,-5.532073288350148e-08|Running
4183.49365234375,79.00835418701172,-297.5014343261719|0.9987797141075134,-4.0112301036288045e-08,-0.049387093633413315|3.743636156627872e-08,1,-5.51079466504234e-08|Running
4183.9248046875,78.61734771728516,-297.5219421386719|0.9981011152267456,-2.919400188261534e-08,-0.061596423387527466|2.5849423934687366e-08,1,-5.509510359047454e-08|Running
4184.4375,78.55684661865234,-297.55267333984375|0.9970095157623291,-1.8289638248347728e-08,-0.07727856189012527|1.407921423890457e-08,1,-5.502854705241589e-08|Running
4184.8671875,78.35694122314453,-297.5820007324219|0.9968730807304382,-7.395281276245669e-09,-0.07901916652917862|3.0915010551524347e-09,1,-5.458734975150037e-08|Running
4185.220703125,78.07465362548828,-297.6097106933594|0.9942757487297058,3.474446730322711e-09,-0.10684448480606079|-9.317377092088464e-09,1,-5.418712234472878e-08|Running
4185.4833984375,77.73786926269531,-297.6304931640625|0.9922579526901245,1.4321011043705312e-08,-0.12419386208057404|-2.1135374339564805e-08,1,-5.3551222123360276e-08|Running
4185.6064453125,77.87930297851562,-297.6402282714844|0.9904252886772156,2.5144826665268738e-08,-0.1380498856306076|-3.274546855891458e-08,1,-5.2786091941925406e-08|Running
4185.6201171875,78.0523681640625,-297.64129638671875|0.9883998036384583,3.3244937469589786e-08,-0.15187421441078186|-4.162146538533307e-08,1,-5.197531649514531e-08|Running
4185.62060546875,78.20782470703125,-297.6413269042969|0.9855965971946716,4.4014601741082515e-08,-0.1691133826971054|-5.337032860097679e-08,1,-5.0776666427054806e-08|Running
4185.62060546875,78.29383850097656,-297.6413269042969|0.9821649789810181,5.474663211657571e-08,-0.1880212128162384|-6.517439032904804e-08,1,-4.927832719658909e-08|Running
4185.62060546875,78.34518432617188,-297.6413269042969|0.9780083894729614,6.810441277593782e-08,-0.2085656076669693|-7.972765558861283e-08,1,-4.732276792651646e-08|Running
4185.62060546875,78.46332550048828,-297.6413269042969|0.9734225869178772,7.874021434872702e-08,-0.22901616990566254|-9.151927571338092e-08,1,-4.5178985885740985e-08|Running
4185.62060546875,78.55834197998047,-297.6413269042969|0.9684082269668579,8.932212836043618e-08,-0.2493702918291092|-1.0325430821467307e-07,1,-4.2788553145101105e-08|Running
4185.62060546875,78.59339141845703,-297.6413269042969|0.9620213508605957,9.983692450532544e-08,-0.2729741334915161|-1.150685449147204e-07,1,-3.978938067916715e-08|Running
4185.62060546875,78.55362701416016,-297.6413269042969|0.9524341225624084,1.1025394996977411e-07,-0.3047446012496948|-1.2711508645679714e-07,1,-3.5488056937538204e-08|Running
4185.62060546875,78.49735260009766,-297.6413269042969|0.9406161904335022,7.620582920253582e-08,-0.33947187662124634|-8.798223660733129e-08,1,-1.9299635667380244e-08|Running
4185.62060546875,78.50794219970703,-297.6413269042969|0.9281882643699646,2.8619469460977598e-08,-0.3721109628677368|-3.125226655242841e-08,1,-1.0440960318547354e-09|Running
4185.62060546875,78.47661590576172,-297.6413269042969|0.9146223664283752,-1.7660795492702164e-08,-0.40430912375450134|2.603156268321527e-08,1,1.520681536248958e-08|Running
4185.70068359375,78.46897888183594,-297.6767272949219|0.9014636278152466,-6.271576324934358e-08,-0.4328548312187195|8.37488585148094e-08,1,2.9526725953132882e-08|Running
4185.90771484375,78.46194458007812,-297.77203369140625|0.8882113099098206,-6.600742352702582e-08,-0.4594351053237915|8.786665262050519e-08,1,2.6198987868042423e-08|Running
4186.23779296875,78.48757934570312,-297.93365478515625|0.8716251254081726,-5.62131177161973e-08,-0.4901730418205261|7.403559010299432e-08,1,1.6969851301951167e-08|Running
4186.68359375,78.46244812011719,-298.1734619140625|0.849397599697113,-4.6984197865640454e-08,-0.527753472328186|6.00259397742775e-08,1,7.582499073066629e-09|Running
4187.17724609375,78.38436889648438,-298.4755554199219|0.8135334253311157,-3.8619003106532546e-08,-0.5815181136131287|4.5723076880221925e-08,1,-2.444890512265374e-09|Running
4187.65478515625,78.37625122070312,-298.8099670410156|0.7852176427841187,-3.090699607355418e-08,-0.6192198395729065|3.090226030622034e-08,1,-1.0726393107063359e-08|Running
4188.11572265625,78.38573455810547,-299.167724609375|0.7470834851264954,-2.4038651957880575e-08,-0.6647301912307739|1.556898077126334e-08,1,-1.8665200940404247e-08|Running
4188.5048828125,78.22531127929688,-299.50067138671875|0.7063046097755432,-1.8036942606158846e-08,-0.707908034324646|-1.9621775038114464e-10,1,-2.567499102212878e-08|Running
4188.86669921875,77.98837280273438,-299.8225402832031|0.6760202050209045,-1.266016980139284e-08,-0.7368831038475037|-1.5889112248146375e-08,1,-3.175745533212648e-08|Running
4189.22802734375,77.69692993164062,-300.1441955566406|0.6472183465957642,-7.863911299921256e-09,-0.7623046636581421|-3.170186246848061e-08,1,-3.723175368008924e-08|Running
4189.58935546875,77.35099792480469,-300.4658508300781|0.633793294429779,-3.335986820118819e-09,-0.7735024690628052|-4.694010513617286e-08,1,-4.277466914004435e-08|Running
4189.95068359375,78.22666931152344,-300.7875061035156|0.6256508827209473,1.0291055785316416e-09,-0.7801031470298767|-6.196562907234693e-08,1,-4.83778919146971e-08|Jumping
4190.2216796875,78.85021209716797,-301.0436096191406|0.6230937838554382,4.226441419064031e-09,-0.7821471691131592|-7.303047766527015e-08,1,-5.277573933426538e-08|Freefall
4190.5849609375,79.63391876220703,-301.4198303222656|0.6205347180366516,8.074134250080078e-09,-0.7841789722442627|-8.753038827080672e-08,1,-5.8968058880282115e-08|Freefall
4190.947265625,80.36312103271484,-301.83575439453125|0.6140584945678711,1.0469520361766627e-08,-0.7892605066299438|-1.0159356378380835e-07,1,-6.57765966138868e-08|Freefall
4191.30615234375,81.0378189086914,-302.2875671386719|0.5997111797332764,5.77192782458269e-09,-0.800216555595398|-1.1264764054885745e-07,1,-7.720925054854888e-08|Freefall
4191.744140625,81.80455780029297,-302.8706970214844|0.5850781798362732,-2.304239288264398e-08,-0.8109768629074097|-1.144676531339428e-07,1,-1.1099567132077937e-07|Freefall
4192.08544921875,82.35663604736328,-303.34381103515625|0.5675874948501587,-5.107687073291345e-08,-0.8233131170272827|-8.887056424100592e-08,1,-1.233050852533779e-07|Freefall
4192.33447265625,82.73492431640625,-303.7036437988281|0.5565098524093628,-7.07506799813018e-08,-0.8308410048484802|-5.0705796894590094e-08,1,-1.1911900088534821e-07|Freefall
4192.740234375,83.29728698730469,-304.3094482421875|0.548071026802063,-1.1355751183828033e-07,-0.8364318013191223|1.9578182630652918e-08,1,-1.229356456633468e-07|Freefall
4193.0595703125,83.68586730957031,-304.7974853515625|0.5401908159255981,-1.535265425900434e-07,-0.8415425419807434|7.851265593217249e-08,1,-1.320369733548432e-07|Freefall
4193.37451171875,84.01994323730469,-305.288330078125|0.5394536852836609,-1.251526242640466e-07,-0.842015266418457|8.702562581675011e-08,1,-9.287993663065208e-08|Freefall
4193.68896484375,84.29951477050781,-305.7796325683594|0.5391786098480225,-9.692475799738531e-08,-0.8421913981437683|9.57215675612133e-08,1,-5.3804551924940824e-08|Freefall
4194.00341796875,84.52459716796875,-306.2709655761719|0.5391467809677124,-6.872098623489364e-08,-0.8422117829322815|1.0444286857591578e-07,1,-1.4736133202575274e-08|Freefall
4194.31787109375,84.69517517089844,-306.7622985839844|0.5378177762031555,-4.0538271406376225e-08,-0.8430611491203308|1.1314688919128457e-07,1,2.409568367056636e-08|Freefall
4194.63232421875,84.81124877929688,-307.2540588378906|0.5337062478065491,-1.2696547813106918e-08,-0.8456699252128601|1.2218875156122522e-07,1,6.210029823705554e-08|Freefall
4194.943359375,84.8728256225586,-307.74725341796875|0.5212917923927307,1.1584829984201406e-08,-0.8533784747123718|1.3381267649492656e-07,1,9.531559896913677e-08|Freefall
4195.24755859375,84.8799057006836,-308.24481201171875|0.49993908405303955,1.105604408024874e-08,-0.8660605549812317|1.1310613956538873e-07,1,7.805715540598612e-08|Freefall
4195.53955078125,84.83248138427734,-308.7497253417969|0.4718658924102783,-3.0388552119120504e-08,-0.881670355796814|9.398350186984317e-08,1,1.5832513966529405e-08|Freefall
4195.8154296875,84.73055267333984,-309.26324462890625|0.44829830527305603,-9.994978000804622e-08,-0.893884003162384|8.255430827830423e-08,1,-7.041273875074694e-08|Freefall
4196.0771484375,84.57413482666016,-309.7845153808594|0.41589847207069397,-1.2799891635495442e-07,-0.9094110727310181|5.310162976002175e-08,1,-1.1646442032997584e-07|Freefall
4196.26123046875,84.42105102539062,-310.1812438964844|0.38297972083091736,-1.4544160364948766e-07,-0.9237567186355591|3.4035487317396473e-08,1,-1.4333504338992498e-07|Freefall
4196.54296875,84.09778594970703,-310.8538513183594|0.3526473641395569,-1.5274538611720345e-07,-0.935756266117096|1.7799855811517773e-08,1,-1.565239955425568e-07|Freefall
4196.74951171875,83.77786254882812,-311.39935302734375|0.311124324798584,-1.565966272210062e-07,-0.9503692388534546|1.4698970929316602e-08,1,-1.599624823711565e-07|Freefall
4196.93359375,83.4034423828125,-311.95257568359375|0.27421116828918457,-1.5576281953144644e-07,-0.9616695046424866|1.9215720570286976e-08,1,-1.5649207796286646e-07|Freefall
4197.10546875,82.97451782226562,-312.4840393066406|0.22156472504138947,-1.478967988077784e-07,-0.9751456379890442|2.111258545767214e-08,1,-1.4686932559015986e-07|Freefall
4197.2646484375,82.4910888671875,-312.9776916503906|0.17567123472690582,-1.0670245842447912e-07,-0.9844489097595215|1.8141850688380146e-08,1,-1.0515066861671585e-07|Freefall
4197.412109375,81.95317077636719,-313.43353271484375|0.12025636434555054,-6.500668803255394e-08,-0.9927428960800171|1.617636868900263e-08,1,-6.352236425755109e-08|Freefall
4197.53173828125,81.44220733642578,-313.80377197265625|0.08025508373975754,-2.301787027647606e-08,-0.9967743754386902|1.7561180953862277e-08,1,-2.1678422612581016e-08|Landed
4197.6142578125,81.572021484375,-314.05975341796875|0.0645671859383583,1.9045323540467507e-08,-0.9979133605957031|2.1166025376828657e-08,1,2.0454635318856162e-08|Landed
4197.66015625,81.85340118408203,-314.20147705078125|0.05235891044139862,6.115103445836212e-08,-0.9986283183097839|2.5359206290431757e-08,1,6.256463080944741e-08|Running
4197.67138671875,82.08879852294922,-314.23486328125|0.045385196805000305,1.032626997243824e-07,-0.998969554901123|2.973666823891108e-08,1,1.0472020761653766e-07|Running
4197.67138671875,82.21202850341797,-314.2357177734375|0.03141709789633751,8.406414764294823e-08,-0.9995063543319702|2.1548617112898683e-08,1,8.4782989517862e-08|Running
4197.67138671875,82.3342056274414,-314.2357482910156|0.013957604765892029,5.180049456043889e-08,-0.999902606010437|6.9581038708577125e-09,1,5.1902667053127516e-08|Running
4197.67138671875,82.38453674316406,-314.2357482910156|-0.0017509525641798973,2.5810185988461853e-08,-0.9999984502792358|-5.06935249333651e-09,1,2.5819101523438803e-08|Running
4197.67138671875,82.4120864868164,-314.2357482910156|-0.012231654487550259,-2.904759488497888e-10,-0.9999251961708069|-1.7629396609208925e-08,1,-7.484485253783646e-11|Running
4197.67138671875,82.4270248413086,-314.2357482910156|-0.019212117418646812,-2.6455452939444513e-08,-0.9998154044151306|-3.044945628971618e-08,1,-2.5875230846850172e-08|Running
4197.67138671875,82.43511199951172,-314.2357482910156|-0.020960507914423943,-5.261953361923588e-08,-0.9997802972793579|-4.330366465410407e-08,1,-5.172323014335234e-08|Running
4197.67138671875,82.43949890136719,-314.2357482910156|-0.020960507914423943,-7.876125351913288e-08,-0.9997802972793579|-5.610172948422587e-08,1,-7.760237963339023e-08|Running
4197.67138671875,82.44187927246094,-314.2357482910156|-0.020960120484232903,-1.0488064106084494e-07,-0.9997802972793579|-6.88888306399349e-08,1,-1.0345944900791437e-07|Running
4197.67138671875,82.44317626953125,-314.2357482910156|-0.020960120484232903,-6.913429473343058e-08,-0.9997802972793579|-4.286358645799737e-08,1,-6.825086273920533e-08|Running
4197.67138671875,82.44388580322266,-314.2357482910156|-0.020960120484232903,-3.341848753279919e-08,-0.9997802972793579|-1.686058226368914e-08,1,-3.3072353744501015e-08|Running
4197.67138671875,82.44427490234375,-314.2357482910156|-0.020960120484232903,2.266798970751438e-09,-0.9997802972793579|9.120197042022937e-09,1,2.0760946295439453e-09|Running
4197.67138671875,82.44441986083984,-314.2357482910156|-0.02270474284887314,2.904371143586104e-08,-0.9997422099113464|2.85948171807604e-08,1,2.840179469387749e-08|Running
4197.67138671875,82.44451141357422,-314.2357482910156|-0.02444932609796524,7.368850418743023e-08,-0.9997010827064514|6.106829175678286e-08,1,7.22170128142352e-08|Running
4197.67138671875,82.43881225585938,-314.2357482910156|-0.026218857616186142,8.563737452504938e-08,-0.9996562004089355|6.892209825082318e-08,1,8.385914185282672e-08|Running
4197.67138671875,82.4404525756836,-314.2357482910156|-0.026218855753540993,5.6067147369276427e-08,-0.9996562004089355|4.276975928974025e-08,1,5.4964669260471055e-08|Running
4197.66943359375,82.44414520263672,-314.3107604980469|-0.026218855753540993,3.243373214445455e-08,-0.9996562004089355|2.1868009625336526e-08,1,3.1871334016386754e-08|Running
4197.66455078125,82.47615051269531,-314.50579833984375|-0.026218855753540993,8.820532748643473e-09,-0.9996562004089355|9.841343295846627e-10,1,8.797754524891843e-09|Running
4197.65625,82.57250213623047,-314.82086181640625|-0.029708025977015495,-1.4843031692635122e-08,-0.9995586276054382|-1.9851189136943503e-08,1,-1.425958640055569e-08|Running
4197.64453125,82.7582778930664,-315.2225341796875|-0.029708027839660645,-3.8486369646761887e-08,-0.9995586276054382|-4.069938697170983e-08,1,-3.7293734322929595e-08|Running
4197.6328125,83.03343200683594,-315.6320495605469|-0.029708027839660645,-6.210949976548363e-08,-0.9995586276054382|-6.152976794737697e-08,1,-6.030818866520349e-08|Running
4197.62109375,83.37012481689453,-316.0421142578125|-0.029708027839660645,-8.571243625965508e-08,-0.9995586276054382|-8.2342353380227e-08,1,-8.330297873726522e-08|Running
4197.609375,83.7424087524414,-316.4526062011719|-0.031452663242816925,-5.783499901212963e-08,-0.9995052218437195|-5.453077278616547e-08,1,-5.614764120309701e-08|Running
4197.59619140625,84.13414764404297,-316.86346435546875|-0.03144075348973274,-2.99817237703337e-08,-0.9995056390762329|-2.6597140490025595e-08,1,-2.915990471308305e-08|Running
4197.58251953125,84.5362319946289,-317.2748107910156|-0.034934207797050476,-2.0578694304163037e-09,-0.9993895888328552|1.210199607193374e-09,1,-2.1014294748766815e-09|Running
4197.57421875,84.84475708007812,-317.5383605957031|-0.03492660075426102,1.886920131255465e-08,-0.9993898868560791|2.2126373622199935e-08,1,1.810744976182832e-08|Running
4197.56494140625,85.31898498535156,-317.8276062011719|-0.034944020211696625,5.3718448356221415e-08,-0.9993892908096313|5.695717320008953e-08,1,5.175974848725673e-08|Running
4197.56201171875,85.62956237792969,-317.92401123046875|-0.03668959438800812,8.161796216654693e-08,-0.9993267059326172|8.488510161441809e-08,1,7.855645378640475e-08|Running
4197.56201171875,85.85665130615234,-317.9324035644531|-0.03668427839875221,5.821351933832375e-08,-0.9993268847465515|5.985677375974774e-08,1,5.6055448283132137e-08|Running
4197.56201171875,85.96825408935547,-317.9325256347656|-0.03843950107693672,4.064150616045481e-08,-0.9992609024047852|4.1198251921059637e-08,1,3.90867569421971e-08|Running
4197.56201171875,86.07525634765625,-317.9325256347656|-0.03843950107693672,1.137985705668143e-08,-0.9992609024047852|9.963493141640356e-09,1,1.1004998690111734e-08|Running
4197.56201171875,86.11871337890625,-317.9325256347656|-0.03843637555837631,-1.2006863947533475e-08,-0.9992610216140747|-1.5000304998125102e-08,1,-1.1438759273119103e-08|Running
4197.56201171875,86.14244842529297,-317.9325256347656|-0.038433365523815155,-3.537351389582e-08,-0.9992611408233643|-3.9942676721693715e-08,1,-3.3863400972222735e-08|Running
4197.56201171875,86.15541076660156,-317.9325256347656|-0.03669383376836777,-5.8678303105352825e-08,-0.9993265271186829|-6.480474468162356e-08,1,-5.6338308240810875e-08|Running
4197.56201171875,86.16248321533203,-317.9325256347656|-0.03668878227472305,-8.196303724616882e-08,-0.999326765537262|-8.970421561116382e-08,1,-7.872490215277139e-08|Running
4197.56201171875,86.16632843017578,-317.9325256347656|-0.03668878227472305,-5.570174010927076e-08,-0.999326765537262|-6.062219171099059e-08,1,-5.3513613096356494e-08|Running
4197.56201171875,86.16845703125,-317.9325256347656|-0.03494291007518768,-2.951203903478472e-08,-0.9993892908096313|-3.1471451222842006e-08,1,-2.842969593075395e-08|Running
4197.56201171875,86.16963195800781,-317.9325256347656|-0.0349358394742012,-3.3449305547605945e-09,-0.9993895292282104|-2.4389339436936552e-09,1,-3.2617155643066553e-09|Running
4197.55908203125,86.17269897460938,-318.00750732421875|-0.03143841773271561,2.2701264867919235e-08,-0.9995056986808777|2.6579998646525382e-08,1,2.1876445543966838e-08|Running
4197.55419921875,86.19371032714844,-318.14251708984375|-0.0296932365745306,4.2184364446029576e-08,-0.9995590448379517|4.828112665222761e-08,1,4.076871817915162e-08|Running
4197.54248046875,86.2978286743164,-318.5175476074219|-0.0296932365745306,7.462843143457576e-08,-0.9995590448379517|8.44824441514902e-08,1,7.215169262053678e-08|Running
4197.53076171875,86.48028564453125,-318.9217529296875|-0.0296932365745306,5.348605114363636e-08,-0.9995590448379517|6.030288091096736e-08,1,5.1718267002343055e-08|Running
4197.51904296875,86.75331115722656,-319.3352966308594|-0.0296932365745306,3.236174350718102e-08,-0.9995590448379517|3.6143983805914104e-08,1,3.130231363002167e-08|Running
4197.50439453125,87.1661605834961,-319.8529968261719|-0.0296932365745306,5.981751982631067e-09,-0.9995590448379517|5.974394756691481e-09,1,5.806913172534678e-09|Running
4197.49658203125,87.44505310058594,-320.1186218261719|-0.0296932365745306,-9.832712422053191e-09,-0.9995590448379517|-1.2111887492949336e-08,1,-9.477250095812906e-09|Running
4197.48779296875,87.89674377441406,-320.4113464355469|-0.02795764058828354,-3.611662791058734e-08,-0.999609112739563|-4.221346827648631e-08,1,-3.4950097926866874e-08|Running
4197.4853515625,88.1313705444336,-320.4969482421875|-0.0262177512049675,-5.184280382763973e-08,-0.9996562600135803|-6.020796661232453e-08,1,-5.0281570906918205e-08|Running
4197.48486328125,88.37907409667969,-320.5196533203125|-0.02621774934232235,-7.279535907400714e-08,-0.9996562600135803|-8.426382436255153e-08,1,-7.061041884526276e-08|Running
4197.48486328125,88.53685760498047,-320.5201416015625|-0.02621774934232235,-5.874461095345396e-08,-0.9996562600135803|-6.788172157712324e-08,1,-5.6984493568279504e-08|Running
4197.48486328125,88.60963439941406,-320.5201416015625|-0.024473538622260094,-3.95091035443329e-08,-0.9997004866600037|-4.540369147321144e-08,1,-3.840941786847907e-08|Running
4197.48486328125,88.69999694824219,-320.5201416015625|-0.020971039310097694,1.1520477904980453e-08,-0.9997800588607788|1.4336989373475717e-08,1,1.1222284435064012e-08|Running
4197.48486328125,88.71009063720703,-320.5201416015625|-0.008737612515687943,2.408439492285197e-08,-0.9999618530273438|2.908414664659631e-08,1,2.3831178808109144e-08|Running
4197.48486328125,88.72311401367188,-320.5201416015625|0.005225236993283033,4.878132386920697e-08,-0.9999863505363464|5.8500564392716115e-08,1,4.908767436972994e-08|Running
4197.48486328125,88.72882843017578,-320.5201416015625|0.006975922267884016,6.725094436887957e-08,-0.9999756813049316|8.071185675362358e-08,1,6.78156339972702e-08|Running
4197.48486328125,88.73238372802734,-320.5201416015625|0.055859412997961044,5.65227651350142e-08,-0.9984386563301086|6.683842457277933e-08,1,6.03505512231095e-08|Running
4197.48486328125,88.71847534179688,-320.5201416015625|0.11674244701862335,3.610121979136238e-08,-0.993162214756012|3.919112145922554e-08,1,4.0956539493208766e-08|Running
4197.4853515625,88.77536010742188,-320.5201110839844|0.2389422208070755,-1.480731715020056e-08,-0.9710338115692139|1.5694967103740964e-08,1,-1.1386964260395871e-08|Running
4197.4853515625,88.8307113647461,-320.5201110839844|0.24758188426494598,-8.201364209980966e-08,-0.9688669443130493|6.1176517185401735e-09,1,-8.308573029580657e-08|Running
4197.4853515625,88.8432846069336,-320.52008056640625|0.4160080850124359,-1.2535812743408314e-07,-0.9093608856201172|2.5256934321760127e-08,1,-1.2629863022084464e-07|Running
4197.4853515625,88.85574340820312,-320.5201110839844|0.5426132082939148,-1.3418895150607568e-07,-0.8399826884269714|5.690426618798483e-08,1,-1.229929438295585e-07|Running
4197.48583984375,88.83808898925781,-320.5201110839844|0.6689808964729309,-1.2479260647069168e-07,-0.7432796359062195|7.414350733370156e-08,1,-1.0116249882230477e-07|Running
4197.48583984375,88.77882385253906,-320.5201110839844|0.765557587146759,-1.258988646668513e-07,-0.643367350101471|8.958759423194351e-08,1,-8.908503446036775e-08|Running
4197.48583984375,88.71731567382812,-320.5201110839844|0.832688570022583,-1.2504348489983386e-07,-0.5537416338920593|9.884109886115766e-08,1,-7.718335126583042e-08|Running
4197.486328125,88.7146224975586,-320.5201416015625|0.8786165714263916,-1.1728839410807268e-07,-0.477527916431427|9.922849386612143e-08,1,-6.304259159151115e-08|Running
4197.486328125,88.72392272949219,-320.5201416015625|0.9067971110343933,-6.25217140282075e-08,-0.4215673506259918|5.6727490260755076e-08,1,-2.6286176790790705e-08|Running
4197.486328125,88.73069763183594,-320.5201416015625|0.9174362421035767,-8.094173331585353e-09,-0.3978827893733978|1.1243393771565025e-08,1,5.581854978231604e-09|Running
4197.486328125,88.73466491699219,-320.5201416015625|0.9174257516860962,4.628622818358963e-08,-0.39790698885917664|-3.486296407118061e-08,1,3.5943195086929336e-08|Running
4197.486328125,88.73686981201172,-320.5201416015625|0.9174245595932007,1.0062016997380852e-07,-0.3979097008705139|-8.092992942465571e-08,1,6.627902138234276e-08|Running
4197.486328125,88.73807525634766,-320.5201416015625|0.9174244403839111,8.338614065905858e-08,-0.3979099988937378|-6.844698674512983e-08,1,5.174839401433928e-08|Running
4197.486328125,88.73873901367188,-320.5201416015625|0.9174243807792664,6.616685510607567e-08,-0.39791011810302734|-5.5974741286490826e-08,1,3.723016561707482e-08|Running
4197.486328125,88.73908996582031,-320.5201416015625|0.9174243807792664,4.896230620943243e-08,-0.39791011810302734|-4.351318239059765e-08,1,2.272434862504724e-08|Running
4197.486328125,88.73928833007812,-320.5201416015625|0.9174243807792664,3.177248331098781e-08,-0.39791011810302734|-3.106229584659559e-08,1,8.230936821007617e-09|Running
4197.486328125,88.73939514160156,-320.5201416015625|0.9174243807792664,1.4597372199887104e-08,-0.39791011810302734|-1.862207099634361e-08,1,-6.250080009095882e-09|Running
4197.486328125,88.73945617675781,-320.5201416015625|0.916031002998352,-2.5919855151101956e-09,-0.40110740065574646|-6.214175840568714e-09,1,-2.0653727617059303e-08|Running
4197.5546875,88.74130249023438,-320.5502624511719|0.9110565185546875,-1.9866400080559288e-08,-0.4122815430164337|5.9526183981972736e-09,1,-3.5032439171800434e-08|Running
4197.732421875,88.76116943359375,-320.6296081542969|0.9088829755783081,-3.7167978916841093e-08,-0.4170512855052948|1.8177244598405196e-08,1,-4.9507079324939696e-08|Running
4198.01953125,88.8529052734375,-320.759521484375|0.9096115827560425,-5.444083228667296e-08,-0.41545966267585754|3.066160658704575e-08,1,-6.390676077216995e-08|Running
4198.34765625,89.71835327148438,-320.9085693359375|0.9117746353149414,-7.165694881905438e-08,-0.41069090366363525|4.338294701256018e-08,1,-7.816456815135098e-08|Jumping
4198.88720703125,90.91435241699219,-321.1532897949219|0.912985622882843,-9.778652554359724e-08,-0.40799176692962646|6.251642048482609e-08,1,-9.978127479826071e-08|Freefall
4199.0849609375,91.2857666015625,-321.2428283691406|0.9145327806472778,-1.0673171146891036e-07,-0.40451186895370483|6.942291719269633e-08,1,-1.0689966956078933e-07|Freefall
4199.5087890625,91.98771667480469,-321.4333190917969|0.9145675897598267,-1.2479578970214789e-07,-0.4044330418109894|8.262889394927697e-08,1,-1.217162832745089e-07|Freefall
4199.96923828125,92.63516235351562,-321.6389465332031|0.9146183729171753,-1.428539206926871e-07,-0.404318243265152|9.583330040641158e-08,1,-1.3653360042553686e-07|Freefall
4200.46630859375,93.22811889648438,-321.8597106933594|0.9146242737770081,-1.3077232097202796e-07,-0.4043049216270447|8.848640931091722e-08,1,-1.2327453191574023e-07|Freefall
4200.99462890625,93.76657104492188,-322.0933837890625|0.9146239757537842,-8.859039724029572e-08,-0.40430548787117004|6.062702340159376e-08,1,-8.196639100788161e-08|Freefall
4201.52783203125,94.25051879882812,-322.3291931152344|0.9146237969398499,-4.644449802526651e-08,-0.40430590510368347|3.2791454884772975e-08,1,-4.069357828484499e-08|Freefall
4202.06103515625,94.67997741699219,-322.5650329589844|0.9152638912200928,-4.409804521543492e-09,-0.4028547704219818|5.076836284700903e-09,1,5.879049469470488e-10|Freefall
4202.59423828125,95.054931640625,-322.8000793457031|0.9159417152404785,3.743020471347336e-08,-0.40131133794784546|-2.2580925573834065e-08,1,4.173167411636314e-08|Freefall
4203.12939453125,95.37538146972656,-323.0342102050781|0.9172695279121399,7.888845487968865e-08,-0.3982670307159424|-5.013021464606027e-08,1,8.262178852191937e-08|Freefall
4203.66455078125,95.64132690429688,-323.2666015625|0.9180001616477966,1.1988046821898024e-07,-0.3965799808502197|-7.73335102621786e-08,1,1.2327474507856095e-07|Freefall
4204.19970703125,95.852783203125,-323.4979248046875|0.9180898070335388,1.0206662182099535e-07,-0.3963724672794342|-6.619260517481962e-08,1,1.0418450813176605e-07|Freefall
4204.60107421875,95.9756088256836,-323.67132568359375|0.9187639355659485,8.871576540059323e-08,-0.3948073387145996|-5.7986596857517725e-08,1,8.976472543054115e-08|Freefall
4205.13623046875,96.09168243408203,-323.9017028808594|0.920032799243927,7.076947383666266e-08,-0.3918413817882538|-4.693530186727912e-08,1,7.040465987984135e-08|Freefall
4205.8076171875,96.16014099121094,-324.1875|0.9236897230148315,4.5766586964646194e-08,-0.3831413984298706|-3.1004109501964194e-08,1,4.470519243682247e-08|Freefall
4206.2119140625,96.16033935546875,-324.3553771972656|0.9302268028259277,2.6115687390415587e-08,-0.36698511242866516|-1.7480026315297437e-08,1,2.6854765522443813e-08|Freefall
4206.89013671875,96.09254455566406,-324.62347412109375|0.9354702830314636,-2.166196999553449e-08,-0.35340532660484314|1.9846615018082048e-08,1,-8.7606206733426e-09|Freefall
4207.29931640625,96.010986328125,-324.7783203125|0.9456104040145874,-6.347615766344461e-08,-0.32530131936073303|5.5148571931340484e-08,1,-3.4820310190752934e-08|Freefall
4207.98828125,95.80694580078125,-325.0168762207031|0.953220784664154,-1.2233245172410534e-07,-0.3022748529911041|1.0771222491712251e-07,1,-6.503656635459265e-08|Freefall
4208.54443359375,95.5823974609375,-325.1929931640625|0.9610615372657776,-1.4235882872526417e-07,-0.2763344943523407|1.28515281971886e-07,1,-6.820622644454488e-08|Freefall
4209.1044921875,95.3033447265625,-325.3544616699219|0.9655388593673706,-1.5227180938381935e-07,-0.26025888323783875|1.4044638874111115e-07,1,-6.40337987078965e-08|Freefall
4209.654296875,95.25930786132812,-325.50262451171875|0.9699579477310181,-8.863669620495784e-08,-0.243272602558136|8.368107984324524e-08,1,-3.070453757914038e-08|Landed
