serenity|true|5826
527.0560302734375,819.4368896484375,119.14750671386719|-0.012216778472065926,3.615943455770321e-08,0.9999253749847412|2.0591262028801793e-09,1,-3.613697430182583e-08|Running
527.052001953125,819.4366455078125,119.68914794921875|-0.012216778472065926,5.75156882121064e-08,0.9999253749847412|3.25035753867553e-09,1,-5.7480271209442435e-08|Running
527.0479736328125,819.4364013671875,120.23078918457031|-0.012216778472065926,7.886281139235507e-08,0.9999253749847412|4.441079948236393e-09,1,-7.881443764290452e-08|Running
527.0439453125,819.4361572265625,120.77243041992188|-0.012216778472065926,1.0020080054573555e-07,0.9999253749847412|5.631294097696582e-09,1,-1.0013948070763945e-07|Running
527.0399169921875,819.43603515625,121.31407165527344|-0.012216778472065926,1.0361233648836787e-07,0.9999253749847412|5.8164602023680345e-09,1,-1.0354900581432958e-07|Running
527.035888671875,819.435791015625,121.855712890625|-0.012216778472065926,8.910890869628929e-08,0.9999253749847412|4.997222635694243e-09,1,-8.905450243901214e-08|Running
527.0318603515625,819.4356689453125,122.39735412597656|-0.012216778472065926,7.461167683686654e-08,0.9999253749847412|4.178334567228603e-09,1,-7.456620210177789e-08|Running
527.02783203125,819.4354248046875,122.93899536132812|-0.012216778472065926,6.012065512095432e-08,0.9999253749847412|3.3597962190157205e-09,1,-6.008409059177211e-08|Running
527.0238037109375,819.4351806640625,123.48063659667969|-0.012216778472065926,4.563582578498426e-08,0.9999253749847412|2.5416073690109897e-09,1,-4.560817856713584e-08|Running
527.019775390625,819.4349365234375,124.02227783203125|-0.012216778472065926,3.115719238167003e-08,0.9999253749847412|1.7237681282367134e-09,1,-3.1138458922441714e-08|Running
527.0157470703125,819.4346923828125,124.56391906738281|-0.012216778472065926,1.6684753134654784e-08,0.9999253749847412|9.062781636259842e-10,1,-1.6674926328619222e-08|Running
527.01171875,819.4345703125,125.10556030273438|-0.012216778472065926,2.218502936912614e-09,0.9999253749847412|8.91374682399082e-11,1,-2.217579453400731e-09|Running
527.0056762695312,819.4342651367188,125.91802215576172|-0.012216778472065926,-1.946927241647245e-08,0.9999253749847412|-1.1359191365301058e-09,1,1.9456846800380845e-08|Running
527.0016479492188,819.43408203125,126.45966339111328|-0.012216778472065926,-3.3920059649972245e-08,0.9999253749847412|-1.95218752274684e-09,1,3.389873981518576e-08|Running
526.9996337890625,819.4339599609375,126.73048400878906|-0.012216778472065926,-4.1143135121046726e-08,0.9999253749847412|-2.360190931582906e-09,1,4.1117370841448064e-08|Running
526.9935913085938,819.43359375,127.5429458618164|-0.012216778472065926,-6.280309605699586e-08,0.9999253749847412|-3.5836780210019015e-09,1,6.276400199567433e-08|Running
526.9895629882812,819.433349609375,128.08457946777344|-0.012216778472065926,-7.723534878323335e-08,0.9999253749847412|-4.398900799174044e-09,1,7.718737293771483e-08|Running
526.9855346679688,819.4332275390625,128.62623596191406|-0.012216778472065926,-9.166143399852444e-08,0.9999253749847412|-5.2137751893610584e-09,1,9.160457636880892e-08|Running
526.9815063476562,819.4329833984375,129.1678924560547|-0.012216778472065926,-1.0608135170286914e-07,0.9999253749847412|-6.028301413607551e-09,1,1.0601561228895662e-07|Running
526.9754638671875,819.4326782226562,129.98037719726562|-0.012216778472065926,-1.1005361955085391e-07,0.9999253749847412|-6.248285000509668e-09,1,1.0998549271334923e-07|Running
526.9734497070312,819.4326171875,130.25120544433594|-0.012216778472065926,-9.961436830963066e-08,0.9999253749847412|-5.654216650441413e-09,1,9.955272162187612e-08|Running
526.9694213867188,819.432373046875,130.79286193847656|-0.012216778472065926,-7.874257335060975e-08,0.9999253749847412|-4.4664605347577435e-09,1,7.86938798569281e-08|Running
526.9674072265625,819.4322509765625,131.06369018554688|-0.012216778472065926,-6.831002252738472e-08,0.9999253749847412|-3.87277276914233e-09,1,6.826780207802585e-08|Running
526.96337890625,819.4320068359375,131.6053466796875|-0.012216778472065926,-4.745161064079184e-08,0.9999253749847412|-2.6857778223643436e-09,1,4.7422339832792204e-08|Running
526.9593505859375,819.4317626953125,132.14700317382812|-0.012216778472065926,-2.6602124947316952e-08,0.9999253749847412|-1.4992899144417038e-09,1,2.6585791346178667e-08|Running
526.955322265625,819.4315185546875,132.68865966796875|-0.012216778472065926,-5.7615539006405925e-09,0.9999253749847412|-3.13308851085381e-10,1,5.75815617409603e-09|Running
526.9492797851562,819.4312744140625,133.5011444091797|-0.012216778472065926,2.548258848378282e-08,0.9999253749847412|1.4647127954958705e-09,1,-2.546659416680086e-08|Running
526.947265625,819.43115234375,133.77197265625|-0.012216778472065926,3.5892846028673375e-08,0.9999253749847412|2.057133352550977e-09,1,-3.5870392878223356e-08|Running
526.9412231445312,819.4308471679688,134.58445739746094|-0.012216778472065926,6.711026401262643e-08,0.9999253749847412|3.833636519345873e-09,1,-6.706844146719959e-08|Running
526.939208984375,819.4307861328125,134.85528564453125|-0.012216778472065926,7.751162200975159e-08,0.9999253749847412|4.425551036746356e-09,1,-7.746334063085669e-08|Running
526.9351806640625,819.4305419921875,135.39694213867188|-0.012216778472065926,9.830766600771312e-08,0.9999253749847412|5.6090017075405285e-09,1,-9.824647406730946e-08|Running
526.93115234375,819.4302978515625,135.9385986328125|-0.012216778472065926,1.0155333995953697e-07,0.9999253749847412|5.791935819843275e-09,1,-1.0149015139404582e-07|Running
526.9271240234375,819.4300537109375,136.48025512695312|-0.012216778472065926,8.725989886215757e-08,0.9999253749847412|4.974994638473618e-09,1,-8.720562760800021e-08|Running
526.923095703125,819.4298095703125,137.02191162109375|-0.012216778472065926,7.297256843230571e-08,0.9999253749847412|4.158402511222903e-09,1,-7.292720738405478e-08|Running
526.9190673828125,819.4297485351562,137.56356811523438|-0.012216778472065926,5.869135222269506e-08,0.9999253749847412|3.3421587719573154e-09,1,-5.865489782763689e-08|Running
526.9150390625,819.4295654296875,138.105224609375|-0.012216778472065926,4.441624312789827e-08,0.9999253749847412|2.5262634206768553e-09,1,-4.438869538603285e-08|Running
526.9089965820312,819.42919921875,138.91770935058594|-0.012216778472065926,2.301502810553302e-08,0.9999253749847412|1.3030740930730644e-09,1,-2.3000826132602015e-08|Running
526.906982421875,819.4290771484375,139.18853759765625|-0.012216778472065926,1.5884340953675746e-08,0.9999253749847412|8.955184926939808e-10,1,-1.587458520191376e-08|Running
526.9029541015625,819.4288330078125,139.73019409179688|-0.012216778472065926,1.627541212911865e-09,0.9999253749847412|8.0668506596826e-11,1,-1.6266770153094967e-09|Running
526.8969116210938,819.4285278320312,140.5426788330078|-0.012216778472065926,-1.974622776401702e-08,0.9999253749847412|-1.1409538869244784e-09,1,1.973376129171811e-08|Running
526.8928833007812,819.4283447265625,141.08433532714844|-0.012216778472065926,-3.39877885835449e-08,0.9999253749847412|-1.9549337704205527e-09,1,3.3966440327048986e-08|Running
526.890869140625,819.42822265625,141.35516357421875|-0.012216778472065926,-4.110628637477021e-08,0.9999253749847412|-2.36179342749665e-09,1,4.1080497226175794e-08|Running
526.8848266601562,819.4279174804688,142.1676483154297|-0.012216778472065926,-6.245264216886426e-08,0.9999253749847412|-3.5818508159479734e-09,1,6.241354100211538e-08|Running
526.8807983398438,819.427734375,142.7093048095703|-0.012216778472065926,-7.667593848736942e-08,0.9999253749847412|-4.394788089001622e-09,1,7.662796974727826e-08|Running
526.8767700195312,819.427490234375,143.25096130371094|-0.012216778472065926,-9.089315256005648e-08,0.9999253749847412|-5.207378084293168e-09,1,9.083631624662303e-08|Running
526.8727416992188,819.42724609375,143.79261779785156|-0.012216778472065926,-1.0510429149235279e-07,0.9999253749847412|-6.0196212459118215e-09,1,1.0503858760557705e-07|Running
526.8707275390625,819.4271240234375,144.06344604492188|-0.012216778472065926,-1.1220758011631915e-07,0.9999253749847412|-6.425612486538057e-09,1,1.1213744244287227e-07|Running
526.86669921875,819.4268798828125,144.6051025390625|-0.012216778472065926,-1.0895112723119382e-07,0.9999253749847412|-6.237988792179294e-09,1,1.0888304302625329e-07|Running
526.8606567382812,819.4266357421875,145.41758728027344|-0.012216778472065926,-7.78897586428684e-08,0.9999253749847412|-4.458164948317744e-09,1,7.784110778175091e-08|Running
526.8566284179688,819.4263916015625,145.95924377441406|-0.012216778472065926,-5.71932545767595e-08,0.9999253749847412|-3.272248694230484e-09,1,5.71575426988602e-08|Running
526.8526000976562,819.4261474609375,146.5009002685547|-0.012216778472065926,-3.650559676771081e-08,0.9999253749847412|-2.0868391459316626e-09,1,3.648282742574338e-08|Running
526.8485717773438,819.426025390625,147.0425567626953|-0.012216778472065926,-1.5826788768436018e-08,0.9999253749847412|-9.019361368878265e-10,1,1.581694952790258e-08|Running
526.8445434570312,819.42578125,147.58421325683594|-0.012216778472065926,4.843177858759873e-09,0.9999253749847412|2.8246069372350746e-10,1,-4.840088330126946e-09|Running
526.842529296875,819.4256591796875,147.85504150390625|-0.012216778472065926,1.5174846268450892e-08,0.9999253749847412|8.744693857920538e-10,1,-1.5165294797725437e-08|Running
526.8364868164062,819.4253540039062,148.6675262451172|-0.012216778472065926,4.6156596766877556e-08,0.9999253749847412|2.649736652315937e-09,1,-4.612766701939108e-08|Running
526.8324584960938,819.4251708984375,149.2091827392578|-0.012216778472065926,6.680005526504829e-08,0.9999253749847412|3.832616446430848e-09,1,-6.675821140333937e-08|Running
526.8284301757812,819.4249267578125,149.75083923339844|-0.012216778472065926,8.743467816429984e-08,0.9999253749847412|5.014991089069554e-09,1,-8.737993795193688e-08|Running
526.8244018554688,819.4246826171875,150.29249572753906|-0.012216778472065926,1.0806049033362797e-07,0.9999253749847412|6.19686080227666e-09,1,-1.0799283955975625e-07|Running
526.8203735351562,819.4244384765625,150.8341522216797|-0.012216778472065926,9.382333132634813e-08,0.9999253749847412|5.379864553844982e-09,1,-9.376460496923755e-08|Running
526.8163452148438,819.42431640625,151.3758087158203|-0.012216778472065926,7.95922687757411e-08,0.9999253749847412|4.563216915443036e-09,1,-7.954245262453696e-08|Running
526.8123168945312,819.424072265625,151.91746520996094|-0.012216778472065926,6.536728847095219e-08,0.9999253749847412|3.746918331160032e-09,1,-6.532638963108184e-08|Running
526.8082885742188,819.4239501953125,152.45912170410156|-0.012216778472065926,5.114839396469506e-08,0.9999253749847412|2.9309681348621552e-09,1,-5.111640177801746e-08|Running
526.8042602539062,819.4237060546875,153.0007781982422|-0.012216778472065926,3.693558170425604e-08,0.9999253749847412|2.115366326549406e-09,1,-3.691249261805751e-08|Running
526.80224609375,819.423583984375,153.2716064453125|-0.012216778472065926,2.9831454639861477e-08,0.9999253749847412|1.7076962066653323e-09,1,-2.981281710390249e-08|Running
526.7962036132812,819.4232788085938,154.08409118652344|-0.012216778472065926,8.528187045442337e-09,0.9999253749847412|4.852080404127435e-10,1,-8.522895278417764e-09|Running
526.7921752929688,819.423095703125,154.62574768066406|-0.012216778472065926,-5.6663989056460196e-09,0.9999253749847412|-3.293488815003798e-10,1,5.662797786243345e-09|Running
526.7881469726562,819.4228515625,155.1674041748047|-0.012216778472065926,-1.9854914157235726e-08,0.9999253749847412|-1.1435578040064343e-09,1,1.9842424592297903e-08|Running
526.7841186523438,819.422607421875,155.7090606689453|-0.012216778472065926,-3.40373595975052e-08,0.9999253749847412|-1.9574188936388737e-09,1,3.401598647201354e-08|Running
526.7800903320312,819.4224853515625,156.25071716308594|-0.012216778472065926,-4.8213742331881804e-08,0.9999253749847412|-2.770932372442303e-09,1,4.818348386947946e-08|Running
526.778076171875,819.42236328125,156.52154541015625|-0.012216778472065926,-5.529965818595883e-08,0.9999253749847412|-3.177558660638624e-09,1,5.526496238417167e-08|Running
526.7720336914062,819.4219970703125,157.3340301513672|-0.012216778472065926,-7.654831080117219e-08,0.9999253749847412|-4.3969166085844336e-09,1,7.650030653394424e-08|Running
526.7680053710938,819.4217529296875,157.8756866455078|-0.012216778472065926,-9.070651429965437e-08,0.9999253749847412|-5.20938803205695e-09,1,9.064963535365678e-08|Running
526.7639770507812,819.4215087890625,158.41734313964844|-0.012216778472065926,-1.0485865686860052e-07,0.9999253749847412|-6.021512177767363e-09,1,1.04792917454688e-07|Running
526.7599487304688,819.42138671875,158.95899963378906|-0.012216778472065926,-1.1900475271886535e-07,0.9999253749847412|-6.833289933894093e-09,1,1.1893014573161054e-07|Running
526.7579345703125,819.4212646484375,159.22982788085938|-0.012216778472065926,-1.0866635591355589e-07,0.9999253749847412|-6.23951157407987e-09,1,1.0859823618147857e-07|Running
526.7518920898438,819.4209594726562,160.0423126220703|-0.012216778472065926,-7.766444554135887e-08,0.9999253749847412|-4.4589376635428835e-09,1,7.761576625853195e-08|Running
526.7478637695312,819.4207763671875,160.58396911621094|-0.012216778472065926,-5.700755068005492e-08,0.9999253749847412|-3.2725220311391467e-09,1,5.69718245913009e-08|Running
526.7438354492188,819.4205322265625,161.12562561035156|-0.012216778472065926,-3.635949141767014e-08,0.9999253749847412|-2.086613104523849e-09,1,3.6336711417561673e-08|Running
526.7418212890625,819.42041015625,161.39645385742188|-0.012216778472065926,-2.6038772915626396e-08,0.9999253749847412|-1.4938487113980159e-09,1,2.6022464183483862e-08|Running
526.73779296875,819.420166015625,161.9381103515625|-0.012216778472065926,-5.403955949390138e-09,0.9999253749847412|-3.0869973244307403e-10,1,5.400587532733425e-09|Running
526.7317504882812,819.419921875,162.75059509277344|-0.012216778472065926,2.553172251396063e-08,0.9999253749847412|1.468074439792133e-09,1,-2.5515692669841883e-08|Running
526.729736328125,819.4197998046875,163.02142333984375|-0.012216778472065926,3.5839207157550845e-08,0.9999253749847412|2.0600794403691225e-09,1,-3.581671137453668e-08|Running
526.7257080078125,819.4195556640625,163.56307983398438|-0.012216778472065926,5.644755773914767e-08,0.9999253749847412|3.2437101893378895e-09,1,-5.641214073648371e-08|Running
526.7216796875,819.4193115234375,164.104736328125|-0.012216778472065926,7.704709759082107e-08,0.9999253749847412|4.426835342741242e-09,1,-7.699875936850731e-08|Running
526.7176513671875,819.4190673828125,164.64639282226562|-0.012216778472065926,9.763783026528472e-08,0.9999253749847412|5.609455566712995e-09,1,-9.75765814814622e-08|Running
526.713623046875,819.4189453125,165.18804931640625|-0.012216778472065926,1.0081491552682564e-07,0.9999253749847412|5.791728430182275e-09,1,-1.00751677223343e-07|Running
526.7075805664062,819.4186401367188,166.0005340576172|-0.012216778472065926,7.947910773964395e-08,0.9999253749847412|4.565707367731875e-09,1,-7.942925606130302e-08|Running
526.7035522460938,819.41845703125,166.5421905517578|-0.012216778472065926,6.526283868879545e-08,0.9999253749847412|3.748796384428488e-09,1,-6.522191142721567e-08|Running
526.7015380859375,819.4183349609375,166.81301879882812|-0.012216778472065926,5.8156988558266676e-08,0.9999253749847412|3.340471677049095e-09,1,-5.812051639964011e-08|Running
526.697509765625,819.4180908203125,167.35467529296875|-0.012216778472065926,4.394984287614534e-08,0.9999253749847412|2.524083830834911e-09,1,-4.3922284476138884e-08|Running
526.6934814453125,819.4178466796875,167.89633178710938|-0.012216778472065926,2.9748770558057913e-08,0.9999253749847412|1.7080448166950646e-09,1,-2.973012236395789e-08|Running
526.689453125,819.4176025390625,168.43798828125|-0.012216778472065926,1.5553773380361235e-08,0.9999253749847412|8.923543015626478e-10,1,-1.5544030063097125e-08|Running
526.6854248046875,819.41748046875,168.97964477539062|-0.012216778472065926,1.3648454588732761e-09,0.9999253749847412|7.701232013213044e-11,1,-1.364006463333567e-09|Running
