Mount Jirlah|true|19997
-2158.110595703125,588.0057373046875,-2491.322998046875|-0.999274492263794,0,-0.03808620199561119|-8.751988023192325e-10,1.0000001192092896,2.296274814739263e-08|Running
-2158.577392578125,588.0057373046875,-2491.340576171875|-0.999274492263794,0,-0.03808620199561119|-1.0129405092484944e-09,1.0000001192092896,2.6576703504588295e-08|Running
-2159.160888671875,588.0057373046875,-2491.362548828125|-0.999274492263794,0,-0.03808620199561119|-1.1849520253903734e-09,1.0000001192092896,3.1089797403183184e-08|Running
-2159.627685546875,588.0057373046875,-2491.380126953125|-0.999274492263794,0,-0.03808620199561119|-1.3224292771951696e-09,1.0000001192092896,3.469681075785047e-08|Running
-2160.094482421875,588.0057373046875,-2491.397705078125|-0.999274492263794,0,-0.03808620199561119|-7.599017526338514e-10,1.0000001192092896,1.9937678175097062e-08|Running
-2160.561279296875,588.0057373046875,-2491.415283203125|-0.999274492263794,0,-0.03808620199561119|-1.9785498239777155e-10,1.0000001192092896,5.191156393635765e-09|Running
-2161.028076171875,588.0057373046875,-2491.432861328125|-0.999274492263794,0,-0.03808620199561119|3.6371164413573354e-10,1.0000001192092896,-9.542767465120505e-09|Running
-2161.494873046875,588.0057373046875,-2491.450439453125|-0.999274492263794,0,-0.03808620199561119|9.247984600335712e-10,1.0000001192092896,-2.4264103615223576e-08|Running
-2161.844970703125,588.0057373046875,-2491.463623046875|-0.999274492263794,0,-0.03808620199561119|9.696553560090138e-10,1.0000001192092896,-2.5441021733740854e-08|Running
-2162.428466796875,588.0057373046875,-2491.485595703125|-0.9993380904197693,0,-0.03637951985001564|6.971504484809543e-10,1.0000001192092896,-1.915058156498617e-08|Running
-2162.778564453125,588.0057373046875,-2491.498291015625|-0.9994074702262878,0,-0.03442023694515228|5.293603333456076e-10,1,-1.5370222428146008e-08|Running
-2163.245361328125,588.0057373046875,-2491.514892578125|-0.9994074702262878,0,-0.03442023694515228|3.551374472277047e-10,1,-1.0311580034283452e-08|Running
-2163.712158203125,588.0057373046875,-2491.531005859375|-0.999464750289917,0,-0.032713308930397034|1.7101148275244782e-10,1.0000001192092896,-5.224783272694822e-09|Running
-2164.178955078125,588.0057373046875,-2491.546630859375|-0.9996193051338196,0,-0.027590859681367874|1.3244508571472191e-12,1,-4.7984973633452555e-11|Running
-2164.762451171875,588.0057373046875,-2491.56298828125|-0.9997532367706299,0,-0.022216739133000374|-1.4526509162227086e-10,1.0000001192092896,6.536929220146703e-09|Running
-2165.229248046875,588.0057373046875,-2491.573974609375|-0.9999065399169922,0,-0.013670597225427628|-1.6341483721760142e-10,1.0000001192092896,1.1952628220512906e-08|Running
-2165.579345703125,588.0057373046875,-2491.579345703125|-0.9999880790710449,0,-0.0048827542923390865|-7.878706714814498e-11,1,1.6135592417754197e-08|Running
-2166.046142578125,588.0057373046875,-2491.582275390625|-0.9999880790710449,0,-0.0048827542923390865|-1.0597864946726432e-10,1,2.1704426700352997e-08|Running
-2166.629638671875,588.0057373046875,-2491.584716796875|-0.9999880790710449,0,-0.0048827542923390865|-1.3993542435919437e-10,1,2.8658776685119847e-08|Running
-2167.096435546875,588.0057373046875,-2491.586669921875|-0.9999880790710449,0,-0.0048827542923390865|-1.6707470129606605e-10,1,3.4216899535977063e-08|Running
-2167.446533203125,588.0057373046875,-2491.588134765625|-0.9999880790710449,0,-0.0048827542923390865|-1.874139315960477e-10,1,3.838237105924236e-08|Running
-2167.913330078125,588.0057373046875,-2491.590087890625|-0.9999880790710449,0,-0.0048827542923390865|-1.1214431466788355e-10,1,2.2967155288711183e-08|Running
-2168.380126953125,588.0057373046875,-2491.592041015625|-0.9999880790710449,0,-0.0048827542923390865|-3.693909414459462e-11,1,7.565126303177294e-09|Running
-2168.846923828125,588.0057373046875,-2491.593994140625|-0.9999880790710449,0,-0.0048827542923390865|3.8201792423864234e-11,1,-7.823727443678763e-09|Running
-2169.313720703125,588.0057373046875,-2491.595947265625|-0.9999880790710449,0,-0.0048827542923390865|1.1327840748753815e-10,1,-2.3199417498176444e-08|Running
-2169.780517578125,588.0057373046875,-2491.597900390625|-0.9999880790710449,0,-0.0048827542923390865|1.3601617054881388e-10,1,-2.785611208366845e-08|Running
-2170.364013671875,588.0057373046875,-2491.600341796875|-0.9999880790710449,0,-0.0048827542923390865|9.910267745327772e-11,1,-2.0296228697702645e-08|Running
-2170.830810546875,588.0057373046875,-2491.602294921875|-0.9999880790710449,0,-0.0048827542923390865|6.96002908084914e-11,1,-1.425414009048609e-08|Running
-2171.180908203125,588.0057373046875,-2491.603759765625|-0.9999880790710449,0,-0.0048827542923390865|4.749007437299113e-11,1,-9.725966698681532e-09|Running
-2171.764404296875,588.0057373046875,-2491.606201171875|-0.9999880790710449,0,-0.0048827542923390865|1.0671227790304272e-11,1,-2.185467584681078e-09|Running
-2172.231201171875,588.0057373046875,-2491.608154296875|-0.999997615814209,0,0.0021972605027258396|8.73720627098118e-12,1,3.976399653993212e-09|Running
-2172.697998046875,588.0057373046875,-2491.607421875|-0.9999731779098511,0,0.007324022240936756|7.492792497565404e-11,1,1.0230159830371122e-08|Running
-2173.164794921875,588.0057373046875,-2491.6044921875|-0.9998092651367188,0,0.01953229308128357|3.2643773795193454e-10,1.0000001192092896,1.6709531536207578e-08|Running
-2173.631591796875,588.0057373046875,-2491.59619140625|-0.9993731379508972,0,0.035404130816459656|8.319767097475506e-10,1.0000001192092896,2.3484693301156767e-08|Running
-2174.098388671875,588.0057373046875,-2491.580810546875|-0.9985169172286987,0,0.05444236472249031|1.6670366198567876e-09,1,3.057479958101794e-08|Running
-2174.44775390625,588.0057373046875,-2491.562744140625|-0.9972784519195557,0,0.0737278088927269|2.672297494399345e-09,1.0000001192092896,3.614680466057507e-08|Running
-2175.030029296875,588.0057373046875,-2491.52099609375|-0.9958450794219971,0,0.09106404334306717|3.6267808756207387e-09,1.0000001192092896,3.966122719134546e-08|Running
-2175.494873046875,588.0057373046875,-2491.47998046875|-0.9937008023262024,0,0.11206600815057755|2.464294102111353e-09,1.0000001192092896,2.185115022257378e-08|Running
-2175.958740234375,588.0057373046875,-2491.42919921875|-0.9927001595497131,0,0.12060843408107758|4.508622919452421e-10,1,3.710943552448498e-09|Running
-2176.421875,588.0057373046875,-2491.37353515625|-0.9913702011108398,0,0.13109229505062103|-1.9643733306651256e-09,1,-1.4855344510067425e-08|Running
-2176.884765625,588.0057373046875,-2491.31298828125|-0.9897137880325317,0,0.14306172728538513|-4.900162497989413e-09,1,-3.389976299672526e-08|Running
-2177.3466796875,588.0057373046875,-2491.2470703125|-0.9886661767959595,0,0.15013079345226288|-5.864704721858516e-09,1,-3.8621227105295475e-08|Running
-2177.69287109375,588.0057373046875,-2491.195068359375|-0.9876001477241516,0,0.15699058771133423|-4.937251496528461e-09,1.0000001192092896,-3.1059379068665294e-08|Running
-2178.26904296875,588.0057373046875,-2491.103759765625|-0.987052321434021,0,0.16039904952049255|-2.995500958391517e-09,1.0000001192092896,-1.8433501836057076e-08|Running
-2178.72998046875,588.0057373046875,-2491.029052734375|-0.9867739677429199,0,0.16210240125656128|-1.3661584086221978e-09,1.0000001192092896,-8.316283661713442e-09|Running
-2179.07568359375,588.0057373046875,-2490.97265625|-0.9864927530288696,0,0.16380515694618225|-1.1777996633544063e-10,1.0000001192092896,-7.09312719671118e-10|Running
-2179.53564453125,588.0057373046875,-2490.896484375|-0.9864927530288696,0,0.16380515694618225|1.5645300610600543e-09,1.0000001192092896,9.422155500260487e-09|Running
-2180.110595703125,588.0057373046875,-2490.80126953125|-0.9859147071838379,0,0.16724902391433716|3.758959365995906e-09,1.0000001192092896,2.2158653578685517e-08|Running
-2180.570556640625,588.0057373046875,-2490.723388671875|-0.9856246113777161,0,0.16895025968551636|5.548705939162346e-09,1.0000001192092896,3.237012435874931e-08|Running
-2180.91552734375,588.0057373046875,-2490.664306640625|-0.9856246113777161,0,0.16895025968551636|6.861509138644806e-09,1.0000001192092896,4.0028776737699445e-08|Running
-2181.60546875,588.0057373046875,-2490.545654296875|-0.9856246113777161,0,0.16895025968551636|8.202949430824447e-09,1.0000001192092896,4.78544919246815e-08|Running
-2181.950439453125,588.0057373046875,-2490.486328125|-0.9856246113777161,0,0.16895025968551636|5.6699533956816595e-09,1.0000001192092896,3.307745899405745e-08|Running
-2182.640380859375,588.0057373046875,-2490.36767578125|-0.9856246113777161,0,0.16895025968551636|6.088351489630384e-10,1.0000001192092896,3.5518317176297387e-09|Running
-2182.75537109375,588.0057373046875,-2490.347900390625|-0.9856246113777161,0,0.16895025968551636|-2.3405313798186e-10,1.0000001192092896,-1.3654227748460812e-09|Running
-2183.790283203125,588.0057373046875,-2490.169921875|-0.9856246113777161,0,0.16895025968551636|-7.811939539692503e-09,1.0000001192092896,-4.5573411711075096e-08|Running
-2184.480224609375,588.0057373046875,-2490.05126953125|-0.9856246113777161,0,0.16895025968551636|-5.060561303338318e-09,1.0000001192092896,-2.952237920794687e-08|Running
-2184.8251953125,588.0057373046875,-2489.991943359375|-0.9856246113777161,0,0.16895025968551636|-3.6861964591849983e-09,1.0000001192092896,-2.1504588332277308e-08|Running
-2185.170166015625,588.0057373046875,-2489.9326171875|-0.9856246113777161,0,0.16895025968551636|-2.312712688024021e-09,1.0000001192092896,-1.349193912147939e-08|Running
-2185.630126953125,588.0057373046875,-2489.853515625|-0.9856246113777161,0,0.16895025968551636|-4.827725441636233e-10,1.0000001192092896,-2.81640577526332e-09|Running
-2186.090087890625,588.0057373046875,-2489.7744140625|-0.9856246113777161,0,0.16895025968551636|1.3456022962543557e-09,1.0000001192092896,7.849995320441394e-09|Running
-2186.550048828125,588.0057373046875,-2489.6953125|-0.9856246113777161,0,0.16895025968551636|3.1724132210086964e-09,1.0000001192092896,1.850727215924053e-08|Running
-2187.010009765625,588.0057373046875,-2489.6162109375|-0.9856246113777161,0,0.16895025968551636|4.997660951744365e-09,1.0000001192092896,2.915543184656144e-08|Running
-2187.469970703125,588.0057373046875,-2489.537109375|-0.9856246113777161,0,0.16895025968551636|6.8213474868628055e-09,1.0000001192092896,3.979448237600991e-08|Running
-2187.929931640625,588.0057373046875,-2489.4580078125|-0.9856246113777161,0,0.16895025968551636|8.643473492497833e-09,1.0000001192092896,5.042442907665645e-08|Running
-2188.27490234375,588.0057373046875,-2489.398681640625|-0.9856246113777161,0,0.16895025968551636|8.658312289355763e-09,1.0000001192092896,5.0510998050867784e-08|Running
-2188.73486328125,588.0057373046875,-2489.319580078125|-0.9856246113777161,0,0.16895025968551636|5.077668507880162e-09,1.0000001192092896,2.9622178487898054e-08|Running
-2189.19482421875,588.0057373046875,-2489.240478515625|-0.9843853116035461,0,0.17602723836898804|1.5118631901955837e-09,1,8.454691169390571e-09|Running
-2189.654052734375,588.0057373046875,-2489.15869140625|-0.9818459153175354,0,0.1896803230047226|-2.5516093682398377e-09,1,-1.3207944959958695e-08|Running
-2190.226806640625,588.0057373046875,-2489.049072265625|-0.9798031449317932,0,0.19996480643749237|-8.30227975257003e-09,1.0000001192092896,-4.068015613256648e-08|Running
-2190.68408203125,588.0057373046875,-2488.95654296875|-0.9790980815887451,0,0.20338870584964752|-9.469208528400941e-09,1,-4.558406274668414e-08|Running
-2191.48388671875,588.0057373046875,-2488.790771484375|-0.978746235370636,0,0.20507529377937317|-5.050369455972259e-09,1.0000001192092896,-2.4103488982518684e-08|Running
-2191.71240234375,588.0057373046875,-2488.742919921875|-0.9780233502388,0,0.20849524438381195|-3.821433391948403e-09,1.0000001192092896,-1.792583503856804e-08|Running
-2192.0546875,588.0057373046875,-2488.670166015625|-0.9780233502388,0,0.20849524438381195|-1.8526984391087353e-09,1.0000001192092896,-8.690760999741087e-09|Running
-2192.396728515625,588.0057373046875,-2488.596923828125|-0.9772886037826538,0,0.21191269159317017|1.2905096435922303e-10,1,5.951509285395673e-10|Running
-2192.852783203125,588.0057373046875,-2488.498291015625|-0.9753936529159546,0,0.22047071158885956|2.96634783403249e-09,1.0000001192092896,1.3123543141091432e-08|Running
-2193.421630859375,588.0057373046875,-2488.370361328125|-0.9753936529159546,0,0.22047071158885956|6.5030540952193405e-09,1.0000001192092896,2.877043137061719e-08|Running
-2193.876708984375,588.0057373046875,-2488.267822265625|-0.9753936529159546,0,0.22047071158885956|9.329696126769704e-09,1.0000001192092896,4.127589647850982e-08|Running
-2194.331787109375,588.0057373046875,-2488.165283203125|-0.9753936529159546,0,0.22047071158885956|1.2153919648483225e-08,1.0000001192092896,5.3770662589158746e-08|Running
-2194.673095703125,588.0057373046875,-2488.08837890625|-0.9753936529159546,0,0.22047071158885956|1.2327992848781832e-08,1.0000001192092896,5.454078788602601e-08|Running
-2195.241943359375,588.0057373046875,-2487.960205078125|-0.9753936529159546,0,0.22047071158885956|6.146299469378391e-09,1.0000001192092896,2.71920992389596e-08|Running
-2195.697021484375,588.0057373046875,-2487.857666015625|-0.9753936529159546,0,0.22047071158885956|1.2057035370105496e-09,1.0000001192092896,5.3342033012881984e-09|Running
-2196.038330078125,588.0057373046875,-2487.78076171875|-0.9753936529159546,0,0.22047071158885956|-2.496969297993701e-09,1.0000001192092896,-1.104694646869575e-08|Running
-2196.607177734375,588.0057373046875,-2487.652587890625|-0.9753936529159546,0,0.22047071158885956|-8.662811801229964e-09,1.0000001192092896,-3.832550632409948e-08|Running
-2197.062255859375,588.0057373046875,-2487.550048828125|-0.9753936529159546,0,0.22047071158885956|-1.157548723540458e-08,1.0000001192092896,-5.121159674104092e-08|Running
-2197.403564453125,588.0057373046875,-2487.47314453125|-0.9753936529159546,0,0.22047071158885956|-9.225499475462584e-09,1.0000001192092896,-4.081491766783074e-08|Running
-2197.858642578125,588.0057373046875,-2487.37060546875|-0.9753936529159546,0,0.22047071158885956|-6.094526661115651e-09,1.0000001192092896,-2.6963050459016813e-08|Running
-2198.313720703125,588.0057373046875,-2487.26806640625|-0.9753936529159546,0,0.22047071158885956|-2.9662314826595093e-09,1.0000001192092896,-1.3123027997608006e-08|Running
-2198.768798828125,588.0057373046875,-2487.16552734375|-0.9753936529159546,0,0.22047071158885956|1.5938796116277132e-10,1.0000001192092896,7.051549344438968e-10|Running
-2199.223876953125,588.0057373046875,-2487.06298828125|-0.9753936529159546,0,0.22047071158885956|3.282339511301302e-09,1.0000001192092896,1.452153419734259e-08|Running
-2199.678955078125,588.0057373046875,-2486.96044921875|-0.9753936529159546,0,0.22047071158885956|6.402622432233329e-09,1.0000001192092896,2.8326107681664325e-08|Running
-2200.134033203125,588.0057373046875,-2486.85791015625|-0.9750127792358398,0,0.22214864194393158|9.601412997994885e-09,1.0000001192092896,4.21407051476308e-08|Running
-2200.589111328125,588.0057373046875,-2486.75439453125|-0.974617063999176,0,0.22387871146202087|1.2858303755081124e-08,1.0000001192092896,5.597639329835147e-08|Running
-2201.157958984375,588.0057373046875,-2486.623779296875|-0.9742180705070496,0,0.22560839354991913|1.0661034721692886e-08,1,4.6036287670858655e-08|Running
-2201.613037109375,588.0057373046875,-2486.5185546875|-0.9734236001968384,0,0.2290121167898178|5.511072931341232e-09,1.0000001192092896,2.3424998829568722e-08|Running
-2202.067138671875,588.0057373046875,-2486.412109375|-0.9730284214019775,0,0.23068535327911377|1.9095834635773912e-10,1,8.054603650720082e-10|Running
-2202.521240234375,588.0057373046875,-2486.3046875|-0.9722030758857727,0,0.2341393232345581|-5.273581571429986e-09,1,-2.1897186286423675e-08|Running
-2202.86181640625,588.0057373046875,-2486.222900390625|-0.9714353084564209,0,0.23730462789535522|-9.517788335244859e-09,1,-3.8962223669614104e-08|Running
-2203.31494140625,588.0057373046875,-2486.112548828125|-0.9701712131500244,0,0.2424207478761673|-1.3153352185213407e-08,1,-5.2639901326756444e-08|Running
-2203.88134765625,588.0057373046875,-2485.97119140625|-0.9688653945922852,0,0.24758806824684143|-8.964224029739398e-09,1,-3.5078937088428574e-08|Running
-2204.220458984375,588.0057373046875,-2485.885009765625|-0.967994749546051,0,0.25097063183784485|-6.354214932002833e-09,1.0000001192092896,-2.450823366473287e-08|Running
-2204.672607421875,588.0057373046875,-2485.76806640625|-0.9666430950164795,0,0.2561274468898773|-2.7393778356810117e-09,1.0000001192092896,-1.0338605527238087e-08|Running
-2205.236572265625,588.0057373046875,-2485.619384765625|-0.9662024974822998,0,0.2577841877937317|1.9645525206613e-09,1.0000001192092896,7.3633508179682394e-09|Running
-2205.574951171875,588.0057373046875,-2485.529296875|-0.9653418064117432,0,0.2609889805316925|4.868963454640607e-09,1.0000001192092896,1.8009242097605238e-08|Running
-2206.025146484375,588.0057373046875,-2485.407470703125|-0.9648764133453369,0,0.26270419359207153|8.77469297222433e-09,1.0000001192092896,3.222824318527273e-08|Running
-2206.475341796875,588.0057373046875,-2485.284912109375|-0.9644079804420471,0,0.26441869139671326|1.2738530230649303e-08,1,4.646093643145832e-08|Running
-2206.925537109375,588.0057373046875,-2485.161865234375|-0.9644079804420471,0,0.26441869139671326|1.6641349631640878e-08,1,6.069559788102197e-08|Running
-2207.375732421875,588.0057373046875,-2485.038818359375|-0.9644079804420471,0,0.26441869139671326|1.2900792434322739e-08,1,4.705275102878659e-08|Running
-2207.825927734375,588.0057373046875,-2484.915771484375|-0.9644079804420471,0,0.26441869139671326|6.617841830092175e-09,1,2.4137095877563297e-08|Running
-2208.276123046875,588.0057373046875,-2484.792724609375|-0.9644079804420471,0,0.26441869139671326|3.402624015880207e-10,1,1.2410309446764245e-09|Running
-2208.8388671875,588.0057373046875,-2484.638916015625|-0.9644079804420471,0,0.26441869139671326|-7.499164844659845e-09,1,-2.7351523712582093e-08|Running
-2209.2890625,588.0057373046875,-2484.515869140625|-0.9644079804420471,0,0.26441869139671326|-1.3764674733351967e-08,1,-5.020357107810014e-08|Running
-2209.7392578125,588.0057373046875,-2484.392822265625|-0.9644079804420471,0,0.26441869139671326|-1.4614542465096747e-08,1,-5.330327113028943e-08|Running
-2210.189453125,588.0057373046875,-2484.269775390625|-0.9644079804420471,0,0.26441869139671326|-1.005571093060098e-08,1,-3.6675952941322976e-08|Running
-2210.6396484375,588.0057373046875,-2484.146728515625|-0.9644079804420471,0,0.26441869139671326|-5.500777167100068e-09,1,-2.006285271249908e-08|Running
-2211.08984375,588.0057373046875,-2484.023681640625|-0.9644079804420471,0,0.26441869139671326|-9.49738065969541e-10,1,-3.4639568990968428e-09|Running
-2211.5400390625,588.0057373046875,-2483.900634765625|-0.9644079804420471,0,0.26441869139671326|3.5974097034596753e-09,1,1.3120746267247796e-08|Running
-2211.990234375,588.0057373046875,-2483.777587890625|-0.963936448097229,0,0.2661324143409729|8.205788049053808e-09,1,2.9721514138714156e-08|Running
-2212.327880859375,588.0057373046875,-2483.6845703125|-0.963936448097229,0,0.2661324143409729|1.1641871466849807e-08,1,4.2167073388554854e-08|Running
-2212.890625,588.0057373046875,-2483.529541015625|-0.963936448097229,0,0.2661324143409729|1.7363785076440763e-08,1,6.289194942610266e-08|Running
-2213.228271484375,588.0057373046875,-2483.4365234375|-0.963936448097229,0,0.2661324143409729|1.3035245771675363e-08,1,4.72138985685433e-08|Running
-2213.678466796875,588.0057373046875,-2483.3125|-0.963936448097229,0,0.2661324143409729|7.268167401264236e-09,1,2.632543427694145e-08|Running
-2214.128662109375,588.0057373046875,-2483.1884765625|-0.963936448097229,0,0.2661324143409729|1.5060149793910682e-09,1,5.454813489791377e-09|Running
-2214.69140625,588.0057373046875,-2483.033447265625|-0.963936448097229,0,0.2661324143409729|-5.689755333548874e-09,1,-2.0608398543231488e-08|Running
-2215.1416015625,588.0057373046875,-2482.909423828125|-0.963936448097229,0,0.2661324143409729|-1.1440840275156461e-08,1,-4.1438930509229976e-08|Running
-2215.479248046875,588.0057373046875,-2482.81640625|-0.963936448097229,0,0.2661324143409729|-1.575093122596627e-08,1,-5.7050158375204774e-08|Running
-2215.929443359375,588.0057373046875,-2482.6923828125|-0.963936448097229,0,0.2661324143409729|-1.3433941070672972e-08,1,-4.86579772029927e-08|Running
-2216.379638671875,588.0057373046875,-2482.568359375|-0.9634619355201721,0,0.26784536242485046|-8.475185886425152e-09,1,-3.048594265919746e-08|Running
-2216.828857421875,588.0057373046875,-2482.443359375|-0.9634619355201721,0,0.26784536242485046|-3.4337530596673105e-09,1,-1.2351494049767098e-08|Running
-2217.390380859375,588.0057373046875,-2482.287109375|-0.9629842638969421,0,0.26955747604370117|2.8967870324692058e-09,1,1.034866681237645e-08|Running
-2217.839599609375,588.0057373046875,-2482.161376953125|-0.9629842638969421,0,0.26955747604370117|7.974013449540962e-09,1,2.8486871528343727e-08|Running
-2218.288818359375,588.0057373046875,-2482.035400390625|-0.9629842638969421,0,0.26955747604370117|1.3046965285923307e-08,1,4.66098057927411e-08|Running
-2218.738037109375,588.0057373046875,-2481.909423828125|-0.9629842638969421,0,0.26955747604370117|1.8115553501729664e-08,1,6.471715607858641e-08|Running
-2219.187255859375,588.0057373046875,-2481.783447265625|-0.9634619355201721,0,0.26784536242485046|1.2179884656404738e-08,1,4.381205442882674e-08|Running
-2219.636474609375,588.0057373046875,-2481.658447265625|-0.963936448097229,0,0.2661324143409729|6.338779723336074e-09,1,2.2959175893788597e-08|Running
-2219.97412109375,588.0057373046875,-2481.5654296875|-0.9644079804420471,0,0.26441869139671326|2.0178827497829843e-09,1,7.3597758998289464e-09|Running
-2220.536865234375,588.0057373046875,-2481.411376953125|-0.9644079804420471,0,0.26441869139671326|-5.1089585895169876e-09,1,-1.8633782516985775e-08|Running
-2220.987060546875,588.0057373046875,-2481.288330078125|-0.9648764133453369,0,0.26270419359207153|-1.0719880094711698e-08,1.0000001192092896,-3.9372647364643854e-08|Running
-2221.32470703125,588.0057373046875,-2481.196044921875|-0.9648764133453369,0,0.26270419359207153|-1.4949971927080696e-08,1.0000001192092896,-5.4909193636376585e-08|Running
-2221.77490234375,588.0057373046875,-2481.072998046875|-0.9653418064117432,0,0.2609889805316925|-1.2768204271651484e-08,1.0000001192092896,-4.7226826893620455e-08|Running
-2222.337646484375,588.0057373046875,-2480.92041015625|-0.9657429456710815,0,0.2595006823539734|-6.950061859356538e-09,1,-2.5864952846177403e-08|Running
-2222.7880859375,588.0057373046875,-2480.79931640625|-0.9657429456710815,0,0.2595006823539734|-2.355206918380759e-09,1,-8.76500383384382e-09|Running
-2223.12646484375,588.0057373046875,-2480.70849609375|-0.9666430950164795,0,0.2561274468898773|1.0566914010468054e-09,1.0000001192092896,3.988028129953136e-09|Running
-2223.6904296875,588.0057373046875,-2480.55908203125|-0.9670966863632202,0,0.25440916419029236|6.627687731963761e-09,1,2.5194118791205256e-08|Running
-2224.1416015625,588.0057373046875,-2480.43994140625|-0.9684391021728516,0,0.2492503970861435|1.0825467633424068e-08,1.0000001192092896,4.206134107676007e-08|Running
-2224.480712890625,588.0057373046875,-2480.3525390625|-0.9693037867546082,0,0.24586622416973114|1.3864931425189297e-08,1,5.466114672003641e-08|Running
-2224.932861328125,588.0057373046875,-2480.2373046875|-0.9705861210823059,0,0.24075418710708618|1.3040017954324412e-08,1,5.257005142311755e-08|Running
-2225.499267578125,588.0057373046875,-2480.0966796875|-0.9714353084564209,0,0.23730462789535522|6.488200199328276e-09,1,2.6560236676687055e-08|Running
-2225.839111328125,588.0057373046875,-2480.01318359375|-0.9722030758857727,0,0.2341393232345581|2.6583697465554224e-09,1,1.1038193470369606e-08|Running
-2226.29296875,588.0057373046875,-2479.90380859375|-0.9722030758857727,0,0.2341393232345581|-2.332071424859805e-09,1,-9.683324364573309e-09|Running
-2226.7470703125,588.0057373046875,-2479.79443359375|-0.9726172685623169,0,0.23241256177425385|-7.2508248294411715e-09,1.0000001192092896,-3.034378792676762e-08|Running
-2227.201171875,588.0057373046875,-2479.68603515625|-0.9730284214019775,0,0.23068535327911377|-1.2078634981094183e-08,1,-5.094755906043247e-08|Running
-2227.768798828125,588.0057373046875,-2479.551513671875|-0.9738286733627319,0,0.22728365659713745|-1.1172258673752822e-08,1.0000001192092896,-4.786910778875608e-08|Running
-2228.222900390625,588.0057373046875,-2479.445068359375|-0.974617063999176,0,0.22387871146202087|-6.933460916513923e-09,1.0000001192092896,-3.0183617383272576e-08|Running
-2228.677978515625,588.0057373046875,-2479.34033203125|-0.9750127792358398,0,0.22214864194393158|-2.854037894906014e-09,1.0000001192092896,-1.2526403025958643e-08|Running
-2229.133056640625,588.0057373046875,-2479.23681640625|-0.9757832884788513,0,0.21873950958251953|1.1287828449724202e-09,1,5.035429406774483e-09|Running
-2229.588134765625,588.0057373046875,-2479.13427734375|-0.9761583209037781,0,0.21705971658229828|5.015197146462924e-09,1,2.255428377395674e-08|Running
-2230.043212890625,588.0057373046875,-2479.03271484375|-0.9765418767929077,0,0.21532748639583588|8.82495587717358e-09,1.0000001192092896,4.002247777634693e-08|Running
-2230.499267578125,588.0057373046875,-2478.93212890625|-0.9772886037826538,0,0.21191269159317017|1.2450062314428578e-08,1,5.7416592369463615e-08|Running
-2230.84130859375,588.0057373046875,-2478.85791015625|-0.9772886037826538,0,0.21191269159317017|1.1233488805828529e-08,1,5.1806054557346215e-08|Running
-2231.411376953125,588.0057373046875,-2478.734619140625|-0.9772886037826538,0,0.21191269159317017|5.844190020809492e-09,1,2.69519500051274e-08|Running
-2231.867431640625,588.0057373046875,-2478.635986328125|-0.9772886037826538,0,0.21191269159317017|1.5368998296239056e-09,1,7.087799236416004e-09|Running
-2232.323486328125,588.0057373046875,-2478.537353515625|-0.9772886037826538,0,0.21191269159317017|-2.7667066415659747e-09,1,-1.275936245548337e-08|Running
-2232.66552734375,588.0057373046875,-2478.46337890625|-0.9772886037826538,0,0.21191269159317017|-5.991995788434679e-09,1,-2.7633593191467298e-08|Running
-2233.235595703125,588.0057373046875,-2478.340087890625|-0.9772886037826538,0,0.21191269159317017|-1.1362880414367282e-08,1,-5.2402775452264905e-08|Running
-2233.691650390625,588.0057373046875,-2478.241455078125|-0.9772886037826538,0,0.21191269159317017|-1.1477929717784718e-08,1,-5.2933359029339044e-08|Running
-2234.03369140625,588.0057373046875,-2478.16748046875|-0.9772886037826538,0,0.21191269159317017|-8.432015086157207e-09,1,-3.888635546900332e-08|Running
-2234.48974609375,588.0057373046875,-2478.06884765625|-0.9772886037826538,0,0.21191269159317017|-4.373833295545637e-09,1,-2.0171029291304876e-08|Running
-2234.94580078125,588.0057373046875,-2477.97021484375|-0.9772886037826538,0,0.21191269159317017|-3.1907379516304957e-10,1,-1.4714889307043677e-09|Running
-2235.40185546875,588.0057373046875,-2477.87158203125|-0.9772886037826538,0,0.21191269159317017|3.7321692403224915e-09,1,1.7211835512398466e-08|Running
-2235.85791015625,588.0057373046875,-2477.77294921875|-0.9772886037826538,0,0.21191269159317017|7.77995978751278e-09,1,3.587923913528357e-08|Running
-2236.31396484375,588.0057373046875,-2477.67431640625|-0.9772886037826538,0,0.21191269159317017|1.182428110979572e-08,1,5.4530641335759356e-08|Running
-2236.77001953125,588.0057373046875,-2477.57568359375|-0.9772886037826538,0,0.21191269159317017|1.1658542575787578e-08,1,5.37662963040475e-08|Running
-2237.22607421875,588.0057373046875,-2477.47705078125|-0.9772886037826538,0,0.21191269159317017|7.288083025969172e-09,1,3.361082434594209e-08|Running
-2237.68212890625,588.0057373046875,-2477.37841796875|-0.9772886037826538,0,0.21191269159317017|2.9213798047322825e-09,1,1.3472676307912934e-08|Running
-2238.13818359375,588.0057373046875,-2477.27978515625|-0.9772886037826538,0,0.21191269159317017|-1.4416130511563097e-09,1,-6.648360528771491e-09|Running
-2238.59423828125,588.0057373046875,-2477.18115234375|-0.9772886037826538,0,0.21191269159317017|-5.8008780001728155e-09,1,-2.67522057839642e-08|Running
-2239.164306640625,588.0057373046875,-2477.057861328125|-0.9772886037826538,0,0.21191269159317017|-1.1244718045588797e-08,1,-5.185784246464209e-08|Running
