molti|true|5442
3053.173583984375,1485.49951171875,1485.0736083984375|0.9999945163726807,1.3384513408709608e-07,-0.0033069385681301355|-1.3377750462950644e-07,1,2.067242377279399e-08|Freefall
3053.456787109375,1485.298583984375,1485.0711669921875|0.9999932050704956,1.2641869773233338e-07,-0.003687302116304636|-1.263552320551753e-07,1,1.744574795736753e-08|Freefall
3053.881591796875,1484.971923828125,1485.0675048828125|0.9999911189079285,1.1981802572336164e-07,-0.004213096108287573|-1.1976561609117198e-07,1,1.269138660831004e-08|Freefall
3054.023193359375,1484.856201171875,1485.0662841796875|0.9999904036521912,1.1868728932995509e-07,-0.004375954624265432|-1.1863973270465067e-07,1,1.11277183023617e-08|Freefall
3054.447998046875,1484.488525390625,1485.0626220703125|0.999988317489624,1.179534336870347e-07,-0.004830850288271904|-1.1792347720529506e-07,1,6.486501114011389e-09|Freefall
3054.589599609375,1484.359130859375,1485.0614013671875|0.9999876618385315,1.1850755754494458e-07,-0.004971535410732031|-1.184843938517588e-07,1,4.954883614516348e-09|Freefall
3055.014404296875,1483.950439453125,1485.0577392578125|0.9999856352806091,1.221504959403319e-07,-0.005364289507269859|-1.2215008382554515e-07,1,4.031236455759313e-10|Freefall
3055.156005859375,1483.8074951171875,1485.0565185546875|0.9999849796295166,1.2395945248044882e-07,-0.005485725123435259|-1.2396735371567047e-07,1,-1.1004697153538245e-09|Freefall
3055.439208984375,1483.5113525390625,1485.0540771484375|0.9999836683273315,1.2832910556426214e-07,-0.005714083090424538|-1.283545856267665e-07,1,-4.090619842855858e-09|Freefall
3055.864013671875,1483.04150390625,1485.0504150390625|0.9999818205833435,1.3650782193508348e-07,-0.0060288021340966225|-1.365617805504371e-07,1,-8.539305262900143e-09|Freefall
3056.147216796875,1482.711181640625,1485.0479736328125|0.999980628490448,1.4288993099853542e-07,-0.0062204403802752495|-1.429641258710035e-07,1,-1.1484162953934174e-08|Freefall
3056.288818359375,1482.5408935546875,1485.047119140625|0.9999805092811584,1.4625233291098994e-07,-0.006247174460440874|-1.4633610589953605e-07,1,-1.2952269479171719e-08|Freefall
3056.713623046875,1482.009765625,1485.0467529296875|0.9999828338623047,1.574018710925884e-07,-0.005864287260919809|-1.5750624982047157e-07,1,-1.7336084567887156e-08|Freefall
3056.855224609375,1481.825927734375,1485.0472412109375|0.9999842047691345,1.4091817490680114e-07,-0.005615305155515671|-1.4101145495715173e-07,1,-1.6215150111520416e-08|Landed
3057.137939453125,1481.7310791015625,1485.0494384765625|0.9999882578849792,1.1411791689397432e-07,-0.0048458571545779705|-1.1418639189741953e-07,1,-1.3854481117903106e-08|Landed
3057.420654296875,1481.6300048828125,1485.052978515625|0.999992847442627,1.0298433750222102e-07,-0.0037876099813729525|-1.0302752428970052e-07,1,-1.1206973127286801e-08|Landed
3057.701171875,1481.601318359375,1485.058837890625|0.9999973177909851,1.214655611647686e-07,-0.0023130059707909822|-1.2148453265581338e-07,1,-8.058226974583249e-09|Landed
3057.982666015625,1481.515380859375,1485.065185546875|0.9999997615814209,1.2613863020760618e-07,-0.000684798345901072|-1.2614047761871916e-07,1,-2.654422237569065e-09|Landed
3058.265625,1481.4893798828125,1485.0726318359375|0.9999994039535522,1.296153584462445e-07,0.0010880893096327782|-1.2961884010564972e-07,1,3.1247271436996016e-09|Landed
3058.54638671875,1481.4041748046875,1485.0802001953125|0.9999958872795105,1.2692970585703733e-07,0.0028701291885226965|-1.269448119955996e-07,1,5.082321230531761e-09|Running
3058.828857421875,1481.2828369140625,1485.0880126953125|0.9999895095825195,1.3698081602342427e-07,0.004576981533318758|-1.370072055806304e-07,1,5.451726181604499e-09|Running
3059.111328125,1481.1468505859375,1485.095947265625|0.9999808669090271,1.3496128303813748e-07,0.006182590965181589|-1.349894347413283e-07,1,4.13474676719261e-09|Running
3059.394287109375,1480.9971923828125,1485.103759765625|0.9999704957008362,1.3542950227929396e-07,0.007682337891310453|-1.3545363231060037e-07,1,2.620743844161666e-09|Running
3059.67578125,1480.833984375,1485.111572265625|0.9999587535858154,1.327365737324726e-07,0.009079269133508205|-1.3275369781240443e-07,1,1.283398609608355e-09|Running
3059.958251953125,1480.6572265625,1485.119384765625|0.999946117401123,1.2485351419400104e-07,0.010378965176641941|-1.2486353284657525e-07,1,3.1750085893733626e-10|Running
3060.383056640625,1480.366455078125,1485.131103515625|0.9999259114265442,1.2510730584835983e-07,0.012174061499536037|-1.251096080068237e-07,1,-5.72286551481227e-10|Running
3060.666259765625,1480.155517578125,1485.138916015625|0.9999119639396667,1.2259357617949718e-07,0.013267941772937775|-1.2259366144462547e-07,1,-8.070893953160407e-10|Running
3060.948974609375,1480.06982421875,1485.1468505859375|0.9998980760574341,1.2085989453680668e-07,0.014277908019721508|-1.2085999401278968e-07,1,-8.552952235341138e-10|Running
3061.231689453125,1480.50927734375,1485.1546630859375|0.9998833537101746,1.373799989323743e-07,0.015272622928023338|-1.37381960030325e-07,1,-9.203768858156991e-10|Jumping
3061.373291015625,1480.723876953125,1485.1585693359375|0.9998762011528015,1.5210775927698705e-07,0.015733469277620316|-1.5211142567750358e-07,1,-9.636846876048821e-10|Freefall
3061.939697265625,1481.548583984375,1485.1741943359375|0.9998487234115601,1.6420155191099184e-07,0.017393525689840317|-1.6421213899775466e-07,1,-8.202294399239918e-10|Freefall
3061.939697265625,1481.548583984375,1485.1741943359375|0.9998487234115601,1.6420155191099184e-07,0.017393525689840317|-1.6421213899775466e-07,1,-8.202294399239918e-10|Freefall
3062.222900390625,1481.9404296875,1485.1820068359375|0.9998356103897095,1.5142228448894457e-07,0.01813003048300743|-1.5143479004109395e-07,1,-6.829869447777526e-10|Freefall
3062.506103515625,1482.318603515625,1485.1898193359375|0.9998232126235962,1.4771066503271868e-07,0.01880173198878765|-1.4772570011700736e-07,1,-5.898122545922035e-10|Freefall
3062.789306640625,1482.68310546875,1485.1976318359375|0.9998114109039307,1.516289103165036e-07,0.01942133530974388|-1.516470433671202e-07,1,-5.390226598400716e-10|Freefall
3063.214111328125,1483.20458984375,1485.2093505859375|0.9997944831848145,1.694829592224778e-07,0.020273812115192413|-1.695068903018182e-07,1,-5.384470092018034e-10|Freefall
3063.497314453125,1483.53515625,1485.2171630859375|0.9997838139533997,1.5203895031845605e-07,0.020792590454220772|-1.5206182979454752e-07,1,-4.807246822835509e-10|Freefall
3063.638916015625,1483.6953125,1485.2210693359375|0.9997787475585938,1.4507197931834526e-07,0.021035542711615562|-1.4509430457110284e-07,1,-4.6446391177568103e-10|Freefall
3064.063720703125,1484.1552734375,1485.2327880859375|0.9997641444206238,1.301356604699322e-07,0.021717192605137825|-1.301563372635428e-07,1,-4.613050774704419e-10|Freefall
3064.205322265625,1484.3017578125,1485.2366943359375|0.9997595548629761,1.2695889495262236e-07,0.0219284538179636|-1.2697901752289908e-07,1,-4.751261606372736e-10|Freefall
3064.630126953125,1484.7210693359375,1485.24853515625|0.9997464418411255,1.2191237885872397e-07,0.02251867577433586|-1.2193079612643487e-07,1,-5.548624337770036e-10|Freefall
3064.771728515625,1484.85400390625,1485.25244140625|0.9997422695159912,1.215778411278734e-07,0.02270122990012169|-1.215957041722504e-07,1,-5.931650171042691e-10|Freefall
3065.338134765625,1485.3515625,1485.26806640625|0.9997267723083496,1.2572100160923583e-07,0.023375550284981728|-1.2573663354942255e-07,1,-8.015910712977359e-10|Freefall
3065.479736328125,1485.4674072265625,1485.2716064453125|0.9997246265411377,1.278495176393335e-07,0.023466860875487328|-1.2786442482592975e-07,1,-8.649028160334638e-10|Freefall
3066.329345703125,1486.0911865234375,1485.287841796875|0.9997395873069763,1.4410778703677352e-07,0.02281908690929413|-1.4411629933874792e-07,1,-1.2717961128672073e-09|Freefall
3066.470947265625,1486.1832275390625,1485.2904052734375|0.9997430443763733,1.4805503667503217e-07,0.022668495774269104|-1.4806249737375765e-07,1,-1.3494639850009094e-09|Freefall
3067.178955078125,1486.5921630859375,1485.2921142578125|0.9998054504394531,1.5971031075423525e-07,0.019724491983652115|-1.597123144847501e-07,1,-1.4732841613351866e-09|Freefall
3067.462158203125,1486.7320556640625,1485.2921142578125|0.9998310804367065,1.5836504019262065e-07,0.018379997462034225|-1.583674276162128e-07,1,-1.3258841802255006e-09|Freefall
3068.594970703125,1487.1549072265625,1485.2828369140625|0.9999340772628784,1.825481206196855e-07,0.011484082788228989|-1.8255677503020706e-07,1,-2.949268051999354e-10|Freefall
3068.878173828125,1487.2265625,1485.2794189453125|0.9999523162841797,1.8367779830441577e-07,0.009765522554516792|-1.8368709220339952e-07,1,5.3917481590559646e-11|Freefall
3069.161376953125,1487.28466796875,1485.2728271484375|0.9999706149101257,1.8621351216552284e-07,0.007666139397770166|-1.8622212394348026e-07,1,4.0905748233122097e-10|Freefall
3069.302978515625,1487.30859375,1485.2691650390625|0.9999785423278809,1.8853714323086024e-07,0.006548002827912569|-1.8854512973121018e-07,1,6.023553877909649e-10|Freefall
3069.586181640625,1487.34619140625,1485.261474609375|0.999990701675415,1.947853291994761e-07,0.00431660283356905|-1.9479151092127722e-07,1,1.0127574334717337e-09|Freefall
3070.010986328125,1487.376953125,1485.24853515625|0.9999996423721313,2.0752524676481698e-07,0.0008296818123199046|-2.075267673262715e-07,1,1.7447610023424431e-09|Freefall
3070.152587890625,1487.38037109375,1485.244140625|0.9999999403953552,2.114423551802247e-07,-0.00030364037957042456|-2.1144175832432666e-07,1,2.0049952809131355e-09|Freefall
3070.435791015625,1487.377197265625,1485.2353515625|0.9999969601631165,2.124965448047078e-07,-0.0024660504423081875|-2.1249113046906132e-07,1,2.454128900097885e-09|Freefall
3070.718994140625,1487.3603515625,1485.2264404296875|0.999989926815033,2.0417874679878878e-07,-0.00449189729988575|-2.041683870857014e-07,1,2.7661943846624126e-09|Freefall
3071.4267578125,1487.2584228515625,1485.2044677734375|0.9999585151672363,1.8981361904479854e-07,-0.009111338295042515|-1.8978883531417523e-07,1,3.5849934132414774e-09|Freefall
3071.568359375,1487.227783203125,1485.2000732421875|0.9999505281448364,1.9821047203549824e-07,-0.009948186576366425|-1.981806008188869e-07,1,3.988839480939532e-09|Freefall
3072.134765625,1487.071533203125,1485.182373046875|0.9999160170555115,1.7707405675082555e-07,-0.01295932661741972|-1.7703487742437574e-07,1,4.170180645246546e-09|Freefall
3072.2763671875,1487.02392578125,1485.177978515625|0.9999069571495056,1.779639404730915e-07,-0.01364084891974926|-1.779209384267233e-07,1,4.365996453259413e-09|Freefall
3072.701171875,1486.860595703125,1485.164794921875|0.9998795986175537,1.7365364612942358e-07,-0.015517421066761017|-1.7360133597321692e-07,1,4.717878088200678e-09|Freefall
3072.8427734375,1486.79931640625,1485.160400390625|0.9998704791069031,1.6689764947841468e-07,-0.016093788668513298|-1.668444724600704e-07,1,4.647056073281419e-09|Freefall
3072.984375,1486.734619140625,1485.156005859375|0.999861478805542,1.6594036367223453e-07,-0.01664263755083084|-1.6588427342867362e-07,1,4.750527970998064e-09|Freefall
3073.267578125,1486.5950927734375,1485.147216796875|0.9998437166213989,1.618727338836834e-07,-0.01767919398844242|-1.6181213879917777e-07,1,4.857859892126726e-09|Freefall
3073.6923828125,1486.3603515625,1485.134033203125|0.9998173713684082,1.630474173452967e-07,-0.019112160429358482|-1.6297727256642247e-07,1,5.227385191375333e-09|Freefall
3073.833984375,1486.2752685546875,1485.129638671875|0.9998087882995605,1.713873274411526e-07,-0.01955600455403328|-1.7131026197603205e-07,1,5.615755860333138e-09|Freefall
3074.1171875,1486.0948486328125,1485.1207275390625|0.9997920989990234,1.599399439555782e-07,-0.020391082391142845|-1.5986331902695383e-07,1,5.387404300449816e-09|Freefall
3074.400390625,1485.9007568359375,1485.1119384765625|0.9997759461402893,1.6037037653404695e-07,-0.021166425198316574|-1.6028832305892138e-07,1,5.573042471951339e-09|Freefall
3074.68359375,1485.693115234375,1485.1031494140625|0.9997604489326477,1.7104480320995208e-07,-0.021886873990297318|-1.709517079007128e-07,1,6.124565743448329e-09|Freefall
3074.966796875,1485.471923828125,1485.0943603515625|0.9997455477714539,1.5447164969373262e-07,-0.022556522861123085|-1.5438384082244738e-07,1,5.633976840613286e-09|Freefall
3075.9580078125,1484.590087890625,1485.0635986328125|0.9996956586837769,1.5251178808739496e-07,-0.024669639766216278|-1.5240995310250582e-07,1,6.008201047791317e-09|Freefall
3076.099609375,1484.450439453125,1485.0592041015625|0.9996890425682068,1.5858650215250236e-07,-0.024935754016041756|-1.5847851386752154e-07,1,6.3068386069176086e-09|Freefall
3076.666015625,1483.858154296875,1485.0416259765625|0.9996655583381653,1.4068679377032822e-07,-0.025860978290438652|-1.4058551300877298e-07,1,5.734213548436173e-09|Freefall
3076.8076171875,1483.7015380859375,1485.0372314453125|0.9996601939201355,1.340700634955283e-07,-0.02606724575161934|-1.3397225018252357e-07,1,5.498931976433141e-09|Freefall
3077.0908203125,1483.3780517578125,1485.0284423828125|0.9996501803398132,1.2298103513330716e-07,-0.026449361816048622|-1.228887214210772e-07,1,5.115522672127781e-09|Freefall
3077.232421875,1483.211181640625,1485.0244140625|0.9996470808982849,1.1821647660781309e-07,-0.026564670726656914|-1.181265147920385e-07,1,4.955732268996371e-09|Freefall
3077.515625,1482.8671875,1485.0167236328125|0.9996439814567566,1.0909359104971372e-07,-0.026682229712605476|-1.0900826907800365e-07,1,4.6522798946568855e-09|Freefall
3077.9404296875,1482.7685546875,1485.0068359375|0.9996498227119446,9.590463179165454e-08,-0.026461949571967125|-9.582662130469544e-08,1,4.2162300317727386e-09|Landed
3078.08154296875,1482.732421875,1485.0040283203125|0.9996546506881714,9.205163564729446e-08,-0.026279328390955925|-9.1975863369953e-08,1,4.092147065648533e-09|Landed
3078.36279296875,1482.7137451171875,1485.001708984375|0.999679446220398,9.239547438255613e-08,-0.025318337604403496|-9.231974473777882e-08,1,4.159784072754746e-09|Landed
3078.78466796875,1482.572021484375,1485.001220703125|0.9997332096099854,1.2915445779526635e-07,-0.023097889497876167|-1.2906070878671017e-07,1,5.549150028372196e-09|Landed
3079.061279296875,1482.5419921875,1485.002197265625|0.9997718334197998,1.2717089248326374e-07,-0.021360957995057106|-1.2709109853403788e-07,1,5.09331243847555e-09|Landed
3079.20068359375,1482.50634765625,1485.003173828125|0.9997915625572205,1.3906833373766858e-07,-0.020417220890522003|-1.3898949191570864e-07,1,5.280980541755298e-09|Landed
3079.624267578125,1482.334228515625,1485.0086669921875|0.9998519420623779,1.4551616800417833e-07,-0.017207376658916473|-1.4545243232078064e-07,1,4.955003962692217e-09|Running
3079.90576171875,1482.197998046875,1485.0125732421875|0.9998864531517029,1.4404085391106491e-07,-0.0150687824934721|-1.4398790426639607e-07,1,4.599124636683882e-09|Running
3080.18701171875,1482.0482177734375,1485.017333984375|0.9999169707298279,1.4173015472351835e-07,-0.012884875759482384|-1.4168722373142373e-07,1,4.244899542982239e-09|Running
3080.468994140625,1481.8848876953125,1485.0235595703125|0.9999440312385559,1.4472443865543028e-07,-0.01058165542781353|-1.4468990627847234e-07,1,4.029740541255933e-09|Running
3080.75146484375,1481.7078857421875,1485.0299072265625|0.9999655485153198,1.5035097078452964e-07,-0.008301403373479843|-1.5032414069082733e-07,1,3.856567953874901e-09|Running
3081.029296875,1481.5172119140625,1485.037109375|0.9999821782112122,1.554382151880418e-07,-0.005966600496321917|-1.5541928632956115e-07,1,3.6356022636852003e-09|Running
3081.16943359375,1481.416748046875,1485.0408935546875|0.9999883770942688,1.5758249105601863e-07,-0.004815702326595783|-1.575674133391658e-07,1,3.5088003613736873e-09|Running
3082.017822265625,1480.74267578125,1485.064453125|0.9999984502792358,1.4597330277865694e-07,0.0017558280378580093|-1.4597749498079793e-07,1,2.2665747057004637e-09|Running
3082.15673828125,1480.678955078125,1485.068603515625|0.9999960660934448,1.4290218075529992e-07,0.002808417659252882|-1.429085187965029e-07,1,2.0566435221525126e-09|Running
3082.296875,1480.655029296875,1485.072998046875|0.9999926686286926,1.391917550108701e-07,0.0038292293902486563|-1.3919985519805778e-07,1,1.8496876252882544e-09|Running
3082.579345703125,1480.64990234375,1485.0821533203125|0.9999832510948181,1.2937667293044797e-07,0.005786352325230837|-1.2938723159550136e-07,1,1.4504961676209405e-09|Running
3082.862060546875,1481.08935546875,1485.0911865234375|0.9999701976776123,1.7044909839114553e-07,0.0077237593941390514|-1.7046545508492272e-07,1,1.4598722231085048e-09|Jumping
3083.286865234375,1481.72314453125,1485.104736328125|0.9999465942382812,1.8507735433104244e-07,0.010336430743336678|-1.851000348551679e-07,1,1.2373088109640662e-09|Freefall
3083.428466796875,1481.9276123046875,1485.1092529296875|0.9999380707740784,1.9363574210728984e-07,0.0111307417973876|-1.9366061110304145e-07,1,1.156235440724629e-09|Freefall
