yahayuk zepetto|false|12018
359.1015930175781,474.2434997558594,385.9180603027344|-0.565801203250885,-5.7601464931167357e-08,-0.8245416879653931|-3.3172579350093656e-08,1,-4.709571399530432e-08|Landed
358.81683349609375,474.0197448730469,385.50738525390625|-0.5663594007492065,-9.319911953298288e-08,-0.8241583704948425|-5.327030905277752e-08,1,-7.647678046396322e-08|Running
358.58880615234375,474.88519287109375,385.17901611328125|-0.5669227838516235,-9.895713048990729e-08,-0.8237709403038025|-5.639909872456883e-08,1,-8.131289064294833e-08|Jumping
358.36016845703125,475.6961669921875,384.850830078125|-0.5675535202026367,-9.694912961322188e-08,-0.8233364820480347|-5.512461598300433e-08,1,-7.975228299983428e-08|Freefall
358.0729064941406,476.6332092285156,384.44158935546875|-0.5686793923377991,-7.574883653660436e-08,-0.8225592374801636|-4.29154489722805e-08,1,-6.241945982310426e-08|Freefall
357.6705017089844,477.802001953125,383.86883544921875|-0.5701901316642761,1.1077319062025026e-09,-0.821512758731842|1.0427110286315155e-09,1,6.246869688197876e-10|Freefall
357.3816833496094,478.53466796875,383.4606628417969|-0.5714336037635803,8.995807831979619e-08,-0.8206483125686646|5.1845006510120584e-08,1,7.351761155405256e-08|Freefall
357.14947509765625,479.05950927734375,383.1349792480469|-0.5726484656333923,1.3291217726418836e-07,-0.8198010325431824|7.63185852292736e-08,1,1.0881720413635776e-07|Freefall
356.8572692871094,479.6388854980469,382.729248046875|-0.5745911002159119,1.5198457958831568e-07,-0.8184406757354736|8.709884724567019e-08,1,1.245519172243803e-07|Freefall
356.44683837890625,480.3069763183594,382.1622009277344|-0.5774188041687012,1.532318947283784e-07,-0.8164480924606323|8.791397476670681e-08,1,1.2550547978662507e-07|Freefall
356.2108459472656,480.6138000488281,381.8392333984375|-0.5791477560997009,1.5804701547494915e-07,-0.8152225613594055|9.094713249169217e-08,1,1.2925940495733812e-07|Freefall
355.7376708984375,481.0639343261719,381.1941223144531|-0.5825221538543701,1.6697491389550123e-07,-0.8128148317337036|9.689180302530076e-08,1,1.3598828729755041e-07|Freefall
355.14404296875,481.320068359375,380.38946533203125|-0.5863884091377258,1.634570452324624e-07,-0.8100300431251526|9.568579883989514e-08,1,1.3252348196601815e-07|Freefall
354.6654052734375,481.27972412109375,379.7484130859375|-0.5896535515785217,1.6565088856168586e-07,-0.8076562881469727|9.743612139345714e-08,1,1.3396457632097736e-07|Freefall
354.4952697753906,481.2701110839844,379.52081298828125|-0.5906884074211121,1.1063532667776599e-07,-0.8068997859954834|6.520927797737386e-08,1,8.937536932762669e-08|Landed
354.2821044921875,481.2695617675781,379.2356262207031|-0.5918365120887756,6.866143564820959e-08,-0.8060580492019653|4.075630855027157e-08,1,5.525701496367219e-08|Landed
354.1236572265625,481.2695617675781,379.023681640625|-0.5925805568695068,5.4756455369897594e-08,-0.8055112361907959|3.280701577068612e-08,1,4.384254026490453e-08|Landed
353.9342346191406,481.2695617675781,378.7702941894531|-0.5934476256370544,5.343687803360808e-08,-0.8048726320266724|3.240957013872503e-08,1,4.2495539531728355e-08|Running
353.7015686035156,482.3564758300781,378.458984375|-0.5944973230361938,7.507111376980902e-08,-0.804097592830658|4.57373587892107e-08,1,5.954548143449756e-08|Jumping
353.3359375,483.7398986816406,377.9661560058594|-0.5944817662239075,1.2502428603511362e-07,-0.8041090965270996|7.609524033114212e-08,1,9.922415955543329e-08|Freefall
352.9902648925781,484.7928161621094,377.4808044433594|-0.5918580293655396,1.470719439566892e-07,-0.8060422539710999|8.878286905655841e-08,1,1.1727064475053339e-07|Freefall
352.53717041015625,486.0059509277344,376.821533203125|-0.5852882266044617,1.6968755289781257e-07,-0.8108253479003906|1.0011967788159382e-07,1,1.370069213635361e-07|Freefall
352.0919189453125,487.0010986328125,376.1568298339844|-0.5775671005249023,1.8870213125410373e-07,-0.8163431882858276|1.0976955877595174e-07,1,1.5349284865351365e-07|Freefall
351.7071838378906,487.6930236816406,375.5721130371094|-0.5708621740341187,1.8944979274237994e-07,-0.8210458755493164|1.0898909152956548e-07,1,1.5496337368858804e-07|Freefall
351.4889221191406,488.01348876953125,375.2368469238281|-0.5672963857650757,1.758463383794151e-07,-0.8235136866569519|1.005288225996992e-07,1,1.4428017891532363e-07|Freefall
351.2718811035156,488.2794189453125,374.9008483886719|-0.563887357711792,1.8436712423408608e-07,-0.8258517384529114|1.0469550204561529e-07,1,1.5175926648680615e-07|Freefall
351.10931396484375,488.443115234375,374.6487731933594|-0.5615658760070801,1.8641087251580757e-07,-0.8274320363998413|1.0538138184301715e-07,1,1.5376765816199622e-07|Freefall
350.8925476074219,488.61370849609375,374.3126525878906|-0.5588259100914001,1.8410055702133832e-07,-0.8292849659919739|1.0348660595127512e-07,1,1.522631691841525e-07|Freefall
350.67578125,488.7297668457031,373.97650146484375|-0.5564435720443726,1.8519190803090169e-07,-0.8308854103088379|1.0353733159718104e-07,1,1.5354611093698622e-07|Freefall
350.4034729003906,488.7982177734375,373.5571594238281|-0.5542716979980469,1.7235369398349576e-07,-0.8323358297348022|9.581341942066501e-08,1,1.4326792552310508e-07|Freefall
350.0149841308594,488.7510070800781,372.974853515625|-0.554034948348999,1.2217608968967397e-07,-0.8324934244155884|6.730423507406158e-08,1,1.0196740873880117e-07|Freefall
349.8194580078125,488.7410583496094,372.6964416503906|-0.5563867688179016,1.2393554982281785e-07,-0.8309234380722046|6.802836338692941e-08,1,1.0360216151639179e-07|Landed
349.45257568359375,488.7408447265625,372.1927185058594|-0.5637129545211792,1.9012209406810143e-07,-0.8259707689285278|1.0685356244266586e-07,1,1.5725417767953331e-07|Landed
349.1720275878906,488.7408447265625,371.8120422363281|-0.568893551826477,1.6686573189872433e-07,-0.8224111795425415|9.44998745922021e-08,1,1.3752897132235375e-07|Running
348.9278259277344,488.63311767578125,371.4990539550781|-0.5748225450515747,2.4494838157806953e-07,-0.8182780742645264|1.3989495073474245e-07,1,2.0107296450078138e-07|Running
348.740966796875,488.510009765625,371.2661437988281|-0.5799951553344727,3.637378824805637e-07,-0.8146199584007263|2.0927778621171456e-07,1,2.9751024044344376e-07|Running
348.4878234863281,488.29815673828125,370.95965576171875|-0.5876768827438354,5.069060762252775e-07,-0.8090957403182983|2.949596762391593e-07,1,4.122690313579369e-07|Running
348.1673583984375,487.9566955566406,370.5806579589844|-0.5976718068122864,6.024777690072369e-07,-0.8017408847808838|3.5615323668025667e-07,1,4.859613227381487e-07|Running
347.84197998046875,487.6432800292969,370.2066955566406|-0.6078450679779053,6.331746931209636e-07,-0.7940556406974792|3.807246287124144e-07,1,5.059508794147405e-07|Running
347.64373779296875,487.63250732421875,369.9849548339844|-0.6140332818031311,6.494925059996604e-07,-0.789280116558075|3.945820878925588e-07,1,5.159207034921565e-07|Running
347.30859375,487.6200256347656,369.6195373535156|-0.6246914267539978,7.059118729557667e-07,-0.7808716893196106|4.3630021195895097e-07,1,5.549680963667925e-07|Running
347.1036682128906,487.5987548828125,369.4018249511719|-0.6311239004135132,7.330378366532386e-07,-0.7756820321083069|4.576594108129939e-07,1,5.726547556150763e-07|Running
346.7567443847656,487.59210205078125,369.0419921875|-0.6420249938964844,7.727991260253475e-07,-0.7666836977005005|4.908023356620106e-07,1,5.96976008182537e-07|Running
346.47637939453125,487.5992736816406,368.7574462890625|-0.6505035161972046,7.6958457384535e-07,-0.7595032453536987|4.952974563821044e-07,1,5.890585157430905e-07|Running
346.1933898925781,487.6112976074219,368.4782409667969|-0.6590684652328491,7.699837283325905e-07,-0.7520829439163208|5.02251566558698e-07,1,5.836663490299543e-07|Running
345.76776123046875,487.6634521484375,368.0682067871094|-0.671846866607666,7.943731930026843e-07,-0.7406901121139526|5.283368409436662e-07,1,5.932464546276606e-07|Running
345.4783020019531,487.71697998046875,367.8018493652344|-0.6808287501335144,8.592860467615537e-07,-0.7324426174163818|5.791271746602433e-07,1,6.348615215756581e-07|Running
345.0387878417969,487.8117980957031,367.408447265625|-0.6943217515945435,9.413361112819985e-07,-0.7196647524833679|6.467868729487236e-07,1,6.840100468252786e-07|Running
344.6682434082031,487.8980407714844,367.0857849121094|-0.7050089240074158,8.937861935010005e-07,-0.7091984152793884|6.238644800760085e-07,1,6.400975394171837e-07|Running
344.36968994140625,487.96978759765625,366.83026123046875|-0.7128904461860657,8.041370733735675e-07,-0.7012754678726196|5.680357162418659e-07,1,5.692340323548706e-07|Running
343.9931945800781,488.0612487792969,366.5150146484375|-0.7223700284957886,7.226690854622575e-07,-0.6915066838264465|5.177582238502509e-07,1,5.041976578468166e-07|Running
343.611328125,488.15411376953125,366.20672607421875|-0.7321231365203857,7.644616175639385e-07,-0.6811723113059998|5.551549406845879e-07,1,5.255936912362813e-07|Running
343.3045959472656,488.22955322265625,365.9617004394531|-0.7392613887786865,7.315281322917144e-07,-0.6734185814857483|5.364037178878789e-07,1,4.974403395863192e-07|Running
342.99615478515625,488.3056640625,365.7189636230469|-0.7459007501602173,6.307661237769935e-07,-0.6660571098327637|4.669725797157298e-07,1,4.2406412603668286e-07|Running
342.68597412109375,488.38226318359375,365.47857666015625|-0.7522287964820862,5.656604002979293e-07,-0.6589019894599915|4.227001682011178e-07,1,3.7591800605696335e-07|Running
342.37445068359375,488.4592590332031,365.2400817871094|-0.7581779360771179,5.180394850867742e-07,-0.6520476937294006|3.903573713159858e-07,1,3.4058729170283186e-07|Running
341.98333740234375,488.5558776855469,364.94427490234375|-0.765129566192627,4.5771201939714956e-07,-0.643876314163208|3.482076351701835e-07,1,2.970882064801117e-07|Running
341.668212890625,488.6336669921875,364.7108459472656|-0.7705610990524292,4.362978813787777e-07,-0.6373661756515503|3.3435497925893287e-07,1,2.8030501653120155e-07|Running
341.27197265625,488.7314758300781,364.42242431640625|-0.7772204279899597,4.3121366388731985e-07,-0.629228413105011|3.3335780358356715e-07,1,2.7354320764061413e-07|Running
340.87359619140625,488.8298645019531,364.1371154785156|-0.7835463881492615,4.0741718976278207e-07,-0.6213333010673523|3.1758006002746697e-07,1,2.5522291480228887e-07|Running
340.471435546875,488.928955078125,363.8575439453125|-0.7900804877281189,4.240102953190217e-07,-0.613003134727478|3.3331210147480306e-07,1,2.620980126266659e-07|Running
339.9034118652344,489.05853271484375,363.4651184082031|-0.7981793880462646,3.5778779761130863e-07,-0.6024198532104492|2.842228923327639e-07,1,2.173350708289945e-07|Running
339.50079345703125,489.1291809082031,363.17230224609375|-0.8006767630577087,1.587789313362009e-07,-0.5990965366363525|1.2705142182767304e-07,1,9.52297227740928e-08|Running
339.2126770019531,489.1689758300781,362.89630126953125|-0.7930493950843811,5.878324031982629e-07,-0.6091573238372803|4.685692829298205e-07,1,3.549720304363291e-07|Running
338.9481506347656,489.1939697265625,362.5965270996094|-0.7782168388366699,0.000002543347136452212,-0.6279956698417664|0.0000020006391423521563,1,0.0000015707367992945365|Running
338.70343017578125,489.20794677734375,362.2803039550781|-0.7587765455245972,0.00000490927959617693,-0.6513510346412659|0.000003793280484387651,1,0.000003118176664429484|Running
338.4787292480469,489.21563720703125,361.94952392578125|-0.7355099320411682,0.0000069281732066883706,-0.6775139570236206|0.000005222087111178553,1,0.000004556770818453515|Running
338.16656494140625,489.2211608886719,361.43719482421875|-0.6963472962379456,0.00000859712508827215,-0.7177049517631531|0.000006176811439218,1,0.000005985633379168576|Running
337.970458984375,489.2228698730469,361.0885314941406|-0.6701532006263733,0.000008298660759464838,-0.742222785949707|0.000005749897354689892,1,0.000005989237706671702|Running
337.6455383300781,489.22418212890625,360.4685363769531|-0.6246302723884583,0.000007066812941047829,-0.7809206247329712|0.000004562645699479617,1,0.000005399839665187756|Running
337.45977783203125,489.2244873046875,360.1142578125|-0.6024674773216248,0.000005705820967705222,-0.7981434464454651|0.0000035487480545270955,1,0.000004470143267099047|Running
337.2267150878906,489.22467041015625,359.671875|-0.5794857144355774,0.0000034342706385359634,-0.8149823546409607|0.0000020412117009982467,1,0.0000027625353595794877|Running
337.082763671875,489.2247619628906,359.4086608886719|-0.568641722202301,0.000002467296781105688,-0.8225853443145752|0.0000014304187061497942,1,0.0000020106133433728246|Running
336.88262939453125,489.2247619628906,359.0623474121094|-0.5585694909095764,0.0000012467215810829657,-0.8294577598571777|7.041934395601857e-07,1,0.0000010288415523973526|Running
336.67449951171875,489.2247619628906,358.72076416015625|-0.5525417923927307,4.901915531263512e-07,-0.8334851861000061|2.6724043777903717e-07,1,4.1096117797678744e-07|Running
336.2974853515625,489.2247619628906,358.1310119628906|-0.5484473705291748,-8.77794992248937e-09,-0.836185097694397|-2.7189633655666512e-08,1,7.3358559227187925e-09|Running
335.9629211425781,489.2247619628906,357.6329345703125|-0.5496074557304382,-8.716560273569485e-08,-0.8354230523109436|-5.2433431818599274e-08,1,-6.984222267192308e-08|Running
335.6103210449219,489.2247619628906,357.1475524902344|-0.55655437707901,1.706303436321832e-07,-0.8308111429214478|9.954381852139704e-08,1,1.386943324632739e-07|Running
335.24951171875,489.2247619628906,356.6681823730469|-0.565610945224762,3.3248761610593647e-07,-0.8246722221374512|1.8649777189239103e-07,1,2.7526382950782136e-07|Running
334.93994140625,489.2247619628906,356.2755432128906|-0.5746254920959473,4.4283305555836705e-07,-0.8184164762496948|2.517593316042621e-07,1,3.643202717285021e-07|Running
334.6873779296875,489.2247619628906,355.96539306640625|-0.582443356513977,5.366169943954446e-07,-0.8128712773323059|3.0926187832847063e-07,1,4.385558440844761e-07|Running
334.294189453125,489.2247619628906,355.5122375488281|-0.5971386432647705,8.65101696945203e-07,-0.8021380305290222|5.102440354676219e-07,1,6.986518883422832e-07|Running
333.88714599609375,489.2247619628906,355.0714416503906|-0.6139681935310364,0.000001203377905767411,-0.789330780506134|7.281108196366404e-07,1,9.582054190104827e-07|Running
333.4702453613281,489.2247619628906,354.63995361328125|-0.631034255027771,0.0000013026739225097117,-0.775754988193512|8.099442538878066e-07,1,0.0000010203883675785619|Running
333.03436279296875,489.2247619628906,354.2277526855469|-0.6508904695510864,0.0000017520467281428864,-0.7591716647148132|0.0000011230602012801683,1,0.0000013449626976580475|Running
332.58843994140625,489.2247619628906,353.8263244628906|-0.6706886887550354,0.0000019236090338381473,-0.7417389750480652|0.0000012692933069047285,1,0.0000014456680901275831|Running
331.97039794921875,489.2247619628906,353.3183898925781|-0.699388325214386,0.0000024003734324651305,-0.7147418856620789|0.0000016519262544534286,1,0.0000017419373534721672|Running
331.7279052734375,489.2247619628906,353.1419677734375|-0.7113817930221558,0.0000027280484573566355,-0.702805757522583|0.0000019086128304479644,1,0.0000019497506400512066|Running
331.3945617675781,489.2247619628906,352.9209899902344|-0.7291368246078491,0.000003616846242948668,-0.6843679547309875|0.0000025905974325723946,1,0.000002524878937038011|Running
330.97613525390625,489.2247619628906,352.6472473144531|-0.7493589520454407,0.000003749761390281492,-0.662164032459259|0.000002758288474069559,1,0.000002541384446885786|Running
330.3655700683594,489.2247619628906,352.3052673339844|-0.7810396552085876,0.000004789406830241205,-0.6244814395904541|0.0000036761214232683415,1,0.0000030716851142642554|Running
330.0096435546875,489.2247619628906,352.1227722167969|-0.7981954216957092,0.000004983120561519172,-0.6023985743522644|0.000003907485279341927,1,0.0000030946014248911524|Running
329.4671936035156,489.2247619628906,351.8663635253906|-0.822518527507782,0.000004682389771915041,-0.5687382817268372|0.000003791714334511198,1,0.0000027493038032844197|Running
328.6389465332031,489.2247619628906,351.5142517089844|-0.856053352355957,0.000004579969754558988,-0.5168874859809875|0.000003869198280881392,1,0.000002452622766213608|Running
