kayu|true|2268
-307.439208984375,91.80719757080078,1540.28125|0.046616844832897186,-8.31349780128221e-08,-0.9989128708839417|8.99059244829914e-08,1,-7.902976761897662e-08|Running
-307.4035339355469,91.80719757080078,1539.68212890625|0.05010644346475601,-1.1061363380804323e-07,-0.9987438917160034|1.9336971135430758e-08,1,-1.0978262565686236e-07|Running
-307.35888671875,91.80719757080078,1538.9332275390625|0.05330154672265053,-4.9654161671242036e-08,-0.9985784888267517|-3.9629021841847134e-08,1,-5.1840142845094306e-08|Running
-307.32318115234375,91.80719757080078,1538.3341064453125|0.05501113086938858,6.419860643092079e-09,-0.9984857439994812|-8.033620702008193e-08,1,2.0035086922831624e-09|Running
-307.2785949707031,91.80719757080078,1537.585205078125|0.05654812976717949,4.7061583074992086e-08,-0.9983998537063599|-9.707623860322201e-08,1,4.163873157381204e-08|Running
-307.2070617675781,91.80719757080078,1536.386962890625|0.05817190557718277,-1.4175182805331588e-08,-0.9983065724372864|9.071992934650552e-08,1,-8.912924620574358e-09|Running
-307.135498046875,91.80719757080078,1535.188720703125|0.058931220322847366,-1.9110576232606036e-08,-0.9982620477676392|1.583492981183099e-08,1,-1.8209050267614657e-08|Running
-307.06634521484375,91.80719757080078,1534.29150390625|0.06604046374559402,-8.045511634691138e-08,-0.9978169202804565|-4.531450059630515e-08,1,-8.36302760376384e-08|Running
-307.0045471191406,91.80719757080078,1533.5438232421875|0.07155432552099228,-1.0987918841465216e-07,-0.9974367022514343|-1.2102413293746395e-08,1,-1.1102977026666849e-07|Running
-306.9263000488281,91.80719757080078,1532.6473388671875|0.07776741683483124,-1.0485134538384955e-07,-0.9969715476036072|4.914291906743529e-08,1,-1.0133652494914713e-07|Running
-306.8480224609375,91.80719757080078,1531.7508544921875|0.08156485855579376,-3.396978343062074e-08,-0.9966680407524109|2.1198630406615848e-08,1,-3.234850254330013e-08|Running
-306.7957458496094,91.80719757080078,1531.1531982421875|0.08307944238185883,1.3081601579756352e-08,-0.9965429306030273|-8.529966066816996e-09,1,1.2415859451664346e-08|Running
-306.74346923828125,91.80719757080078,1530.5555419921875|0.0841599553823471,5.341523845459051e-08,-0.996452271938324|-3.769261169850324e-08,1,5.042191375537186e-08|Running
-306.6886291503906,91.80719757080078,1529.9578857421875|0.0860985592007637,8.433177356437227e-08,-0.9962866306304932|-6.605425539873977e-08,1,7.893772391298626e-08|Running
-306.6336364746094,91.80719757080078,1529.3602294921875|0.08759196102619171,1.0309222631121884e-07,-0.9961564540863037|-9.338680229120655e-08,1,9.527850153290274e-08|Running
-306.5787048339844,91.80719757080078,1528.7626953125|0.08868135511875153,8.902449444292415e-09,-0.9960600733757019|-1.8151469660665498e-08,1,7.321599326814976e-09|Running
-306.510009765625,91.80719757080078,1528.015625|0.08966974169015884,-8.172688836793895e-08,-0.9959715604782104|5.4353552769725866e-08,1,-7.716386818401588e-08|Running
-306.4138488769531,91.80719757080078,1526.9697265625|0.09058525413274765,-3.434248441180898e-08,-0.9958887100219727|3.417871141664364e-08,1,-3.13753929503946e-08|Running
-306.31768798828125,91.80719757080078,1525.923828125|0.09107274562120438,1.082771294846907e-08,-0.9958442449569702|1.4241474666221166e-08,1,1.2175320307505899e-08|Running
-306.2024841308594,91.80719757080078,1524.7294921875|0.09372545033693314,4.830363664609649e-08,-0.9955980777740479|-7.251410139019754e-09,1,4.7834561200943426e-08|Running
-306.13043212890625,91.80719757080078,1523.9830322265625|0.0945684015750885,6.121021556282358e-08,-0.9955183863639832|-1.9724893718375824e-08,1,5.961202731441517e-08|Running
-306.04388427734375,91.80719757080078,1523.0872802734375|0.09521181136369705,7.424650050324999e-08,-0.9954570531845093|-3.4439683105347285e-08,1,7.129130352723223e-08|Running
-305.9717102050781,91.80719757080078,1522.3408203125|0.09553282707929611,8.421273633985038e-08,-0.9954262971878052|-4.659375463234028e-08,1,8.012798957679479e-08|Running
-305.8680725097656,91.80719757080078,1521.1455078125|0.09069648385047913,5.5115275898742766e-08,-0.9958785772323608|-6.202314040137935e-08,1,4.969480826844119e-08|Running
-305.81402587890625,91.80719757080078,1520.397216796875|0.08446670323610306,-6.812773989395282e-08,-0.9964262843132019|-6.280362185862032e-08,1,-7.369592225359156e-08|Running
-305.77734375,91.80719757080078,1519.79833984375|0.07821829617023468,-1.0160591301655586e-07,-0.9969362616539001|6.574563116146237e-09,1,-1.0140232831190588e-07|Running
-305.7380065917969,91.80719757080078,1519.0494384765625|0.06956163793802261,-1.1046435588468739e-07,-0.9975776672363281|3.885860877517189e-08,1,-1.0802295946632512e-07|Running
-305.6963806152344,91.80719757080078,1518.1507568359375|0.06011749431490898,-1.2068919374996767e-07,-0.9981912970542908|2.44943398897135e-09,1,-1.207603617103814e-07|Running
-305.6666259765625,91.80719757080078,1517.4012451171875|0.05319177359342575,-1.0449085152686166e-07,-0.9985843300819397|-1.1221239049064025e-08,1,-1.0523670823658904e-07|Running
-305.61920166015625,91.80719757080078,1516.2020263671875|0.045768722891807556,-5.310235096089855e-08,-0.9989520907402039|6.050024925485786e-09,1,-5.288086413202109e-08|Running
-305.59759521484375,91.80719757080078,1515.4525146484375|0.04005894064903259,-1.0421047846875808e-07,-0.9991973042488098|2.649506214424946e-08,1,-1.0323198296191549e-07|Running
-305.5804748535156,91.80719757080078,1514.8529052734375|0.036899153143167496,-7.721231298774e-08,-0.9993190169334412|1.2075203947858881e-08,1,-7.681906311063358e-08|Running
-305.5633544921875,91.80719757080078,1514.2532958984375|0.034615110605955124,-7.983560834645687e-08,-0.9994007349014282|-1.3599952275455962e-09,1,-7.993057948851856e-08|Running
-305.5292663574219,91.80719757080078,1513.0540771484375|0.03131788223981857,-1.2685711681115208e-07,-0.9995094537734985|-2.6949894760264215e-08,1,-1.277637977636914e-07|Running
-305.5079345703125,91.80719757080078,1512.3045654296875|0.03033074550330639,3.859026986852143e-10,-0.9995399117469788|-3.262009329318971e-09,1,2.8709562505113695e-10|Running
-305.486572265625,91.80719757080078,1511.5550537109375|0.029703158885240555,9.016208935008763e-08,-0.9995587468147278|1.4658491309660349e-08,1,9.063748507287528e-08|Running
-305.4652099609375,91.80719757080078,1510.8055419921875|0.029289433732628822,4.021143951149497e-08,-0.9995709657669067|9.411000867487473e-09,1,4.050446023029508e-08|Running
-305.4438781738281,91.80719757080078,1510.0560302734375|0.02901638299226761,-1.0115410731259544e-08,-0.9995789527893066|4.183206225860658e-09,1,-9.998238681419025e-09|Running
-305.4267883300781,91.80719757080078,1509.4564208984375|0.02887148968875408,-5.045823670002392e-08,-0.9995831251144409|1.1094429194780098e-11,1,-5.047895967891236e-08|Running
-305.4035949707031,91.80719757080078,1508.7069091796875|0.029545951634645462,-1.0166974817593655e-07,-0.9995633959770203|-5.17289633350515e-09,1,-1.0186705878822977e-07|Running
-305.3850402832031,91.80719757080078,1508.1072998046875|0.02994297631084919,-1.069063273462234e-07,-0.9995515942573547|-6.846907485424936e-09,1,-1.0715939424699172e-07|Running
-305.3525390625,91.80719757080078,1507.0579833984375|0.030442198738455772,7.550897862529382e-08,-0.9995365142822266|3.009537286047248e-09,1,7.563565418422513e-08|Running
-305.329345703125,91.80719757080078,1506.3084716796875|0.030635321512818336,6.327487511725849e-08,-0.9995306134223938|3.404370119142186e-09,1,6.340893321521435e-08|Running
-305.310791015625,91.80719757080078,1505.7088623046875|0.030735604465007782,2.510098617847234e-08,-0.9995275735855103|2.396944864813122e-09,1,2.518655684013993e-08|Running
-305.292236328125,91.80719757080078,1505.1092529296875|0.030807925388216972,-1.3036846269187663e-08,-0.9995253086090088|1.3926628739113767e-09,1,-1.3000112097927286e-08|Running
-305.26904296875,91.80719757080078,1504.3597412109375|0.030873531475663185,-6.06382783985282e-08,-0.9995232820510864|1.4081158461465293e-10,1,-6.066284896633078e-08|Running
-305.245849609375,91.80719757080078,1503.6102294921875|0.030917193740606308,-1.0814994055863281e-07,-0.9995219707489014|-1.1075972361496156e-09,1,-1.0823592333508714e-07|Running
-305.22265625,91.80719757080078,1502.8607177734375|0.03094601444900036,-5.1053774541287567e-08,-0.9995210766792297|-8.710617227514206e-10,1,-5.110520717721556e-08|Running
-305.1925048828125,91.80719757080078,1501.8863525390625|0.03097062185406685,9.810850798430693e-08,-0.9995203018188477|6.099496463463083e-10,1,9.817449608817697e-08|Running
-305.16168212890625,91.80719757080078,1501.0618896484375|0.03329247236251831,1.3060387971108867e-07,-0.9994456768035889|1.5256175212030598e-09,1,1.3072714466488833e-07|Running
-305.1287536621094,91.94729614257812,1500.3123779296875|0.03676402196288109,1.2677752181389224e-07,-0.9993239641189575|3.3302463009476924e-09,1,1.2698579610059824e-07|Running
-305.0628356933594,92.34217071533203,1499.1141357421875|0.046458467841148376,-9.949449264468058e-08,-0.998920202255249|1.3918805663593048e-08,1,-9.895470043375099e-08|Running
-304.9703063964844,92.67284393310547,1498.218994140625|0.06810535490512848,-1.3618988248254027e-07,-0.9976781606674194|6.654841122610833e-09,1,-1.3605254878257256e-07|Running
-304.809814453125,92.15129089355469,1497.105712890625|0.10542982816696167,-1.6747607389788755e-07,-0.9944267272949219|1.5491835370085028e-08,1,-1.6677223868555302e-07|Running
-304.6944274902344,91.82659912109375,1496.4407958984375|0.12610480189323425,-1.331936942960965e-07,-0.9920169115066528|1.52283714527357e-08,1,-1.323297311728311e-07|Running
-304.56072998046875,91.75875854492188,1495.7794189453125|0.14802972972393036,-1.5717135681825312e-07,-0.9889829158782959|2.1284481732664062e-08,1,-1.5573638734167616e-07|Running
-304.39996337890625,91.79586791992188,1495.0469970703125|0.17079974710941315,-1.327570373632625e-07,-0.9853057861328125|2.1124620275259076e-08,1,-1.3107501217746176e-07|Running
-304.1924743652344,91.80535888671875,1494.1710205078125|0.19538021087646484,-1.6219503606862418e-07,-0.9807275533676147|2.987880520777253e-08,1,-1.5942990216899489e-07|Running
-303.91973876953125,91.80699920654297,1493.15673828125|0.22579598426818848,-1.8233951948332106e-07,-0.9741746187210083|3.920431268511493e-08,1,-1.780864948841554e-07|Running
-303.71832275390625,91.80715942382812,1492.4342041015625|0.24046871066093445,-1.223291405949567e-07,-0.9706568717956543|2.853087899268303e-08,1,-1.1895897955582768e-07|Running
-303.5155029296875,91.80719757080078,1491.712158203125|0.25070831179618835,-1.187314637718373e-07,-0.968062698841095|2.9061569151167532e-08,1,-1.1512218378584294e-07|Running
-303.3116149902344,91.80719757080078,1490.990234375|0.257890909910202,-1.186455094170924e-07,-0.9661740660667419|2.9950292912417353e-08,1,-1.1480499040317227e-07|Running
-303.1911315917969,91.80719757080078,1490.479248046875|0.2515436112880707,-1.198171446503693e-07,-0.9678459763526917|3.0421961838555944e-08,1,-1.1589105497478158e-07|Running
-303.07867431640625,91.80719757080078,1489.8135986328125|0.226649671792984,-2.400884966391459e-07,-0.9739763736724854|5.548057657733807e-08,1,-2.3359278600310063e-07|Running
-303.1279296875,91.80719757080078,1488.990966796875|0.12324163317680359,-0.000002748938641161658,-0.9923766851425171|4.307065069042437e-07,1,-0.0000027165667688677786|Running
-303.3377685546875,91.80719757080078,1487.885986328125|-0.028255559504032135,-0.000002802600647555664,-0.9996007084846497|-1.5647328988066533e-09,1,-0.0000028036758976668352|Running
-303.55548095703125,92.15617370605469,1486.781982421875|-0.1083485558629036,-7.083838795551856e-07,-0.9941129684448242|-7.180631200753851e-08,1,-7.047526651149383e-07|Running
-303.6668395996094,91.81863403320312,1486.116455078125|-0.12498496472835541,4.595615887836857e-09,-0.9921586513519287|-5.1179598337114385e-09,1,5.276659997832667e-09|Running
-303.9090881347656,91.80368041992188,1485.094970703125|-0.17375963926315308,-3.622029396410653e-07,-0.9847881197929382|-5.981510753372277e-08,1,-3.5724383451452013e-07|Running
-304.1031799316406,91.80644989013672,1484.37060546875|-0.20282721519470215,-2.2819131118012592e-07,-0.9792145490646362|-4.596774161313988e-08,1,-2.235136378203606e-07|Running
-304.33355712890625,91.80706787109375,1483.578369140625|-0.2313525229692459,-1.8940724544336263e-07,-0.9728699922561646|-4.3406569005810525e-08,1,-1.8436689686041063e-07|Running
-304.4916687011719,91.80716705322266,1482.99951171875|-0.2397587150335312,-1.3250340202830557e-07,-0.9708325266838074|-3.2219404033639876e-08,1,-1.285273469875392e-07|Running
-304.71923828125,91.80719757080078,1482.128662109375|-0.2451373040676117,-7.061314732936808e-08,-0.9694883823394775|-1.9446369847742062e-08,1,-6.79184140039979e-08|Running
-304.8694152832031,91.80719757080078,1481.547607421875|-0.24658803641796112,-7.20839352652547e-08,-0.9691203832626343|-2.1526476601252398e-08,1,-6.890347492571891e-08|Running
-305.05706787109375,91.80719757080078,1480.8212890625|-0.24780675768852234,-8.210096780203457e-08,-0.9688094854354858|-2.6178893719475127e-08,1,-7.804801782640425e-08|Running
-305.2042236328125,91.80719757080078,1480.23974609375|-0.24715763330459595,-9.328522310170229e-08,-0.968975305557251|-3.070127618798324e-08,1,-8.844102694638423e-08|Running
-305.41888427734375,91.80719757080078,1479.365966796875|-0.24371366202831268,-1.3548903154969594e-07,-0.9698472023010254|-4.385239549264952e-08,1,-1.2868171950231044e-07|Running
-305.688720703125,91.80719757080078,1478.1968994140625|-0.23366022109985352,-1.3084772376714682e-07,-0.9723182916641235|-2.4286466171474785e-08,1,-1.2873658761236584e-07|Running
-305.8548889160156,91.80719757080078,1477.312255859375|-0.21411186456680298,-1.4999211828126136e-07,-0.9768091440200806|-3.494653455504704e-08,1,-1.4589302566037077e-07|Running
-305.9430236816406,91.80719757080078,1476.7188720703125|-0.19614727795124054,-1.8127458645267325e-07,-0.9805744290351868|-3.774211165818997e-08,1,-1.77316039184916e-07|Running
-306.0594177246094,91.80719757080078,1475.675537109375|-0.1563512682914734,-2.3032826845792442e-07,-0.9877015352249146|-3.8945994873529344e-08,1,-2.2703115121203155e-07|Running
-306.107666015625,91.80719757080078,1475.077392578125|-0.1357063502073288,-1.8328206863316154e-07,-0.9907491207122803|-2.6968223210133146e-08,1,-1.8129948387013428e-07|Running
-306.1644592285156,91.80719757080078,1474.1793212890625|-0.10649827867746353,-2.0431554048627731e-07,-0.9943128824234009|-2.4096669548612226e-08,1,-2.029032231121164e-07|Running
-306.1893310546875,91.80719757080078,1473.579833984375|-0.08886149525642395,-1.789037895605361e-07,-0.9960439801216125|-1.7809414387670586e-08,1,-1.7802548768486304e-07|Running
-306.1976318359375,91.80719757080078,1472.82958984375|-0.06283579021692276,-1.8859849149066577e-07,-0.9980238676071167|-1.4159724948115127e-08,1,-1.8808042057116836e-07|Running
-306.1934509277344,91.80719757080078,1472.2294921875|-0.04393453896045685,-2.0531477673557674e-07,-0.9990344047546387|-1.136534422130353e-08,1,-2.0501340713963145e-07|Running
-306.17681884765625,91.80719757080078,1471.47998046875|-0.021700793877243996,-1.6475858899411833e-07,-0.9997645020484924|-5.379949374884063e-09,1,-1.6468062824515073e-07|Running
-306.15679931640625,91.80719757080078,1470.88037109375|-0.0067629204131662846,-1.7766875259894732e-07,-0.9999771118164062|-2.9691806791021236e-09,1,-1.776527369656833e-07|Running
-306.1220397949219,91.80719757080078,1469.98095703125|0.011603094637393951,-1.482726048607219e-07,-0.9999327063560486|4.936950848133392e-10,1,-1.4827685390628176e-07|Running
-306.0907287597656,91.80719757080078,1469.156494140625|0.02152722328901291,-1.1997897786386602e-07,-0.9997682571411133|2.12952677713929e-09,1,-1.1996093007837771e-07|Running
-306.06561279296875,91.80719757080078,1468.48193359375|0.02611256018280983,-9.86579564710155e-08,-0.99965900182724|2.356473904896461e-09,1,-9.86300534577822e-08|Running
-306.03790283203125,91.80719757080078,1467.732421875|0.029622239992022514,-2.0516027987582675e-08,-0.9995611906051636|9.792424648935594e-10,1,-2.0496013775073152e-08|Running
-306.01995849609375,92.06602478027344,1467.057861328125|0.028790296986699104,2.727052716977596e-08,-0.9995854496955872|2.4826254940713e-10,1,2.7288987070051007e-08|Running
-306.0120544433594,92.47611236572266,1466.15771484375|0.020886708050966263,-2.9306120197247765e-08,-0.9997818470001221|1.759809076240515e-09,1,-2.9275751600721378e-08|Running
