runia|false|23720
-69.52733612060547,813.2178955078125,360.2580261230469|0.945587694644928,0.00020511139882728457,0.32536736130714417|-0.00019202572002541274,1,-0.00007233128417283297|Freefall
-69.64604949951172,813.3303833007812,360.218994140625|0.9454753994941711,0.0001839697069954127,0.3256934583187103|-0.0001746287744026631,1,-0.000057914876379072666|Freefall
-69.88458251953125,813.5451049804688,360.14434814453125|0.9571216702461243,0.00013642995327245444,0.2896861135959625|-0.00013140594819560647,1,-0.00003679317524074577|Freefall
-70.24329376220703,813.8416748046875,360.03564453125|0.9739731550216675,0.00011520608677528799,0.22666336596012115|-0.00011102003190899268,1,-0.00003121614281553775|Freefall
-70.48145294189453,814.0223388671875,359.9598693847656|0.9508222341537476,0.00010705288877943531,0.3097371757030487|-0.00010123041283804923,1,-0.00003487072171992622|Freefall
-70.72020721435547,814.1893310546875,359.8858947753906|0.9619348645210266,0.000084586841694545,0.2732788324356079|-0.00008068809256656095,1,-0.000025505658413749188|Freefall
-70.95962524414062,814.3427734375,359.8142395019531|0.9702229499816895,0.00008956967212725431,0.24221356213092804|-0.00008558679837733507,1,-0.000026965453798766248|Freefall
-71.07952117919922,814.4143676757812,359.7790832519531|0.9681211113929749,0.00010550264414632693,0.2504824995994568|-0.00010036850289907306,1,-0.00003327091326355003|Freefall
-71.44051361083984,814.6087036132812,359.678466796875|0.9825819134712219,0.00017609057249501348,0.18583005666732788|-0.00017015943012665957,1,-0.000047866302338661626|Freefall
-71.68132019042969,814.7212524414062,359.6121826171875|0.9811105728149414,0.0002196239511249587,0.1934475153684616|-0.00021141636534594,1,-0.00006307199510047212|Freefall
-71.80220794677734,814.7723999023438,359.580810546875|0.9772020578384399,0.00023690136731602252,0.21231137216091156|-0.00022648154117632657,1,-0.00007339756120927632|Freefall
-72.16645812988281,814.9054565429688,359.49310302734375|0.9898238778114319,0.00026971520856022835,0.14229758083820343|-0.00026231963420286775,0.9999999403953552,-0.00007073175947880372|Freefall
-72.40966796875,814.9771118164062,359.4364318847656|0.9889553785324097,0.00027946921181865036,0.14821337163448334|-0.00027095613768324256,0.9999999403953552,-0.00007762931636534631|Freefall
-72.6540298461914,815.03515625,359.385009765625|0.9920654892921448,0.00028344857855699956,0.12572166323661804|-0.00027624311042018235,0.9999999403953552,-0.00007474696030840278|Freefall
-72.8995132446289,815.07958984375,359.3392333984375|0.9946630597114563,0.00028437163564376533,0.10317587107419968|-0.0002786105906125158,0.9999999403953552,-0.00007024867954896763|Freefall
-73.14598083496094,815.1103515625,359.2990417480469|0.9967479705810547,0.00028399689472280443,0.08058179169893265|-0.0002796909830067307,0.9999999403953552,-0.0000647225824650377|Freefall
-73.39329528808594,815.1275634765625,359.26446533203125|0.9983196258544922,0.0002832819882314652,0.057946715503931046|-0.0002803567622322589,0.9999999403953552,-0.00005861093814019114|Freefall
-73.64136505126953,815.131103515625,359.2355041503906|0.9988042712211609,0.0002826573618222028,0.048887304961681366|-0.00028026223299093544,0.9999999403953552,-0.000055848176998551935|Freefall
-73.88981628417969,815.1209716796875,359.20965576171875|0.9992067813873291,0.0002822466194629669,0.039821431040763855|-0.0002803597308229655,0.9999999403953552,-0.00005296792005538009|Freefall
-74.13851165771484,815.0972900390625,359.1861877441406|0.9993773102760315,0.00028203200781717896,0.035283178091049194|-0.0002803953248076141,0.9999999403953552,-0.00005133580634719692|Freefall
-74.38734436035156,815.0599365234375,359.1641540527344|0.9995271563529968,0.0002819526707753539,0.030747175216674805|-0.0002805545227602124,0.9999999403953552,-0.00004978720244253054|Freefall
-74.635986328125,815.0089721679688,359.1392517089844|0.9942762851715088,0.00023844178940635175,0.10683942586183548|-0.00023471866734325886,1,-0.000047422385250683874|Freefall
-74.76020050048828,814.9783935546875,359.1255798339844|0.9920009970664978,0.00020740233594551682,0.12622985243797302|-0.00020435010083019733,1,-0.00003712933903443627|Freefall
-75.13236999511719,814.8661499023438,359.08135986328125|0.9817014336585999,0.00016877740563359112,0.19042639434337616|-0.000168065627804026,1,-0.000019887675080099143|Freefall
-75.38091278076172,814.7743530273438,359.0552673339844|0.9951111078262329,0.0001448363473173231,0.09876137226819992|-0.00014498617383651435,1,-0.000005659974704030901|Freefall
-75.76761627197266,814.746337890625,359.013916015625|0.9957550168037415,0.00000137775555231201,0.09204303473234177|-0.0000012091461485397303,1,-0.0000018876190779337776|Landed
-75.93287658691406,814.745849609375,358.9961853027344|0.9944682717323303,-0.00004671197530115023,0.10503741353750229|0.00004688756962423213,1,7.975759217515588e-07|Landed
-76.27979278564453,814.7457885742188,358.95904541015625|0.9943979978561401,-0.00003642723459051922,0.1057005524635315|0.00003641946386778727,1,0.0000020037055037391838|Landed
-76.54915618896484,814.7457885742188,358.93023681640625|0.9943444728851318,-0.000007701419235672802,0.10620317608118057|0.000007656729394511785,1,8.285326771328982e-07|Running
-76.72953796386719,815.1853637695312,358.91094970703125|0.9943405985832214,0.0000073360829446755815,0.10623914003372192|-0.000007382198873528978,1,4.082460591803283e-08|Jumping
-76.91707611083984,815.6112670898438,358.88885498046875|0.9898883104324341,0.000024762381144682877,0.1418490707874298|-0.00002473447602824308,1,-0.0000019599165170802735|Freefall
-77.21642303466797,816.224609375,358.8518981933594|0.9812978506088257,0.00009751119796419516,0.19249550998210907|-0.0000967830783338286,1,-0.000013185628631617874|Freefall
-77.42802429199219,816.616455078125,358.82562255859375|0.9854112863540649,0.00015892137889750302,0.17018994688987732|-0.00015823545982129872,1,-0.00001759432052494958|Freefall
-77.64977264404297,816.9946899414062,358.8022766113281|0.9949405193328857,0.00016683807189110667,0.10046538710594177|-0.00016627162403892726,1,-0.00001401177632942563|Freefall
-77.88115692138672,817.3593139648438,358.77606201171875|0.9912663102149963,0.00013385422062128782,0.13187509775161743|-0.00013314286479726434,1,-0.000014211806046660058|Freefall
-78.12215423583984,817.7102661132812,358.7472839355469|0.9866231679916382,0.00012276995403226465,0.16301734745502472|-0.00012238684576004744,1,-0.000012392808457661886|Freefall
-78.36943817138672,818.047607421875,358.7205505371094|0.9953359365463257,0.0001080720394384116,0.09646973758935928|-0.0001079026042134501,1,-0.000006973139079491375|Freefall
-78.61762237548828,818.371337890625,358.6923828125|0.9908433556556702,0.00008310316479764879,0.13501645624637604|-0.0000827999974717386,1,-0.000007860841833462473|Freefall
-78.86613464355469,818.681396484375,358.66607666015625|0.9976314902305603,0.00006315897189779207,0.06878561526536942|-0.00006306055001914501,1,-0.000003602195647545159|Freefall
-79.11518859863281,818.9779052734375,358.6454772949219|0.9992889165878296,0.00007115757034625858,0.037704937160015106|-0.00007099492358975112,1,-0.000005652478648698889|Freefall
-79.36409759521484,819.2607421875,358.62261962890625|0.995114803314209,0.0000754037027945742,0.0987243801355362|-0.00007494566671084613,1,-0.000008348079063580371|Freefall
-79.61278533935547,819.5299682617188,358.5978698730469|0.9888467788696289,0.0000830202698125504,0.14893655478954315|-0.00008257525769295171,1,-0.000009171643796435092|Freefall
-79.86109924316406,819.7855834960938,358.5699157714844|0.986152172088623,0.00011825620458694175,0.16584284603595734|-0.00011792201257776469,1,-0.000011861577149829827|Freefall
-79.98517608642578,819.9082641601562,358.5551452636719|0.9904398322105408,0.0001422101486241445,0.13794554769992828|-0.00014221401943359524,1,-0.000009827954272623174|Freefall
-80.3581314086914,820.2559204101562,358.5169982910156|0.9975090026855469,0.00013872246199753135,0.07053881883621216|-0.00013833536650054157,1,-0.000010372846190875862|Freefall
-80.6070785522461,820.4706420898438,358.4952392578125|0.9992720484733582,0.00013712131476495415,0.03814954683184624|-0.00013668931205756962,1,-0.000013932250112702604|Freefall
-80.73162078857422,820.5728759765625,358.485107421875|0.998072624206543,0.00014709218521602452,0.06205632910132408|-0.00014607718912884593,1,-0.00002089292866003234|Freefall
-81.10521697998047,820.8592529296875,358.4557189941406|0.9999910593032837,0.00019811837410088629,-0.004224810749292374|-0.00019820562738459557,1,-0.00002023528031713795|Freefall
-81.35400390625,821.0330810546875,358.4322204589844|0.9951586127281189,0.00018777293735183775,0.09828163683414459|-0.00018583810015115887,1,-0.00002884101377276238|Freefall
-81.6030044555664,821.1932983398438,358.4104919433594|0.9977582693099976,0.00014285957149695605,0.0669206753373146|-0.00014199806901160628,1,-0.000017630078218644485|Freefall
-81.85210418701172,821.3399047851562,358.3902893066406|0.9991971850395203,0.00012527225771918893,0.0400615856051445|-0.0001247592590516433,1,-0.00001530517874925863|Freefall
-82.10092163085938,821.4728393554688,358.3665466308594|0.9947328567504883,0.00010775381088024005,0.10250114649534225|-0.00010670450865291059,1,-0.000015720077499281615|Freefall
-82.34951782226562,821.5922241210938,358.3406982421875|0.9901925325393677,0.00009899668657453731,0.1397092640399933|-0.00009837631660047919,1,-0.00001134634658228606|Freefall
-82.5979995727539,821.6979370117188,358.3141174316406|0.9883312582969666,0.00012412344221957028,0.15231981873512268|-0.0001239955163327977,1,-0.00001033875741995871|Freefall
-82.84642791748047,821.7900390625,358.28729248046875|0.9876618981361389,0.00016772108210716397,0.15660114586353302|-0.00016787559434305876,1,-0.000012239744137332309|Freefall
-83.09529876708984,821.8685302734375,358.2644348144531|0.9966043829917908,0.00016724548186175525,0.08233875036239624|-0.00016721415158826858,1,-0.00000727641099729226|Freefall
-83.34443664550781,821.933349609375,358.2447204589844|0.9992858171463013,0.00014633924001827836,0.037786684930324554|-0.00014608133642468601,1,-0.000009586222404323053|Freefall
-83.59341430664062,821.984619140625,358.2227783203125|0.9954032897949219,0.00011840806109830737,0.09577193856239319|-0.00011759723565774038,1,-0.00001411041466781171|Freefall
-83.83912658691406,822.022216796875,358.1964111328125|0.9984553456306458,0.00008625609189039096,0.055560119450092316|-0.0000859003557707183,1,-0.000008790902938926592|Freefall
-84.08035278320312,822.0462036132812,358.16278076171875|0.9996296167373657,0.00008663041808176786,0.02721513621509075|-0.00008641638851258904,1,-0.00000904029184312094|Freefall
-84.3169174194336,822.0565795898438,358.12091064453125|0.9999150633811951,0.00012296956265345216,0.01303332019597292|-0.00012282878742553294,1,-0.000011601592632359825|Freefall
-84.54876708984375,822.0532836914062,358.07037353515625|0.999897837638855,0.00017258748994208872,0.014292576350271702|-0.00017236736312042922,1,-0.000016633041013847105|Freefall
-84.77587127685547,822.036376953125,358.0110778808594|0.9998430609703064,0.00021729875879827887,0.017713433131575584|-0.00021692215523216873,1,-0.00002318208134965971|Freefall
-84.99821472167969,822.005859375,357.94293212890625|0.9998496770858765,0.0002496043161954731,0.017335550859570503|-0.00024913204833865166,0.9999999403953552,-0.000029403672670014203|Freefall
-85.2157974243164,821.961669921875,357.8659973144531|0.9998519420623779,0.00026936360518448055,0.017206596210598946|-0.00026879998040385544,0.9999999403953552,-0.000035069711884716526|Freefall
-85.41463470458984,821.9494018554688,357.7530517578125|0.9985936284065247,0.00022371800150722265,0.05301631614565849|-0.0002224814670626074,1,-0.000029225451726233587|Landed
-85.58858489990234,821.9476318359375,357.59759521484375|0.9973132014274597,0.00010372464748797938,0.07325531542301178|-0.00010349720832891762,1,-0.000006900659172970336|Landed
-85.66871643066406,821.9474487304688,357.5087585449219|0.9966785907745361,0.00003911838575731963,0.08143594115972519|-0.00003959798050345853,1,0.000004274210368748754|Landed
-85.90132141113281,821.9473876953125,357.2367858886719|0.9967005252838135,-0.00008488776802551001,0.08116671442985535|0.000083491911937017,1,0.000020591369320754893|Landed
-86.05296325683594,821.9473876953125,357.0574645996094|0.9965275526046753,-0.00008922397682908922,0.08326371759176254|0.00008819515642244369,1,0.000016034295185818337|Landed
-86.12842559814453,821.9473876953125,356.9681701660156|0.9965004324913025,-0.00007370607636403292,0.0835873931646347|0.00007302660378627479,1,0.000011186328265466727|Landed
-86.27920532226562,821.9047241210938,356.789794921875|0.9965000152587891,-0.00003843125523417257,0.08359257876873016|0.000038257334381341934,1,0.000003682383294290048|Running
-86.42994689941406,822.3477172851562,356.61138916015625|0.996498167514801,-0.000003904808636434609,0.08361487835645676|0.000004163222456554649,1,-0.0000029161660677345935|Jumping
-86.65606689453125,822.99169921875,356.3437805175781|0.996500551700592,0.00004785697819897905,0.08358583599328995|-0.000046950444811955094,1,-0.000012811177839466836|Jumping
-86.73310089111328,823.1995239257812,356.25347900390625|0.9975602626800537,0.00005636425339616835,0.06981053203344345|-0.000055536078434670344,1,-0.000013804065019940026|Freefall
-86.97216033935547,823.8026733398438,355.9752502441406|0.9999843835830688,0.00009689608123153448,0.005588495172560215|-0.00009682773088570684,1,-0.000012501570381573401|Freefall
-87.05281829833984,823.9968872070312,355.8816833496094|0.9986117482185364,0.00012023984891129658,0.052674293518066406|-0.00011943805293412879,1,-0.00001836964838730637|Freefall
-87.21429443359375,824.3751220703125,355.6944580078125|0.9998154640197754,0.0001712502707960084,0.019208917394280434|-0.00017092838243115693,1,-0.00001839891410782002|Freefall
-87.45648193359375,824.9169311523438,355.4136962890625|0.9998826384544373,0.00023413229791913182,-0.01532010454684496|-0.00023446392151527107,1,-0.00001985042035812512|Freefall
-87.61795806884766,825.2610473632812,355.2265319824219|0.9998506903648376,0.0002601541636977345,0.01727757416665554|-0.00025962921790778637,0.9999999403953552,-0.000032625051971990615|Freefall
-87.6987075805664,825.4280395507812,355.1329650878906|0.9989444613456726,0.0002687774249352515,0.045933302491903305|-0.00026710587553679943,0.9999999403953552,-0.00004252820508554578|Freefall
-87.86083984375,825.7517700195312,354.94635009765625|0.9999201893806458,0.0002792334125842899,0.012628600001335144|-0.0002787749108392745,0.9999999403953552,-0.00003806715540122241|Freefall
-88.02313995361328,826.0618286132812,354.7598876953125|0.9999204277992249,0.0002836129569914192,0.01261008158326149|-0.0002831155725289136,0.9999999403953552,-0.000041227598558180034|Freefall
-88.18546295166016,826.3583374023438,354.573486328125|0.9999204874038696,0.00028471078258007765,0.01260500680655241|-0.00028418898000381887,0.9999999403953552,-0.00004318705396144651|Freefall
