Mount Anora|true|17490
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|-2.0772080944198024e-08,1,-3.495268430242504e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|-3.752050403704743e-08,1,-6.31348555657496e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|-5.425461679919863e-08,1,-9.129294653575926e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|-3.7641033401314417e-08,1,-6.333767288424497e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|-2.104165197636121e-08,1,-3.540628767950693e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|-4.456456093038241e-09,1,-7.498772269798337e-09|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|1.2114562686349473e-08,1,2.038488666755711e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|2.8671419016745858e-08,1,4.824471133701991e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|4.5214125776738e-08,1,7.608072394305054e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|4.530198083330106e-08,1,7.622856657008015e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|2.895607309483239e-08,1,4.872369174790947e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8596503734588623,0,-0.5108828544616699|1.2624136402905606e-08,1,2.1242332337578773e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8587290048599243,0,-0.5124298930168152|-3.690942440570666e-09,1,-6.185274070702462e-09|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8578267097473145,0,-0.5139392018318176|-2.0074807594028243e-08,1,-3.350728405848713e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8560786843299866,0,-0.5168454647064209|-3.6613339915447796e-08,1.0000001192092896,-6.06446306505859e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8542339205741882,0,-0.5198888182640076|-5.3305004854564686e-08,1,-8.758592429103373e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8524328470230103,0,-0.5228368639945984|-3.719684471548135e-08,1.0000001192092896,-6.064571067554425e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8496401906013489,0,-0.5273628830909729|-2.102138907389417e-08,1.0000001192092896,-3.386779567904341e-08|Running
-1665.3519287109375,739.9983520507812,1390.6185302734375|0.8449809551239014,0,-0.5347965359687805|-4.676703913020219e-09,1,-7.3892132412822775e-09|Running
-1665.2779541015625,739.9983520507812,1390.57177734375|0.8374745845794678,0,-0.5464763045310974|1.2088829492995501e-08,1,1.8526122858020244e-08|Running
-1665.0865478515625,739.9983520507812,1390.44873046875|0.8297519683837891,0,-0.5581324100494385|2.943121124587833e-08,1.0000001192092896,4.3754141643148614e-08|Running
-1664.779541015625,739.9983520507812,1390.246337890625|0.8208629488945007,0,-0.571125328540802|4.743156267750237e-08,1.0000001192092896,6.817209907694632e-08|Running
-1664.36962890625,739.9983520507812,1389.964599609375|0.8117658495903015,0,-0.5839831233024597|5.671134317708493e-08,1.0000001192092896,7.883161146082784e-08|Running
-1663.9365234375,739.9983520507812,1389.6546630859375|0.8035745024681091,0,-0.5952041745185852|3.784334268175371e-08,1,5.109161804739415e-08|Running
-1663.50732421875,739.9983520507812,1389.3382568359375|0.7972524166107178,0,-0.6036461591720581|1.8274370461313083e-08,1.0000001192092896,2.4135474063768925e-08|Running
-1663.0816650390625,739.9983520507812,1389.0169677734375|0.7909010052680969,0,-0.6119442582130432|-1.7130747931304313e-09,1,-2.214045613513349e-09|Running
-1662.6593017578125,739.9983520507812,1388.6912841796875|0.7876930832862854,0,-0.6160680055618286|-2.2019218448576794e-08,1,-2.815336408446001e-08|Running
-1662.2388916015625,739.9983520507812,1388.363037109375|0.7844169735908508,0,-0.6202338337898254|-4.251636553931348e-08,1,-5.377094325353937e-08|Running
-1661.8203125,739.9983520507812,1388.0325927734375|0.7833398580551147,0,-0.6215936541557312|-6.296461663168884e-08,1,-7.934877288562348e-08|Running
-1661.40234375,739.9983520507812,1387.701171875|0.7811784148216248,0,-0.6243079304695129|-4.439668543909647e-08,1.0000001192092896,-5.555228455023098e-08|Running
-1660.985595703125,739.9983520507812,1387.368408203125|0.7801418900489807,0,-0.6256027221679688|-2.564386214487513e-08,1.0000001192092896,-3.1978522940789844e-08|Running
-1660.5694580078125,739.9983520507812,1387.034912109375|0.77899569272995,0,-0.627029299736023|-6.8486998294758905e-09,1,-8.508545867869088e-09|Running
-1660.1539306640625,739.9983520507812,1386.7005615234375|0.7779067754745483,0,-0.628379762172699|1.19925731567605e-08,1.0000001192092896,1.4846283313829645e-08|Running
-1659.7388916015625,739.9983520507812,1386.3656005859375|0.7768154740333557,0,-0.6297283172607422|3.087799882450781e-08,1,3.809024917700299e-08|Running
-1659.3243408203125,739.9983520507812,1386.02978515625|0.7757217884063721,0,-0.6310750246047974|4.9807084678832325e-08,1,6.122321138946063e-08|Running
-1658.91064453125,739.9983520507812,1385.693359375|0.7746257781982422,0,-0.6324198246002197|5.902897015630515e-08,1.0000001192092896,7.230222820453491e-08|Running
-1658.4974365234375,739.9983520507812,1385.3560791015625|0.772377610206604,0,-0.6351637244224548|3.911041446258423e-08,1.0000001192092896,4.755940352652033e-08|Running
-1658.085205078125,739.9983520507812,1385.0174560546875|0.7712744474411011,0,-0.6365028619766235|1.9018221664168777e-08,1.0000001192092896,2.304509294503987e-08|Running
-1657.6737060546875,739.9983520507812,1384.6781005859375|0.7690611481666565,0,-0.6391752362251282|-1.0977916353738237e-09,1,-1.3208724114477377e-09|Running
-1657.263427734375,739.9983520507812,1384.33740234375|0.7668387293815613,0,-0.641839861869812|-2.1318896870070603e-08,1,-2.547077038173029e-08|Running
-1656.854248046875,739.9983520507812,1383.9952392578125|0.7645565271377563,0,-0.6445567011833191|-4.164506606230134e-08,1,-4.939830233752218e-08|Running
-1656.4464111328125,739.9983520507812,1383.651611328125|0.7623156309127808,0,-0.6472053527832031|-6.207201153074493e-08,1,-7.31119840224892e-08|Running
-1656.03955078125,739.9983520507812,1383.3065185546875|0.7611919045448303,0,-0.6485267281532288|-4.378708950980581e-08,1,-5.139399306131054e-08|Running
-1655.633544921875,739.9983520507812,1382.9608154296875|0.7600144147872925,0,-0.6499062776565552|-2.5465361375154316e-08,1.0000001192092896,-2.9779741339552857e-08|Running
-1655.2281494140625,739.9983520507812,1382.6142578125|0.7588859796524048,0,-0.6512235403060913|-7.104794086387756e-09,1,-8.279381624731741e-09|Running
-1654.8233642578125,739.9983520507812,1382.26708984375|0.7577553987503052,0,-0.6525387167930603|1.1292655699435272e-08,1,1.311350672494882e-08|Running
-1654.4190673828125,739.9983520507812,1381.9190673828125|0.7577553987503052,0,-0.6525387167930603|2.9688767000379812e-08,1,3.4475846177883795e-08|Running
-1654.0147705078125,739.9983520507812,1381.5709228515625|0.7566308379173279,0,-0.6538423299789429|4.814377163597783e-08,1,5.571230232703783e-08|Running
-1653.6112060546875,739.9983520507812,1381.2222900390625|0.7566308379173279,0,-0.6538423299789429|5.708272610149834e-08,1,6.605652203006684e-08|Running
-1653.2078857421875,739.9983520507812,1380.8736572265625|0.7566308379173279,0,-0.6538423299789429|3.7704573685459764e-08,1,4.3631992241444095e-08|Running
-1652.8045654296875,739.9983520507812,1380.5250244140625|0.7566308379173279,0,-0.6538423299789429|1.8342969809737042e-08,1,2.122660980319324e-08|Running
-1652.4012451171875,739.9983520507812,1380.1763916015625|0.7566308379173279,0,-0.6538423299789429|-1.0020905216734377e-09,1,-1.1596260618418341e-09|Running
-1651.9979248046875,739.9983520507812,1379.8277587890625|0.7566308379173279,0,-0.6538423299789429|-2.033062784789763e-08,1,-2.352674144390221e-08|Running
-1651.5946044921875,739.9983520507812,1379.4791259765625|0.7554957866668701,0,-0.6551536321640015|-3.969890371990914e-08,1,-4.5779117385791324e-08|Running
-1651.191650390625,739.9983520507812,1379.1297607421875|0.7554957866668701,0,-0.6551536321640015|-5.90096895791703e-08,1,-6.804750540823079e-08|Running
-1650.788818359375,739.9983520507812,1378.7801513671875|0.7554957866668701,0,-0.6551536321640015|-4.9005727476014727e-08,1,-5.651135737139157e-08|Running
-1650.385986328125,739.9983520507812,1378.4305419921875|0.7554957866668701,0,-0.6551536321640015|-2.9248392152680935e-08,1,-3.372802481749204e-08|Running
-1649.983154296875,739.9983520507812,1378.0809326171875|0.7554957866668701,0,-0.6551536321640015|-9.507928666607768e-09,1,-1.0964146035519207e-08|Running
-1649.580322265625,739.9983520507812,1377.7313232421875|0.7554957866668701,0,-0.6551536321640015|1.021568074577317e-08,1,1.178029584991691e-08|Running
-1649.177490234375,739.9983520507812,1377.3817138671875|0.7554957866668701,0,-0.6551536321640015|2.9922450295316594e-08,1,3.4505315937849446e-08|Running
-1648.774658203125,739.9983520507812,1377.0321044921875|0.7554957866668701,0,-0.6551536321640015|4.961239241652038e-08,1,5.721093643273889e-08|Running
-1648.371826171875,739.9983520507812,1376.6824951171875|0.7554957866668701,0,-0.6551536321640015|5.941384983998432e-08,1,6.851356459947056e-08|Running
-1647.968994140625,739.9983520507812,1376.3328857421875|0.7554957866668701,0,-0.6551536321640015|3.96045933825917e-08,1,4.567036526736956e-08|Running
-1647.566162109375,739.9983520507812,1375.9832763671875|0.7554957866668701,0,-0.6551536321640015|1.981225494773753e-08,1,2.2846665004294664e-08|Running
-1647.163330078125,739.941162109375,1375.6336669921875|0.7554957866668701,0,-0.6551536321640015|3.6812834031119124e-11,1,4.2451021864398086e-11|Running
-1646.760498046875,739.7799682617188,1375.2840576171875|0.7554957866668701,0,-0.6551536321640015|-1.972174246134273e-08,1,-2.2742289829125184e-08|Running
-1646.357666015625,739.5619506835938,1374.9344482421875|0.7554957866668701,0,-0.6551536321640015|-3.9463426304564564e-08,1,-4.5507576373893244e-08|Running
-1645.954833984375,739.2894897460938,1374.5848388671875|0.7554957866668701,0,-0.6551536321640015|-5.918825252138049e-08,1,-6.825342069305407e-08|Running
-1645.552001953125,739.1351318359375,1374.2352294921875|0.7554957866668701,0,-0.6551536321640015|-4.9365890930630485e-08,1,-5.692668381129806e-08|Running
-1645.149169921875,739.1365356445312,1373.8856201171875|0.7554957866668701,0,-0.6551536321640015|-2.9712664328940264e-08,1,-3.426340455803256e-08|Running
-1644.746337890625,739.1506958007812,1373.5360107421875|0.7554957866668701,0,-0.6551536321640015|-1.0076225187560794e-08,1,-1.1619482265246006e-08|Running
-1644.343505859375,739.1605834960938,1373.1864013671875|0.7554957866668701,0,-0.6551536321640015|9.543450474325255e-09,1,1.1005108824235776e-08|Running
-1643.940673828125,739.166259765625,1372.8367919921875|0.7554957866668701,0,-0.6551536321640015|2.914637775575102e-08,1,3.361038380944592e-08|Running
-1643.537841796875,739.16943359375,1372.4871826171875|0.7554957866668701,0,-0.6551536321640015|4.8732559321251756e-08,1,5.619635246034704e-08|Running
-1643.135009765625,739.171142578125,1372.1375732421875|0.7554957866668701,0,-0.6551536321640015|5.855752505112832e-08,1,6.752609493787531e-08|Running
-1642.732177734375,739.172119140625,1371.7879638671875|0.7554957866668701,0,-0.6551536321640015|3.915309321200766e-08,1,4.514970797231399e-08|Running
-1642.329345703125,739.1726684570312,1371.4383544921875|0.7554957866668701,0,-0.6551536321640015|1.9765231229484925e-08,1,2.2792438159058293e-08|Running
-1641.926513671875,739.1729125976562,1371.0887451171875|0.7554957866668701,0,-0.6551536321640015|3.939274739739318e-10,1,4.542607123791953e-10|Running
-1641.523681640625,739.1730346679688,1370.7391357421875|0.7554957866668701,0,-0.6551536321640015|-1.8960834680115113e-08,1,-2.1864842381091876e-08|Running
-1641.120849609375,739.1730346679688,1370.3895263671875|0.7554957866668701,0,-0.6551536321640015|-3.8299070581615524e-08,1,-4.4164888635123134e-08|Running
-1640.718017578125,739.1730346679688,1370.0399169921875|0.7554957866668701,0,-0.6551536321640015|-5.762079524629371e-08,1,-6.644589234383602e-08|Running
-1640.315185546875,739.1730346679688,1369.6903076171875|0.7554957866668701,0,-0.6551536321640015|-4.8129617624681487e-08,1,-5.5501061524410034e-08|Running
-1639.912353515625,739.1730346679688,1369.3406982421875|0.7554957866668701,0,-0.6551536321640015|-2.9051838268401298e-08,1,-3.350136523749825e-08|Running
-1639.509521484375,739.1730346679688,1368.9910888671875|0.7554957866668701,0,-0.6551536321640015|-9.99034366344631e-09,1,-1.1520446818735763e-08|Running
-1639.106689453125,739.1730346679688,1368.6414794921875|0.7554957866668701,0,-0.6551536321640015|9.054870631075573e-09,1,1.044169817276952e-08|Running
-1638.703857421875,739.1730346679688,1368.2918701171875|0.7554957866668701,0,-0.6551536321640015|2.8083823266911168e-08,1,3.2385091941478095e-08|Running
-1638.301025390625,739.1730346679688,1367.9422607421875|0.7554957866668701,0,-0.6551536321640015|4.709652756673677e-08,1,5.4309747810066256e-08|Running
-1637.898193359375,739.1730346679688,1367.5926513671875|0.7554957866668701,0,-0.6551536321640015|5.665924263098532e-08,1,6.533706908840031e-08|Running
-1637.495361328125,739.1730346679688,1367.2430419921875|0.7554957866668701,0,-0.6551536321640015|3.792459324358788e-08,1,4.373305628746493e-08|Running
-1637.092529296875,739.1730346679688,1366.8934326171875|0.7554957866668701,0,-0.6551536321640015|1.9205943502242917e-08,1,2.2147492728663565e-08|Running
-1636.689697265625,739.1730346679688,1366.5438232421875|0.7554957866668701,0,-0.6551536321640015|5.032770311608203e-10,1,5.803580949148568e-10|Running
-1636.286865234375,739.1730346679688,1366.1942138671875|0.7554957866668701,0,-0.6551536321640015|-1.818341921477895e-08,1,-2.0968359493167554e-08|Running
-1635.884033203125,739.1730346679688,1365.8446044921875|0.7554957866668701,0,-0.6551536321640015|-3.685415705945161e-08,1,-4.2498673025193057e-08|Running
-1635.481201171875,739.1730346679688,1365.4949951171875|0.7554957866668701,0,-0.6551536321640015|-5.550895920691801e-08,1,-6.401061369842864e-08|Running
-1635.078369140625,739.1730346679688,1365.1453857421875|0.7554957866668701,0,-0.6551536321640015|-5.4509019520310176e-08,1,-6.285752363055508e-08|Running
-1634.675537109375,739.1730346679688,1364.7957763671875|0.7554957866668701,0,-0.6551536321640015|-3.3879508976042416e-08,1,-3.9068435597755524e-08|Running
-1634.272705078125,739.1730346679688,1364.4461669921875|0.7554957866668701,0,-0.6551536321640015|-1.3267623444335186e-08,1,-1.529966908719871e-08|Running
-1633.869873046875,739.1730346679688,1364.0965576171875|0.7554957866668701,0,-0.6551536321640015|7.3266623878964765e-09,1,8.44880077011112e-09|Running
-1633.467041015625,739.1730346679688,1363.7469482421875|0.7554957866668701,0,-0.6551536321640015|2.7903364951953336e-08,1,3.2176995290456034e-08|Running
-1633.064208984375,739.1730346679688,1363.3973388671875|0.7554957866668701,0,-0.6551536321640015|4.846249268553038e-08,1,5.588491802654971e-08|Running
-1632.661376953125,739.1730346679688,1363.0477294921875|0.7554957866668701,0,-0.6551536321640015|5.9102525540311035e-08,1,6.815456288222776e-08|Running
-1632.258544921875,739.1730346679688,1362.6981201171875|0.7554957866668701,0,-0.6551536321640015|4.004154874337473e-08,1,4.617424309572016e-08|Running
-1631.855712890625,739.1730346679688,1362.3485107421875|0.7554957866668701,0,-0.6551536321640015|2.0996850480514695e-08,1,2.4212690519220814e-08|Running
-1631.452880859375,739.1730346679688,1361.9989013671875|0.7554957866668701,0,-0.6551536321640015|1.968408769315033e-09,1,2.2698867230275255e-09|Running
-1631.050048828125,739.1730346679688,1361.6492919921875|0.7554957866668701,0,-0.6551536321640015|-1.7043785049963844e-08,1,-1.965418050531298e-08|Running
-1630.647216796875,739.1730346679688,1361.2996826171875|0.7554957866668701,0,-0.6551536321640015|-3.603974363386442e-08,1,-4.155952737505686e-08|Running
-1630.244384765625,739.1730346679688,1360.9500732421875|0.7554957866668701,0,-0.6551536321640015|-5.501948763253495e-08,1,-6.344617275999553e-08|Running
-1629.841552734375,739.1730346679688,1360.6004638671875|0.7554957866668701,0,-0.6551536321640015|-5.4356071643724135e-08,1,-6.268114560725735e-08|Running
-1629.438720703125,739.1730346679688,1360.2508544921875|0.7554957866668701,0,-0.6551536321640015|-3.407464888027789e-08,1,-3.929346092945707e-08|Running
-1629.1365966796875,739.1730346679688,1359.9886474609375|0.7554957866668701,0,-0.6551536321640015|-1.887494782693011e-08,1,-2.1765801605511115e-08|Running
-1628.633056640625,739.1730346679688,1359.5516357421875|0.7554957866668701,0,-0.6551536321640015|6.436251087649225e-09,1,7.4220154466786425e-09|Running
-1628.230224609375,739.1730346679688,1359.2020263671875|0.7554957866668701,0,-0.6551536321640015|2.6665759378374787e-08,1,3.0749838231258764e-08|Running
-1627.827392578125,739.1730346679688,1358.8524169921875|0.7554957866668701,0,-0.6551536321640015|4.687799659564007e-08,1,5.405774672340158e-08|Running
