Mt Sangkala|true|40121
-198.39788818359375,571.6005859375,318.9329833984375|-0.809712827205658,0,-0.5868262648582458|1.2905222446235598e-09,1,-1.7806844887502393e-09|Running
-198.90310668945312,571.6220092773438,318.5656433105469|-0.809583842754364,0,-0.5870043635368347|-1.2612600963635145e-09,1.0000001192092896,1.739502875075516e-09|Running
-199.20619201660156,571.6344604492188,318.3451843261719|-0.8094941973686218,0,-0.5871278047561646|-2.794917630666305e-09,1,3.8534531121570126e-09|Running
-199.6103057861328,571.65087890625,318.0512390136719|-0.8093848824501038,0,-0.5872786045074463|-4.842585887843143e-09,1,6.674031105546874e-09|Running
-200.0140380859375,571.6668090820312,317.7566223144531|-0.8091858625411987,0,-0.5875527858734131|-6.8973862177301726e-09,1,9.499175668281623e-09|Running
-200.41770935058594,571.6817016601562,317.4619445800781|-0.8089814782142639,0,-0.5878341197967529|-8.966038578250846e-09,1,1.2339126165272774e-08|Running
-200.8209686279297,571.6953125,317.1666259765625|-0.8086978793144226,0,-0.5882243514060974|-1.1054918758190979e-08,1.0000001192092896,1.5198434510921288e-08|Running
-201.14402770996094,571.7088623046875,316.82257080078125|-0.7637854814529419,0,-0.645470142364502|-2.5371517153871537e-07,1.0000001192092896,3.0022144414942886e-07|Running
-201.33975219726562,571.7262573242188,316.4021911621094|-0.6993436813354492,0,-0.714785635471344|-9.666034657129785e-07,1.0000001192092896,9.457212968300155e-07|Running
-201.4309539794922,571.7514038085938,315.9196472167969|-0.6347323060035706,0,-0.7727321982383728|-0.0000012134023563703522,1.0000001192092896,9.967044434233685e-07|Running
-201.5250701904297,571.7951049804688,315.3049011230469|-0.5597463846206665,0,-0.8286639451980591|-8.302312721752969e-07,1,5.608051196759334e-07|Running
-201.599365234375,571.8370361328125,314.81298828125|-0.5062163472175598,0,-0.8624064922332764|-5.369719815462304e-07,1,3.15192437483347e-07|Running
-201.6735382080078,571.8827514648438,314.32110595703125|-0.45902732014656067,0,-0.8884222507476807|-3.6058679597772425e-07,1,1.8630689169185644e-07|Running
-201.7292022705078,571.9175415039062,313.9518127441406|-0.4276127219200134,0,-0.9039620161056519|-2.7834494176204316e-07,1.0000001192092896,1.3166906853712135e-07|Running
-201.82205200195312,571.973388671875,313.3359375|-0.3811933398246765,0,-0.9244953393936157|-1.8553608072124916e-07,1,7.650132971548373e-08|Running
-201.87774658203125,572.0053100585938,312.9664611816406|-0.3568892180919647,0,-0.9341467618942261|-1.4957930716263945e-07,1.0000001192092896,5.714652573374224e-08|Running
-201.9519500732422,572.0479125976562,312.4740905761719|-0.32848748564720154,0,-0.9445083737373352|-1.0633421254624409e-07,1.0000001192092896,3.698162842624697e-08|Running
-202.02610778808594,572.0927734375,311.98199462890625|-0.3037263751029968,0,-0.9527593851089478|-7.558855941169895e-08,1.0000001192092896,2.4096575401699738e-08|Running
-202.0994110107422,572.14208984375,311.4905700683594|-0.2821192443370819,0,-0.9593793749809265|-5.5215537031472195e-08,1,1.6236919364587266e-08|Running
-202.17259216308594,572.1947021484375,310.9991455078125|-0.26338207721710205,0,-0.9646916389465332|-4.078396287354735e-08,1.0000001192092896,1.1134920541167048e-08|Running
-202.24505615234375,572.24853515625,310.5075378417969|-0.2470281571149826,0,-0.9690083265304565|-3.011960814092163e-08,1,7.678356617191184e-09|Running
-202.33448791503906,572.3172607421875,309.89312744140625|-0.22925026714801788,0,-0.9733675718307495|-2.117087660735706e-08,1.0000001192092896,4.986224322323096e-09|Running
-202.40589904785156,572.3739013671875,309.4018249511719|-0.2171631157398224,0,-0.9761353731155396|-1.6064358732137407e-08,1.0000001192092896,3.573875195783671e-09|Running
-202.45889282226562,572.4176025390625,309.0334777832031|-0.20922689139842987,0,-0.9778671860694885|-1.2646652614023424e-08,1.0000001192092896,2.7059092744252666e-09|Running
-202.52792358398438,572.4771728515625,308.5421447753906|-0.19958332180976868,0,-0.9798808693885803|-1.1398618937619176e-08,1,2.321684400286017e-09|Running
-202.5959930419922,572.53759765625,308.05059814453125|-0.19090481102466583,0,-0.9816086888313293|-1.1211828798707302e-08,1.0000001192092896,2.180494229619967e-09|Running
-202.66317749023438,572.59814453125,307.5588684082031|-0.18316444754600525,0,-0.9830822348594666|-1.1339916561325936e-08,1,2.112813701771188e-09|Running
-202.73025512695312,572.6585083007812,307.0670166015625|-0.17643702030181885,0,-0.9843119978904724|-1.0110249526462667e-08,1.0000001192092896,1.8122530143216409e-09|Running
-202.798095703125,572.7182006835938,306.5751037597656|-0.17078930139541626,0,-0.9853076338768005|-9.790316113367226e-09,1.0000001192092896,1.6970144178785063e-09|Running
-202.87196350097656,572.7772827148438,306.083984375|-0.16726863384246826,0,-0.9859114289283752|-8.283693730959385e-09,1.0000001192092896,1.4054022390297405e-09|Running
-202.95265197753906,572.8355712890625,305.5938415527344|-0.1660912185907364,0,-0.9861103892326355|-6.385846074152823e-09,1,1.0755721868704882e-09|Running
-203.10903930664062,572.8926391601562,305.14947509765625|-0.2368444949388504,0,-0.9715476632118225|-1.3372593343774497e-07,1.0000001192092896,3.2599793087229045e-08|Running
-203.3832550048828,572.9451293945312,304.7779846191406|-0.3274574875831604,0,-0.944865882396698|-3.2448863152012564e-08,1.0000001192092896,1.1245641751145286e-08|Running
-203.76417541503906,572.9894409179688,304.47259521484375|-0.40784940123558044,0,-0.9130492210388184|7.827975423424505e-08,1,-3.49667352850247e-08|Running
-204.1710662841797,573.0242919921875,304.1832580566406|-0.47528597712516785,0,-0.8798314332962036|-2.400465959340181e-08,1.0000001192092896,1.2967346307846128e-08|Running
-204.57858276367188,573.05224609375,303.894287109375|-0.5311753153800964,0,-0.8472620248794556|-1.1663829724284369e-07,1,7.31242337792537e-08|Running
-204.98614501953125,573.0761108398438,303.6053161621094|-0.577437162399292,0,-0.8164350986480713|-1.243183902488454e-07,1.0000001192092896,8.792623162889868e-08|Running
-205.3937225341797,573.09765625,303.31634521484375|-0.6157654523849487,0,-0.7879294753074646|-9.813712864570334e-08,1.0000001192092896,7.669398627285773e-08|Running
-205.80130004882812,573.1178588867188,303.0273742675781|-0.6475598812103271,0,-0.7620146870613098|-7.455683714852057e-08,1.0000001192092896,6.335838520499237e-08|Running
-206.20887756347656,573.1375122070312,302.7383728027344|-0.6740022897720337,0,-0.7387292385101318|-5.824746196481101e-08,1,5.314386086752165e-08|Running
-206.61647033691406,573.1566772460938,302.4494323730469|-0.6960583329200745,0,-0.7179851531982422|-4.4947228161618114e-08,1,4.357456973025364e-08|Running
-207.02406311035156,573.1755981445312,302.16046142578125|-0.7144837379455566,0,-0.6996520757675171|-3.4135418047753774e-08,1,3.485904187527922e-08|Running
-207.4316864013672,573.1942749023438,301.8714599609375|-0.7299196720123291,0,-0.6835329532623291|-2.567110790607785e-08,1,2.741323079646918e-08|Running
-207.8393096923828,573.2127075195312,301.5824890136719|-0.7428950071334839,0,-0.6694080829620361|-1.9205854684400947e-08,1.0000001192092896,2.131425347329241e-08|Running
-208.24693298339844,573.2308959960938,301.2935485839844|-0.7538211941719055,0,-0.6570796370506287|-1.4324442076940613e-08,1,1.64334235108754e-08|Running
-208.65457153320312,573.248779296875,301.0045471191406|-0.7630371451377869,0,-0.646354615688324|-1.0659443105964783e-08,1,1.2583728725701349e-08|Running
-209.06224060058594,573.2662963867188,300.7155456542969|-0.7708438634872437,0,-0.6370242238044739|-7.913322441766013e-09,1.0000001192092896,9.575673587391975e-09|Running
-209.4698944091797,573.2835693359375,300.4264831542969|-0.7774541974067688,0,-0.628939688205719|-6.684983233640196e-09,1.0000001192092896,8.26354007443797e-09|Running
-209.87757873535156,573.3006591796875,300.137451171875|-0.7830553650856018,0,-0.6219521164894104|-6.342429248462622e-09,1.0000001192092896,7.985298644541672e-09|Running
-210.38719177246094,573.3217163085938,299.7762145996094|-0.7889602184295654,0,-0.6144444346427917|-5.278649073403585e-09,1.0000001192092896,6.777901795373964e-09|Running
-210.69293212890625,573.3341674804688,299.55950927734375|-0.7919439673423767,0,-0.6105937957763672|-5.5895688078067e-09,1,7.249705724632349e-09|Running
-211.1006622314453,573.3504638671875,299.2705078125|-0.7953805923461914,0,-0.6061103343963623|-5.492366561554718e-09,1,7.207469732151139e-09|Running
-211.50836181640625,573.3665771484375,298.9815368652344|-0.7983160018920898,0,-0.6022388935089111|-5.2358939406360605e-09,1.0000001192092896,6.940597874205423e-09|Running
-211.9160614013672,573.3825073242188,298.6925354003906|-0.8008214235305786,0,-0.598903238773346|-5.834229543921765e-09,1,7.801220114345142e-09|Running
-212.32376098632812,573.398193359375,298.40350341796875|-0.8029783964157104,0,-0.5960082411766052|-4.763708538746414e-09,1.0000001192092896,6.417956832649452e-09|Running
-212.73150634765625,573.4134521484375,298.114501953125|-0.8048080205917358,0,-0.5935352444648743|-5.17970999425188e-09,1,7.023461812138976e-09|Running
-213.13882446289062,573.4283447265625,297.8248291015625|-0.8062890768051147,0,-0.5915217995643616|-4.8572417199466145e-09,1.0000001192092896,6.62078880608874e-09|Running
-213.54608154296875,573.44287109375,297.5350646972656|-0.8075004816055298,0,-0.5898669958114624|-3.546828164502358e-09,1.0000001192092896,4.855442714557512e-09|Running
-213.95285034179688,573.45751953125,297.2447509765625|-0.808448314666748,0,-0.5885671973228455|-2.7440083538721183e-09,1,3.769134337971991e-09|Running
-214.3595428466797,573.4724731445312,296.9543762207031|-0.8092108964920044,0,-0.5875182747840881|-2.244048724620029e-09,1,3.0908120507433523e-09|Running
-214.86790466308594,573.4917602539062,296.59136962890625|-0.8100208044052124,0,-0.5864010453224182|-1.8991272998647446e-09,1,2.6233457628421775e-09|Running
-215.2745819091797,573.5075073242188,296.3009948730469|-0.8105573058128357,0,-0.5856593251228333|-1.7840982025063568e-09,1,2.4692066169507143e-09|Running
-215.6812744140625,573.5232543945312,296.0105895996094|-0.8110182285308838,0,-0.5850207805633545|-1.7671388796713927e-09,1,2.4497963657665878e-09|Running
-216.08795166015625,573.5387573242188,295.7201843261719|-0.8114144802093506,0,-0.5844711065292358|-1.82068971010807e-09,1,2.5276425397180446e-09|Running
-216.4947052001953,573.5537719726562,295.4296875|-0.8117461204528809,0,-0.5840104222297668|-1.9256833905245685e-09,1,2.67660649200252e-09|Running
-216.7997589111328,573.564697265625,295.2117919921875|-0.8119636178016663,0,-0.5837080478668213|-2.029479473364404e-09,1,2.8230953130758962e-09|Running
-217.20606994628906,573.5789184570312,294.92071533203125|-0.8121364712715149,0,-0.5834675431251526|-2.1870973920812276e-09,1,3.0442508514028077e-09|Running
-217.6118927001953,573.5928955078125,294.6289367675781|-0.8121364712715149,0,-0.5834675431251526|-2.3514463709517486e-09,1,3.273010529269982e-09|Running
-218.01759338378906,573.6068115234375,294.3370666503906|-0.8120920062065125,0,-0.5835294723510742|-2.516671315788699e-09,1.0000001192092896,3.5024256828108946e-09|Running
-218.42286682128906,573.6209716796875,294.0445556640625|-0.8119440078735352,0,-0.5837354063987732|-2.68644040346544e-09,1.0000001192092896,3.736691400746395e-09|Running
-218.82717895507812,573.6353149414062,293.7507629394531|-0.8115927577018738,0,-0.5842235088348389|-2.8823452513648817e-09,1,4.004101938903659e-09|Running
-219.23043823242188,573.6500854492188,293.4555969238281|-0.8110182285308838,0,-0.5850207805633545|-3.1637943376239264e-09,1,4.385989349486863e-09|Running
-219.63223266601562,573.665283203125,293.158447265625|-0.8101352453231812,0,-0.5862429738044739|-3.652450342173097e-09,1,5.047358975218685e-09|Running
-220.0328826904297,573.680908203125,292.8597412109375|-0.8090513944625854,0,-0.5877379775047302|-4.524778329795254e-09,1,6.228588755874398e-09|Running
-220.43197631835938,573.6973876953125,292.55908203125|-0.8077200651168823,0,-0.5895662307739258|-5.983041617696472e-09,1,8.196912482105745e-09|Running
-220.82855224609375,573.715087890625,292.2552795410156|-0.8059530854225159,0,-0.5919793248176575|-8.443680421521549e-09,1,1.1495689733465042e-08|Running
-221.22193908691406,573.7340698242188,291.9473876953125|-0.8036144971847534,0,-0.5951501727104187|-7.23504145483389e-09,1,9.76927250206927e-09|Running
-221.61163330078125,573.7538452148438,291.6347961425781|-0.8006385564804077,0,-0.599147617816925|-5.9262612595034625e-09,1.0000001192092896,7.919238598219636e-09|Running
-221.9975128173828,573.7739868164062,291.3175048828125|-0.7970277070999146,0,-0.6039429306983948|-5.4780771030493725e-09,1.0000001192092896,7.229456588930816e-09|Running
-222.3799591064453,573.7940673828125,290.9960021972656|-0.7929528951644897,0,-0.6092830300331116|-5.18116083370046e-09,1.0000001192092896,6.743034131062586e-09|Running
-222.7584991455078,573.8143920898438,290.6700439453125|-0.7884122133255005,0,-0.6151473522186279|-6.199389890326756e-09,1.0000001192092896,7.945534896691697e-09|Running
-223.13397216796875,573.8353271484375,290.34063720703125|-0.7836152911186218,0,-0.6212464570999146|-6.8149557108654335e-09,1.0000001192092896,8.596110490088904e-09|Running
-223.5055389404297,573.8571166992188,290.0068664550781|-0.7784633040428162,0,-0.6276901364326477|-7.395476231408793e-09,1,9.171892578763163e-09|Running
-223.87393188476562,573.8797607421875,289.66973876953125|-0.773125171661377,0,-0.6342535018920898|-7.279130631587805e-09,1,8.872917511837386e-09|Running
-224.23936462402344,573.9033203125,289.3294372558594|-0.7676794528961182,0,-0.6408340334892273|-6.89449120017116e-09,1,8.259173789326724e-09|Running
-224.60231018066406,573.927734375,288.9864807128906|-0.7622750401496887,0,-0.6472532749176025|-7.142216151834191e-09,1,8.411441321243274e-09|Running
-224.9627685546875,573.9532470703125,288.6410827636719|-0.7569252252578735,0,-0.6535014510154724|-7.66992869216665e-09,1,8.883779045731899e-09|Running
-225.32130432128906,573.979736328125,288.293701171875|-0.7517490386962891,0,-0.6594493389129639|-6.69776589745652e-09,1,7.63521779134635e-09|Running
-225.6785125732422,574.0069580078125,287.94500732421875|-0.7468888163566589,0,-0.6649489402770996|-6.4104908048534526e-09,1,7.200438467691583e-09|Running
-226.0345916748047,574.0341796875,287.594970703125|-0.7423229813575745,0,-0.6700422763824463|-6.806973207318379e-09,1,7.541274271716247e-09|Running
-226.38999938964844,574.0608520507812,287.24420166015625|-0.7381395101547241,0,-0.674648106098175|-6.292303567079216e-09,1,6.884474768042992e-09|Running
-226.74533081054688,574.086669921875,286.893310546875|-0.7344641089439392,0,-0.6786476373672485|-6.63444144066716e-09,1.0000001192092896,7.18010184641571e-09|Running
-227.10067749023438,574.9521484375,286.5423889160156|-0.7308928370475769,0,-0.682492196559906|-8.974166298969521e-09,1,9.610591433784066e-09|Running
-227.4563446044922,575.7631225585938,286.19110107421875|-0.7280279397964478,0,-0.6855474710464478|-9.066622119746626e-09,1,9.628442043663199e-09|Running
-227.81207275390625,576.5195922851562,285.8397521972656|-0.7256928086280823,0,-0.6880188584327698|-8.208904667128536e-09,1,8.658401107197733e-09|Running
-228.16781616210938,577.2214965820312,285.4884033203125|-0.7237147092819214,0,-0.6900993585586548|-8.716207311465496e-09,1.0000001192092896,9.140781465077907e-09|Running
-228.5235595703125,577.8689575195312,285.1370544433594|-0.722006618976593,0,-0.6918861269950867|-8.37336244785547e-09,1,8.737887746690376e-09|Running
-228.87930297851562,578.4619140625,284.78570556640625|-0.7205415964126587,0,-0.6934118270874023|-6.7879843967944e-09,1.0000001192092896,7.053564399228662e-09|Running
-229.23504638671875,579.0003662109375,284.4343566894531|-0.7192758321762085,0,-0.6947247385978699|-5.687341708693339e-09,1.0000001192092896,5.88832804737649e-09|Running
-229.59080505371094,579.4843139648438,284.0830078125|-0.718203067779541,0,-0.6958336234092712|-4.956812738043936e-09,1.0000001192092896,5.116163048768385e-09|Running
-229.94656372070312,579.9137573242188,283.731689453125|-0.7172562479972839,0,-0.6968094110488892|-4.513160067887156e-09,1,4.6455919111565436e-09|Running
-230.3023223876953,580.2887573242188,283.3803405761719|-0.716458797454834,0,-0.6976295113563538|-4.28209778746691e-09,1,4.397673336598018e-09|Running
-230.6580810546875,580.6091918945312,283.0290222167969|-0.7157660126686096,0,-0.6983402967453003|-4.213824400522981e-09,1,4.3189722909176e-09|Running
