bisu|false|19868
-17.124019622802734,7.794586658477783,147.50877380371094|0.4289299547672272,-0.000004303967671148712,-0.9033377766609192|0.000001982326239158283,1,-0.000003823252882284578|Running
-17.042524337768555,7.794587135314941,146.9143524169922|0.389394611120224,-0.000003089051688220934,-0.9210710525512695|0.0000012682510259764967,1,-0.000002817591166603961|Running
-16.961044311523438,7.794587135314941,146.3199462890625|0.35484814643859863,-0.000002274396138091106,-0.9349239468574524|8.450333552900702e-07,1,-0.000002111976755259093|Running
-16.87957000732422,7.794587135314941,145.72552490234375|0.32478058338165283,-0.0000016864884173628525,-0.9457893967628479|5.731508849748934e-07,1,-0.000001586336338732508|Running
-16.7981014251709,7.794587135314941,145.131103515625|0.2986886501312256,-0.0000012468941577026271,-0.9543505907058716|3.88641268500578e-07,1,-0.0000011849014072140562|Running
-16.716638565063477,7.794587135314941,144.53665161132812|0.27609723806381226,-9.195971983899653e-07,-0.9611297249794006|2.6342428327552625e-07,1,-8.811156817500887e-07|Running
-16.63517951965332,7.794587135314941,143.94223022460938|0.2565700113773346,-6.780290391361632e-07,-0.966525673866272|1.7930820206402132e-07,1,-6.539132755278843e-07|Running
-16.55372428894043,7.794587135314941,143.3477783203125|0.2397133857011795,-5.001317617825407e-07,-0.9708436727523804|1.2282416150810604e-07,1,-4.848248522648646e-07|Running
-16.472272872924805,7.794587135314941,142.7533416748047|0.2251768708229065,-3.689850984756049e-07,-0.9743179082870483|8.464666478857907e-08,1,-3.5914831642003264e-07|Running
-16.390823364257812,7.794587135314941,142.15892028808594|0.21265096962451935,-2.722218255257758e-07,-0.9771282076835632|5.8651227874406686e-08,1,-2.658295841229119e-07|Running
-16.309377670288086,7.794587135314941,141.56446838378906|0.20186425745487213,-2.008258235264293e-07,-0.9794135093688965|4.086157900928811e-08,1,-1.9662515171603445e-07|Running
-16.22793197631836,7.794587135314941,140.97000122070312|0.1925797313451767,-1.481524662949596e-07,-0.9812813401222229|2.860432424256487e-08,1,-1.45364893455735e-07|Running
-16.1464900970459,7.794587135314941,140.37554931640625|0.18459130823612213,-1.510838245621926e-07,-0.9828153848648071|2.7665144841648726e-08,1,-1.4852950869226333e-07|Running
-16.06505012512207,7.794587135314941,139.78109741210938|0.17772020399570465,-1.2817737626846792e-07,-0.9840810298919678|2.260961551314722e-08,1,-1.2616764877293463e-07|Running
-15.983609199523926,7.794587135314941,139.1866455078125|0.17181159555912018,-1.309077219957544e-07,-0.9851298332214355|2.214463812322265e-08,1,-1.2902158630367921e-07|Running
-15.90217113494873,7.794587135314941,138.5922088623047|0.16673164069652557,-1.2620907341442944e-07,-0.9860023260116577|2.066934712274815e-08,1,-1.2450561825971818e-07|Running
-15.820735931396484,7.794587135314941,137.99777221679688|0.1623649001121521,-1.1038128633344968e-07,-0.9867308139801025|1.7557104214915853e-08,1,-1.0897666413711704e-07|Running
-15.739301681518555,7.794587135314941,137.40333557128906|0.1586117148399353,-1.224590704396178e-07,-0.987341046333313|1.8797750911403455e-08,1,-1.210093785175559e-07|Running
-15.657867431640625,7.794587135314941,136.80889892578125|0.15538620948791504,-1.0554531826301172e-07,-0.9878538250923157|1.580785813359853e-08,1,-1.0435653052809357e-07|Running
-15.576434135437012,7.794587135314941,136.2144775390625|0.15261445939540863,-1.2283194905648998e-07,-0.9882857799530029|1.7928181605952886e-08,1,-1.2151934924986563e-07|Running
-15.495000839233398,7.794587135314941,135.6200408935547|0.15023282170295715,-9.256731203777235e-08,-0.9886506199836731|1.3288851796744439e-08,1,-9.161061598206288e-08|Running
-15.413568496704102,7.794587135314941,135.02561950683594|0.14818650484085083,-8.093358871974488e-08,-0.9889594316482544|1.1345882455771061e-08,1,-8.013703478582102e-08|Running
-15.332137107849121,7.794587135314941,134.43118286132812|0.14642837643623352,-8.303589282832036e-08,-0.9892212748527527|1.1358933349470135e-08,1,-8.225926961813457e-08|Running
-15.25070571899414,7.794587135314941,133.83676147460938|0.14491795003414154,-9.52626209027585e-08,-0.9894436597824097|1.2790711600985105e-08,1,-9.44055926765941e-08|Running
-15.189631462097168,7.794587135314941,133.3909454345703|0.14393350481987,-1.094450539085301e-07,-0.9895873665809631|1.455908904546277e-08,1,-1.0847906395383689e-07|Running
-15.08784294128418,7.794587135314941,132.6479034423828|0.1425073742866516,-1.0393763716365356e-07,-0.9897937178611755|1.371173929953784e-08,1,-1.0303521236210145e-07|Running
-15.006412506103516,7.794587135314941,132.05348205566406|0.14154013991355896,-6.110649053425732e-08,-0.9899325370788574|8.00668864542331e-09,1,-6.058314028223322e-08|Running
-14.924982070922852,7.794587135314941,131.4590606689453|0.14071710407733917,-2.1337585920377933e-08,-0.9900498390197754|2.72095967979169e-09,1,-2.1165298846881342e-08|Running
-14.843551635742188,7.794587135314941,130.86463928222656|0.14001141488552094,1.6187421181257378e-08,-0.9901499152183533|-2.2580606273692183e-09,1,1.6029156668651012e-08|Running
-14.762121200561523,7.794587135314941,130.2702178955078|0.13940545916557312,5.205329856039498e-08,-0.9902353882789612|-7.011586422578375e-09,1,5.1579501558762786e-08|Running
-14.68069076538086,7.794587135314941,129.67579650878906|0.13888497650623322,8.668861539717909e-08,-0.9903085231781006|-1.159841023223862e-08,1,8.591036504412841e-08|Running
-14.599261283874512,7.794587135314941,129.08135986328125|0.138437882065773,1.2040919727951405e-07,-0.9903711080551147|-1.6062140062444996e-08,1,1.1933464350022405e-07|Running
-14.517830848693848,7.794587135314941,128.4869384765625|0.13805384933948517,8.104515103468657e-08,-0.9904247522354126|-1.0792353677402389e-08,1,8.032435516724945e-08|Running
-14.4364013671875,7.794587135314941,127.89251708984375|0.13772398233413696,4.123273811273975e-08,-0.9904706478118896|-5.46594014494417e-09,1,4.0869405637522505e-08|Running
-14.375329971313477,7.794587135314941,127.44667053222656|0.13750901818275452,1.1156868318096258e-08,-0.9905005097389221|-1.4440530993198308e-09,1,1.1063394644850177e-08|Running
-14.273542404174805,7.794587135314941,126.70360565185547|0.13719767332077026,-3.9256836004142315e-08,-0.9905436635017395|5.29477572897008e-09,1,-3.889823929625891e-08|Running
-14.192111015319824,7.794587135314941,126.1091537475586|0.13698653876781464,-7.977869387332248e-08,-0.9905729293823242|1.0709199749214804e-08,1,-7.90569529840468e-08|Running
-14.110682487487793,7.794587135314941,125.51470184326172|0.1368068903684616,-1.0277710771333659e-07,-0.9905977249145508|1.3775108165248184e-08,1,-1.0185019760911018e-07|Running
-14.029253959655762,7.794587135314941,124.92024993896484|0.1366528570652008,-7.298499582475415e-08,-0.9906190037727356|9.770119824281664e-09,1,-7.232839749349296e-08|Running
-13.947824478149414,7.794587135314941,124.32579803466797|0.1365205943584442,-4.329580249873288e-08,-0.9906372427940369|5.779343670297976e-09,1,-4.290854604960259e-08|Running
-13.866394996643066,7.794587135314941,123.7313461303711|0.1364070177078247,-1.3689056999055538e-08,-0.990652859210968|1.7998392776163996e-09,1,-1.3570391033113083e-08|Running
-13.784964561462402,7.794587135314941,123.13689422607422|0.1363094598054886,1.585026865313921e-08,-0.9906663298606873|-2.1703696617692003e-09,1,1.5700974742571816e-08|Running
-13.703534126281738,7.794587135314941,122.54244232177734|0.13622567057609558,4.533328734623865e-08,-0.9906778335571289|-6.132723218144065e-09,1,4.4916571795283744e-08|Running
-13.622103691101074,7.794587135314941,121.94799041748047|0.1361536979675293,7.476818808527241e-08,-0.9906877279281616|-1.008838257376965e-08,1,7.408451807577876e-08|Running
-13.54067325592041,7.794587135314941,121.3535385131836|0.13609188795089722,1.0416105311605861e-07,-0.9906961917877197|-1.4038143092420796e-08,1,1.0321082299924456e-07|Running
-13.45924186706543,7.794587135314941,120.75908660888672|0.13603879511356354,9.851826376916506e-08,-0.9907035231590271|-1.326974174986617e-08,1,9.762059249851518e-08|Running
-13.377811431884766,7.794587135314941,120.16463470458984|0.13599319756031036,5.788799128936262e-08,-0.9907097816467285|-7.790053935252672e-09,1,5.7361500438446456e-08|Running
-13.29638385772705,7.794587135314941,119.57018280029297|0.13595402240753174,1.7285643139075546e-08,-0.9907151460647583|-2.31432983888169e-09,1,1.713005026715564e-08|Running
-13.214956283569336,7.794587135314941,118.9757308959961|0.13592039048671722,-2.3287027417495665e-08,-0.990719735622406|3.157228700700898e-09,1,-2.30720100802273e-08|Running
-13.133528709411621,7.794587135314941,118.38127899169922|0.13589149713516235,-6.382872186350141e-08,-0.990723729133606|8.624429170822623e-09,1,-6.324339807406432e-08|Running
-13.052101135253906,7.794587135314941,117.78682708740234|0.1358666718006134,-1.043385111643147e-07,-0.9907271265983582|1.4087187416578217e-08,1,-1.033831935615126e-07|Running
-12.970672607421875,7.794587135314941,117.19237518310547|0.1358453631401062,-9.044373427968821e-08,-0.9907300472259521|1.220721745909259e-08,1,-8.961617936620314e-08|Running
-12.88924503326416,7.794587135314941,116.5979232788086|0.13582704961299896,-5.844607642302435e-08,-0.9907325506210327|7.884104036293138e-09,1,-5.7911897499707266e-08|Running
-12.807816505432129,7.794587135314941,116.00347137451172|0.13581129908561707,-2.6476854486645607e-08,-0.9907346963882446|3.564910366904428e-09,1,-2.623578154725692e-08|Running
-12.726387977600098,7.794587135314941,115.40901947021484|0.13579778373241425,5.464238839181235e-09,-0.9907366037368774|-7.504329935237308e-10,1,5.4124695836321735e-09|Running
-12.644960403442383,7.794587135314941,114.81456756591797|0.13578616082668304,3.737745757348421e-08,-0.9907381534576416|-5.061958407992506e-09,1,3.703310724745279e-08|Running
-12.563531875610352,7.794587135314941,114.2201156616211|0.13577619194984436,6.926297402287673e-08,-0.9907395243644714|-9.369690801008801e-09,1,6.862629930992625e-08|Running
-12.48210334777832,7.794587135314941,113.62566375732422|0.1357676237821579,1.0112091075598073e-07,-0.9907407164573669|-1.3673663090685295e-08,1,1.0019218166235078e-07|Running
-12.400674819946289,7.794587135314941,113.03121185302734|0.13576027750968933,9.787594734689264e-08,-0.9907417297363281|-1.3232253515127468e-08,1,9.697737368696835e-08|Running
-12.319247245788574,7.794587135314941,112.43675994873047|0.13575395941734314,5.957311444149127e-08,-0.990742564201355|-8.051603828107545e-09,1,5.902651167843942e-08|Running
-12.25817584991455,7.794587135314941,111.99092102050781|0.13574984669685364,3.086737976332188e-08,-0.9907431602478027|-4.1690273455685656e-09,1,3.058455178006625e-08|Running
-12.156390190124512,7.794587135314941,111.24785614013672|0.1357438862323761,-1.6934762925302493e-08,-0.9907439351081848|2.296391077294402e-09,1,-1.6778342271095426e-08|Running
-12.07496166229248,7.794587135314941,110.65340423583984|0.13573986291885376,-5.513978962312649e-08,-0.9907445311546326|7.463746953817463e-09,1,-5.463231289581927e-08|Running
-11.99353313446045,7.794587135314941,110.05895233154297|0.1357364058494568,-9.331222372566117e-08,-0.9907450079917908|1.2626676593185948e-08,1,-9.245398757684598e-08|Running
-11.912104606628418,7.794587135314941,109.4645004272461|0.1357334703207016,-9.619309793151842e-08,-0.9907453656196594|1.3014874511441121e-08,1,-9.530858591233482e-08|Running
-11.830676078796387,7.794587135314941,108.87004852294922|0.13573095202445984,-6.382762052226099e-08,-0.9907457232475281|8.63447890964153e-09,1,-6.32409040690618e-08|Running
-11.749247550964355,7.794587135314941,108.27559661865234|0.13572879135608673,-3.1489822305275084e-08,-0.990746021270752|4.257836749843591e-09,1,-3.120064206996176e-08|Running
-11.667819023132324,7.794587135314941,107.68114471435547|0.1357269287109375,8.203203116785573e-10,-0.990746259689331|-1.1505556923863125e-10,1,8.122202355131947e-10|Running
-11.586390495300293,7.794587135314941,107.0866928100586|0.13572533428668976,3.310281826429673e-08,-0.9907464981079102|-4.484201010512834e-09,1,3.279768989727927e-08|Running
-11.504961967468262,7.794587135314941,106.49224090576172|0.13572396337985992,6.535771035487414e-08,-0.9907466769218445|-8.849605492855517e-09,1,6.475581670883912e-08|Running
-11.42353343963623,7.794587135314941,105.89778900146484|0.13572277128696442,9.758503694001774e-08,-0.9907468557357788|-1.3211272076318892e-08,1,9.668661959949532e-08|Running
-11.3421049118042,7.794587135314941,105.30333709716797|0.13572174310684204,1.1163653823587083e-07,-0.9907469749450684|-1.5112517459670016e-08,1,1.1060890869885043e-07|Running
-11.260676383972168,7.794587135314941,104.7088851928711|0.1357208788394928,7.125450451894721e-08,-0.9907470941543579|-9.645218845832915e-09,1,7.059868778469536e-08|Running
-11.179247856140137,7.794587135314941,104.11443328857422|0.1357201337814331,3.0906964099131073e-08,-0.9907472133636475|-4.182596047286324e-09,1,3.062264752884403e-08|Running
-11.097819328308105,7.794587135314941,103.51998138427734|0.13571949303150177,-9.406100787145988e-09,-0.990747332572937|1.2753600397985565e-09,1,-9.319236937699316e-09|Running
-11.016390800476074,7.794587135314941,102.92552947998047|0.1357189416885376,-4.96847185615934e-08,-0.9907473921775818|6.728651413823172e-09,1,-4.92269940366441e-08|Running
-10.934962272644043,7.794587135314941,102.3310775756836|0.1357184499502182,-8.992890343506588e-08,-0.9907474517822266|1.2177282293635017e-08,1,-8.910063087341769e-08|Running
-10.853533744812012,7.794587135314941,101.73662567138672|0.13571803271770477,-9.50191534343503e-08,-0.9907475113868713|1.2865990939303629e-08,1,-9.414407031727023e-08|Running
-10.77210521697998,7.794587135314941,101.14217376708984|0.13571768999099731,-6.500049920532547e-08,-0.9907475709915161|8.800877360215509e-09,1,-6.440193800472116e-08|Running
-10.69067668914795,7.794587135314941,100.54772186279297|0.13571737706661224,-3.5007499121775254e-08,-0.9907475709915161|4.7392392232836755e-09,1,-3.4685221805830224e-08|Running
-10.609248161315918,7.794587135314941,99.9532699584961|0.13571712374687195,-5.040130091060746e-09,-0.9907476305961609|6.810726982386939e-10,1,-4.993902180672194e-09|Running
-10.527819633483887,7.794587135314941,99.35881805419922|0.13571690022945404,2.490162920310013e-08,-0.9907476305961609|-3.373625823144266e-09,1,2.4672045739748683e-08|Running
-10.446391105651855,7.794587135314941,98.76436614990234|0.13571672141551971,5.4817789418848406e-08,-0.9907476902008057|-7.424859393978522e-09,1,5.431262906085976e-08|Running
-10.364962577819824,7.794587135314941,98.16991424560547|0.1357165426015854,8.470838963603455e-08,-0.9907476902008057|-1.1472632621689627e-08,1,8.392788686251151e-08|Running
-10.283534049987793,7.794587135314941,97.5754623413086|0.13571640849113464,1.1457343873644277e-07,-0.9907477498054504|-1.551694772672363e-08,1,1.1351782802648813e-07|Running
-10.202105522155762,7.794587135314941,96.98101043701172|0.1357162892818451,9.060443062480772e-08,-0.9907477498054504|-1.2270544580417209e-08,1,8.976969212426411e-08|Running
-10.12067699432373,7.794587135314941,96.38655853271484|0.13571617007255554,4.8727379464708065e-08,-0.9907477498054504|-6.598864121798442e-09,1,4.827849053867794e-08|Running
-10.0392484664917,7.794587135314941,95.79210662841797|0.13571609556674957,6.886104131353932e-09,-0.9907477498054504|-9.320298977044672e-10,1,6.822738374268056e-09|Running
-9.957819938659668,7.794587135314941,95.1976547241211|0.1357160359621048,-3.4919409586109396e-08,-0.9907477498054504|4.729961755600698e-09,1,-3.4597583464801573e-08|Running
-9.876391410827637,7.794587135314941,94.60320281982422|0.13571597635746002,-7.668917589853663e-08,-0.9907478094100952|1.038711427980843e-08,1,-7.598248430440435e-08|Running
-9.794962882995605,7.794587135314941,94.00875091552734|0.13571591675281525,-1.0095226343764807e-07,-0.9907478094100952|1.3673150611737128e-08,1,-1.0002202088799095e-07|Running
-9.713534355163574,7.794587135314941,93.41429901123047|0.13571585714817047,-7.280402058995605e-08,-0.9907478094100952|9.860560368224469e-09,1,-7.213317587684287e-08|Running
-9.632105827331543,7.794587135314941,92.8198471069336|0.1357157975435257,-4.4679826061155836e-08,-0.9907478094100952|6.0512266308876406e-09,1,-4.426815536362483e-08|Running
-9.550677299499512,7.794587135314941,92.22539520263672|0.13571573793888092,-1.6579662087679026e-08,-0.9907478094100952|2.2451465131467785e-09,1,-1.6426946913838947e-08|Running
-9.46924877166748,7.794587135314941,91.63094329833984|0.13571573793888092,1.1496474883188057e-08,-0.9907478094100952|-1.5576823164664688e-09,1,1.1390459242477391e-08|Running
-9.38782024383545,7.794587135314941,91.03649139404297|0.13571573793888092,3.9548609720441164e-08,-0.9907478094100952|-5.357263521688083e-09,1,3.918408353342784e-08|Running
-9.306392669677734,7.794587135314941,90.4420394897461|0.13571573793888092,6.757677084578972e-08,-0.9907478094100952|-9.15359965603102e-09,1,6.695395171618657e-08|Running
