mount feels|false|16760
317.31842041015625,337.45574951171875,-256.72918701171875|-0.9063683748245239,-1.9920305405207728e-08,0.4224883019924164|8.080623947748222e-10,1,4.8883499914609274e-08|Freefall
316.9217224121094,337.44964599609375,-256.5442810058594|-0.9056276679039001,-1.2573304175589328e-08,0.4240737855434418|-8.779599269814753e-10,1,2.7773937816277794e-08|Landed
316.5686340332031,337.44952392578125,-256.3790283203125|-0.9056272506713867,-5.232574373792431e-09,0.42407462000846863|-2.6480002635054234e-09,1,6.683901432325001e-09|Landed
316.20916748046875,337.44952392578125,-256.210693359375|-0.9056272506713867,2.10189332605637e-09,0.42407462000846863|-4.416541354856918e-09,1,-1.4388113811492076e-08|Running
315.84869384765625,338.3251953125,-256.0418701171875|-0.9048853516578674,9.464685035709408e-09,0.4256553649902344|-6.208683345221289e-09,1,-3.543437543385153e-08|Jumping
315.4658508300781,339.1497802734375,-255.8624725341797|-0.9048853516578674,1.682118444534808e-08,0.4256553649902344|-7.974195526117e-09,1,-5.6470373266392926e-08|Freefall
315.0471496582031,339.91986083984375,-255.66600036621094|-0.9048853516578674,2.4171395551775277e-08,0.4256553649902344|-9.738195139163963e-09,1,-7.748838726229224e-08|Freefall
314.5924987792969,340.63543701171875,-255.45240783691406|-0.9042092561721802,3.1522311871867714e-08,0.427089661359787|-1.1760361573465161e-08,1,-9.870559836144821e-08|Freefall
314.10223388671875,341.2965087890625,-255.22134399414062|-0.9041678309440613,3.88508638593521e-08,0.427177369594574|-1.3915879115700136e-08,1,-1.204023334366866e-07|Freefall
313.71923828125,341.75653076171875,-255.04039001464844|-0.9041435122489929,4.434661704522114e-08,0.4272288978099823|-1.5539137976361417e-08,1,-1.3668604026406683e-07|Freefall
313.078857421875,342.45513916015625,-254.73780822753906|-0.9041413068771362,5.349955500832948e-08,0.42723357677459717|-1.8230739584623734e-08,1,-1.6380435852170194e-07|Freefall
312.5665283203125,342.9527282714844,-254.4956817626953|-0.9041405916213989,4.9368765075996635e-08,0.4272350072860718|-1.6582024642275428e-08,1,-1.5064600233927194e-07|Freefall
312.05419921875,343.3957824707031,-254.25355529785156|-0.9041405916213989,3.380012003617594e-08,0.4272350072860718|-1.1136600086558701e-08,1,-1.0268159655879572e-07|Freefall
311.5418701171875,343.78436279296875,-254.0114288330078|-0.9041408896446228,1.824482431800334e-08,0.4272344708442688|-5.695756311041578e-09,1,-5.4758203305027564e-08|Freefall
311.029541015625,344.1184387207031,-253.76930236816406|-0.9041409492492676,2.7028288496211417e-09,0.42723435163497925|-2.596222126172165e-10,1,-6.875767066816252e-09|Freefall
310.5172119140625,344.39801025390625,-253.5271759033203|-0.9041408896446228,-1.282588524276207e-08,0.4272344410419464|5.171854944308052e-09,1,4.096573036349582e-08|Freefall
310.0048828125,344.6230773925781,-253.28504943847656|-0.9041408896446228,-2.8341334612491664e-08,0.4272344708442688|1.0598681043916258e-08,1,8.876632762166992e-08|Freefall
309.3644714355469,344.8277893066406,-252.98239135742188|-0.9041408896446228,-4.7717012563452954e-08,0.42723435163497925|1.7375665350982672e-08,1,1.484596481304834e-07|Freefall
308.980224609375,344.90972900390625,-252.80079650878906|-0.9041405916213989,-4.2068030836617254e-08,0.42723503708839417|1.5221363725004267e-08,1,1.306781456378303e-07|Freefall
308.4678955078125,344.9713134765625,-252.5586700439453|-0.9041408896446228,-3.454170283134772e-08,0.4272344708442688|1.2350876765765406e-08,1,1.0698724395297177e-07|Freefall
307.95556640625,344.9783935546875,-252.31654357910156|-0.9041409492492676,-2.7021815895977852e-08,0.42723435163497925|9.482912233238494e-09,1,8.331658563065503e-08|Freefall
307.5351257324219,344.9764404296875,-252.1178741455078|-0.9041409492492676,-1.9508345161511897e-08,0.42723435163497925|6.617420389432027e-09,1,5.966614224917066e-08|Landed
307.1285400390625,344.9764099121094,-251.92575073242188|-0.9041405320167542,-1.2001270199846203e-08,0.4272352159023285|3.754435429215164e-09,1,3.6035903150377635e-08|Landed
306.71258544921875,344.9764099121094,-251.7292022705078|-0.9041403532028198,-4.5005954518728686e-09,0.4272356331348419|8.938590978502248e-10,1,1.242585856431333e-08|Running
306.29534912109375,345.84185791015625,-251.5320587158203|-0.9033926129341125,3.0330502553965744e-09,0.4288144111633301|-1.942582317226993e-09,1,-1.1165587565642454e-08|Jumping
305.8558044433594,346.65283203125,-251.3240966796875|-0.9033926129341125,1.0560254892766352e-08,0.4288143515586853|-4.79828399235771e-09,1,-3.473528664699188e-08|Freefall
305.3805236816406,347.4092712402344,-251.09884643554688|-0.9033929705619812,1.8081008690273848e-08,0.4288136661052704|-7.651518529883106e-09,1,-5.828484006542567e-08|Freefall
304.87420654296875,348.1112365722656,-250.8585662841797|-0.9033928513526917,2.559534273416375e-08,0.4288138747215271|-1.0502353653407681e-08,1,-8.181427091358273e-08|Freefall
304.3623962402344,348.7586669921875,-250.61563110351562|-0.9033925533294678,3.310326590622026e-08,0.42881447076797485|-1.3350799576983263e-08,1,-1.0532358629689043e-07|Freefall
303.8504333496094,349.35162353515625,-250.37265014648438|-0.9033929109573364,4.06047568901613e-08,0.42881378531455994|-1.6196667118606456e-08,1,-1.2881281463705818e-07|Freefall
303.3384704589844,349.89007568359375,-250.12966918945312|-0.9033929109573364,4.809984233133946e-08,0.42881378531455994|-1.9040179211060604e-08,1,-1.52281955934086e-07|Freefall
302.8265075683594,350.3740234375,-249.88668823242188|-0.9033929109573364,5.5588518677041066e-08,0.42881378531455994|-2.188126302371529e-08,1,-1.7573105992596538e-07|Freefall
302.3145446777344,350.803466796875,-249.64370727539062|-0.9033929109573364,4.065712388978682e-08,0.42881378531455994|-1.594167287066739e-08,1,-1.2839772978168185e-07|Freefall
301.8025817871094,351.17840576171875,-249.40072631835938|-0.9033929109573364,2.573849045006682e-08,0.42881378531455994|-1.0007157769109654e-08,1,-8.110486504619985e-08|Freefall
301.2906188964844,351.4988708496094,-249.15774536132812|-0.9033929109573364,1.083260237066952e-08,0.42881378531455994|-4.077712834060776e-09,1,-3.3852408876100526e-08|Freefall
300.7786560058594,351.7648010253906,-248.91476440429688|-0.9033932685852051,-4.060507041714345e-09,0.4288129508495331|1.8466946860584699e-09,1,1.335966715032555e-08|Freefall
300.2666931152344,351.97625732421875,-248.67178344726562|-0.9033932685852051,-1.8940896850949684e-08,0.42881307005882263|7.766002063647193e-09,1,6.053139145478781e-08|Freefall
299.7547302246094,352.1332092285156,-248.42880249023438|-0.9033933281898499,-3.3808571942017807e-08,0.4288129508495331|1.3680236499169496e-08,1,1.0766281377527775e-07|Freefall
299.2427673339844,352.23565673828125,-248.18582153320312|-0.9033932685852051,-4.321433522136431e-08,0.42881304025650024|1.740167832053885e-08,1,1.3743726867687656e-07|Freefall
298.7308044433594,352.2835998535156,-247.94284057617188|-0.9033933281898499,-3.6271373460294853e-08,0.4288129210472107|1.4559462080399044e-08,1,1.1525840903914286e-07|Freefall
298.2187805175781,352.2770690917969,-247.6998291015625|-0.9027119874954224,-2.9295671666318412e-08,0.4302453398704529|1.1795775911593864e-08,1,9.283972701723542e-08|Freefall
297.7860107421875,352.2731018066406,-247.49368286132812|-0.9026702642440796,-2.2361604123943835e-08,0.4303329288959503|8.590981259715136e-09,1,6.998401858027137e-08|Landed
297.3731384277344,352.27301025390625,-247.29684448242188|-0.902646005153656,-1.5438924805266652e-08,0.43038374185562134|5.3623554485682234e-09,1,4.7118955848191035e-08|Landed
296.9555358886719,352.27301025390625,-247.09771728515625|-0.9026432037353516,-8.522484051809442e-09,0.4303896725177765|2.132180210168144e-09,1,2.427354317546815e-08|Running
296.6416931152344,352.9272155761719,-246.9480743408203|-0.9026429653167725,-3.3390459286408714e-09,0.4303900897502899|-2.888840833215056e-10,1,7.1523174050014404e-09|Jumping
296.08502197265625,353.9494323730469,-246.68264770507812|-0.9026426076889038,5.292654758903836e-09,0.4303908944129944|-4.320561686199653e-09,1,-2.1358671276061614e-08|Freefall
295.599365234375,354.70587158203125,-246.45108032226562|-0.9026427865028381,1.219137146790672e-08,0.4303905665874481|-7.542798385884453e-09,1,-4.4145540556428386e-08|Freefall
295.2174987792969,355.2374572753906,-246.2689971923828|-0.9026428461074829,1.736154331410944e-08,0.4303904175758362|-9.957664914850284e-09,1,-6.122292006693897e-08|Freefall
294.5782470703125,356.0552673339844,-245.96417236328125|-0.902642548084259,2.5971152339820947e-08,0.4303910732269287|-1.3979063240299183e-08,1,-8.966090092599188e-08|Freefall
294.0668640136719,356.6482238769531,-245.72030639648438|-0.903323769569397,3.2818174844351233e-08,0.4289594292640686|-1.716173336774318e-08,1,-1.1264650368048024e-07|Freefall
293.5552978515625,357.1866760253906,-245.477294921875|-0.9060682058334351,3.930675163132946e-08,0.42313164472579956|-2.240172491951853e-08,1,-1.4086452893025125e-07|Freefall
293.0429992675781,357.6706237792969,-245.23782348632812|-0.9160553216934204,2.823531630724574e-08,0.40105196833610535|-4.224850869150032e-08,1,-1.6690427173671196e-07|Freefall
292.5262756347656,358.1000671386719,-245.01080322265625|-0.9324204921722412,1.0616293399934307e-09,0.3613751530647278|-9.495781227997213e-08,1,-2.4794798036964494e-07|Freefall
292.00250244140625,358.4750061035156,-244.8040313720703|-0.9535219669342041,-2.6038811995476863e-08,0.3013235032558441|-2.0145563439655234e-07,1,-5.510806886377395e-07|Freefall
291.60394287109375,358.720458984375,-244.66697692871094|-0.9751007556915283,-5.346499776237579e-08,0.22176231443881989|-2.66446818386612e-07,1,-9.304894206252357e-07|Freefall
290.925537109375,359.0614013671875,-244.4860382080078|-0.9875050187110901,-6.901719729057731e-08,0.1575877070426941|-2.7871277552549145e-07,1,-0.0000013085605132800993|Freefall
290.3730773925781,359.2728576660156,-244.3841552734375|-0.9968528151512146,-6.370949279244087e-08,0.07927458733320236|-1.7481360714555194e-07,1,-0.000001394569835611037|Freefall
289.8149719238281,359.4298095703125,-244.32115173339844|-0.9999906420707703,-6.317695522284339e-08,0.0043210736475884914|-6.948094721792586e-08,1,-0.000001458745714444376|Freefall
289.25341796875,359.5322570800781,-244.2978057861328|-0.9982171058654785,-5.6908930901045096e-08,-0.05968731641769409|2.3082492361936602e-08,1,-0.0000013394850384429446|Freefall
288.6899108886719,359.5802001953125,-244.3143310546875|-0.9959751963615417,-3.522253777532569e-08,-0.08962941914796829|4.247588947237091e-08,1,-8.649778919789242e-07|Freefall
288.12603759765625,359.57366943359375,-244.3631591796875|-0.9956273436546326,-1.2888065725746856e-08,-0.0934143140912056|1.6982438566515157e-08,1,-3.189687447502365e-07|Freefall
287.5884704589844,359.5697021484375,-244.4141845703125|-0.9955224990844727,5.010859283061109e-09,-0.09452490508556366|-6.784612871513218e-09,1,1.244655436494213e-07|Landed
287.05767822265625,359.5696105957031,-244.4646453857422|-0.9955102801322937,6.266467789117769e-09,-0.09465337544679642|-8.462392564467791e-09,1,1.5520700458182546e-07|Landed
286.52960205078125,359.5696105957031,-244.51486206054688|-0.9955089092254639,1.0159362240358405e-09,-0.09466817229986191|-1.3383356645135791e-09,1,2.4805181908504892e-08|Running
285.9953918457031,359.5696105957031,-244.56565856933594|-0.9955087304115295,-2.7464335250471095e-09,-0.09466984122991562|3.758558797528622e-09,1,-6.853409217910666e-08|Running
285.4600524902344,359.5696105957031,-244.61656188964844|-0.9955087304115295,-3.6042977491490547e-09,-0.09467004239559174|4.902300343445631e-09,1,-8.962265241052592e-08|Running
284.9245300292969,359.5696105957031,-244.66746520996094|-0.9955086708068848,-3.0437175002617778e-09,-0.09467015415430069|4.1197814049098724e-09,1,-7.547252067752197e-08|Running
284.3887939453125,359.5696105957031,-244.7184295654297|-0.9955086708068848,-2.4836159795427193e-09,-0.09467015415430069|3.337921050672321e-09,1,-6.133448948730802e-08|Running
283.8486633300781,359.5696105957031,-244.76980590820312|-0.9955086708068848,-1.9239927429026693e-09,-0.09467015415430069|2.5567308270524336e-09,1,-4.720854462902935e-08|Running
283.3037414550781,359.5696105957031,-244.82162475585938|-0.9955086708068848,-1.3648465690963008e-09,-0.09467015415430069|1.7762096238271852e-09,1,-3.3094682549972276e-08|Running
282.75469970703125,359.5696105957031,-244.8738250732422|-0.9955086708068848,-8.061775691459161e-10,-0.09467015415430069|9.963571079296685e-10,1,-1.899288903928209e-08|Running
282.19952392578125,359.3703308105469,-244.92662048339844|-0.9955086708068848,-2.479851324288518e-10,-0.09467015415430069|2.1717268261500777e-10,1,-4.903154771085383e-09|Running
281.6434020996094,359.0867919921875,-244.97947692871094|-0.9955086708068848,3.0973118514410203e-10,-0.09467015415430069|-5.613442488616727e-10,1,9.174530468669673e-09|Running
281.08758544921875,358.74871826171875,-245.03233337402344|-0.9955086708068848,8.669717166398527e-10,-0.09467015415430069|-1.3391943110008242e-09,1,2.3240177782213323e-08|Running
280.5321350097656,358.3561706542969,-245.08514404296875|-0.9955086708068848,1.4237370171699126e-09,-0.09467015415430069|-2.1163779617694445e-09,1,3.729379827177581e-08|Running
280.1159973144531,358.3016662597656,-245.1247100830078|-0.9955086708068848,1.8409992419421428e-09,-0.09467015415430069|-2.6988287160634172e-09,1,4.7826123505956275e-08|Running
279.42340087890625,358.3804931640625,-245.19056701660156|-0.9953417778015137,2.566509227364122e-09,-0.09640941768884659|-3.752308685989192e-09,1,6.53601972544493e-08|Running
279.0085754394531,358.4524841308594,-245.23060607910156|-0.9948229193687439,3.0565672215487893e-09,-0.10162338614463806|-4.6761789995741765e-09,1,7.585396843978742e-08|Running
278.31793212890625,358.58319091796875,-245.30072021484375|-0.9940885901451111,3.995000774636992e-09,-0.10857177525758743|-6.174320166252301e-09,1,9.33283246240535e-08|Running
277.76544189453125,358.6920166015625,-245.36045837402344|-0.9938973784446716,4.769475925314737e-09,-0.11030840873718262|-7.111229383127693e-09,1,1.0731102406680293e-07|Running
277.2135925292969,358.8034973144531,-245.42153930664062|-0.9938973784446716,5.543288938980595e-09,-0.11030840873718262|-7.884429997773168e-09,1,1.2129268611715815e-07|Running
276.6663818359375,358.9194030761719,-245.48226928710938|-0.9937032461166382,5.5114033337133606e-09,-0.11204411834478378|-7.7339921134012e-09,1,1.1778125497130532e-07|Running
276.12457275390625,359.04754638671875,-245.543212890625|-0.9933058023452759,2.796898934676051e-09,-0.11551462113857269|-4.380453333396872e-09,1,6.187985945871333e-08|Running
275.5887451171875,359.19384765625,-245.60523986816406|-0.9928961396217346,-1.1051398685069103e-10,-0.11898406594991684|-8.349003155494472e-10,1,6.0382481237297725e-09|Running
275.06378173828125,359.3619384765625,-245.66786193847656|-0.9915947318077087,-3.600366005329647e-09,-0.1293829381465912|2.8603568402729707e-09,1,-4.974906886445751e-08|Running
274.5399475097656,359.5472717285156,-245.73538208007812|-0.9896899461746216,-7.865887496905088e-09,-0.1432262361049652|7.310519745118427e-09,1,-1.0543484307845574e-07|Running
274.0008544921875,359.7308349609375,-245.81228637695312|-0.9861827492713928,-7.265419821322894e-09,-0.16566120088100433|7.175960714533858e-09,1,-8.657566752390267e-08|Running
273.45343017578125,359.8952941894531,-245.90235900878906|-0.9824939966201782,-6.271347885444811e-09,-0.18629424273967743|6.464409452178188e-09,1,-6.775620420285122e-08|Running
272.89996337890625,360.02667236328125,-246.0055389404297|-0.9761521816253662,-4.688323507195946e-09,-0.21708743274211884|6.068809010884024e-09,1,-4.8885393511000075e-08|Running
272.3470764160156,360.11932373046875,-246.12579345703125|-0.9684111475944519,-2.4863080483328304e-09,-0.24935880303382874|5.167392291838269e-09,1,-3.003891535513503e-08|Running
