Mt Newbie|true|53710
6439.939453125,3222.660400390625,4304.44482421875|-0.7695004343986511,0,-0.6386463046073914|7.927892120562774e-09,1,-9.5522620924271e-09|Running
6439.64013671875,3223.484619140625,4304.22607421875|-0.7540269494056702,0,-0.6568434238433838|2.2868876570214525e-08,1,-2.6252449103481013e-08|Running
6439.31689453125,3224.2548828125,4303.97607421875|-0.739298939704895,0,-0.6733773350715637|3.760521849471843e-08,1,-4.128665764824291e-08|Running
6438.88623046875,3225.14111328125,4303.61474609375|-0.7285009622573853,0,-0.6850447654724121|5.4734208276840945e-08,1,-5.8206303776842105e-08|Running
6438.5263671875,3225.78857421875,4303.28515625|-0.7172863483428955,0,-0.6967785358428955|6.80539216091347e-08,1,-7.005690605410564e-08|Freefall
6438.25732421875,3226.23828125,4303.02490234375|-0.7022066712379456,0,-0.7119731307029724|7.815837932412251e-08,1,-7.708624849556145e-08|Freefall
6437.9052734375,3226.7900390625,4302.66943359375|-0.6855474710464478,0,-0.7280279397964478|8.984466148831416e-08,1,-8.460222034045728e-08|Freefall
6437.4765625,3227.403564453125,4302.21435546875|-0.6612661480903625,0,-0.7501512765884399|5.60668667048958e-08,1,-4.9423526604641665e-08|Freefall
6437.22802734375,3227.73095703125,4301.93359375|-0.6319338083267212,0,-0.7750223278999329|2.6925688345613707e-08,1.0000001192092896,-2.1954532414270034e-08|Freefall
6436.9150390625,3228.11962890625,4301.576171875|-0.6249331831932068,0,-0.7806782126426697|-8.102164272827395e-09,1.0000001192092896,6.485785242205111e-09|Freefall
6436.56005859375,3228.528564453125,4301.17138671875|-0.6240993142127991,0,-0.781345009803772|-5.244816136951158e-08,1,4.189296731738068e-08|Freefall
6436.3671875,3228.73291015625,4300.951171875|-0.6238612532615662,0,-0.7815350890159607|-7.908207066975592e-08,1,6.312734512903262e-08|Freefall
6436.1328125,3228.9580078125,4300.68359375|-0.6238612532615662,0,-0.7815350890159607|-1.1453585102572106e-07,1,9.142836887576777e-08|Freefall
6435.92431640625,3229.12890625,4300.4453125|-0.6238612532615662,0,-0.7815350890159607|-9.544008605644194e-08,1,7.61851524089252e-08|Freefall
6435.70068359375,3229.265625,4300.18994140625|-0.6238612532615662,0,-0.7815350890159607|-7.159350445817836e-08,1,5.714959527836072e-08|Freefall
6435.5859375,3229.306640625,4300.0595703125|-0.6238612532615662,0,-0.7815350890159607|-5.7297789624044526e-08,1,4.573802314666864e-08|Freefall
6435.427734375,3229.306640625,4299.87890625|-0.6238612532615662,0,-0.7815350890159607|-3.349197896795886e-08,1,2.6735008873401966e-08|Freefall
6435.3525390625,3229.265869140625,4299.79248046875|-0.6238612532615662,0,-0.7815350890159607|-1.9220694369437297e-08,1,1.53429411398065e-08|Freefall
6435.27490234375,3229.164306640625,4299.7041015625|-0.6238612532615662,0,-0.7815350890159607|-2.0655462062979524e-10,1,1.6488245491164122e-10|Freefall
6435.21484375,3228.96044921875,4299.6357421875|-0.6238612532615662,0,-0.7815350890159607|1.4046094953812371e-08,1,-1.1212311079589199e-08|Freefall
6435.19580078125,3228.73583984375,4299.6142578125|-0.6142786145210266,0,-0.7890892028808594|2.3453988973187734e-08,1,-1.825811857258941e-08|Freefall
6435.1943359375,3228.45654296875,4299.61279296875|-0.5990621447563171,0,-0.8007025122642517|3.270131898602813e-08,1.0000001192092896,-2.4466167758419033e-08|Freefall
6435.1943359375,3228.211181640625,4299.61279296875|-0.5903471112251282,0,-0.8071494698524475|3.950054505708067e-08,1,-2.8890601910802616e-08|Freefall
6435.1943359375,3227.837158203125,4299.61279296875|-0.588926374912262,0,-0.8081866502761841|4.8199169100371364e-08,1,-3.512277757522497e-08|Freefall
6435.1943359375,3227.292724609375,4299.61279296875|-0.5878232717514038,0,-0.8089893460273743|5.9013636644067446e-08,1,-4.28801563145953e-08|Freefall
6435.1943359375,3226.925048828125,4299.61279296875|-0.5878232717514038,0,-0.8089893460273743|6.546823527742163e-08,1,-4.7570161143539735e-08|Freefall
6435.1943359375,3226.386962890625,4299.61279296875|-0.5863993763923645,0,-0.8100221157073975|7.411594538098143e-08,1.0000001192092896,-5.365476241081524e-08|Freefall
6435.1943359375,3225.637451171875,4299.61279296875|-0.5806836485862732,0,-0.8141292333602905|7.693257941809861e-08,1,-5.487272858317738e-08|Freefall
6435.1943359375,3224.977294921875,4299.61279296875|-0.5735933780670166,0,-0.8191401362419128|5.3576520997467014e-08,1,-3.75163367039022e-08|Freefall
6435.1943359375,3224.4462890625,4299.61279296875|-0.5663630366325378,0,-0.824155867099762|3.607608434208487e-08,1,-2.479162297674975e-08|Freefall
6435.1943359375,3223.6904296875,4299.61279296875|-0.5620028376579285,0,-0.8271353244781494|1.247982250873747e-08,1,-8.479501545366475e-09|Freefall
6435.1943359375,3222.668701171875,4299.61279296875|-0.557626485824585,0,-0.8300919532775879|-1.705875973811999e-08,1.0000001192092896,1.145947248204493e-08|Freefall
6435.1943359375,3222.0146484375,4299.61279296875|-0.5532344579696655,0,-0.8330255746841431|-3.4829103157107966e-08,1.0000001192092896,2.3130933612947047e-08|Freefall
6435.1806640625,3221.09521484375,4299.59228515625|-0.5467888712882996,0,-0.8372704982757568|-5.8596143048816884e-08,1,3.8266868784830876e-08|Freefall
6435.14501953125,3220.12158203125,4299.53857421875|-0.5381388068199158,0,-0.842856228351593|-8.27307644613029e-08,1,5.282115012050781e-08|Freefall
6435.087890625,3219.09326171875,4299.451171875|-0.5252953767776489,0,-0.8509199619293213|-1.0770488501066211e-07,1,6.648907202588816e-08|Freefall
6434.99755859375,3218.01025390625,4299.3505859375|-0.5715935230255127,0,-0.8205369114875793|-1.9780364368671144e-07,1,1.3779182950202085e-07|Freefall
6434.86572265625,3216.87255859375,4299.2490234375|-0.5781392455101013,0,-0.8159381151199341|-1.5661393604204932e-07,1,1.1097001362259107e-07|Freefall
6434.69482421875,3215.680419921875,4299.14453125|-0.5570639371871948,0,-0.83046954870224|1.1102834918119697e-07,1,-7.447580685493449e-08|Freefall
6434.48486328125,3214.434326171875,4299.03515625|-0.5342501997947693,0,-0.8453263640403748|4.1664813466013584e-07,1.0000001192092896,-2.633235567373049e-07|Freefall
6434.16748046875,3212.7998046875,4298.8896484375|-0.5297794938087463,0,-0.8481354117393494|6.315352152341802e-07,1,-3.944822992707486e-07|Freefall
6433.94775390625,3211.778076171875,4298.79541015625|-0.45072609186172485,0,-0.8926622867584229|6.285461608968035e-07,1,-3.1736766459289356e-07|Freefall
6433.53662109375,3210.0068359375,4298.62060546875|-0.46683287620544434,0,-0.884345531463623|6.780478543078061e-07,1.0000001192092896,-3.5793141250906046e-07|Freefall
6433.1171875,3208.981201171875,4298.4287109375|-0.32617124915122986,0,-0.9453107118606567|-9.146667707682354e-07,1,3.1559781632495287e-07|Landed
6432.7841796875,3208.96435546875,4298.25927734375|-0.264191597700119,0,-0.9644702076911926|-3.9114846117627167e-07,1,1.0714497733488315e-07|Landed
6432.34130859375,3209.1123046875,4297.8818359375|-0.23287436366081238,0,-0.9725067615509033|1.3778577567791217e-07,0.9999999403953552,-3.299388140476367e-08|Running
6432.12353515625,3209.19580078125,4297.4736328125|-0.21092934906482697,0,-0.9775013327598572|3.482986343783523e-08,1,-7.51573470125777e-09|Running
6432.00439453125,3209.243896484375,4296.99365234375|-0.1918889284133911,0,-0.981416642665863|-1.2902825474725432e-08,1,2.5227913091896426e-09|Running
6431.9072265625,3209.270751953125,4296.50341796875|-0.1782408058643341,0,-0.9839868545532227|-1.441075969665917e-08,1,2.610385907431123e-09|Running
6431.81689453125,3209.285400390625,4296.01123046875|-0.16796088218688965,0,-0.9857936501502991|-1.051281373065649e-08,1,1.7911877536747056e-09|Running
6431.75341796875,3209.291748046875,4295.64208984375|-0.16115130484104156,0,-0.986929714679718|-3.177679896992913e-09,1,5.18869003318656e-10|Running
6431.67236328125,3209.296630859375,4295.14794921875|-0.1557619720697403,0,-0.9877946376800537|4.320855673256574e-09,1,-6.813410391437458e-10|Running
6431.57470703125,3209.300048828125,4294.5302734375|-0.15425774455070496,0,-0.9880306124687195|1.0416187912198893e-08,1.0000001192092896,-1.6262428070845658e-09|Running
6431.51611328125,3209.301025390625,4294.15966796875|-0.15433217585086823,0,-0.9880189299583435|1.4080923094184072e-08,0.9999999403953552,-2.199491699883538e-09|Running
6431.43798828125,3210.176513671875,4293.66552734375|-0.15235072374343872,0,-0.9883264899253845|1.892088974386752e-08,1,-2.9166589143869714e-09|Running
6431.36181640625,3211.000732421875,4293.17138671875|-0.15235072374343872,0,-0.9883264899253845|2.3743631061279302e-08,1,-3.660085567958049e-09|Running
6431.28564453125,3211.77099609375,4292.67724609375|-0.15084651112556458,0,-0.9885571599006653|2.8526851991728108e-08,1.0000001192092896,-4.3529868598568555e-09|Running
6431.20947265625,3212.48681640625,4292.18310546875|-0.14743323624134064,0,-0.9890720248222351|3.31958993626813e-08,1,-4.948253362613286e-09|Running
6431.11669921875,3213.3046875,4291.5654296875|-0.14162646234035492,0,-0.9899201393127441|3.8812824953993186e-08,1.0000001192092896,-5.552895476768072e-09|Running
6431.0634765625,3213.75439453125,4291.19482421875|-0.1357450783252716,0,-0.9907438158988953|4.190212266053095e-08,1,-5.741148001447982e-09|Running
6430.9775390625,3214.435546875,4290.57470703125|-0.13088402152061462,0,-0.9913976192474365|2.6509656692041972e-08,1,-3.499797118777792e-09|Running
6430.91259765625,3214.919677734375,4290.07861328125|-0.1269795000553131,0,-0.9919052720069885|1.4164515782510989e-08,0.9999999403953552,-1.8132811918647462e-09|Running
6430.86474609375,3215.2470703125,4289.70654296875|-0.1264989674091339,0,-0.991966724395752|4.855987612017998e-09,1,-6.192520385361888e-10|Running
6430.80224609375,3215.6357421875,4289.21044921875|-0.12499618530273438,0,-0.9921572208404541|-7.487090059044021e-09,1,9.432554737287546e-10|Running
6430.73974609375,3215.9697265625,4288.71435546875|-0.1215706393122673,0,-0.9925827980041504|-1.975383945307385e-08,1,2.4194324321769045e-09|Running
6430.67919921875,3216.2490234375,4288.21826171875|-0.11814411729574203,0,-0.9929963946342468|-3.195989606297189e-08,1,3.802504977556964e-09|Running
6430.60546875,3216.52197265625,4287.59814453125|-0.11182490736246109,0,-0.9937279224395752|-4.713970369607523e-08,1,5.304664263405812e-09|Freefall
6430.5498046875,3216.67919921875,4287.10205078125|-0.10791230201721191,0,-0.9941604137420654|-5.931874724751651e-08,1,6.438822808263467e-09|Freefall
6430.5087890625,3216.76123046875,4286.72900390625|-0.10254926979541779,0,-0.9947279095649719|-6.84160568198422e-08,1.0000001192092896,7.053201578344215e-09|Freefall
6430.44482421875,3216.82958984375,4286.1064453125|-0.10105025768280029,0,-0.994881272315979|-7.530191226123861e-08,1,7.64842766898255e-09|Freefall
6430.39404296875,3216.82275390625,4285.6083984375|-0.10694693773984909,0,-0.9942647218704224|-5.406718273093247e-08,1,5.8156741644666e-09|Freefall
6430.34130859375,3216.76171875,4285.1103515625|-0.11182490736246109,0,-0.9937279224395752|-3.27932774268902e-08,1,3.6902507716263244e-09|Freefall
6430.29931640625,3216.680419921875,4284.73828125|-0.11230708658695221,0,-0.99367356300354|-1.6956080983732136e-08,1,1.9164121400905287e-09|Freefall
6430.228515625,3216.4765625,4284.1181640625|-0.11278917640447617,0,-0.9936189651489258|9.394931943518259e-09,1,-1.0664517047231925e-09|Freefall
6430.171875,3216.251953125,4283.6220703125|-0.11278917640447617,0,-0.9936189651489258|3.046272212259282e-08,1,-3.4579306085191774e-09|Freefall
6430.13134765625,3216.047607421875,4283.2646484375|-0.11278917640447617,0,-0.9936189651489258|4.6252058183426925e-08,1,-5.250233581222119e-09|Freefall
6430.0810546875,3215.727294921875,4282.822265625|-0.11278917640447617,0,-0.9936189651489258|6.728884471840502e-08,1,-7.638193189052345e-09|Freefall
6430.03515625,3215.353271484375,4282.4189453125|-0.11278917640447617,0,-0.9936189651489258|7.042314109639847e-08,1,-7.993977924058981e-09|Freefall
6429.994140625,3214.924560546875,4282.0546875|-0.11278917640447617,0,-0.9936189651489258|5.567789074234497e-08,1,-6.32019281354701e-09|Freefall
6429.95703125,3214.441162109375,4281.73095703125|-0.11278917640447617,0,-0.9936189651489258|4.09452383109965e-08,1,-4.647837670290755e-09|Freefall
6429.9248046875,3213.903076171875,4281.44677734375|-0.11278917640447617,0,-0.9936189651489258|2.6225171367855182e-08,1,-2.9769111620225885e-09|Freefall
6429.890625,3213.153564453125,4281.146484375|-0.11278917640447617,0,-0.9936189651489258|7.842775318067652e-09,1,-8.902609760497171e-10|Freefall
6429.87353515625,3212.66357421875,4280.99560546875|-0.11278917640447617,0,-0.9936189651489258|-3.1772378061845075e-09,1,3.6065941899643406e-10|Freefall
6429.8544921875,3211.96240234375,4280.82861328125|-0.11278917640447617,0,-0.9936189651489258|-1.7859603573811e-08,1,2.0273063228160026e-09|Freefall
6429.83984375,3211.20654296875,4280.70263671875|-0.11278917640447617,0,-0.9936189651489258|-3.2529424487393044e-08,1,3.6925289492728552e-09|Freefall
6429.830078125,3210.39599609375,4280.61572265625|-0.11278917640447617,0,-0.9936189651489258|-4.718671320347312e-08,1,5.356329157990558e-09|Freefall
6429.81884765625,3209.53076171875,4280.51904296875|-0.10935977101325989,0,-0.9940022230148315|-6.178141376267376e-08,1,6.797169049832519e-09|Freefall
6429.80322265625,3208.611328125,4280.38232421875|-0.10791230201721191,0,-0.9941604137420654|-7.640285559773474e-08,1,8.293237208079063e-09|Freefall
6429.78369140625,3207.6376953125,4280.20556640625|-0.10742966085672379,0,-0.9942126870155334|-9.092529040799491e-08,1,9.824932867275038e-09|Freefall
6429.76025390625,3206.609375,4279.98974609375|-0.10742966085672379,0,-0.9942126870155334|-6.784426886952133e-08,1,7.3309127657239515e-09|Freefall
6429.73193359375,3205.5263671875,4279.73486328125|-0.10448146611452103,0,-0.9945268034934998|-4.495774774682104e-08,1.0000001192092896,4.723101909576144e-09|Freefall
6429.69970703125,3204.388671875,4279.44091796875|-0.09766626358032227,0,-0.9952192306518555|-2.238934371234791e-08,1,2.1971877650628358e-09|Freefall
6429.6640625,3203.196533203125,4279.10595703125|-0.09278099238872528,0,-0.9956865310668945|-1.385752901317261e-10,1,1.291285134374931e-11|Freefall
6429.6220703125,3201.950439453125,4278.66552734375|-0.07811512798070908,0,-0.9969443082809448|2.1505814018496494e-08,1.0000001192092896,-1.6850785211630637e-09|Landed
6429.57275390625,3200.7578125,4278.04443359375|-0.05517255887389183,0,-0.9984768033027649|4.742913617405975e-08,1.0000001192092896,-2.620778705164639e-09|Landed
6429.5439453125,3200.867431640625,4277.544921875|-0.016599275171756744,0,-0.9998621940612793|3.5560855593530505e-08,1,-5.903658117922816e-10|Running
6429.5322265625,3201.0439453125,4277.044921875|0.016111189499497414,0,-0.9998701810836792|2.4439188450742222e-08,1,3.937955239674551e-10|Running
6429.5224609375,3201.9091796875,4276.544921875|0.05809243768453598,0,-0.9983112215995789|1.4249258661891417e-08,1,8.291744513222454e-10|Running
6429.53759765625,3202.7197265625,4276.044921875|0.09471692889928818,0,-0.9955042004585266|3.9425009923377274e-09,1,3.751080002167839e-10|Running
6429.5693359375,3203.29248046875,4275.67138671875|0.1328033208847046,0,-0.9911423921585083|-7.0135879326471695e-09,1.0000001192092896,-9.3975172088534e-10|Running
6429.63330078125,3204.00830078125,4275.17529296875|0.1601225882768631,0,-0.9870971441268921|-1.9928723560269646e-08,1,-3.2327505117279998e-09|Running
6429.71337890625,3204.66943359375,4274.68115234375|0.19433175027370453,0,-0.9809358716011047|-2.3902730461600186e-08,1,-4.735334346861464e-09|Running
6429.83447265625,3205.4189453125,4274.06787109375|0.21925655007362366,0,-0.9756672382354736|-1.933646665008837e-08,1,-4.345381832138173e-09|Running
6429.91650390625,3205.82763671875,4273.70166015625|0.24368450045585632,0,-0.9698545336723328|-1.5787495755148484e-08,1.0000001192092896,-3.966747819106331e-09|Running
6430.0380859375,3206.3251953125,4273.216796875|0.26509973406791687,0,-0.9642209410667419|-1.1261370502779755e-08,1,-3.0961639918558603e-09|Running
6430.2041015625,3206.870849609375,4272.61376953125|0.2817433178424835,0,-0.9594898223876953|-4.929785468732462e-09,1,-1.447575725954664e-09|Running
6430.3095703125,3207.1572265625,4272.25390625|0.29682913422584534,0,-0.9549305438995361|-2.0420809487831093e-09,1,-6.347573022758013e-10|Running
6430.45751953125,3207.4912109375,4271.7763671875|0.3052186667919159,0,-0.9522822499275208|1.1509870834203184e-09,1,3.689061278677741e-10|Running
6430.60986328125,3207.7705078125,4271.2998046875|0.3119770288467407,0,-0.9500896334648132|3.946425852774382e-09,1,1.2958716322231112e-09|Running
6430.76611328125,3207.99560546875,4270.8251953125|0.3188633918762207,0,-0.9478006958961487|6.376858152634668e-09,1,2.145331468028644e-09|Running
6430.92578125,3208.16650390625,4270.3505859375|0.3271944224834442,0,-0.9449570178985596|6.748241521137288e-09,1,2.336600468666461e-09|Freefall
6431.08935546875,3208.28271484375,4269.8779296875|0.33054614067077637,0,-0.9437898397445679|5.431411764789118e-09,1,1.9022583508387925e-09|Freefall
6431.2548828125,3208.34423828125,4269.4052734375|0.33404600620269775,0,-0.9425567388534546|4.121777141818939e-09,1,1.4607749454498276e-09|Freefall
6431.42236328125,3208.35107421875,4268.9345703125|0.33447977900505066,0,-0.9424028992652893|2.771367135778746e-09,1.0000001192092896,9.83619963257354e-10|Freefall
6431.59033203125,3208.303466796875,4268.4638671875|0.33447977900505066,0,-0.9424028992652893|1.4213731303058807e-09,1.0000001192092896,5.044769602058352e-10|Freefall
6431.75830078125,3208.201904296875,4267.9931640625|0.33447977900505066,0,-0.9424028992652893|7.071831314986454e-11,1.0000001192092896,2.509950407236783e-11|Freefall
6431.96826171875,3207.998046875,4267.40478515625|0.33447977900505066,0,-0.9424028992652893|-1.6153520743245053e-09,1.0000001192092896,-5.733244434757978e-10|Freefall
6432.09423828125,3207.834716796875,4267.0517578125|0.33593425154685974,0,-0.9418854117393494|-1.7718625455742654e-09,1.0000001192092896,-6.319551548727986e-10|Freefall
6432.30419921875,3207.494140625,4266.46337890625|0.33636733889579773,0,-0.9417308568954468|-1.966987239754303e-09,1,-7.025683368411251e-10|Freefall
6432.47216796875,3207.160400390625,4265.99267578125|0.33636733889579773,0,-0.9417308568954468|-2.163005108357652e-09,1,-7.725819983761539e-10|Freefall
6432.64013671875,3206.772705078125,4265.52197265625|0.3378204107284546,0,-0.9412105679512024|-2.405226018353801e-09,1.0000001192092896,-8.632865533542144e-10|Freefall
6432.7998046875,3206.330322265625,4265.07421875|0.3394283950328827,0,-0.9406318068504333|-2.6816668885487616e-09,1,-9.67683488894977e-10|Freefall
6432.9111328125,3205.962646484375,4264.76318359375|0.3413117527961731,0,-0.939950168132782|-2.9070534868225195e-09,1,-1.0556001628359013e-09|Freefall
6433.07958984375,3205.281494140625,4264.29150390625|0.34464189410209656,0,-0.938734233379364|-3.3874927307664393e-09,1,-1.2436660590253723e-09|Freefall
6433.17041015625,3204.831787109375,4264.03662109375|0.3495713174343109,0,-0.9369097352027893|-3.756187361148022e-09,1,-1.401474825080129e-09|Freefall
6433.2802734375,3204.18505859375,4263.7294921875|0.35737547278404236,0,-0.9339607954025269|-4.4101029494925115e-09,1,-1.6875040254049622e-09|Freefall
6433.3984375,3203.300048828125,4263.39794921875|0.3692004382610321,0,-0.9293497800827026|-5.5938014220657806e-09,1,-2.222235284676799e-09|Freefall
6433.45947265625,3202.72802734375,4263.22705078125|0.3834012746810913,0,-0.9235818982124329|-6.479310865614707e-09,1,-2.689719336146368e-09|Freefall
6433.529296875,3201.91748046875,4263.0322265625|0.39951175451278687,0,-0.9167280793190002|-8.057183364940101e-09,1,-3.5113350005389066e-09|Freefall
6433.59765625,3200.827392578125,4262.84130859375|0.42045119404792786,0,-0.9073151350021362|-1.0602994038322322e-08,1.0000001192092896,-4.913443429899189e-09|Freefall
6433.62841796875,3200.1328125,4262.7548828125|0.44525963068008423,0,-0.8954014778137207|-1.2363738477461084e-08,1.0000001192092896,-6.148162423613712e-09|Freefall
6433.658203125,3199.1591796875,4262.671875|0.4735756814479828,0,-0.8807530999183655|-1.1039920089217503e-08,1.0000001192092896,-5.936099167769271e-09|Freefall
6433.67431640625,3198.130859375,4262.62646484375|0.5097488760948181,0,-0.8603232502937317|-6.44278319583691e-09,1,-3.817404170547434e-09|Freefall
6433.677734375,3196.7685546875,4262.61669921875|0.5585249662399292,0,-0.829487681388855|1.7883865499612739e-09,1.0000001192092896,1.204187305425819e-09|Freefall
6433.677734375,3195.91015625,4262.61669921875|0.6082470417022705,0,-0.7937477231025696|8.012262853185348e-09,1,6.139778019331743e-09|Freefall
6433.677734375,3194.718017578125,4262.61669921875|0.6568434238433838,0,-0.7540269494056702|1.777510227896073e-08,1,1.5484140192256746e-08|Freefall
6433.677734375,3193.471923828125,4262.61669921875|0.7141493558883667,0,-0.6999932527542114|2.8426661913272255e-08,0.9999999403953552,2.900154072449368e-08|Landed
6433.677734375,3192.893798828125,4262.61669921875|0.7679410576820374,0,-0.640520453453064|2.9298826476065187e-08,1,3.5127328601447516e-08|Landed
6433.75146484375,3193.000732421875,4262.55517578125|0.8247678875923157,0,-0.5654714107513428|1.8762140285843998e-08,1,2.7365505417265013e-08|Running
6433.951171875,3193.125732421875,4262.40576171875|0.8623231053352356,0,-0.5063584446907043|9.626980990162792e-09,1,1.6394647417428132e-08|Running
6434.26123046875,3194.21240234375,4262.18115234375|0.9032301902770996,0,-0.4291563928127289|-4.888549010040322e-10,1.0000001192092896,-1.0288755403209393e-09|Running
6434.4619140625,3194.825439453125,4262.04296875|0.9305495619773865,0,-0.3661658763885498|-5.9209686043004695e-09,1,-1.5047154633407445e-08|Jumping
6434.84716796875,3195.77978515625,4261.81201171875|0.9489757418632507,0,-0.31534892320632935|-8.319611666252058e-09,1,-2.5036108297626924e-08|Freefall
6435.19970703125,3196.48193359375,4261.63330078125|0.9632726907730103,0,-0.26852506399154663|-4.991053792480216e-09,1,-1.79042736192514e-08|Freefall
6435.58935546875,3197.12939453125,4261.46630859375|0.974563717842102,0,-0.22411058843135834|-2.7493425314162323e-09,1,-1.1955746614944474e-08|Freefall
6436.01416015625,3197.72216796875,4261.3173828125|0.9822701215744019,0,-0.18747103214263916|-1.6127834623347326e-09,1,-8.45031333795987e-09|Freefall
6436.4697265625,3198.26025390625,4261.19287109375|0.9875682592391968,0,-0.15719078481197357|-1.0879404044317198e-09,1,-6.835104482405541e-09|Freefall
6436.82861328125,3198.62841796875,4261.11962890625|0.9925827980041504,0,-0.1215706393122673|-8.013830710140724e-10,1,-6.543019459570587e-09|Freefall
6437.3212890625,3199.07177734375,4261.05029296875|0.9952192306518555,0,-0.09766626358032227|-7.532693357958919e-10,1,-7.675814650554003e-09|Freefall
6437.81884765625,3199.46044921875,4261.00146484375|0.9970945715904236,0,-0.07617373019456863|-6.611747260798495e-10,1,-8.654606808988774e-09|Freefall
6438.31689453125,3199.79443359375,4260.962890625|0.9983950257301331,0,-0.05663267895579338|-6.516042705406733e-10,1,-1.1487333750892503e-08|Freefall
6438.81689453125,3200.07373046875,4260.93408203125|0.9991781115531921,0,-0.04053362086415291|-4.6162157429918693e-10,1,-1.1379248654463936e-08|Freefall
6439.31689453125,3200.298828125,4260.91357421875|0.9996522068977356,0,-0.02637089416384697|-2.7028446147880913e-10,1.0000001192092896,-1.0245783776952067e-08|Freefall
6439.81689453125,3200.4697265625,4260.900390625|0.9999065399169922,0,-0.013670597225427628|-1.3177030300237647e-10,1.0000001192092896,-9.638056575056453e-09|Freefall
6440.31689453125,3200.5859375,4260.8935546875|0.9999880790710449,0,-0.0048827542923390865|-4.5959597239075833e-11,1,-9.412525869834099e-09|Freefall
6440.81689453125,3200.6474609375,4260.89111328125|0.9999970197677612,0,0.0024413990322500467|2.3123659237400673e-11,1,-9.471450290732264e-09|Freefall
6441.31689453125,3200.654296875,4260.892578125|0.9999523162841797,0,0.009765159338712692|9.47930275940756e-11,1,-9.706806025633341e-09|Freefall
6441.81689453125,3200.606689453125,4260.8974609375|0.9998621940612793,0,0.016599275171756744|1.6721395101892966e-10,1,-1.00721813112159e-08|Freefall
6442.31689453125,3200.505126953125,4260.9052734375|0.9997586607933044,0,0.02196735329926014|2.3301008345022467e-10,1.0000001192092896,-1.0604548350556797e-08|Freefall
6442.79248046875,3200.348876953125,4260.9130859375|0.999556303024292,0,0.0297864843159914|3.355148936456942e-10,1,-1.1258999954577575e-08|Freefall
6443.330078125,3200.07666015625,4260.9228515625|0.9993294477462769,0,0.036614418029785156|4.4136061472244137e-10,1,-1.2046201369741993e-08|Freefall
6443.623046875,3199.872314453125,4260.927734375|0.9988077282905579,0,0.04881758242845535|6.121615991894203e-10,1,-1.2524826509263676e-08|Freefall
6444.0625,3199.463623046875,4260.93505859375|0.9981352686882019,0,0.06104056164622307|8.142183594017638e-10,1.0000001192092896,-1.3314099156502834e-08|Freefall
6444.3681640625,3199.075927734375,4260.94091796875|0.997168242931366,0,0.07520269602537155|1.051809861429831e-09,1,-1.3946725552216321e-08|Freefall
6444.57177734375,3198.749267578125,4260.9443359375|0.996043860912323,0,0.08886273950338364|1.2829092232991002e-09,1,-1.4379861745794642e-08|Freefall
6444.80908203125,3198.265869140625,4260.9482421875|0.9946780204772949,0,0.1030324250459671|1.5529824093363231e-09,1,-1.4992536989666405e-08|Freefall
6445.005859375,3197.727783203125,4260.9521484375|0.9927585124969482,0,0.12012719362974167|1.8814545477141564e-09,1,-1.5548769383144645e-08|Freefall
6445.1630859375,3197.135009765625,4260.95458984375|0.9907438158988953,0,0.1357450783252716|2.2076229733158925e-09,1,-1.6112471357132563e-08|Freefall
6445.28125,3196.48828125,4260.95654296875|0.9887023568153381,0,0.1498921513557434|2.5289466076827694e-09,1,-1.6681163117482356e-08|Freefall
6445.35888671875,3195.787109375,4260.95849609375|0.9870971441268921,0,0.1601225882768631|2.7935327384653874e-09,1,-1.7221108095100135e-08|Freefall
6445.400390625,3194.833740234375,4260.95849609375|0.98563152551651,0,0.16890960931777954|3.0707127951501434e-09,1,-1.7918408090622506e-08|Freefall
6445.40234375,3194.220703125,4260.95849609375|0.9853726029396057,0,0.1704137921333313|3.1692208857236892e-09,1,-1.832517959599045e-08|Freefall
6445.40234375,3193.35546875,4260.95849609375|0.9862085580825806,0,0.1655072718858719|3.17620818535147e-09,1,-1.8926078482195408e-08|Freefall
6445.40234375,3192.43603515625,4260.95849609375|0.9862085580825806,0,0.1655072718858719|3.271896309442468e-09,1,-1.949625527686294e-08|Freefall
6445.40234375,3191.46240234375,4260.95849609375|0.9862085580825806,0,0.1655072718858719|3.3675029431634584e-09,1,-2.0065948902470154e-08|Freefall
6445.40234375,3190.16845703125,4260.95849609375|0.9862085580825806,0,0.1655072718858719|3.4868967713208576e-09,1,-2.0777379816649955e-08|Freefall
6445.40234375,3189.07177734375,4260.95849609375|0.9862085580825806,0,0.1655072718858719|3.582320218242785e-09,1,-2.134598098280094e-08|Freefall
6445.40234375,3188.21337890625,4260.95849609375|0.9862085580825806,0,0.1655072718858719|3.6538343461955947e-09,1,-2.1772111225004664e-08|Freefall
6445.40234375,3187.021240234375,4260.95849609375|0.9862085580825806,0,0.1655072718858719|3.74911524048116e-09,1,-2.2339861516229575e-08|Landed
6445.54443359375,3185.866455078125,4260.982421875|0.9862085580825806,0,0.1655072718858719|3.868102282922337e-09,1,-2.3048871256037273e-08|Landed
6445.74365234375,3185.900390625,4261.01611328125|0.9862085580825806,0,0.1655072718858719|3.939433668165293e-09,1,-2.3473910815141608e-08|Running
6446.14208984375,3186.0517578125,4261.0830078125|0.9862085580825806,0,0.1655072718858719|4.034470979519256e-09,1,-2.4040211599185568e-08|Running
