Mt Freestyle|true|13238
3887.940185546875,227.05931091308594,-156.79396057128906|0.9582011699676514,-8.476900603682225e-08,0.2860953211784363|9.229225383933226e-08,1,-1.2812300553832756e-08|Freefall
3888.32373046875,227.22988891601562,-156.681640625|0.9582009315490723,-7.909660126870222e-08,0.2860960066318512|8.704666498715596e-08,1,-1.507044444792882e-08|Freefall
3888.669189453125,227.34596252441406,-156.5804901123047|0.9577006101608276,-7.342790553366285e-08,0.2877664864063263|8.183170052689093e-08,1,-1.717491393549153e-08|Freefall
3888.9765625,227.40753173828125,-156.49049377441406|0.9561789035797119,-6.776070904379594e-08,0.2927829921245575|7.668398183113823e-08,1,-1.900005663912907e-08|Freefall
3889.24560546875,227.41461181640625,-156.4116668701172|0.9561789035797119,-6.209836556081427e-08,0.2927829921245575|7.145182934209515e-08,1,-2.1252489545986464e-08|Freefall
3889.4765625,227.3671875,-156.34400939941406|0.9561789035797119,-5.644085732114945e-08,0.2927829921245575|6.622414616686001e-08,1,-2.3502996882029947e-08|Freefall
3889.66943359375,227.2652587890625,-156.28750610351562|0.9561789035797119,-5.078818432480148e-08,0.2927829921245575|6.100093941086016e-08,1,-2.575158397633004e-08|Freefall
3889.82421875,227.1088409423828,-156.24217224121094|0.9556655883789062,-4.513927720495303e-08,0.2944541275501251|5.5827126033136665e-08,1,-2.7891569942539718e-08|Freefall
3889.94091796875,226.89791870117188,-156.2080078125|0.955150842666626,-3.9494139514317794e-08,0.2961196005344391|5.066138442089141e-08,1,-3.003895798769918e-08|Freefall
3890.01953125,226.6324920654297,-156.1850128173828|0.9546322226524353,-3.385278546375048e-08,0.2977873980998993|4.550394550051351e-08,1,-3.2193256060963904e-08|Freefall
3890.06005859375,226.3125762939453,-156.1731719970703|0.9535854458808899,-2.8214230951562058e-08,0.3011225461959839|4.0410828461290293e-08,1,-3.427490469221084e-08|Freefall
3890.06689453125,225.9381561279297,-156.17115783691406|0.9519938230514526,-2.2577587799332832e-08,0.30611729621887207|3.538902504374164e-08,1,-3.630158573741937e-08|Freefall
3890.06689453125,225.5092315673828,-156.17111206054688|0.9492846727371216,-1.6941269720405217e-08,0.31441792845726013|3.0508157777831e-08,1,-3.82282863142791e-08|Freefall
3890.06689453125,225.0258026123047,-156.17111206054688|0.9436481595039368,-1.1302076607933031e-08,0.3309503197669983|2.597916370916664e-08,1,-3.992476749203888e-08|Freefall
3890.09033203125,224.48788452148438,-156.16294860839844|0.9326782822608948,-1.713073238818197e-08,0.3607093393802643|3.304213436194914e-08,1,-3.7944534625466986e-08|Freefall
3890.151123046875,223.8954620361328,-156.1407928466797|0.9187617897987366,-7.225280285183544e-08,0.39481228590011597|8.728224543119723e-08,1,-2.0107759013399118e-08|Freefall
3890.30419921875,223.8053436279297,-156.07762145996094|0.8984621167182922,-1.1468549843129949e-07,0.4390510320663452|1.2145582672928867e-07,1,1.266831439750149e-08|Landed
3890.580078125,223.602783203125,-155.9509735107422|0.8727172017097473,-9.101542275402608e-08,0.488226056098938|8.566854603486718e-08,1,3.32858256513191e-08|Landed
3890.9541015625,223.31817626953125,-155.74960327148438|0.8449302911758423,-5.1930214794992935e-08,0.5348764061927795|3.1829479496536806e-08,1,4.6808054321445525e-08|Running
3891.40478515625,222.9790802001953,-155.4751434326172|0.8197641968727112,-1.452073483676486e-08,0.5727012157440186|-2.219010220017026e-08,1,5.7117716778520844e-08|Running
3891.88232421875,222.58547973632812,-155.14617919921875|0.7939802408218384,2.1206899347703256e-08,0.607943594455719|-7.647884814332429e-08,1,6.499911364699074e-08|Running
3892.345947265625,222.1373748779297,-154.7960968017578|0.7744760513305664,3.4030477991109365e-08,0.6326032280921936|-8.074864155105388e-08,1,4.5063650588872406e-08|Running
3892.799072265625,222.0745086669922,-154.42958068847656|0.7507553696632385,4.070423997859507e-08,0.6605803370475769|-6.811371378034892e-08,1,1.579292430164969e-08|Running
3893.239013671875,222.10638427734375,-154.04681396484375|0.7272247672080994,4.8384844575366515e-08,0.6863994002342224|-5.4402658378194246e-08,1,-1.2852404474017476e-08|Running
3893.676513671875,222.1240234375,-153.66162109375|0.7102222442626953,5.6761617628353633e-08,0.7039775252342224|-3.986313856785273e-08,1,-4.04131235143268e-08|Running
3894.114013671875,222.13739013671875,-153.2763671875|0.704048752784729,6.538072483408541e-08,0.7101516723632812|-2.5311940987648995e-08,1,-6.697144527834098e-08|Running
3894.551513671875,222.150634765625,-152.89111328125|0.7028065919876099,7.404228341556518e-08,0.7113810181617737|-1.1010143907697056e-08,1,-9.320502414311704e-08|Running
3894.989013671875,223.0262908935547,-152.505859375|0.7028065919876099,8.269645235259304e-08,0.7113810181617737|3.162468731332524e-09,1,-1.1937211752410803e-07|Jumping
3895.41015625,223.85086059570312,-152.1030731201172|0.7028067111968994,9.134321743431428e-08,0.7113808989524841|1.732298215983974e-08,1,-1.4551687854691409e-07|Freefall
3895.820556640625,224.62094116210938,-151.6885528564453|0.702806830406189,9.059112215936693e-08,0.7113807797431946|2.7572824023991416e-08,1,-1.5458597601991642e-07|Freefall
3896.230712890625,225.33651733398438,-151.27357482910156|0.7028067708015442,6.167732635731227e-08,0.7113808393478394|2.612317295813682e-08,1,-1.1250917708593988e-07|Freefall
3896.640869140625,225.99758911132812,-150.8585968017578|0.7039346098899841,3.2824271301024055e-08,0.7102648019790649|2.4499220430129753e-08,1,-7.049500538869324e-08|Freefall
3897.051513671875,226.6041717529297,-150.4442138671875|0.708494246006012,3.6031229111443963e-09,0.7057165503501892|2.3041787144961745e-08,1,-2.823810163476992e-08|Freefall
3897.46435546875,227.15625,-150.03237915039062|0.7165968418121338,-2.8450983791117324e-08,0.6974875926971436|2.4194115155751206e-08,1,1.593369880481532e-08|Freefall
3897.88232421875,227.65382385253906,-149.6253204345703|0.7314428687095642,-7.09108576302242e-08,0.6819027066230774|3.472615972555104e-08,1,6.674068941947553e-08|Freefall
3898.308349609375,228.09690856933594,-149.22715759277344|0.7485784292221069,-1.1920309361812542e-07,0.6630462408065796|5.756606213935811e-08,1,1.1478893924277145e-07|Freefall
3898.74462890625,228.48548889160156,-148.840087890625|0.7645573616027832,-1.44487486863909e-07,0.6445557475090027|8.054173150640054e-08,1,1.2862925302670192e-07|Freefall
3899.1904296875,228.81956481933594,-148.46388244628906|0.7820932865142822,-1.4624822597397724e-07,0.6231613755226135|9.430980441038628e-08,1,1.1632486973667255e-07|Freefall
3899.646240234375,229.09913635253906,-148.09994506835938|0.7962619662284851,-1.627204113674452e-07,0.6049519777297974|1.2249456915469636e-07,1,1.0774846970207363e-07|Freefall
3900.11083984375,229.32421875,-147.74691772460938|0.8117518424987793,-1.5213919368761708e-07,0.5840025544166565|1.266557774215471e-07,1,8.44622007889484e-08|Freefall
3900.58447265625,229.4947967529297,-147.4059600830078|0.8284949064254761,-1.5836410227620945e-07,0.5599966049194336|1.4466812103819393e-07,1,6.876344826878267e-08|Freefall
3901.0673828125,229.61087036132812,-147.07858276367188|0.8429760336875916,-1.4893093691625836e-07,0.5379511117935181|1.4232477951736655e-07,1,5.382379342222521e-08|Freefall
3901.558837890625,229.6724395751953,-146.7645721435547|0.8568368554115295,-1.5575928102862235e-07,0.5155876278877258|1.5236778949656582e-07,1,4.888584825835096e-08|Freefall
3902.05859375,229.6795196533203,-146.4635772705078|0.8677032589912415,-1.40541601467703e-07,0.49708253145217896|1.3780352503545146e-07,1,4.2184193915772994e-08|Freefall
3902.564697265625,229.63209533691406,-146.1735076904297|0.8764987587928772,-1.2869530507941818e-07,0.48140406608581543|1.2484126443723653e-07,1,4.003306486310976e-08|Freefall
3903.075927734375,229.53016662597656,-145.892578125|0.8855821490287781,-1.334366288574529e-07,0.46448275446891785|1.2722014730570663e-07,1,4.472231296404061e-08|Freefall
3903.592529296875,229.37374877929688,-145.6213836669922|0.89784175157547,-1.6122102408644423e-07,0.44031822681427|1.5160061650476564e-07,1,5.7021630084364006e-08|Freefall
3904.115966796875,229.16282653808594,-145.36390686035156|0.9103187918663025,-1.5088988902789424e-07,0.4139077961444855|1.4133165393559466e-07,1,5.371490985339733e-08|Freefall
3904.646484375,228.89739990234375,-145.12168884277344|0.925805926322937,-1.5549913712220587e-07,0.37799912691116333|1.464872241285775e-07,1,5.259377644506458e-08|Freefall
3905.185546875,228.57748413085938,-144.89871215820312|0.9433078765869141,-1.6928883894706814e-07,0.3319190740585327|1.623994023702835e-07,1,4.8494371185370255e-08|Freefall
3905.703369140625,228.20306396484375,-144.68948364257812|0.9600974917411804,-1.395230384559909e-07,0.2796654999256134|1.36013056817319e-07,1,3.195688336177227e-08|Freefall
3906.184326171875,227.77413940429688,-144.49513244628906|0.9742326140403748,-1.135560765419541e-07,0.22554565966129303|1.1243542985539534e-07,1,1.7813743369288204e-08|Freefall
3906.628662109375,227.29071044921875,-144.31565856933594|0.9853470921516418,-8.773902493430796e-08,0.1705610305070877|8.817229968371976e-08,1,5.034592742703126e-09|Freefall
3906.97900390625,226.75279235839844,-144.1741180419922|0.9929309487342834,-6.208878033930887e-08,0.11869319528341293|6.325171142407271e-08,1,-6.030675958612619e-09|Landed
3907.201171875,226.16036987304688,-144.08433532714844|0.9978997707366943,-3.668287362756928e-08,0.06477687507867813|3.779074475573907e-08,1,-1.5877589021329186e-08|Landed
3907.29541015625,225.51344299316406,-144.0463104248047|0.9999980926513672,-1.1650024056564234e-08,0.0019392791436985135|1.1697845359037728e-08,1,-2.4647777152608796e-08|Running
3907.30224609375,225.20619201660156,-144.0435791015625|0.9978107213973999,1.2869623589040202e-08,-0.06613432615995407|-1.500608526328051e-08,1,-3.180812058189986e-08|Running
3907.30224609375,225.2718963623047,-144.0435333251953|0.9916825294494629,3.681380533748779e-08,-0.12870807945728302|-4.195300817855241e-08,1,-3.7218001125438605e-08|Running
3907.30224609375,225.34951782226562,-144.0435333251953|0.9826210141181946,6.014654729824542e-08,-0.18562322854995728|-6.898375204400509e-08,1,-4.114964724521997e-08|Running
3907.38720703125,225.39950561523438,-144.05955505371094|0.9727770090103149,8.291851116837279e-08,-0.2317432463169098|-9.578211290772742e-08,1,-4.425641719763007e-08|Running
3907.606689453125,225.43359375,-144.1064453125|0.9659214019775391,9.087334973401084e-08,-0.2588355839252472|-1.0524327365146746e-07,1,-4.1661106564561123e-08|Running
3907.876220703125,226.3092498779297,-144.16607666015625|0.9612535238265991,5.599031283054501e-08,-0.27566584944725037|-6.427539034348229e-08,1,-2.102050089547447e-08|Jumping
3908.16943359375,227.13381958007812,-144.23382568359375|0.9585868120193481,2.0437651571114657e-08,-0.2848004996776581|-2.1893908908054982e-08,1,-1.929636450626049e-09|Freefall
3908.5,227.90390014648438,-144.31515502929688|0.9570520520210266,-1.7811517594168436e-08,-0.28991615772247314|2.3330146703415267e-08,1,1.557914508509839e-08|Freefall
3908.86767578125,228.61947631835938,-144.4106903076172|0.9568694233894348,-5.708372441404208e-08,-0.29051828384399414|6.9534181079689e-08,1,3.2532920357652984e-08|Freefall
3909.272216796875,229.28054809570312,-144.52064514160156|0.9563468098640442,-9.636409714630645e-08,-0.2922342121601105|1.1583436787532264e-07,1,4.932252295475337e-08|Freefall
3909.713623046875,229.8871307373047,-144.64511108398438|0.9563113451004028,-1.0734240873944145e-07,-0.29235005378723145|1.2834070162170974e-07,1,5.2646708326165026e-08|Freefall
3910.192138671875,230.439208984375,-144.78421020507812|0.9562941193580627,-8.999457890013218e-08,-0.29240646958351135|1.0708534858849816e-07,1,4.244268225761516e-08|Freefall
3910.70751953125,230.93678283691406,-144.9379425048828|0.9548895955085754,-7.302806181996857e-08,-0.29696109890937805|8.630471626247527e-08,1,3.159812678177332e-08|Freefall
3911.255859375,231.37986755371094,-145.10704040527344|0.9524163007736206,-5.788288959251986e-08,-0.3048001527786255|6.714484612757587e-08,1,1.9904712544871472e-08|Freefall
3911.8115234375,231.76844787597656,-145.2845458984375|0.9502595067024231,-4.5729382947001795e-08,-0.3114593029022217|5.054139151638992e-08,1,7.3783463783172465e-09|Freefall
3912.365966796875,232.10252380371094,-145.46615600585938|0.9475401043891907,-3.6590034113714864e-08,-0.31963688135147095|3.651963709216943e-08,1,-6.213966674550875e-09|Freefall
3912.918701171875,232.38209533691406,-145.65248107910156|0.9447312951087952,-3.112529611826176e-08,-0.32784566283226013|2.5634960820752895e-08,1,-2.1068293776238534e-08|Freefall
3913.4697265625,232.607177734375,-145.84359741210938|0.9385932683944702,-3.330357145614471e-08,-0.3450256586074829|2.110355268314379e-08,1,-3.911569379511093e-08|Freefall
3914.017333984375,232.7777557373047,-146.04440307617188|0.931930422782898,-5.135297698188879e-08,-0.36263713240623474|3.0302395259695913e-08,1,-6.37365857869554e-08|Freefall
3914.541259765625,232.89382934570312,-146.23802185058594|0.9234658479690552,-8.03065987042828e-08,-0.3836805820465088|4.825225730087368e-08,1,-9.316938331949132e-08|Freefall
3915.028076171875,232.9553985595703,-146.41786193847656|0.9142339825630188,-1.1026993718132871e-07,-0.4051867127418518|6.599111657124013e-08,1,-1.2324841236477369e-07|Freefall
3915.477294921875,232.9624786376953,-146.5839385986328|0.9062454700469971,-1.2586892239596637e-07,-0.42275190353393555|7.463573581389937e-08,1,-1.3774184992598748e-07|Freefall
3915.889404296875,232.91505432128906,-146.7362518310547|0.9062415361404419,-9.737142647736619e-08,-0.4227603077888489|5.8989503060047355e-08,1,-1.0387135773726186e-07|Freefall
3916.264404296875,232.81312561035156,-146.87477111816406|0.9062410593032837,-6.889835901802144e-08,-0.42276129126548767|4.3357960777257176e-08,1,-7.002910251685535e-08|Freefall
3916.601806640625,232.65670776367188,-146.99952697753906|0.9062409996986389,-4.044964185823119e-08,-0.4227614104747772|2.7739902819234885e-08,1,-3.6215713095089086e-08|Freefall
3916.83056640625,232.50363159179688,-147.0840606689453|0.9062409996986389,-1.9129061001876835e-08,-0.4227614104747772|1.6035127003988237e-08,1,-1.0874624756240792e-08|Freefall
3917.165283203125,232.18035888671875,-147.20773315429688|0.9062409996986389,1.637487301309193e-08,-0.4227614104747772|-3.4561555839474067e-09,1,3.132443637809956e-08|Freefall
3917.39111328125,231.86044311523438,-147.2911834716797|0.9062409996986389,4.475071335718894e-08,-0.4227614104747772|-1.9034185783084467e-08,1,6.505123195665874e-08|Freefall
3917.57958984375,231.48602294921875,-147.36085510253906|0.9062409996986389,7.310229932500079e-08,-0.4227614104747772|-3.459889796886273e-08,1,9.874921857999652e-08|Freefall
3917.73095703125,231.05709838867188,-147.41676330566406|0.9077121019363403,1.0134587569154974e-07,-0.41959348320961|-5.0495000181172145e-08,1,1.3229697515271255e-07|Freefall
3917.844970703125,230.57366943359375,-147.4589080810547|0.9098985195159912,1.0355451252053172e-07,-0.4148309826850891|-5.325386709387203e-08,1,1.3282252098179015e-07|Freefall
3917.921630859375,230.03575134277344,-147.48727416992188|0.907712459564209,7.9760106075355e-08,-0.4195927381515503|-4.1155633567768746e-08,1,1.0105662084924916e-07|Freefall
3917.961181640625,229.44332885742188,-147.5018768310547|0.9040142893791199,5.577494377462244e-08,-0.42750224471092224|-2.887989580813155e-08,1,6.939637131608833e-08|Freefall
3917.968017578125,228.79640197753906,-147.5043487548828|0.8956326246261597,3.135252413244416e-08,-0.44479459524154663|-1.615898170825858e-08,1,3.7950130149511097e-08|Freefall
3917.968017578125,228.094970703125,-147.50439453125|0.8853048086166382,6.422266274341837e-09,-0.4650111794471741|-3.920978652871554e-09,1,6.3460947608007245e-09|Landed
3918.04443359375,227.33905029296875,-147.54454040527344|0.881209135055542,-1.8686534986045444e-08,-0.47272658348083496|7.497242826559614e-09,1,-2.5553664073640903e-08|Landed
3918.24267578125,226.52862548828125,-147.64979553222656|0.8828542232513428,-4.369429618122922e-08,-0.469647079706192|1.893934076235837e-08,1,-5.7433805267237403e-08|Running
3918.562744140625,225.6636962890625,-147.8201904296875|0.8901278376579285,-6.831891852243643e-08,-0.4557109475135803|3.1183059689965376e-08,1,-8.900820347435001e-08|Running
3918.91943359375,224.74427795410156,-148.00396728515625|0.9010053873062134,-7.935231138844756e-08,-0.4338078498840332|3.841728357656393e-08,1,-1.0312891163266613e-07|Running
3919.354736328125,224.9107666015625,-148.2191162109375|0.914196252822876,-5.2249056636810565e-08,-0.4052717089653015|2.7911033484429026e-08,1,-6.596289381377574e-08|Running
