MT Varsha|true|8344
599.2814331054688,696.6607055664062,282.64007568359375|-0.18141478300094604,1.2341783417468832e-07,0.983406662940979|-6.997827028953907e-08,1,-1.384096037782001e-07|Freefall
599.1851196289062,697.3626098632812,283.1622009277344|-0.1814146637916565,1.0919652737584329e-07,0.983406662940979|-6.162203902704277e-08,1,-1.2240680291597528e-07|Freefall
599.0884399414062,698.0100708007812,283.6866455078125|-0.18141478300094604,8.065946133228863e-08,0.983406662940979|-4.5208132348761865e-08,1,-9.036025971909112e-08|Freefall
598.9917602539062,698.60302734375,284.211181640625|-0.1814146637916565,5.2146756246429504e-08,0.983406662940979|-2.8808271324010093e-08,1,-5.8341072417533724e-08|Freefall
598.8950805664062,699.1414794921875,284.7357177734375|-0.18141478300094604,2.365842810547747e-08,0.983406662940979|-1.2422403550260697e-08,1,-2.6349256998514647e-08|Freefall
598.7984008789062,699.6254272460938,285.26025390625|-0.1814146637916565,-4.8055781576294976e-09,0.983406662940979|3.949458982077658e-09,1,5.615243381384971e-09|Freefall
598.7017211914062,700.0548706054688,285.7847900390625|-0.18141478300094604,-3.324525721382088e-08,0.983406662940979|2.0307339809733094e-08,1,3.755242872216513e-08|Freefall
598.6050415039062,700.4298706054688,286.309326171875|-0.1814146637916565,-6.166064991930398e-08,0.983406662940979|3.6651254475827955e-08,1,6.946233099824894e-08|Freefall
598.5083618164062,700.7503051757812,286.8338623046875|-0.18141478300094604,-9.00517562740788e-08,0.983406662940979|5.2981192766310414e-08,1,1.0134498040770268e-07|Freefall
598.4116821289062,701.0162353515625,287.3583984375|-0.18453264236450195,-1.1848474201769932e-07,0.9828264117240906|6.893135662267014e-08,1,1.3349746552648867e-07|Freefall
598.3133544921875,701.2276611328125,287.8825988769531|-0.1909543126821518,-1.0600911082292441e-07,0.9815989136695862|6.031535093597995e-08,1,1.197297478938708e-07|Freefall
598.2116088867188,701.3846435546875,288.4061279296875|-0.19611386954784393,-8.14874354659878e-08,0.9805811047554016|4.381730533964401e-08,1,9.18645213232594e-08|Freefall
598.1070556640625,701.4871215820312,288.9291076660156|-0.20129665732383728,-5.850105111449011e-08,0.9795303344726562|2.7325127049948605e-08,1,6.533897334293215e-08|Freefall
597.9996948242188,701.5350952148438,289.4515380859375|-0.20643283426761627,-3.6973439421217336e-08,0.9784607887268066|1.0834513730628714e-08,1,4.007318565868445e-08|Freefall
597.8897094726562,701.5285034179688,289.973388671875|-0.21155788004398346,-1.6894887266971637e-08,0.9773654937744141|-5.671672909102199e-09,1,1.6058477214642153e-08|Freefall
597.7935180664062,701.5245361328125,290.4194641113281|-0.2222604602575302,2.153589306885806e-09,0.9749873280525208|-2.2215237649447772e-08,1,-7.273077251568338e-09|Landed
597.6973266601562,701.5244750976562,290.8441467285156|-0.23774532973766327,2.0805241973675948e-08,0.971327543258667|-3.8453347173117436e-08,1,-3.083135524661884e-08|Landed
597.5946655273438,701.5244750976562,291.2680969238281|-0.2631310522556305,3.887279831360502e-08,0.9647601246833801|-5.39746380923134e-08,1,-5.501388500306348e-08|Running
597.4911499023438,702.4002075195312,291.6919250488281|-0.2949987053871155,5.618992915401577e-08,0.955497682094574|-6.844840783060135e-08,1,-7.993961759211743e-08|Jumping
597.3743896484375,703.2247924804688,292.1368408203125|-0.32815250754356384,5.93239448676286e-08,0.9446247816085815|-8.515756633187266e-08,1,-9.238442544301506e-08|Freefall
597.2311401367188,703.994873046875,292.6107482910156|-0.3702746629714966,-3.4884173327753842e-09,0.9289222955703735|-1.1885619954909998e-07,1,-4.3621540157801064e-08|Freefall
597.0525512695312,704.71044921875,293.10009765625|-0.4161054491996765,-9.875981987761406e-08,0.90931636095047|-1.2289977746604563e-07,1,5.236961797550066e-08|Freefall
596.8379516601562,705.3715209960938,293.5866394042969|-0.46145009994506836,-1.481623712606961e-07,0.8871661424636841|-8.96757299528872e-08,1,1.2036245777835575e-07|Freefall
596.5961303710938,705.9780883789062,294.06170654296875|-0.504391074180603,-1.564741722859253e-07,0.8634753227233887|-6.484674486273434e-08,1,1.433347875945401e-07|Freefall
596.33056640625,706.5301513671875,294.52398681640625|-0.5500342845916748,-1.7423694487206376e-07,0.8351420760154724|-6.842945765583863e-08,1,1.635630582086378e-07|Freefall
596.041748046875,707.0277099609375,294.97210693359375|-0.5865989327430725,-1.6055265916747885e-07,0.8098775744438171|-7.214132580202204e-08,1,1.459907537082472e-07|Freefall
595.7310180664062,707.4708251953125,295.40545654296875|-0.6154459118843079,-1.6224650778440264e-07,0.7881790995597839|-8.453934441376987e-08,1,1.3983765256853076e-07|Freefall
595.4036254882812,707.8594360351562,295.82647705078125|-0.6416606307029724,-1.6841499927977566e-07,0.7669886946678162|-9.875741113773984e-08,1,1.3695932921109488e-07|Freefall
595.0621337890625,708.1934814453125,296.236083984375|-0.6644678711891174,-1.6799320690097375e-07,0.747316837310791|-1.0720203391656469e-07,1,1.294777547400372e-07|Freefall
594.7080078125,708.4730224609375,296.6348571777344|-0.6818376779556274,-1.5114872553567693e-07,0.7315034866333008|-1.0092999502830935e-07,1,1.125501825072206e-07|Freefall
594.3443603515625,708.6981201171875,297.0250549316406|-0.6984654664993286,-1.432207454854506e-07,0.7156437635421753|-9.899385133849137e-08,1,1.0351093493454755e-07|Freefall
593.9720458984375,708.8687133789062,297.4068908691406|-0.7134453654289246,-1.5947466636134777e-07,0.7007108330726624|-1.1237923303042407e-07,1,1.1316824100049416e-07|Freefall
593.5917358398438,708.9848022460938,297.7807312011719|-0.7269333600997925,-1.429238380978859e-07,0.6867079734802246|-1.0168500352847332e-07,1,1.0048756138303361e-07|Freefall
593.2042236328125,709.04638671875,298.1470947265625|-0.742169976234436,-1.289879207888589e-07,0.6702117323875427|-9.240280718358918e-08,1,9.013471213847879e-08|Freefall
592.80859375,709.053466796875,298.5047607421875|-0.7560819983482361,-1.3802778653371206e-07,0.6544768810272217|-9.88217863095997e-08,1,9.673437517676575e-08|Freefall
592.4324951171875,709.0514526367188,298.8305969238281|-0.7708956003189087,-8.399479867193804e-08,0.6369615197181702|-5.950153081357712e-08,1,5.985499029748098e-08|Landed
592.0531005859375,709.0514526367188,299.1455383300781|-0.7834688425064087,-3.0702796749437766e-08,0.6214311122894287|-1.963157636453161e-08,1,2.4656104713471905e-08|Landed
591.6714477539062,709.0514526367188,299.4500427246094|-0.7953172326087952,2.2503805041651503e-08,0.606193482875824|2.0913828890911645e-08,1,-9.684492319195215e-09|Running
591.2896118164062,709.9169311523438,299.7531433105469|-0.8068227767944336,7.561393289279295e-08,0.5907935500144958|6.207893221699123e-08,1,-4.3208387978665996e-08|Jumping
590.8836669921875,710.7279052734375,300.06219482421875|-0.8170071244239807,1.2518428604835208e-07,0.5766275525093079|1.0119288873511323e-07,1,-7.371998833605176e-08|Freefall
590.449951171875,711.484375,300.36993408203125|-0.827542245388031,1.6080494447123783e-07,0.5614033937454224|1.3017617561672523e-07,1,-9.454635829797553e-08|Freefall
590.0088500976562,712.186279296875,300.6695556640625|-0.8389961123466492,1.779544192004323e-07,0.5441374182701111|1.4523428149004758e-07,1,-1.0310525055956532e-07|Freefall
589.5615234375,712.833740234375,300.9599914550781|-0.8485038876533508,1.7624499548674066e-07,0.5291891098022461|1.4505820900012623e-07,1,-1.0046037601796343e-07|Freefall
589.109130859375,713.4266967773438,301.2423095703125|-0.8568621873855591,1.5983800949470606e-07,0.5155455470085144|1.3270738463688758e-07,1,-8.947041152396196e-08|Freefall
588.6522216796875,713.9651489257812,301.51739501953125|-0.8648992776870728,1.310274626575847e-07,0.5019454956054688|1.0993816346172025e-07,1,-7.160544157613913e-08|Freefall
588.1910400390625,714.4490966796875,301.7852478027344|-0.872687578201294,9.022303260053377e-08,0.4882790148258209|7.686469416512409e-08,1,-4.7399474567555444e-08|Freefall
587.7257690429688,714.8785400390625,302.04583740234375|-0.8802555203437805,3.7497155602750354e-08,0.47450000047683716|3.332140252609861e-08,1,-1.7209295322118123e-08|Freefall
587.2564086914062,715.2535400390625,302.2990417480469|-0.8868741989135742,-2.635629670066919e-08,0.4620110094547272|-2.0258378086168705e-08,1,1.815901207180559e-08|Freefall
586.783447265625,715.573974609375,302.54559326171875|-0.8946936130523682,-1.0137355133110759e-07,0.44668033719062805|-8.410471252773277e-08,1,5.848836792665679e-08|Freefall
586.3064575195312,715.8399047851562,302.7840576171875|-0.9002463817596436,-1.1874197980432655e-07,0.43538081645965576|-1.001426568336683e-07,1,6.566415322595276e-08|Freefall
585.8262939453125,716.0513305664062,303.01629638671875|-0.9035488367080688,-1.4249927460241452e-07,0.42848509550094604|-1.2148142047863075e-07,1,7.6396780457344e-08|Freefall
585.3443603515625,716.2083129882812,303.2447509765625|-0.9039146304130554,-1.6815126002711622e-07,0.4277128577232361|-1.4399476810922351e-07,1,8.882660296194445e-08|Freefall
584.8621826171875,716.310791015625,303.47271728515625|-0.9040340185165405,-1.2478419364470028e-07,0.42746058106422424|-1.0714580156445663e-07,1,6.531770679885085e-08|Freefall
584.3800048828125,716.3587646484375,303.70062255859375|-0.9040478467941284,-8.145492813582678e-08,0.42743122577667236|-7.030380544392756e-08,1,4.1870887201866935e-08|Freefall
583.8978271484375,716.3521728515625,303.92852783203125|-0.9040493965148926,-3.8162671245345337e-08,0.4274280369281769|-3.3491073025970763e-08,1,1.8447753546979584e-08|Freefall
583.4156494140625,716.2911376953125,304.15643310546875|-0.9040496945381165,5.0926329819844796e-09,0.42742741107940674|3.2903908486758837e-09,1,-4.955124754957296e-09|Freefall
582.9334716796875,716.1755981445312,304.38433837890625|-0.9040496945381165,4.8311008526980004e-08,0.42742741107940674|4.00404651657027e-08,1,-2.833800039070411e-08|Freefall
582.4512939453125,716.0055541992188,304.61224365234375|-0.9040496945381165,9.149248114681541e-08,0.42742741107940674|7.6759164358009e-08,1,-5.1700908443308435e-08|Freefall
581.9691162109375,715.781005859375,304.84014892578125|-0.9040496945381165,1.3463709080951958e-07,0.42742741107940674|1.1344651085209989e-07,1,-7.504387156131997e-08|Freefall
581.4869384765625,715.501953125,305.06805419921875|-0.9040496945381165,1.4164967865326616e-07,0.42742741107940674|1.1959009782458452e-07,1,-7.845608962497863e-08|Freefall
581.058837890625,715.4578857421875,305.2704772949219|-0.9040496945381165,1.1257648679929844e-07,0.42742741107940674|9.522902644221176e-08,1,-6.196307822392555e-08|Landed
580.6469116210938,715.4570922851562,305.4652404785156|-0.9040496945381165,8.352811420309081e-08,0.42742741107940674|7.088873843485999e-08,1,-4.5484146227181554e-08|Landed
580.2384033203125,715.4570922851562,305.65838623046875|-0.9040496945381165,5.450453599564753e-08,0.42742741107940674|4.65692338025292e-08,1,-2.901928120024877e-08|Running
579.8302001953125,716.3328247070312,305.85137939453125|-0.9040496945381165,2.5505732637043366e-08,0.42742741107940674|2.227048234715312e-08,1,-1.2568475149521419e-08|Jumping
579.3995361328125,717.1574096679688,306.05499267578125|-0.9040496945381165,-3.46831963149441e-09,0.42742741107940674|-2.0075314743905892e-09,1,3.8682861358552145e-09|Freefall
578.9334716796875,717.927490234375,306.27532958984375|-0.9040496945381165,-3.2417641904203265e-08,0.42742741107940674|-2.6264824981581114e-08,1,2.0291013314022166e-08|Freefall
578.4518432617188,718.64306640625,306.50299072265625|-0.9040496945381165,-6.134224861398252e-08,0.42742741107940674|-5.050141282936238e-08,1,3.669971704312047e-08|Freefall
577.9696655273438,719.3041381835938,306.73089599609375|-0.9040496945381165,-9.024216751640779e-08,0.42742741107940674|-7.471731322539199e-08,1,5.309441419854011e-08|Freefall
577.4874877929688,719.9107055664062,306.95880126953125|-0.9040496945381165,-1.1911742348047483e-07,0.42742741107940674|-9.89125510386657e-08,1,6.947511366206527e-08|Freefall
577.0053100585938,720.4627685546875,307.18670654296875|-0.9040496945381165,-1.479680378224657e-07,0.42742741107940674|-1.2308713337461086e-07,1,8.584182609183699e-08|Freefall
576.5231323242188,720.9603271484375,307.41461181640625|-0.9040496945381165,-1.5907028227957198e-07,0.42742741107940674|-1.3246797436750057e-07,1,9.197503203495216e-08|Freefall
576.0409545898438,721.4034423828125,307.64251708984375|-0.9040496945381165,-1.1701456514856545e-07,0.42742741107940674|-9.75404006453573e-08,1,6.745752756387446e-08|Freefall
575.5587768554688,721.7920532226562,307.87042236328125|-0.9040496945381165,-7.499475884742424e-08,0.42742741107940674|-6.264264840183387e-08,1,4.296095212907858e-08|Freefall
575.0765991210938,722.1260986328125,308.09832763671875|-0.9040496945381165,-3.301082429629787e-08,0.42742741107940674|-2.777469454429138e-08,1,1.848529151970979e-08|Freefall
574.5944213867188,722.4056396484375,308.32623291015625|-0.9033708572387695,8.921171357201274e-09,0.42886024713516235|7.07140035416387e-09,1,-5.9065263791069356e-09|Freefall
574.1126098632812,722.6307373046875,308.5549011230469|-0.9033291935920715,5.0758924174942877e-08,0.42894798517227173|4.180419566068849e-08,1,-3.0297321984562586e-08|Freefall
573.6309204101562,722.8013305664062,308.7836608886719|-0.9033049941062927,9.255775523797638e-08,0.4289989173412323|7.650322686458821e-08,1,-5.4666827509208815e-08|Freefall
573.1492309570312,722.9174194335938,309.0124206542969|-0.9033022522926331,1.3432092771381576e-07,0.4290046989917755|1.1117412412886551e-07,1,-7.901333987092585e-08|Freefall
572.6675415039062,722.97900390625,309.2411804199219|-0.9026200175285339,1.403974607683267e-07,0.4304383099079132|1.1615821904342738e-07,1,-8.259193151616273e-08|Freefall
572.1860961914062,722.986083984375,309.470703125|-0.9025782346725464,1.1079736594865608e-07,0.43052586913108826|9.173001558338001e-08,1,-6.504569682874717e-08|Freefall
571.7046508789062,722.9386596679688,309.7003173828125|-0.902554452419281,8.121999428567506e-08,0.4305756986141205|6.732862090075287e-08,1,-4.749977478013534e-08|Freefall
571.2232055664062,722.8367309570312,309.929931640625|-0.9018673300743103,5.162862848351324e-08,0.4320131242275238|4.284363086526355e-08,1,-3.0067045742043774e-08|Freefall
570.7421875,722.6802978515625,310.1603088378906|-0.9018250703811646,2.2005174571404496e-08,0.4321012794971466|1.8407053659075245e-08,1,-1.2509178581865399e-08|Freefall
570.26123046875,722.4693603515625,310.3907775878906|-0.9011144638061523,-7.636826282464426e-09,0.43358129262924194|-6.057253809643726e-09,1,5.024542115705799e-09|Freefall
569.7806396484375,722.2039794921875,310.6219787597656|-0.9010695219039917,-3.731424058628363e-08,0.43367472290992737|-3.0530305394904644e-08,1,2.2607530070217763e-08|Freefall
569.3001708984375,721.884033203125,310.8533020019531|-0.9010447859764099,-6.697045051851092e-08,0.43372610211372375|-5.498517907653877e-08,1,4.017821453317083e-08|Freefall
568.8353271484375,721.8339233398438,311.07708740234375|-0.9002825617790222,-9.661052757792277e-08,0.43530601263046265|-7.935007317882992e-08,1,5.7828376753832345e-08|Landed
568.3723754882812,721.8329467773438,311.3008117675781|-0.9002821445465088,-1.2622531642136892e-07,0.4353068172931671|-1.0376464842920541e-07,1,7.536718271694554e-08|Landed
567.9081420898438,721.8329467773438,311.52532958984375|-0.9002821445465088,-8.214334457079531e-08,0.4353068172931671|-6.756718562428432e-08,1,4.896273253507388e-08|Running
567.4448852539062,721.8329467773438,311.7492980957031|-0.9002821445465088,-3.809903148521698e-08,0.4353068172931671|-3.1400638533796155e-08,1,2.2580847414133132e-08|Running
566.98681640625,721.8329467773438,311.9707946777344|-0.8995201587677002,5.921564572020088e-09,0.4368792474269867|4.7745145614896956e-09,1,-3.7236667083107022e-09|Running
566.5352783203125,721.8329467773438,312.18994140625|-0.8995201587677002,4.990455337861022e-08,0.4368792474269867|4.087928928697693e-08,1,-3.0060498090733745e-08|Running
566.0975341796875,721.8329467773438,312.40252685546875|-0.8987553715705872,9.386370436459401e-08,0.4384503662586212|7.690061920584412e-08,1,-5.6446204155236046e-08|Running
565.6622924804688,721.8329467773438,312.6147155761719|-0.8979891538619995,8.584888178120309e-08,0.44001761078834534|7.03001461488384e-08,1,-5.163455440992948e-08|Running
565.2275390625,721.8329467773438,312.8276062011719|-0.8972188830375671,6.052349021956616e-08,0.44158604741096497|4.9537888457962254e-08,1,-3.6407758585710326e-08|Running
564.793212890625,721.8329467773438,313.041259765625|-0.8964465260505676,3.521167357689592e-08,0.4431518614292145|2.881997929193858e-08,1,-2.1157767093882285e-08|Running
564.3593139648438,721.8329467773438,313.2556457519531|-0.8948923945426941,9.905585685032747e-09,0.4462820291519165|8.109231508512948e-09,1,-5.9350284686843224e-09|Running
563.9281616210938,722.0289916992188,313.47039794921875|-0.8933284282684326,-1.5394448382721748e-08,0.44940435886383057|-1.2530550819178643e-08,1,9.346930340825566e-09|Running
563.5021362304688,722.267333984375,313.6844177246094|-0.8901662230491638,-4.0703042714085313e-08,0.4556359648704529|-3.306631768396073e-08,1,2.4731416914391957e-08|Running
563.0804443359375,722.5126953125,313.8997497558594|-0.8861528038978577,-6.602599000871123e-08,0.4633931815624237|-5.343286346715104e-08,1,4.0303365977933936e-08|Running
562.6631469726562,722.763671875,314.1172790527344|-0.881247341632843,-9.136787326724516e-08,0.47265544533729553|-7.357375153560497e-08,1,5.613222953115837e-08|Running
562.2486572265625,723.0158081054688,314.3387756347656|-0.8762463331222534,-1.1672587163502612e-07,0.48186346888542175|-9.353023244784708e-08,1,7.215809461058598e-08|Running
561.8367309570312,723.2683715820312,314.564453125|-0.8685623407363892,-8.931760930863675e-08,0.49557989835739136|-7.095262333223218e-08,1,5.587562412756597e-08|Running
561.428466796875,723.521484375,314.796142578125|-0.8597745895385742,-4.4219174100135206e-08,0.5106737017631531|-3.45710162719115e-08,1,2.8385819916820765e-08|Running
560.9252319335938,723.8385620117188,315.09356689453125|-0.8498044610023499,1.2248068337328277e-08,0.5270980596542358|1.0181853582480471e-08,1,-6.821280873481328e-09|Running
560.529296875,724.0875854492188,315.3376159667969|-0.836662232875824,5.7505268102886475e-08,0.5477191805839539|4.5338929055560584e-08,1,-3.573345352947399e-08|Running
560.1395874023438,724.3345336914062,315.5906677246094|-0.8240095973014832,1.0281728890504382e-07,0.566575825214386|7.981257965639088e-08,1,-6.539451646858652e-08|Running
559.855712890625,724.5074462890625,315.7840270996094|-0.8099098205566406,9.96385267626465e-08,0.5865544676780701|7.614790575871666e-08,1,-6.472645708299751e-08|Running
559.4826049804688,724.6903076171875,316.0521240234375|-0.7984902858734131,7.056502226987504e-08,0.6020076870918274|5.3181498316234865e-08,1,-4.66773251162067e-08|Running
559.1124877929688,724.7916259765625,316.3294982910156|-0.7813563942909241,4.145784160414223e-08,0.6240850687026978|3.016625882423796e-08,1,-2.8661544249075632e-08|Running
558.7471923828125,724.9254150390625,316.61883544921875|-0.765862226486206,1.234301727492948e-08,0.6430046558380127|7.784772826369135e-09,1,-9.923651234089448e-09|Running
558.3860473632812,725.1073608398438,316.91986083984375|-0.7487542629241943,-1.6762438548312275e-08,0.6628476977348328|-1.4130968395420496e-08,1,9.326147853983002e-09|Running
558.025634765625,725.31298828125,317.2364807128906|-0.7287440299987793,-4.583646528999452e-08,0.6847861409187317|-3.548244009721202e-08,1,2.917530750323749e-08|Running
557.6727294921875,725.5293579101562,317.5650939941406|-0.7093244791030884,-7.485608222168594e-08,0.7048820853233337|-5.626945309700204e-08,1,4.957251675818952e-08|Running
557.3284912109375,725.7509765625,317.9043273925781|-0.7006532549858093,-1.0383087101217825e-07,0.7135019898414612|-7.725681427928066e-08,1,6.965731813579623e-08|Running
556.9888305664062,725.9744873046875,318.2489318847656|-0.7006532549858093,-9.799705935620295e-08,0.7135019898414612|-7.294190851325766e-08,1,6.571821842271675e-08|Running
556.6497192382812,726.1984252929688,318.5942687988281|-0.7006532549858093,-5.7399205388719565e-08,0.7135019898414612|-4.2747590356384535e-08,1,3.846936280638147e-08|Running
556.3106079101562,726.4224853515625,318.9396057128906|-0.7006532549858093,-1.6835988603247642e-08,0.7135019898414612|-1.2579032926396394e-08,1,1.1243765918322879e-08|Running
555.9714965820312,726.6465454101562,319.2849426269531|-0.7006532549858093,2.3692614092851727e-08,0.7135019898414612|1.7563788645702516e-08,1,-1.5958594445919516e-08|Running
555.6233520507812,726.8624877929688,319.6394958496094|-0.7006532549858093,6.418663645035849e-08,0.7135019898414612|4.768089922890795e-08,1,-4.313773871444937e-08|Running
555.269775390625,727.0645751953125,319.9996032714844|-0.7006532549858093,1.046461122200526e-07,0.7135019898414612|7.777232013950197e-08,1,-7.029368731537033e-08|Running
554.9093017578125,727.2450561523438,320.3666687011719|-0.7006532549858093,9.060784122993937e-08,0.7135019898414612|6.73523956606914e-08,1,-6.08508088362214e-08|Running
554.5458984375,727.4005737304688,320.7367248535156|-0.7006532549858093,5.843489248036349e-08,0.7135019898414612|4.345189097421098e-08,1,-3.922930247313161e-08|Running
554.1829833984375,727.5418701171875,321.1063232421875|-0.7006532549858093,2.628938844395634e-08,0.7135019898414612|1.9571769982462683e-08,1,-1.7626250681246347e-08|Running
553.8233032226562,727.6797485351562,321.4726257324219|-0.7006532549858093,-5.828690863296515e-09,0.7135019898414612|-4.287981969497423e-09,1,3.958366523448831e-09|Running
553.4649658203125,727.8208618164062,321.8374938964844|-0.7006532549858093,-3.791937075448004e-08,0.7135019898414612|-2.812738486568378e-08,1,2.5524563795897848e-08|Running
553.105224609375,727.9634399414062,322.2038269042969|-0.7006532549858093,-6.998266854907342e-08,0.7135019898414612|-5.194645069650505e-08,1,4.707235845557989e-08|Running
552.7423706054688,728.1013793945312,322.5733642578125|-0.7006532549858093,-1.0201861044834004e-07,0.7135019898414612|-7.574519855779727e-08,1,6.860176426926046e-08|Running
552.3778076171875,728.2316284179688,322.9446716308594|-0.696905255317688,-9.866792538559821e-08,0.7171632051467896|-7.299856008557981e-08,1,6.664430429736967e-08|Running
552.0156860351562,728.357177734375,323.3167724609375|-0.6868147253990173,-6.002083807743475e-08,0.7268325090408325|-4.35225082640045e-08,1,4.1452384635931594e-08|Running
551.6596069335938,728.4833984375,323.6920166015625|-0.6714303493499756,-2.147268318708484e-08,0.7410677075386047|-1.4130964842706817e-08,1,1.6172242212064702e-08|Running
551.2274780273438,728.6490478515625,324.16656494140625|-0.6623190641403198,2.6608402592387392e-08,0.7492218613624573|2.1675052863656674e-08,1,-1.6353769893839853e-08|Running
550.9727172851562,728.7545776367188,324.45330810546875|-0.6343979239463806,5.530259983288488e-08,0.7730066180229187|4.2406803402172955e-08,1,-3.673941506576739e-08|Running
550.6466674804688,728.9005126953125,324.8461608886719|-0.6111677289009094,9.335526129916616e-08,0.7915011048316956|6.97374460401079e-08,1,-6.409843678056859e-08|Running
550.3330688476562,729.0499267578125,325.2485656738281|-0.577459454536438,9.593929917173227e-08,0.8164193630218506|6.97515218917033e-08,1,-6.81765115473354e-08|Running
549.9625244140625,729.2398681640625,325.7668151855469|-0.5398001670837402,5.560586302522097e-08,0.8417931795120239|3.798270142851834e-08,1,-4.1700022990198704e-08|Running
549.68505859375,729.39453125,326.1932067871094|-0.4949664771556854,2.3754010314291918e-08,0.8689121007919312|1.2886857803096063e-08,1,-1.9996786448928106e-08|Running
549.4303588867188,729.5523071289062,326.6322326660156|-0.46586355566978455,-7.782471556083692e-09,0.8848565816879272|-1.0623688595501335e-08,1,3.201967579968823e-09|Running
549.251220703125,729.673095703125,326.96722412109375|-0.4425210952758789,-3.1228228891677645e-08,0.8967580795288086|-2.7653317857812e-08,1,2.117745090401968e-08|Running
548.9139404296875,729.9175415039062,327.6459655761719|-0.4299459755420685,-7.786017164335135e-08,0.9028546214103699|-6.155608645030952e-08,1,5.69243141512743e-08|Running
548.80419921875,730.000244140625,327.874267578125|-0.4220465421676636,-9.334470263411276e-08,0.9065741300582886|-7.244745603429692e-08,1,6.923703210759413e-08|Running
548.5884399414062,730.1644897460938,328.3358154296875|-0.42046114802360535,-9.138645395978529e-08,0.9073105454444885|-7.000552670888283e-08,1,6.828076237752612e-08|Running
548.3728637695312,730.3223876953125,328.800537109375|-0.42046114802360535,-5.655524759617947e-08,0.9073105454444885|-4.260981256720697e-08,1,4.2586822956991455e-08|Running
548.1555786132812,730.47021484375,329.26959228515625|-0.41887620091438293,-2.1778355119295156e-08,0.908043384552002|-1.5163070798962508e-08,1,1.6989172735293323e-08|Running
547.9381713867188,730.6083374023438,329.7406311035156|-0.4157007336616516,1.2919394443144938e-08,0.9095014333724976|1.2245320313297725e-08,1,-8.608019186340243e-09|Running
547.721923828125,730.7392578125,330.2130126953125|-0.410928875207901,4.751260362922949e-08,0.9116674065589905|3.9525595241229894e-08,1,-3.430022488259965e-08|Running
547.5078125,730.8648681640625,330.6869812011719|-0.4029518961906433,8.194948009077052e-08,0.9152211546897888|6.652675921259288e-08,1,-6.025035048651262e-08|Running
547.2974243164062,730.9860229492188,331.1631164550781|-0.3933371901512146,9.955251556448275e-08,0.919394314289093|7.983496175256732e-08,1,-7.412538138851232e-08|Running
547.0919189453125,731.1046752929688,331.641357421875|-0.3772197961807251,6.74733584560272e-08,0.9261237978935242|5.2470092271050817e-08,1,-5.148405080035445e-08|Running
546.8443603515625,731.246337890625,332.2454833984375|-0.3609870970249176,2.7747748987394516e-08,0.9325708150863647|1.90215949658068e-08,1,-2.2391006382349588e-08|Running
546.7008666992188,731.3240356445312,332.6126403808594|-0.34136226773262024,4.1831849095785856e-09,0.9399318099021912|-9.599748773680972e-10,1,-4.799160624457954e-09|Running
546.5191650390625,731.4173583984375,333.1078796386719|-0.323239266872406,-2.689472999861664e-08,0.9463172554969788|-2.7043359551726098e-08,1,1.9183053368010405e-08|Running
546.3468017578125,731.4998168945312,333.6078186035156|-0.3016684353351593,-5.755578413868534e-08,0.9534128904342651|-5.256992707813879e-08,1,4.3734562638064745e-08|Running
546.1058349609375,731.6124877929688,334.3634338378906|-0.28329601883888245,-1.0298495567440114e-07,0.9590325355529785|-9.063209915893822e-08,1,8.061170575501819e-08|Running
545.9921875,731.6674194335938,334.7430725097656|-0.23607183992862701,-7.82791929054838e-08,0.9717355966567993|-6.635958271772324e-08,1,6.443477218454063e-08|Running
545.8643798828125,731.7457275390625,335.2527160644531|-0.2326737642288208,-4.543197462680837e-08,0.9725548624992371|-3.918987800943796e-08,1,3.733827114160704e-08|Running
545.7736206054688,731.8145751953125,335.630615234375|-0.18999822437763214,-2.1487675638809378e-08,0.981784462928772|-1.7329679025124278e-08,1,1.85326491930482e-08|Running
545.6246337890625,731.983642578125,336.3829040527344|-0.18828287720680237,2.6299209920921385e-08,0.982114851474762|2.304983226508739e-08,1,-2.235922025306536e-08|Running
545.5775146484375,732.0559692382812,336.6278991699219|-0.12792569398880005,4.153529431505376e-08,0.9917837381362915|3.50782123348381e-08,1,-3.7354805471068175e-08|Running
545.510986328125,732.2269897460938,337.1090393066406|-0.12619271874427795,7.194744000571518e-08,0.9920057654380798|6.187077872255031e-08,1,-6.465668178634587e-08|Running
545.4359130859375,732.4774169921875,337.69769287109375|-0.10711029171943665,8.018490404992917e-08,0.9942471385002136|6.894425297332418e-08,1,-7.322149286892454e-08|Running
545.3976440429688,732.65087890625,338.0404968261719|-0.04965542256832123,5.98001363982803e-08,0.9987664222717285|4.691920452160048e-08,1,-5.754132459401262e-08|Running
545.371337890625,732.9017944335938,338.4903869628906|-0.03220158815383911,3.303357587469691e-08,0.9994813799858093|2.233472251589319e-08,1,-3.2331129773410794e-08|Running
545.3556518554688,733.1656494140625,338.9409484863281|-0.006007300689816475,6.893791315576436e-09,0.9999819397926331|-2.071966820338389e-09,1,-6.906362592928872e-09|Running
545.3511352539062,733.4374389648438,339.3929748535156|0.021938631311058998,-1.8560260883759838e-08,0.999759316444397|-2.5796062175231782e-08,1,1.913079650250893e-08|Running
545.359375,733.7117919921875,339.8543701171875|0.04637834429740906,-4.339627324156936e-08,0.9989239573478699|-4.8832372812057656e-08,1,4.5710223162132024e-08|Running
