MT Varsha|true|8344
545.3795166015625,733.9816284179688,340.3240966796875|0.0707888975739479,-6.760046744602732e-08,0.9974913001060486|-7.119184175508053e-08,1,7.282274339104333e-08|Running
545.4012451171875,734.8573608398438,340.794921875|0.09515830874443054,-9.115942134485522e-08,0.99546217918396|-9.286154778465061e-08,1,1.0045180687257016e-07|Jumping
545.4336547851562,735.6819458007812,341.28802490234375|0.11250893771648407,-1.0528659544206675e-07,0.9936507344245911|-1.0199205746630469e-07,1,1.1750770312346503e-07|Freefall
545.4876098632812,736.4520263671875,341.81048583984375|0.13245682418346405,-9.72227098827716e-08,0.9911887645721436|-7.220730680046472e-08,1,1.0773634784300157e-07|Freefall
545.5577392578125,737.1676025390625,342.3389587402344|0.14678797125816345,-1.060441547906521e-07,0.9891679883003235|-3.9763371262324654e-08,1,1.1310610403825194e-07|Freefall
545.6360473632812,737.8286743164062,342.8665466308594|0.16083043813705444,-1.2591048914600833e-07,0.9869820475578308|-4.8506545446969085e-09,1,1.2836161999985052e-07|Freefall
545.7217407226562,738.4352416992188,343.3929138183594|0.1715095490217209,-1.5434453359830513e-07,0.9851824641227722|3.180648633360761e-08,1,1.511287734956568e-07|Freefall
545.813232421875,738.9873046875,343.9183349609375|0.18195322155952454,-1.361992474357976e-07,0.9833071827888489|4.7736946839904704e-08,1,1.2967805673724797e-07|Freefall
545.9100952148438,739.48486328125,344.4427490234375|0.19070670008659363,-1.0551354989729589e-07,0.9816470742225647|5.6982710106012746e-08,1,9.641608045285466e-08|Freefall
546.01171875,739.927978515625,344.96630859375|0.20089009404182434,-7.936229451388499e-08,0.9796137809753418|6.723479373249575e-08,1,6.72259687917176e-08|Freefall
546.1187133789062,740.3165893554688,345.48876953125|0.21109260618686676,-5.850288786746205e-08,0.9774660468101501|7.859966189016632e-08,1,4.287727506380179e-08|Freefall
546.2312622070312,740.650634765625,346.0101623535156|0.2213185578584671,-4.311581491833749e-08,0.9752015471458435|9.122779687231741e-08,1,2.350838101961017e-08|Freefall
546.34912109375,740.93017578125,346.5303039550781|0.23306678235530853,-3.379125956826101e-08,0.9724607467651367|1.0544836470671726e-07,1,9.475703777184208e-09|Freefall
546.4733276367188,741.1552734375,347.0489807128906|0.24487897753715515,-3.1643125453229004e-08,0.9695536494255066|1.216733807041237e-07,1,1.9059012146271925e-09|Freefall
546.6365966796875,741.3599853515625,347.6953125|0.2548326253890991,-3.8359726062253685e-08,0.9669851660728455|1.4479284971002926e-07,1,1.5116919938051865e-09|Freefall
546.7725830078125,741.4624633789062,348.21099853515625|0.2638283371925354,-4.959447963415187e-08,0.964569628238678|1.6517059009402146e-07,1,6.238841887551416e-09|Freefall
546.8779296875,741.5035400390625,348.59686279296875|0.2741635739803314,-5.4367301771662824e-08,0.9616830945014954|1.63920418572161e-07,1,9.801871314607524e-09|Freefall
547.0238647460938,741.5106201171875,349.1098327636719|0.2838499844074249,-4.711185397354711e-08,0.958868682384491|1.1707236780011954e-07,1,1.4476292164999904e-08|Freefall
547.1663818359375,741.5086059570312,349.5916442871094|0.2964624762535095,-4.256140329061964e-08,0.9550445079803467|7.148545222435132e-08,1,2.237450402731156e-08|Landed
547.313232421875,741.5086059570312,350.0669860839844|0.3101408779621124,-3.756007060928823e-08,0.9506906270980835|2.612912730626249e-08,1,3.098416812008509e-08|Landed
547.4666748046875,741.5086059570312,350.5405578613281|0.32508906722068787,-3.1837860348105096e-08,0.9456834197044373|-1.901682189497933e-08,1,4.020375143909405e-08|Running
547.6209716796875,742.3740844726562,351.0139465332031|0.33991923928260803,-2.539423782366157e-08,0.9404546022415161|-6.397453233830674e-08,1,5.012513426549958e-08|Jumping
547.7916870117188,743.18505859375,351.50445556640625|0.35182419419288635,-2.028160928091438e-08,0.9360660910606384|-1.0805155881143946e-07,1,6.227846682804739e-08|Freefall
547.978515625,743.9415283203125,352.0035095214844|0.3688216209411621,-1.9885536772790147e-08,0.9295002222061157|-1.166372740613042e-07,1,6.767495364101705e-08|Freefall
548.1748657226562,744.6434326171875,352.4993896484375|0.3819889426231384,-2.9328452555432705e-08,0.9241669178009033|-8.860263989163286e-08,1,6.835744414956935e-08|Freefall
548.3786010742188,745.2908935546875,352.9923400878906|0.39501452445983887,-4.935317932108774e-08,0.918674886226654|-5.5866017589778494e-08,1,7.774357158041312e-08|Freefall
548.589111328125,745.8838500976562,353.4823913574219|0.4063819646835327,-7.851875238884531e-08,0.9137032628059387|-1.8971618942487112e-08,1,9.437251691224446e-08|Freefall
548.8058471679688,746.4223022460938,353.9697265625|0.4175819158554077,-1.154801836378283e-07,0.9086393117904663|2.174330582249695e-08,1,1.1709880709531717e-07|Freefall
549.0283813476562,746.90625,354.4543762207031|0.42866888642311096,-1.423013742396506e-07,0.9034616947174072|5.696081828432398e-08,1,1.3048040159446828e-07|Freefall
549.2567749023438,747.335693359375,354.936279296875|0.4382593035697937,-1.229114303669121e-07,0.8988485932350159|6.738535063277595e-08,1,1.0388754390078248e-07|Freefall
549.4904174804688,747.710693359375,355.4156799316406|0.4477110207080841,-1.0928999927273253e-07,0.8941783308982849|8.032426990212116e-08,1,8.200594692198138e-08|Freefall
549.7290649414062,748.0311279296875,355.89263916015625|0.46129196882247925,-1.0314724363524874e-07,0.8872483968734741|9.720250204736658e-08,1,6.571836763669126e-08|Freefall
549.974853515625,748.2970581054688,356.365966796875|0.4736175239086151,-1.0752279422376887e-07,0.8807306289672852|1.1921301279471663e-07,1,5.797620872272091e-08|Freefall
550.2273559570312,748.5084838867188,356.8357849121094|0.4886842370033264,-1.2342040633939177e-07,0.8724607229232788|1.4745451437647716e-07,1,5.886994713932836e-08|Freefall
550.4877319335938,748.6654663085938,357.30120849609375|0.5092121362686157,-1.1515378162130219e-07,0.8606410622596741|1.3492496009348542e-07,1,5.396948665747914e-08|Freefall
550.7588500976562,748.7679443359375,357.7604064941406|0.5325636267662048,-1.2148061045991199e-07,0.8463899493217468|1.227086841026903e-07,1,6.631745463892003e-08|Freefall
551.0425415039062,748.81591796875,358.2120361328125|0.5598250031471252,-1.4877818443892465e-07,0.828610897064209|1.2307461361160676e-07,1,9.639982323506047e-08|Freefall
551.3402709960938,748.809326171875,358.65447998046875|0.5829824805259705,-1.6388439405545796e-07,0.8124847412109375|1.1374450537005032e-07,1,1.2009252259304048e-07|Freefall
551.6510009765625,748.748291015625,359.0879211425781|0.5954476594924927,-1.372249158748673e-07,0.803394079208374|8.252795424823489e-08,1,1.0963964314214536e-07|Freefall
551.9686279296875,748.6327514648438,359.5163269042969|0.5981757044792175,-1.1917623510271369e-07,0.8013650178909302|5.534545266527857e-08,1,1.07404154903179e-07|Freefall
552.2879028320312,748.4627075195312,359.94354248046875|0.5987105369567871,-1.0179692822021025e-07,0.8009654879570007|2.825234446390823e-08,1,1.0597454291882968e-07|Freefall
552.6072387695312,748.2381591796875,360.37066650390625|0.5988084673881531,-8.44451903958543e-08,0.8008922338485718|1.1221648055226296e-09,1,1.0459987720423669e-07|Freefall
552.8743896484375,748.2021484375,360.7279052734375|0.5988197922706604,-6.710768474249562e-08,0.8008838295936584|-2.5997644925723762e-08,1,1.0323044108417889e-07|Landed
553.09765625,748.2014770507812,361.0264587402344|0.5988211035728455,-4.978485534934407e-08,0.8008828163146973|-5.3095750018883336e-08,1,1.0186223420305396e-07|Landed
553.3345947265625,748.2014770507812,361.3433837890625|0.5988212823867798,-3.247680879781001e-08,0.8008826971054077|-8.017087083089791e-08,1,1.0049515708487888e-07|Running
553.5738525390625,749.0772094726562,361.6634521484375|0.5988212823867798,-1.5183546864250275e-08,0.8008826971054077|-1.0722286702957717e-07,1,9.912923104593574e-08|Jumping
553.8280639648438,749.9017944335938,362.00341796875|0.5988212823867798,2.094941553565377e-09,0.8008826971054077|-1.3425174927306216e-07,1,9.776445608622453e-08|Freefall
554.1060180664062,750.671875,362.37518310546875|0.5988212823867798,1.3899648543258536e-08,0.8008826971054077|-1.299817000699477e-07,1,7.983211958162428e-08|Freefall
554.4077758789062,751.387451171875,362.7787780761719|0.5988212823867798,2.0237605369288758e-08,0.8008826971054077|-9.445289350651365e-08,1,4.53534561017932e-08|Freefall
554.725830078125,752.0485229492188,363.2041931152344|0.5988212823867798,2.6570182498630857e-08,0.8008826971054077|-5.8954459092319667e-08,1,1.0904222413898879e-08|Freefall
555.045166015625,752.6550903320312,363.63128662109375|0.5988212823867798,3.289738259582009e-08,0.8008826971054077|-2.3486386169224716e-08,1,-2.3515598357448653e-08|Freefall
555.364501953125,753.2071533203125,364.05841064453125|0.5988212823867798,3.921920921357014e-08,0.8008826971054077|1.1951356349015896e-08,1,-5.7906031969423566e-08|Freefall
555.683837890625,753.7047119140625,364.48553466796875|0.5988221764564514,4.55356037321053e-08,0.8008820414543152|4.735873559980064e-08,1,-9.226710773191371e-08|Freefall
556.003173828125,754.1478271484375,364.91265869140625|0.6013586521148682,5.160822880156957e-08,0.7989792227745056|8.248865412952e-08,1,-1.2667851478909142e-07|Freefall
556.3237915039062,754.5364379882812,365.3388366699219|0.606568455696106,3.627081568424728e-08,0.7950312495231628|7.446365657415299e-08,1,-1.0243386583397296e-07|Freefall
556.647216796875,754.8704833984375,365.7629089355469|0.6119967699050903,1.903956636795101e-08,0.7908602356910706|6.795049500851746e-08,1,-7.665709489401706e-08|Freefall
556.9735717773438,755.1500244140625,366.18475341796875|0.6162471175193787,-1.0660012456087387e-10,0.7875528931617737|6.312034628308538e-08,1,-4.925527363752735e-08|Freefall
557.3021850585938,755.3751220703125,366.60479736328125|0.620414137840271,-2.0597752836692962e-08,0.7842743992805481|5.945307890442564e-08,1,-2.0767956243616936e-08|Freefall
557.6329956054688,755.5457153320312,367.0231018066406|0.6232801675796509,-4.213095294858249e-08,0.7819986343383789|5.6754327459884735e-08,1,8.64081872720135e-09|Freefall
557.9653930664062,755.6618041992188,367.4402160644531|0.6260599493980408,-6.426139265158781e-08,0.7797749638557434|5.464124441800777e-08,1,3.8540221680705145e-08|Freefall
558.2992553710938,755.723388671875,367.8561096191406|0.6275519728660583,-8.680004270900099e-08,0.7785746455192566|5.289161109089946e-08,1,6.885377956677985e-08|Freefall
558.6339111328125,755.73046875,368.2713623046875|0.628961443901062,-1.094804815693351e-07,0.7774364948272705|5.1330765415968926e-08,1,9.929480171422256e-08|Freefall
558.91357421875,756.1297607421875,368.61773681640625|0.6304471492767334,-9.836449521571922e-08,0.7762321829795837|3.6857333185480456e-08,1,9.678534240720182e-08|Landed
559.1410522460938,756.6875610351562,368.8980712890625|0.6318536400794983,-5.3445898373638556e-08,0.7750877141952515|9.351223795306396e-09,1,6.133150520781783e-08|Landed
559.3748779296875,757.214111328125,369.18505859375|0.6332113146781921,-8.567133669146187e-09,0.7739790081977844|-1.8199894924464388e-08,1,2.595873205279986e-08|Running
559.6099853515625,758.07958984375,369.4736328125|0.6332113742828369,3.627334166367291e-08,0.7739789485931396|-4.583493407039896e-08,1,-9.367359332657088e-09|Jumping
559.8609619140625,758.8905639648438,369.78131103515625|0.6332130432128906,8.107553384206767e-08,0.773977518081665|-7.34464151719294e-08,1,-4.4663188702998013e-08|Freefall
560.1372680664062,759.6470336914062,370.11962890625|0.6344396471977234,1.2580490249547438e-07,0.7729724049568176|-1.0109216219689188e-07,1,-7.978037075417888e-08|Freefall
560.4390258789062,760.3489379882812,370.4884033203125|0.6345142126083374,1.3542747012706968e-07,0.7729111909866333|-1.0293967278585114e-07,1,-9.071001016991431e-08|Freefall
560.7660522460938,760.9963989257812,370.8870849609375|0.6345580816268921,1.1004116373669603e-07,0.772875189781189|-7.911859256637399e-08,1,-7.741977015029988e-08|Freefall
561.1041259765625,761.58935546875,371.29876708984375|0.6333366632461548,8.466651735261621e-08,0.773876428604126|-5.515771306363604e-08,1,-6.426493825983925e-08|Freefall
561.44189453125,762.1278076171875,371.7114562988281|0.6332611441612244,5.925487300828536e-08,0.7739381790161133|-3.130101688952891e-08,1,-5.0951296515222566e-08|Freefall
561.779541015625,762.6117553710938,372.1242980957031|0.6344452500343323,3.3822022516005745e-08,0.7729678153991699|-7.541013147260855e-09,1,-3.7566461941196394e-08|Freefall
562.1178588867188,763.0411987304688,372.5365905761719|0.6345153450965881,8.354119174214247e-09,0.7729102969169617|1.6316954898343283e-08,1,-2.4203945514500447e-08|Freefall
562.4562377929688,763.4161987304688,372.9488220214844|0.6345583200454712,-1.7097121940423676e-08,0.7728749513626099|4.0161200587363055e-08,1,-1.0852340359690515e-08|Freefall
562.7100219726562,763.66162109375,373.25799560546875|0.6345632672309875,-3.6171496020642735e-08,0.7728708982467651|5.803210356702948e-08,1,-8.456075284435371e-10|Freefall
563.1329956054688,764.0025634765625,373.7732849121094|0.6345635652542114,-6.793501228230525e-08,0.772870659828186|8.779162641303628e-08,1,1.5818478971141303e-08|Freefall
563.4713745117188,764.2139892578125,374.1855163574219|0.6345639228820801,-9.332142525408926e-08,0.7728703618049622|1.1157639079328874e-07,1,2.9136934642792767e-08|Freefall
563.8097534179688,764.3709716796875,374.5977478027344|0.6345639228820801,-1.1868617377785995e-07,0.7728703618049622|1.353408407567258e-07,1,4.2444060710522535e-08|Freefall
564.1481323242188,764.4734497070312,375.0099792480469|0.6345639228820801,-1.440292578536173e-07,0.7728703618049622|1.5908500472505693e-07,1,5.573982164719382e-08|Freefall
564.4865112304688,764.5214233398438,375.4222106933594|0.6345639228820801,-1.088036896135236e-07,0.7728703618049622|1.1770165997404547e-07,1,4.413995569052531e-08|Freefall
564.9094848632812,764.5046997070312,375.9375|0.6345639228820801,-6.481401726432523e-08,0.7728703618049622|6.60221743942202e-08,1,2.965403567145586e-08|Freefall
565.1273803710938,765.07958984375,376.20281982421875|0.6345635652542114,-3.844276008635461e-08,0.772870659828186|3.504095502648852e-08,1,2.0969935121684102e-08|Landed
565.378662109375,766.0465698242188,376.5088806152344|0.6345633864402771,-3.3073599414734645e-09,0.7728708386421204|-6.2364655661895085e-09,1,9.399749423266712e-09|Landed
565.6958618164062,766.9697265625,376.8951110839844|0.6386046409606934,4.072982662250979e-08,0.7695350050926208|-5.773432221189978e-08,1,-5.016566273496892e-09|Running
565.8866577148438,767.6239624023438,377.12738037109375|0.6466339230537415,6.731937673976063e-08,0.7628005146980286|-8.868563128316964e-08,1,-1.307319497101389e-08|Jumping
566.1578979492188,768.4485473632812,377.4552917480469|0.653863787651062,1.018974202793288e-07,0.7566123008728027|-1.2926263082135847e-07,1,-2.2967208579416365e-08|Freefall
566.4572143554688,769.2186279296875,377.8111267089844|0.6638463139533997,1.1770769248187207e-07,0.7478690147399902|-1.4887380928030325e-07,1,-2.5242878010089953e-08|Freefall
566.787353515625,769.9342041015625,378.19183349609375|0.6764447689056396,8.173710597247918e-08,0.7364933490753174|-1.0912943793073282e-07,1,-1.0749683809763155e-08|Freefall
567.145263671875,770.5952758789062,378.5833740234375|0.6879484057426453,3.239256685105829e-08,0.7257595658302307|-5.9456734646801124e-08,1,1.1726472237683083e-08|Freefall
567.511962890625,771.2018432617188,378.97052001953125|0.695896327495575,-2.7207390118633157e-08,0.7181422114372253|-1.9385943961225394e-09,1,3.976433760044529e-08|Freefall
567.883056640625,771.75390625,379.353515625|0.702396035194397,-9.24916392364139e-08,0.7117863893508911|5.999012131496784e-08,1,7.074428509667996e-08|Freefall
568.2576293945312,772.25146484375,379.7331848144531|0.7041565179824829,-1.242935354639485e-07,0.710044801235199|9.44853795203926e-08,1,8.134844620144577e-08|Freefall
568.7272338867188,772.7968139648438,380.2064208984375|0.7033665180206299,-1.1927313892101665e-07,0.7108273506164551|1.0102821335067347e-07,1,6.782698136476029e-08|Freefall
569.0086669921875,773.0831909179688,380.4906921386719|0.6939608454704285,-1.1717279591039187e-07,0.7200127840042114|1.047952125077245e-07,1,6.173365818540333e-08|Freefall
569.4717407226562,773.4922485351562,380.9703369140625|0.6791725754737854,-1.29317243136029e-07,0.7339785695075989|1.2288491291201353e-07,1,6.247754669175265e-08|Freefall
569.833984375,773.7581787109375,381.3616943359375|0.6489328742027283,-1.4440328754972143e-07,0.7608456611633301|1.32286075427146e-07,1,7.696501569398606e-08|Freefall
570.1819458007812,773.9696044921875,381.7657775878906|0.6044924855232239,-1.5279667309187062e-07,0.7966108918190002|1.2029281037939654e-07,1,1.0052659860093627e-07|Freefall
