bayiii|true|1391
-1433.987060546875,297.0662841796875,1597.1053466796875|-0.999022901058197,1.4347067178732686e-07,0.04419594630599022|1.4318936791823944e-07,1,-9.530632283372142e-09|Freefall
-1434.386962890625,296.647705078125,1597.1142578125|-0.999204158782959,1.7681558972526545e-07,0.03988811373710632|1.7654288342328073e-07,1,-1.0359126001446839e-08|Freefall
-1434.786865234375,296.10650634765625,1597.1201171875|-0.9993910789489746,1.8621847175381845e-07,0.034893132746219635|1.8599058648760547e-07,1,-9.776938370009702e-09|Freefall
-1435.186767578125,295.44268798828125,1597.1212158203125|-0.9995924234390259,2.0742164963394316e-07,0.028547806665301323|2.072286378052013e-07,1,-9.719858695689254e-09|Freefall
-1435.586669921875,295.6942443847656,1597.1197509765625|-0.9997571706771851,1.3522151220968226e-07,0.022037245333194733|1.3514829788618954e-07,1,-4.811674614302319e-09|Landed
-1435.919921875,295.9435729980469,1597.11474609375|-0.999873697757721,1.739305446335493e-07,0.01589188724756241|1.7386842898758914e-07,1,-5.290623938947192e-09|Landed
-1436.253173828125,296.0721130371094,1597.1075439453125|-0.9999542236328125,1.9937999695684994e-07,0.00956549122929573|1.9933672490424215e-07,1,-5.477202691395178e-09|Running
-1436.58642578125,296.1334228515625,1597.0992431640625|-0.9999933838844299,1.753922163061361e-07,0.0036374893970787525|1.7537962548885844e-07,1,-3.777066659438333e-09|Running
-1436.919677734375,296.1622009277344,1597.090087890625|-0.9999984502792358,1.4322417030143697e-07,-0.0017445157282054424|1.432282203950308e-07,1,-2.201617776975695e-09|Running
-1437.186279296875,296.1737060546875,1597.081787109375|-0.9999831914901733,1.2557613615626906e-07,-0.005797064863145351|1.255862827065357e-07,1,-1.3884606797631704e-09|Running
-1437.51953125,296.1810607910156,1597.0714111328125|-0.9999471306800842,1.419725919049597e-07,-0.01028270460665226|1.4198887754446332e-07,1,-8.54186277265967e-10|Running
-1437.7861328125,296.18402099609375,1597.0631103515625|-0.9999112486839294,1.250498797844557e-07,-0.01332212332636118|1.2506598068284802e-07,1,-3.753471700118638e-10|Running
-1438.052734375,296.18560791015625,1597.0546875|-0.9998734593391418,1.243423355390405e-07,-0.015907717868685722|1.243571006170896e-07,1,6.074654668175583e-11|Running
-1438.45263671875,296.1867980957031,1597.042236328125|-0.9998160004615784,1.1592815241101562e-07,-0.01918143592774868|1.1593939319709534e-07,1,5.260419322361543e-10|Running
-1438.71923828125,296.1871337890625,1597.033935546875|-0.9997799396514893,1.109998208903562e-07,-0.02097778394818306|1.1100871688540792e-07,1,7.403032631358997e-10|Running
-1439.119140625,296.1873779296875,1597.0213623046875|-0.9997308254241943,1.0710800779634155e-07,-0.023201435804367065|1.0711385556305686e-07,1,9.907451525847932e-10|Running
-1439.585693359375,296.18743896484375,1597.0059814453125|-0.9996710419654846,1.0515845616509978e-07,-0.02564699575304985|1.0516158255313712e-07,1,1.2270238158862412e-09|Running
-1439.9189453125,296.18743896484375,1596.9949951171875|-0.9996331930160522,9.821764024309232e-08,-0.02708352915942669|9.821839341839222e-08,1,1.3024898937175067e-09|Running
-1440.185546875,296.18743896484375,1596.9862060546875|-0.9996073246002197,1.1538008237721442e-07,-0.028022056445479393|1.1537851918319575e-07,1,1.6727568219465638e-09|Running
-1440.518798828125,296.18743896484375,1596.9752197265625|-0.9995792508125305,8.468495593660919e-08,-0.02900516986846924|8.468238377190573e-08,1,1.3170617929603168e-09|Running
-1440.785400390625,296.18743896484375,1596.9664306640625|-0.9995598793029785,5.693708615694959e-08,-0.029665205627679825|5.693306093235151e-08,1,9.803006184583296e-10|Running
-1441.11865234375,296.18743896484375,1596.9554443359375|-0.9995390176773071,3.166019268974196e-08,-0.03035973198711872|3.165320094922208e-08,1,7.108059141280876e-10|Running
-1441.5185546875,296.18743896484375,1596.942138671875|-0.9995179176330566,1.0989131382643791e-08,-0.031046975404024124|1.0977367459474863e-08,1,5.493400734302156e-10|Running
-1441.78515625,296.18743896484375,1596.933349609375|-0.9995062351226807,1.3285610389601743e-09,-0.03142077475786209|1.3130055931398488e-09,1,5.157009819178882e-10|Running
-1442.0517578125,296.18743896484375,1596.924560546875|-0.999496340751648,-6.171824828982153e-09,-0.03173404559493065|-6.191511747744016e-09,1,5.22110243927898e-10|Running
-1442.318359375,296.18743896484375,1596.915771484375|-0.9994878172874451,-1.2119565795387643e-08,-0.03200182318687439|-1.2143649641416232e-08,1,5.582105888635169e-10|Running
-1442.5849609375,296.18743896484375,1596.906982421875|-0.9994804263114929,-1.6927350188211676e-08,-0.032231610268354416|-1.695604190388167e-08,1,6.168142663298681e-10|Running
-1442.8515625,296.18743896484375,1596.898193359375|-0.999474048614502,-2.0894599828125138e-08,-0.032428938895463943|-2.0928068167336278e-08,1,6.9260208679367e-10|Running
-1443.184814453125,296.18743896484375,1596.88720703125|-0.9994671940803528,-2.4999229353284136e-08,-0.03263895586133003|-2.5038859874371155e-08,1,8.054942823854105e-10|Running
-1443.51806640625,296.18743896484375,1596.876220703125|-0.9994614720344543,-2.8417217023957164e-08,-0.03281387314200401|-2.8463150059110376e-08,1,9.326870387127428e-10|Running
-1443.851318359375,296.18743896484375,1596.865234375|-0.9994567632675171,-3.136387505264793e-08,-0.03295811638236046|-3.141622428870505e-08,1,1.0704775954550882e-09|Running
-1444.1845703125,296.18743896484375,1596.854248046875|-0.9994528293609619,-3.398992021175218e-08,-0.033076897263526917|-3.404876025570047e-08,1,1.2155840778405036e-09|Running
-1444.451171875,296.18743896484375,1596.845458984375|-0.9994502067565918,-3.593008912616824e-08,-0.03315596655011177|-3.599415165922437e-08,1,1.3353246286484932e-09|Running
-1444.7177734375,296.18743896484375,1596.836669921875|-0.9994479417800903,-3.777096324597551e-08,-0.03322303295135498|-3.7840280242562585e-08,1,1.45756906544392e-09|Running
-1445.051025390625,296.18743896484375,1596.82568359375|-0.9994456171989441,-3.99719901622575e-08,-0.03329424187541008|-4.004789033729139e-08,1,1.61277657895198e-09|Running
-1445.317626953125,296.18743896484375,1596.8179931640625|-0.999460756778717,-4.018422927742904e-08,-0.032835934311151505|-4.026384559097096e-08,1,1.7634448346015574e-09|Running
-1445.65087890625,296.18743896484375,1596.8094482421875|-0.999497652053833,-2.6161721677908645e-08,-0.03169240429997444|-2.6244833861710504e-08,1,2.2064614579875297e-09|Running
-1445.984130859375,296.18743896484375,1596.802001953125|-0.9995425939559937,1.953375416974268e-08,-0.030242562294006348|1.9446220633767552e-08,1,3.18850013059091e-09|Running
-1446.3173828125,296.18743896484375,1596.795654296875|-0.9995958805084229,9.366541320332544e-08,-0.028426462784409523|9.35838073701234e-08,1,4.2012375800482005e-09|Running
-1446.650634765625,296.18743896484375,1596.790771484375|-0.9996592998504639,1.0990235210783794e-07,-0.026100480929017067|1.0987962184572098e-07,1,2.3052004749501975e-09|Running
-1447.050537109375,296.18743896484375,1596.786865234375|-0.999737560749054,1.0880355461040381e-07,-0.022909872233867645|1.088215881850374e-07,1,4.5964396178099776e-10|Running
-1447.51708984375,296.18743896484375,1596.78271484375|-0.9998103976249695,1.1303540503604381e-07,-0.01947377249598503|1.130535736137972e-07,1,1.6810913772147273e-10|Running
-1447.850341796875,296.18743896484375,1596.7813720703125|-0.9998576045036316,1.103092728271804e-07,-0.01687573827803135|1.1031840330133491e-07,1,3.8965258797318825e-10|Running
-1448.18359375,296.18743896484375,1596.7801513671875|-0.999894380569458,1.1177122161143416e-07,-0.014532106928527355|1.1177672121220894e-07,1,4.3402709204443113e-10|Running
-1448.4501953125,296.18743896484375,1596.779296875|-0.999916136264801,1.084097149828267e-07,-0.012952523306012154|1.0841525721616563e-07,1,2.7454102879964637e-10|Running
-1448.783447265625,296.18743896484375,1596.7786865234375|-0.9999397993087769,1.2081879674497031e-07,-0.010972969233989716|1.2082750799891073e-07,1,-1.3041757951359756e-10|Running
-1449.11669921875,296.18743896484375,1596.7786865234375|-0.9999590516090393,1.10010702769614e-07,-0.009050671942532063|1.1001954902667421e-07,1,-4.793160313099065e-10|Running
-1449.38330078125,296.18743896484375,1596.7786865234375|-0.9999702572822571,1.0776193448691629e-07,-0.007710499223321676|1.0777056047572842e-07,1,-7.036913274305334e-10|Running
-1449.64990234375,296.18743896484375,1596.7794189453125|-0.9999799728393555,1.0107454073704503e-07,-0.006328982301056385|1.0108207959547144e-07,1,-8.705631215910614e-10|Running
-1449.983154296875,296.18743896484375,1596.78173828125|-0.9999909400939941,1.1306057245974444e-07,-0.004259283654391766|1.1306650549158803e-07,1,-1.1531556820543187e-09|Running
-1450.31640625,296.18743896484375,1596.7841796875|-0.9999972581863403,1.0556269813832841e-07,-0.0023510651662945747|1.0556571083952804e-07,1,-1.1567571345239003e-09|Running
-1450.5830078125,296.18743896484375,1596.7864990234375|-0.9999996423721313,1.0371397962671836e-07,-0.00083073292626068|1.03715045440822e-07,1,-1.2392276094175259e-09|Running
-1450.916259765625,296.18743896484375,1596.7900390625|-0.999999463558197,1.0497643643248011e-07,0.001062530092895031|1.0497500113615388e-07,1,-1.4042909057820907e-09|Running
-1451.1162109375,296.18743896484375,1596.792236328125|-0.9999978542327881,1.1266211430438489e-07,0.0020756330341100693|1.126589452837834e-07,1,-1.6419304804671242e-09|Running
-1451.449462890625,296.18743896484375,1596.7960205078125|-0.9999937415122986,9.071491291479106e-08,0.0035371591802686453|9.071019491102561e-08,1,-1.492586831908227e-09|Running
-1451.6494140625,296.18743896484375,1596.7982177734375|-0.9999908208847046,8.3777045745137e-08,0.004289835225790739|8.377126903269527e-08,1,-1.5251332419197183e-09|Running
-1451.916015625,296.18743896484375,1596.8011474609375|-0.9999867081642151,8.83453239453047e-08,0.0051593477837741375|8.83370461224331e-08,1,-1.8329414652740184e-09|Running
-1452.1826171875,296.18743896484375,1596.8040771484375|-0.9999825358390808,1.049505300443343e-07,0.005910145118832588|1.049382802875698e-07,1,-2.382682939838787e-09|Running
-1452.515869140625,296.18743896484375,1596.8077392578125|-0.9999774694442749,1.0228838931425344e-07,0.006710059009492397|1.0227421398667502e-07,1,-2.455544878543492e-09|Running
-1452.782470703125,296.18743896484375,1596.8106689453125|-0.999973714351654,6.461847590344405e-08,0.0072486684657633305|6.460843593458776e-08,1,-1.6194920959833325e-09|Running
-1453.049072265625,296.18743896484375,1596.8135986328125|-0.9999703168869019,3.151584238025862e-08,0.0077064186334609985|3.1509983955402276e-08,1,-8.812823804049685e-10|Running
-1453.315673828125,296.18743896484375,1596.8165283203125|-0.9999672174453735,1.7497090443185925e-09,0.00809878297150135|1.7479980796153427e-09,1,-2.183375563680201e-10|Running
-1453.582275390625,296.18743896484375,1596.8194580078125|-0.9999644160270691,-2.5555728200288286e-08,0.00843565072864294|-2.5553369198405562e-08,1,3.872683007610789e-10|Running
-1453.848876953125,296.18743896484375,1596.8223876953125|-0.9999619126319885,-5.1042050586147525e-08,0.008724965155124664|-5.103569833408983e-08,1,9.508226428422972e-10|Running
-1454.115478515625,296.18743896484375,1596.8253173828125|-0.9999597668647766,-7.518188738231402e-08,0.008973456919193268|-7.517160582892757e-08,1,1.482585831880101e-09|Running
-1454.382080078125,296.18743896484375,1596.8282470703125|-0.999957799911499,-9.832380953866959e-08,0.009186893701553345|-9.830967684365532e-08,1,1.9900856518262344e-09|Running
-1454.648681640625,296.18743896484375,1596.8311767578125|-0.9999560713768005,-1.2072496247128583e-07,0.009370215237140656|-1.2070701416178053e-07,1,2.479547678291283e-09|Running
-1454.915283203125,296.18743896484375,1596.8341064453125|-0.9999545812606812,-8.969936260427858e-08,0.009527668356895447|-8.968572728917934e-08,1,1.8578218963227755e-09|Running
-1455.181884765625,296.18743896484375,1596.8370361328125|-0.9999533295631409,-4.0690032676593546e-08,0.009662915021181107|-4.068363068654435e-08,1,8.589315925178198e-10|Running
-1455.448486328125,296.18743896484375,1596.8399658203125|-0.9999521970748901,8.567091036582042e-09,0.00977907981723547|8.566046538760475e-09,1,-1.4863771324868935e-10|Running
-1455.78173828125,296.18743896484375,1596.8436279296875|-0.9999509453773499,7.037356652972449e-08,0.009902709163725376|7.036298654838902e-08,1,-1.4171305240395782e-09|Running
-1456.04833984375,296.18743896484375,1596.8465576171875|-0.999950110912323,1.0170908382178823e-07,0.009985936805605888|1.0169353004130244e-07,1,-2.065841275822322e-09|Running
-1456.31494140625,296.18743896484375,1596.8494873046875|-0.9999494552612305,7.844112559496352e-08,0.010056670755147934|7.842896820875467e-08,1,-1.6034324978875247e-09|Running
-1456.58154296875,296.18743896484375,1596.8524169921875|-0.9999487996101379,5.5272018073537765e-08,0.01011730544269085|5.526327484517424e-08,1,-1.1439000857649262e-09|Running
-1456.9814453125,296.18743896484375,1596.8568115234375|-0.9999480247497559,2.0660301913721923e-08,0.010194195434451103|2.065669946205162e-08,1,-4.5865922171373086e-10|Running
-1457.38134765625,297.4651794433594,1596.8612060546875|-0.9999472498893738,-1.3804520193616554e-08,0.010268439538776875|-1.380296410502524e-08,1,2.2238050290113165e-10|Jumping
-1457.64794921875,298.2489013671875,1596.8641357421875|-0.9999468922615051,-3.671011228334464e-08,0.010303786024451256|-3.670511006248489e-08,1,6.744489966514777e-10|Freefall
-1458.0478515625,299.322265625,1596.8685302734375|-0.9999465346336365,-7.100182841668357e-08,0.010342641733586788|-7.099165344470748e-08,1,1.3509261487243407e-09|Freefall
-1458.5810546875,300.5626525878906,1596.8743896484375|-0.999946117401123,-1.1662277898949469e-07,0.010382807813584805|-1.1660569754212702e-07,1,2.250286179616978e-09|Freefall
-1458.84765625,301.1011047363281,1596.8773193359375|-0.9999459385871887,-1.3939465759449376e-07,0.010398275218904018|-1.393741229094303e-07,1,2.6990536472482063e-09|Freefall
-1459.180908203125,301.697509765625,1596.8809814453125|-0.9999459981918335,-1.678291141615773e-07,0.010391999036073685|-1.6780430200924457e-07,1,3.2594233978500142e-09|Freefall
-1459.447509765625,302.11334228515625,1596.8839111328125|-0.999946117401123,-1.3827504119490186e-07,0.010381246916949749|-1.3825456335325725e-07,1,2.68959499116761e-09|Freefall
-1459.78076171875,302.5564880371094,1596.8875732421875|-0.9999462366104126,-7.959438619309367e-08,0.010368802584707737|-7.95825485511159e-08,1,1.5543404341400446e-09|Freefall
-1460.114013671875,302.9144592285156,1596.8912353515625|-0.9999463558197021,-2.0974006531560008e-08,0.010358287021517754|-2.097077533846914e-08,1,4.2051792603636784e-10|Freefall
-1460.380615234375,303.1395263671875,1596.8941650390625|-0.9999464154243469,2.5878447829086326e-08,0.01035125833004713|2.5874808073922395e-08,1,-4.85545437189927e-10|Freefall
-1460.647216796875,303.31011962890625,1596.8970947265625|-0.9999464750289917,7.269162694001352e-08,0.010345290414988995|7.268113222380634e-08,1,-1.3907038853844256e-09|Freefall
-1460.98046875,303.4466857910156,1596.9007568359375|-0.9999465346336365,1.3115258923335205e-07,0.010338952764868736|1.3113354668803368e-07,1,-2.5208908294160892e-09|Freefall
-1461.2470703125,303.49462890625,1596.9036865234375|-0.9999465942382812,1.4131914838344528e-07,0.010334696620702744|1.4129858527667238e-07,1,-2.7198798768779398e-09|Freefall
-1461.513671875,303.48809814453125,1596.9066162109375|-0.999946653842926,1.1493525420291917e-07,0.010331077501177788|1.149185067106373e-07,1,-2.2147790268434164e-09|Freefall
-1461.7802734375,303.4270324707031,1596.9095458984375|-0.999946653842926,8.857412581164681e-08,0.010327978059649467|8.856118682842862e-08,1,-1.7100730831387523e-09|Freefall
-1462.046875,303.3114929199219,1596.9124755859375|-0.9999467134475708,6.223569926078198e-08,0.010325320065021515|6.222656168120011e-08,1,-1.2057767007078724e-09|Freefall
-1462.380126953125,303.0904235839844,1596.9161376953125|-0.9999467134475708,2.9344466412339898e-08,0.01032248605042696|2.9340082363660258e-08,1,-5.759926979820307e-10|Freefall
-1462.646728515625,302.85223388671875,1596.9190673828125|-0.9999467134475708,3.056873199014376e-09,0.010320581495761871|3.056286335123559e-09,1,-7.264305823539985e-11|Freefall
-1462.913330078125,302.5595703125,1596.9219970703125|-0.9999467730522156,-2.3208185595535724e-08,0.01031896285712719|-2.3204981047797446e-08,1,4.302816714041313e-10|Freefall
