bayiii|true|1391
-1365.3441162109375,275.88751220703125,1599.7564697265625|-0.8137398958206177,-0.0018449773779138923,0.5812262892723083|-0.0005696563748642802,0.9999970197677612,0.0023767331149429083|Running
-1365.6627197265625,276.22802734375,1599.6563720703125|-0.8887523412704468,-0.000005090290869702585,0.45838767290115356|0.00004983803955838084,1,0.00010773406393127516|Running
-1366.0372314453125,276.5533752441406,1599.5167236328125|-0.9538170099258423,0.0001694645470706746,0.3003881573677063|0.00012566658551804721,1,-0.000165125064086169|Running
-1366.345703125,276.6803894042969,1599.390625|-0.9833510518074036,0.00007880888733780012,0.18171587586402893|0.00007512423326261342,1,-0.000027159931050846353|Running
-1366.650390625,276.7406311035156,1599.2554931640625|-0.9969825744628906,0.00005202888496569358,0.07762584090232849|0.000052142575441394,1,-5.622707135444216e-07|Running
-1366.8941650390625,276.7648010253906,1599.1474609375|-0.9999758005142212,0.00004108752546017058,0.006961050909012556|0.000041079292714130133,1,-0.0000013254984878585674|Running
-1367.2003173828125,276.78021240234375,1599.0157470703125|-0.9978329539299011,0.000027071180738857947,-0.06579809635877609|0.00002714784386625979,1,-2.710064848088223e-07|Running
-1367.6331787109375,276.7890625,1598.841796875|-0.989662230014801,0.000014256225767894648,-0.1434178501367569|0.00001420149601472076,1,0.0000014052748156245798|Running
-1368.2564697265625,276.79266357421875,1598.6046142578125|-0.9756398797035217,0.000006188393399497727,-0.21937832236289978|0.000006080755611037603,1,0.000001165866478913813|Running
-1368.6378173828125,276.79327392578125,1598.483642578125|-0.9705253839492798,0.000002184090817536344,-0.2409989982843399|0.0000021326486603356898,1,4.742810517655016e-07|Running
-1369.0906982421875,276.7935485839844,1598.371337890625|-0.969832181930542,-1.3313960778305045e-07,-0.2437736541032791|-1.3227320039277402e-07,1,-1.9923453109527145e-08|Running
-1369.550048828125,276.7936096191406,1598.2911376953125|-0.9733734726905823,5.423261200121487e-07,-0.22922499477863312|5.291306024446385e-07,1,1.1902893248816326e-07|Running
-1369.9481201171875,276.7936096191406,1598.2532958984375|-0.9789650440216064,0.0000020855641196249053,-0.20402792096138|0.000002042200321739074,1,4.2308622028031095e-07|Running
-1370.2808837890625,276.7936096191406,1598.232421875|-0.9835978746414185,0.0000028137751542089973,-0.1803753525018692|0.000002766293164313538,1,5.147886668055435e-07|Running
-1370.6806640625,276.7936096191406,1598.2152099609375|-0.9883029460906982,0.0000026999555302609224,-0.15250332653522491|0.0000026676316338125616,1,4.1656383586996526e-07|Running
-1371.147216796875,276.7936096191406,1598.210205078125|-0.9928838014602661,0.000002753706439762027,-0.11908717453479767|0.000002733774635998998,1,3.307310407762998e-07|Running
-1371.5465087890625,276.7936096191406,1598.228759765625|-0.9962838292121887,0.000003538943929015659,-0.08613122999668121|0.0000035248315271019237,1,3.159285029141756e-07|Running
-1371.878662109375,276.7936096191406,1598.2559814453125|-0.9983437061309814,0.000003943505362258293,-0.0575312040746212|0.000003935859695047839,1,2.46209481247206e-07|Running
-1372.539306640625,276.7936096191406,1598.3443603515625|-0.9999820590019226,0.000004955603344569681,0.005987559445202351|0.00000495572066938621,1,4.704023837120985e-09|Running
-1373.5296630859375,279.758056640625,1598.4793701171875|-0.9947441816329956,0.00009657406917540357,0.10239134728908539|0.00009650563879404217,1,-0.000005621981472359039|Jumping
-1373.9881591796875,280.879150390625,1598.5655517578125|-0.991867184638977,0.00002629845948831644,0.12727729976177216|0.00002629085793159902,1,-0.0000017396663452018402|Freefall
-1374.31591796875,281.5777282714844,1598.626220703125|-0.9904650449752808,0.0000022373001229425427,0.1377643346786499|0.0000022294934751698747,1,-2.109744912104361e-07|Freefall
-1374.64453125,282.1911926269531,1598.682373046875|-0.989617645740509,-8.648335665384366e-07,0.1437249779701233|-8.711519967619097e-07,1,1.896813373036821e-08|Freefall
-1374.9075927734375,282.6206359863281,1598.7242431640625|-0.9892789125442505,-4.4574235857908207e-07,0.14603839814662933|-4.487275759856857e-07,1,1.2500983359586826e-08|Freefall
-1375.2371826171875,283.080810546875,1598.773193359375|-0.9892019629478455,-2.4202877924039967e-08,0.1465587168931961|-2.4483929550456196e-08,1,-1.1377264408363175e-10|Freefall
-1375.5673828125,283.455810546875,1598.818359375|-0.9894204139709473,1.1178908465581117e-07,0.14507678151130676|1.1220242868148489e-07,1,-5.333120167705374e-09|Freefall
-1375.9644775390625,283.7934265136719,1598.8690185546875|-0.989933967590332,1.5585665380513092e-07,0.14153015613555908|1.5514957851792133e-07,1,-1.603067012467818e-08|Freefall
-1376.2958984375,283.9811096191406,1598.9056396484375|-0.9906278252601624,1.7969728105526883e-07,0.13658885657787323|1.778697225063297e-07,1,-2.5584748541973568e-08|Freefall
-1376.6273193359375,284.0836181640625,1598.9390869140625|-0.9914313554763794,2.1767586133591976e-07,0.13062871992588043|2.1528249760649487e-07,1,-3.2443441710938714e-08|Freefall
-1376.9593505859375,284.1009826660156,1598.9697265625|-0.9922594428062439,2.635189275679295e-07,0.12418198585510254|2.6083262127940543e-07,1,-3.789025626588227e-08|Freefall
-1377.4906005859375,283.6141357421875,1599.0120849609375|-0.9936662316322327,2.8918199745930906e-07,0.11237199604511261|2.868601711725205e-07,1,-3.6830563487910695e-08|Landed
-1377.8897705078125,283.0855407714844,1599.0408935546875|-0.994581937789917,2.458467065480363e-07,0.10395533591508865|2.4405491672041535e-07,1,-2.995582093490157e-08|Running
-1378.2225341796875,282.5513916015625,1599.060302734375|-0.9953560829162598,2.6733408731161035e-07,0.0962613970041275|2.6561741606201394e-07,1,-3.064766929128382e-08|Running
-1378.4886474609375,282.062744140625,1599.073486328125|-0.9959517121315002,3.0049383781260985e-07,0.08989015966653824|2.987674747600977e-07,1,-3.266063686169218e-08|Running
-1378.7552490234375,281.51959228515625,1599.0855712890625|-0.9964872002601624,2.9625226716234465e-07,0.08374518901109695|2.947396069430397e-07,1,-3.042576324219226e-08|Running
-1379.1551513671875,281.2591857910156,1599.1031494140625|-0.9971362948417664,2.2670432997529133e-07,0.07562517374753952|2.257431361840645e-07,1,-2.125806730646218e-08|Running
-1379.5550537109375,281.29608154296875,1599.12060546875|-0.9976139664649963,1.4865041464418027e-07,0.06903862953186035|1.4812130189056916e-07,1,-1.278317185438027e-08|Running
-1379.8883056640625,281.3164367675781,1599.13525390625|-0.9979075193405151,1.365265234198887e-07,0.06465738266706467|1.3610332416646997e-07,1,-1.0949899653667217e-08|Running
-1380.4215087890625,282.99285888671875,1599.1585693359375|-0.9983161091804504,6.288976237556199e-07,0.05800819396972656|6.272121026995592e-07,1,-4.7263817748444126e-08|Jumping
-1380.75439453125,283.9299011230469,1599.1744384765625|-0.9984447956085205,3.8525416812262847e-07,0.055749375373125076|3.8425756088145135e-07,1,-2.8596307544148658e-08|Freefall
-1381.0205078125,284.61822509765625,1599.1876220703125|-0.9985007643699646,1.246513647856773e-07,0.05473768338561058|1.243600848965798e-07,1,-8.727520928175636e-09|Freefall
-1381.28662109375,285.2520446777344,1599.2008056640625|-0.9985421895980835,-4.150047061557416e-08,0.053976934403181076|-4.1357989033485865e-08,1,3.7566874055983135e-09|Freefall
-1381.685791015625,286.1005859375,1599.220458984375|-0.9985924363136292,-1.2288040807106881e-07,0.05303945392370224|-1.2254700720859546e-07,1,9.538064560388193e-09|Freefall
-1382.0184326171875,286.71405029296875,1599.2369384765625|-0.9986258149147034,-1.1805823874055932e-07,0.05240693315863609|-1.1775209429742972e-07,1,8.929401218438215e-09|Freefall
-1382.3516845703125,287.2423400878906,1599.2528076171875|-0.998669445514679,-1.0377291914664966e-07,0.05156932398676872|-1.0351337920155856e-07,1,7.703599536057482e-09|Freefall
-1382.8094482421875,287.8304138183594,1599.2130126953125|-0.9993705749511719,-0.000018657290638657287,0.03547506034374237|-0.00009845777822192758,0.9999974966049194,-0.002247735857963562|Freefall
-1383.2093505859375,288.2014465332031,1599.22509765625|-0.9994368553161621,-0.0000024473895336996065,0.03355563059449196|-0.000009830560884438455,1,-0.0002198628062615171|Freefall
-1383.6759033203125,288.4792785644531,1599.2335205078125|-0.9995444416999817,7.335958116527763e-07,0.03018118068575859|0.000002349694341319264,1,0.000053511095757130533|Freefall
-1383.9425048828125,288.5631408691406,1599.2373046875|-0.9996082782745361,4.0932675915428263e-07,0.02798628993332386|0.000001052879156304698,1,0.000022980539142736234|Freefall
-1384.2091064453125,288.5924987792969,1599.238525390625|-0.9996851682662964,1.5668044284211646e-07,0.025091134011745453|2.7286642989565735e-07,1,0.000004627136149792932|Freefall
-1384.5423583984375,288.55255126953125,1599.2391357421875|-0.99977707862854,8.052683142523165e-08,0.02111375704407692|6.438911270834069e-08,1,-7.650022553207236e-07|Freefall
-1384.8046875,288.3421630859375,1599.207275390625|-0.9999862909317017,0.001327852951362729,-0.005065975245088339|0.0013592391042038798,0.9999798536300659,-0.006196814123541117|Landed
-1385.2020263671875,287.90533447265625,1599.1806640625|-0.9993816018104553,0.0010368383955210447,-0.03514714911580086|0.0012516570277512074,0.9999806880950928,-0.006090526469051838|Landed
-1385.5994873046875,287.3589172363281,1599.15283203125|-0.998371422290802,0.0006609083502553403,-0.05704433098435402|0.0009587225504219532,0.9999860525131226,-0.0051935408264398575|Running
-1385.864013671875,286.9344482421875,1599.12646484375|-0.9972009062767029,0.0007400079048238695,-0.07476524263620377|0.0013155899941921234,0.9999698996543884,-0.007649569306522608|Running
-1386.1971435546875,286.3295593261719,1599.1148681640625|-0.9972807168960571,0.0001134479753091,-0.07369664311408997|0.0002039893442997709,0.9999992251396179,-0.0012210427084937692|Running
-1386.530029296875,285.94403076171875,1599.099853515625|-0.9976482391357422,-0.00004678350524045527,-0.06854184716939926|-0.00007800757157383487,0.9999998807907104,0.0004528710851445794|Running
-1386.9296875,285.9952697753906,1599.081298828125|-0.9979726672172546,-0.000005368472102418309,-0.06364431977272034|-0.000008783558769209776,1,0.00005337914626579732|Running
-1387.3258056640625,286.03973388671875,1599.0447998046875|-0.9969152212142944,0.0006988395471125841,-0.07848257571458817|0.0011281510815024376,0.999984622001648,-0.005425945855677128|Running
-1387.7216796875,286.0593566894531,1599.007080078125|-0.9969308376312256,0.0008205085759982467,-0.07828295975923538|0.0012237842893227935,0.9999862313270569,-0.00510367751121521|Running
-1388.1195068359375,286.068115234375,1598.9752197265625|-0.9976881146430969,0.0005140692228451371,-0.06795748323202133|0.0006852337392047048,0.9999966621398926,-0.0024954138789325953|Running
-1388.451904296875,286.072021484375,1598.951416015625|-0.997763454914093,0.000009159824912785552,-0.06684420257806778|0.000009213962584908586,1,-5.016126465307025e-07|Running
-1388.850830078125,286.0741882324219,1598.921875|-0.9976924061775208,-0.000026274068659404293,-0.06789587438106537|-0.000034955519367940724,1,0.00012667615374084562|Running
-1389.5147705078125,286.0753479003906,1598.8673095703125|-0.997389554977417,0.000001769357822922757,-0.07220832258462906|0.0000024039500203798525,1,-0.000008701445949554909|Running
-1390.0460205078125,286.0755920410156,1598.819091796875|-0.9970336556434631,-8.455062783241374e-08,-0.07696662098169327|-1.395506075141384e-07,1,7.092169198585907e-07|Running
-1390.44384765625,286.0755920410156,1598.7791748046875|-0.9966786503791809,5.509756206834027e-08,-0.08143522590398788|4.558851074421e-08,1,1.1862763926728803e-07|Running
-1390.708984375,286.0755920410156,1598.75146484375|-0.9964168071746826,8.544264318288697e-08,-0.08457886427640915|8.840321186198707e-08,1,-3.1258384325383304e-08|Running
-1390.97412109375,286.0755920410156,1598.7222900390625|-0.9961288571357727,1.1917070708022948e-07,-0.08790504932403564|1.2241405045188003e-07,1,-3.1505134501230714e-08|Running
-1391.3055419921875,286.0755920410156,1598.6844482421875|-0.995736300945282,1.316376199156366e-07,-0.09224555641412735|1.315690099090716e-07,1,6.825082721206854e-09|Running
-1391.5701904296875,286.0755920410156,1598.6536865234375|-0.9954255819320679,1.3570743817581388e-07,-0.09554023295640945|1.3467753490203904e-07,1,1.7228131810043124e-08|Running
-1391.9010009765625,286.0755920410156,1598.6151123046875|-0.9950716495513916,1.2635190671517194e-07,-0.09915827959775925|1.2559451079141581e-07,1,1.3880565141732859e-08|Running
-1392.1656494140625,286.0755920410156,1598.5843505859375|-0.9948245286941528,1.2128271009714808e-07,-0.10160773247480392|1.2087595280263486e-07,1,1.016008610577046e-08|Running
-1392.4964599609375,286.0755920410156,1598.5458984375|-0.9945576190948486,1.1488906892509476e-07,-0.10418824851512909|1.1467179916735404e-07,1,8.075430102394421e-09|Running
-1392.7611083984375,286.0755920410156,1598.5150146484375|-0.9943744540214539,1.2587142350639624e-07,-0.1059221476316452|1.2559213757867838e-07,1,9.306994286362169e-09|Running
-1393.0919189453125,286.0755920410156,1598.4765625|-0.9941783547401428,1.0888574308864918e-07,-0.1077466532588005|1.0851334764083731e-07,1,9.3192813466203e-09|Running
-1393.4888916015625,286.0755920410156,1598.430419921875|-0.9939810633659363,1.0027743968521463e-07,-0.10955175012350082|9.977866710642047e-08,1,1.0034792552460203e-08|Running
-1393.7535400390625,286.0755920410156,1598.3992919921875|-0.9938724040985107,8.627078074141536e-08,-0.1105334535241127|8.57467199466555e-08,1,9.494709019008951e-09|Running
-1394.0843505859375,286.0755920410156,1598.357666015625|-0.9936250448226929,1.0150886708970575e-07,-0.11273552477359772|1.008317482842358e-07,1,1.1708068292648477e-08|Running
-1394.3485107421875,286.0755920410156,1598.32177734375|-0.993310272693634,1.223685046625178e-07,-0.11547590047121048|1.2166078988684603e-07,1,1.3176721047614137e-08|Running
-1394.6771240234375,286.0755920410156,1598.266357421875|-0.9923840761184692,2.4686650590410864e-07,-0.12318231910467148|2.4553284561079636e-07,1,2.600716086931243e-08|Running
-1395.06982421875,286.0755920410156,1598.191162109375|-0.9907126426696777,5.378186074267433e-07,-0.13597218692302704|5.343493967302493e-07,1,6.201191382615434e-08|Running
-1395.330810546875,286.0755920410156,1598.1363525390625|-0.989379346370697,6.504694738396211e-07,-0.14535659551620483|6.456129426624102e-07,1,8.058363221152831e-08|Running
-1395.5906982421875,286.0755920410156,1598.0771484375|-0.9878090023994446,7.634251346644305e-07,-0.155670627951622|7.567450097667461e-07,1,1.0217475931995068e-07|Running
-1395.91455078125,286.0755920410156,1597.9981689453125|-0.9855619072914124,8.988598665382597e-07,-0.16931545734405518|8.893506446838728e-07,1,1.3200063619933644e-07|Running
-1396.3021240234375,286.0755920410156,1597.9000244140625|-0.9827324151992798,8.629791068415216e-07,-0.18503250181674957|8.517107517036493e-07,1,1.4038282358797005e-07|Running
-1396.625,286.0755920410156,1597.8175048828125|-0.9805771112442017,6.653783657384338e-07,-0.19613401591777802|6.552497779921396e-07,1,1.1652952025542618e-07|Running
-1396.9488525390625,286.0755920410156,1597.7388916015625|-0.979043185710907,3.4668337889343093e-07,-0.20365269482135773|3.407215842798905e-07,1,6.43361204311077e-08|Running
-1397.2740478515625,286.0755920410156,1597.666015625|-0.9783488512039185,1.4734584397047001e-07,-0.20696257054805756|1.4413075177799328e-07,1,3.0612699930543386e-08|Running
-1397.53564453125,286.0755920410156,1597.6136474609375|-0.9784950613975525,5.7382475660006094e-08,-0.20627020299434662|5.507023459472293e-08,1,1.6951165804357515e-08|Running
-1397.931640625,286.0755920410156,1597.555908203125|-0.9807097315788269,3.6747832155015203e-07,-0.19546963274478912|3.603731499879359e-07,1,7.191313500243268e-08|Running
-1398.262939453125,286.0755920410156,1597.520263671875|-0.9834291338920593,8.95684991064627e-07,-0.18129310011863708|8.817680168249353e-07,1,1.5736216596451413e-07|Running
-1398.7286376953125,286.0755920410156,1597.493896484375|-0.9881987571716309,0.0000020079551177332178,-0.1531769335269928|0.0000019844806047331076,1,3.0614106094617455e-07|Running
-1399.0618896484375,286.0755920410156,1597.497802734375|-0.9919794201850891,0.0000031938891424942994,-0.12639930844306946|0.000003167265276715625,1,4.1160822661368e-07|Running
-1399.7283935546875,286.0755920410156,1597.5267333984375|-0.9975703358650208,0.000003924061275029089,-0.06966627389192581|0.000003913176897185622,1,2.927097000338108e-07|Running
-1400.5919189453125,286.0755920410156,1597.5946044921875|-0.9999924898147583,0.0000029334703413042007,-0.0038759359158575535|0.000002933435553131858,1,1.4627304700809418e-08|Running
-1401.3887939453125,286.0755920410156,1597.660888671875|-0.9994240403175354,9.392253446094401e-07,0.03393467143177986|9.384223744746123e-07,1,-3.958949079674312e-08|Running
-1401.8544921875,286.0755920410156,1597.6923828125|-0.9990313053131104,2.9454483296831313e-07,0.04400535672903061|2.9407277679638355e-07,1,-1.720065689880812e-08|Running
-1402.6541748046875,286.0755920410156,1597.728271484375|-0.9989712834358215,-9.885176410762142e-08,0.045347876846790314|-9.888148611025827e-08,1,1.587745712683386e-09|Running
-1403.7205810546875,289.2104187011719,1597.775146484375|-0.9989854097366333,-2.1737132271937298e-07,0.045035358518362045|-2.1630212643231062e-07,1,2.861466263937018e-08|Jumping
-1404.7869873046875,291.47320556640625,1597.8011474609375|-0.9993931651115417,1.5314759593820781e-07,0.03483186662197113|1.5295097455236828e-07,1,-8.309410937101802e-09|Freefall
-1405.5867919921875,292.5980529785156,1597.8187255859375|-0.9995747208595276,1.629541230840914e-07,0.029161030426621437|1.627680887850147e-07,1,-8.753362479296811e-09|Freefall
-1405.8533935546875,292.8639831542969,1597.824462890625|-0.999610424041748,1.488871248511714e-07,0.0279103834182024|1.4874530052111368e-07,1,-7.15756121039135e-09|Freefall
-1406.7864990234375,293.3656311035156,1597.844970703125|-0.9996912479400635,1.6990107098990848e-07,0.024847207590937614|1.6985084982934495e-07,1,-4.1315959542487235e-09|Freefall
-1407.7196044921875,293.19964599609375,1597.865478515625|-0.9997317790985107,5.397978952714766e-08,0.023158840835094452|5.3986106252068566e-08,1,-3.5245595331190316e-10|Freefall
-1408.7860107421875,292.19244384765625,1597.888916015625|-0.9997532367706299,-4.226293270903625e-08,0.02221362479031086|-4.2214487905312126e-08,1,2.649838126700388e-09|Freefall
-1409.4525146484375,291.1201477050781,1597.903564453125|-0.9997591972351074,-9.690484148450196e-08,0.021943120285868645|-9.683298429763454e-08,1,4.336990322428846e-09|Landed
-1409.9857177734375,290.21978759765625,1597.9107666015625|-0.9998008608818054,-1.0930278193654885e-07,0.019954470917582512|-1.0923276505536705e-07,1,4.598944780553893e-09|Running
-1410.3856201171875,290.2200927734375,1597.9127197265625|-0.9998531341552734,-1.8804804824412713e-08,0.01713692955672741|-1.8781790345201443e-08,1,1.503931867929964e-09|Running
-1410.6522216796875,290.2430419921875,1597.912353515625|-0.9998922944068909,8.183894095736832e-08,0.014677104540169239|8.181894628478403e-08,1,-1.96268645780151e-09|Running
-1410.9854736328125,290.2600402832031,1597.90673828125|-0.999951958656311,1.276619912005117e-07,0.009802070446312428|1.2763401002757746e-07,1,-3.4801743709067523e-09|Running
-1411.4520263671875,290.2702331542969,1597.89501953125|-0.9999986290931702,1.6253014223366336e-07,0.0016505559906363487|1.6252518264536775e-07,1,-3.143234117430893e-09|Running
-1411.9852294921875,290.2740783691406,1597.8740234375|-0.9999575018882751,2.249919219821095e-07,-0.009221144020557404|2.250202584264116e-07,1,-2.0343622342267054e-09|Running
-1412.3851318359375,290.2750244140625,1597.855712890625|-0.99985671043396,2.034317674315389e-07,-0.016927465796470642|2.0346475082533289e-07,1,-2.265861109851386e-10|Running
-1412.7843017578125,290.2754211425781,1597.835205078125|-0.9997100234031677,1.700884268984737e-07,-0.02408064343035221|1.7011024056046153e-07,1,1.1423935131205099e-09|Running
-1413.116943359375,290.27557373046875,1597.8175048828125|-0.9995726346969604,1.3541080079448875e-07,-0.029232826083898544|1.3542002363919892e-07,1,1.6642472955297194e-09|Running
-1413.4495849609375,290.27557373046875,1597.798828125|-0.999427318572998,1.395765139022842e-07,-0.03383827954530716|1.3957367173134116e-07,1,2.446229441233072e-09|Running
-1413.7822265625,290.27557373046875,1597.7794189453125|-0.9992744326591492,1.2693152484644088e-07,-0.03808727487921715|1.269189340291632e-07,1,2.748407501584893e-09|Running
-1414.1148681640625,290.27557373046875,1597.7591552734375|-0.9991152882575989,1.4056247721327964e-07,-0.042054980993270874|1.4053250652068527e-07,1,3.669083481483426e-09|Running
-1414.447509765625,290.27557373046875,1597.73779296875|-0.9989469051361084,1.2480400357617327e-07,-0.04588175192475319|1.247637442247651e-07,1,3.741407628155002e-09|Running
-1414.8466796875,290.27557373046875,1597.708740234375|-0.9986889362335205,1.4113928159531497e-07,-0.051189400255680084|1.4107300216892327e-07,1,4.907880768456607e-09|Running
-1415.245849609375,290.27557373046875,1597.677978515625|-0.998407781124115,1.3349779237614712e-07,-0.05640874803066254|1.3340913085357897e-07,1,5.3374047404020075e-09|Running
-1415.777099609375,290.27557373046875,1597.63232421875|-0.9979375600814819,1.3516606145458354e-07,-0.06419195234775543|1.3503471052445093e-07,1,6.3848650810882646e-09|Running
-1416.241943359375,290.27557373046875,1597.590576171875|-0.9975232481956482,1.3212815019869595e-07,-0.07033760845661163|1.319542235478366e-07,1,7.119032918723178e-09|Running
-1416.706787109375,290.27557373046875,1597.5469970703125|-0.997109055519104,1.2691590711710887e-07,-0.0759834349155426|1.2670641069689736e-07,1,7.577939165059888e-09|Running
-1417.1046142578125,290.27557373046875,1597.507568359375|-0.9967359900474548,1.2842362195897294e-07,-0.08073017746210098|1.2817322669889109e-07,1,8.283845609469154e-09|Running
-1417.43603515625,290.27557373046875,1597.472900390625|-0.9964120984077454,1.313654109935669e-07,-0.08463411033153534|1.3107316476634878e-07,1,9.009678336724392e-09|Running
-1417.96630859375,290.27557373046875,1597.4124755859375|-0.9957340359687805,1.4086243993460812e-07,-0.09226994961500168|1.4048227114926704e-07,1,1.0615244683265246e-08|Running
-1418.429443359375,290.27557373046875,1597.3544921875|-0.9950023293495178,1.3975339641092432e-07,-0.09985162317752838|1.392922399645613e-07,1,1.1590034709740848e-08|Running
-1418.8258056640625,290.27557373046875,1597.302490234375|-0.9943475723266602,1.3604410753487173e-07,-0.10617385059595108|1.3552281075135397e-07,1,1.2124806048063874e-08|Running
-1419.156005859375,290.27557373046875,1597.2557373046875|-0.9937146902084351,1.5230509120556235e-07,-0.11194220185279846|1.5164197009198688e-07,1,1.4438063189459172e-08|Running
-1419.4862060546875,290.27557373046875,1597.2086181640625|-0.9931104779243469,1.4302671047516924e-07,-0.1171819418668747|1.4233222600523732e-07,1,1.4294795569469443e-08|Running
-1419.81640625,290.27557373046875,1597.16162109375|-0.9925849437713623,1.409763683568599e-07,-0.12155289202928543|1.4020963590155588e-07,1,1.4860997765708817e-08|Running
-1420.2786865234375,290.27557373046875,1597.095703125|-0.9919633865356445,1.231732653650397e-07,-0.12652519345283508|1.2242836078257824e-07,1,1.3663798092977686e-08|Running
-1420.60888671875,290.27557373046875,1597.05078125|-0.9917367100715637,1.0459894639325285e-07,-0.1282898187637329|1.0392380289658831e-07,1,1.1956482026675985e-08|Running
-1421.2705078125,290.27557373046875,1596.97216796875|-0.9921169877052307,7.838054472131262e-08,-0.12531496584415436|7.779593858003864e-08,1,9.558882574367544e-09|Running
-1422.3310546875,290.27557373046875,1596.856689453125|-0.9931918978691101,1.1394740795367397e-07,-0.11648984253406525|1.1335922067701176e-07,1,1.167444363403547e-08|Running
-1423.3953857421875,290.27557373046875,1596.79296875|-0.9962095022201538,4.741734471735981e-07,-0.08698657155036926|4.726773852326005e-07,1,3.7796088037111986e-08|Running
-1423.7286376953125,290.27557373046875,1596.7811279296875|-0.9969747066497803,4.268727593625954e-07,-0.07772697508335114|4.2584443349369394e-07,1,2.9804947843103946e-08|Running
-1424.1285400390625,290.27557373046875,1596.7720947265625|-0.9977884888648987,4.154651094268047e-07,-0.06646876037120819|4.1477406398371386e-07,1,2.4196754822014555e-08|Running
-1424.8616943359375,290.27557373046875,1596.7601318359375|-0.9988662004470825,3.401077890430315e-07,-0.047605693340301514|3.3986449921030726e-07,1,1.3205096571766717e-08|Running
-1425.3948974609375,290.27557373046875,1596.7633056640625|-0.9994506239891052,3.9329353285211255e-07,-0.0331423357129097|3.93184933500379e-07,1,9.794496769188754e-09|Running
-1426.1947021484375,290.27557373046875,1596.776611328125|-0.999919593334198,3.382090767445334e-07,-0.012680686078965664|3.382196496204415e-07,1,1.3090791783909594e-09|Running
-1426.6612548828125,290.27557373046875,1596.788330078125|-0.9999952912330627,2.27108969852452e-07,-0.0030649711843580008|2.2711463998348336e-07,1,-1.4996869301953097e-09|Running
-1426.9945068359375,290.27557373046875,1596.796875|-0.9999974966049194,1.64188421081235e-07,0.002248701173812151|1.641837599208884e-07,1,-2.260745368687367e-09|Running
-1427.3277587890625,290.27557373046875,1596.8065185546875|-0.9999766945838928,1.3730927150845673e-07,0.0068232156336307526|1.3729470538237365e-07,1,-2.6022841659312235e-09|Running
-1427.7943115234375,290.27557373046875,1596.8211669921875|-0.9999199509620667,1.347575988575045e-07,0.012652590870857239|1.3472659077251592e-07,1,-3.302494722134952e-09|Running
-1428.0609130859375,290.27557373046875,1596.8294677734375|-0.9998815655708313,1.3434288348435075e-07,0.015390727669000626|1.3430231149413885e-07,1,-3.6701870431699035e-09|Running
-1428.4608154296875,290.27557373046875,1596.8443603515625|-0.9998052716255188,1.3397065856679546e-07,0.01973314955830574|1.339132893463102e-07,1,-4.22872359351345e-09|Running
-1428.8607177734375,291.5533142089844,1596.8597412109375|-0.9997075796127319,3.158835966132756e-07,0.02418203465640545|3.157036587708717e-07,1,-1.1259139398589468e-08|Jumping
-1429.1939697265625,292.5244445800781,1596.87353515625|-0.999627411365509,2.4108683760459826e-07,0.02729525975883007|2.409313424323045e-07,1,-8.985641564152047e-09|Freefall
-1429.5938720703125,293.5773620605469,1596.8912353515625|-0.9995284080505371,1.8961920034143986e-07,0.03070826269686222|1.8946150248666527e-07,1,-8.044763966097435e-09|Freefall
-1429.9271240234375,294.3611145019531,1596.9066162109375|-0.9994415640830994,1.653677657031949e-07,0.03341519087553024|1.6520098711225728e-07,1,-7.751932429300723e-09|Freefall
-1430.3262939453125,295.1892395019531,1596.9271240234375|-0.9993172287940979,1.8055206396638823e-07,0.03694743663072586|1.8033877324796777e-07,1,-9.105406206799671e-09|Freefall
-1430.658935546875,295.78564453125,1596.945068359375|-0.999206006526947,1.7441037414300808e-07,0.03984208405017853|1.7418710740457755e-07,1,-9.075003859493336e-09|Freefall
-1430.9915771484375,296.2969055175781,1596.96337890625|-0.9991031289100647,1.6996703777749644e-07,0.042343299835920334|1.6973007177512045e-07,1,-9.191384542361902e-09|Freefall
-1431.32421875,296.7230224609375,1596.9810791015625|-0.999014675617218,1.5500171457460965e-07,0.04438115656375885|1.547647769939431e-07,1,-8.774458493121529e-09|Freefall
-1431.59033203125,297.0025939941406,1596.995361328125|-0.9989539384841919,1.5297676725367637e-07,0.0457281731069088|1.527263719935945e-07,1,-8.969268883163295e-09|Freefall
-1431.989501953125,297.31976318359375,1597.0166015625|-0.9988753795623779,1.4628710687247803e-07,0.04741279408335686|1.460218612692188e-07,1,-9.057975702830845e-09|Freefall
-1432.322021484375,297.49041748046875,1597.0343017578125|-0.9988206624984741,1.5674727649184206e-07,0.04855199158191681|1.564431357792273e-07,1,-1.0064321820379973e-08|Freefall
-1432.6546630859375,297.5758972167969,1597.052001953125|-0.9987751245498657,1.1730517002206398e-07,0.04948005452752113|1.170655536952836e-07,1,-7.740664997868407e-09|Freefall
-1433.0538330078125,297.5660705566406,1597.0718994140625|-0.9987701773643494,8.007587126712679e-08,0.04957911744713783|7.989677897057845e-08,1,-5.59404078614989e-09|Freefall
-1433.3870849609375,297.4642028808594,1597.086669921875|-0.9988054633140564,5.3141661737754475e-08,0.04886310175061226|5.3006633748964305e-08,1,-4.059197866723707e-09|Freefall
-1433.720458984375,297.2771911621094,1597.097900390625|-0.9989157915115356,7.431522419665271e-08,0.046554192900657654|7.414010383399727e-08,1,-5.488483001414579e-09|Freefall
