MT Cinlok|true|40325
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-4.867714009648694e-10,1,1.871441668299667e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-2.1224631774341418e-10,1,8.16002376780034e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-7.507176130738813e-11,1,2.886209715668997e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|1.9910144366530602e-10,1,-7.654655576061486e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|4.730404401520616e-10,1,-1.8186517181106865e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|8.835099318815764e-10,1,-3.396743153416537e-08|Running
949.6503295898438,428.0058898925781,-888.0620727539062|-0.6428342461585999,0,-0.7660054564476013|2.7547857328613645e-08,1.0000001192092896,-2.311825042511373e-08|Running
949.6503295898438,428.0058898925781,-888.0620727539062|-0.6428342461585999,0,-0.7660054564476013|6.034698962764651e-09,1.0000001192092896,-5.0643387261573025e-09|Running
949.6503295898438,428.0058898925781,-888.0620727539062|-0.6428342461585999,0,-0.7660054564476013|-1.546007410979655e-08,1.0000001192092896,1.2974143537292093e-08|Running
949.6503295898438,428.0058898925781,-888.0620727539062|-0.6428342461585999,0,-0.7660054564476013|-3.6936476988103095e-08,1.0000001192092896,3.0997210131999964e-08|Running
949.6503295898438,428.0058898925781,-888.0620727539062|-0.641474187374115,0,-0.7671445608139038|-5.8500297939190204e-08,1,4.8917026873596114e-08|Running
949.6503295898438,428.0058898925781,-888.0620727539062|-0.641474187374115,0,-0.7671445608139038|-7.99903503434507e-08,1,6.688667042453744e-08|Running
949.6502685546875,428.0058898925781,-888.06201171875|-0.7378125786781311,0,-0.6750057339668274|-5.6890335997650254e-08,1.0000001192092896,6.218377279765264e-08|Running
949.650146484375,428.0058898925781,-888.06201171875|-0.8271353244781494,0,-0.5620028376579285|-1.4511956081264543e-08,1,2.1358168567076063e-08|Running
949.6500854492188,428.0058898925781,-888.0621337890625|-0.892564058303833,0,-0.45092064142227173|1.736495169879504e-09,1,-3.43726380691578e-09|Running
949.6500244140625,428.0058898925781,-888.0621948242188|-0.95303875207901,0,-0.3028484284877777|6.574374933343563e-10,1,-2.068901050478189e-09|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9781778454780579,0,-0.2077697217464447|-1.1270948618857801e-09,1.0000001192092896,5.306351358314032e-09|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9920251965522766,0,-0.1260402351617813|-1.826347961753072e-09,1.0000001192092896,1.4374641921222064e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9961084723472595,0,-0.08813606947660446|-2.095519757716602e-09,1,2.3683435657062546e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9966948628425598,0,-0.08123704046010971|-2.688438804909765e-09,1.0000001192092896,3.29843743429592e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9966948628425598,0,-0.08123704046010971|-3.255516967115568e-09,1.0000001192092896,3.99418418339792e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9965487718582153,0,-0.08301012963056564|-4.290993782518626e-09,1.0000001192092896,5.15140072820941e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9964051246643066,0,-0.08471731841564178|-5.1647535137533396e-09,1.0000001192092896,6.074539271594404e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9964051246643066,0,-0.08471731841564178|-5.949871262345141e-09,1.0000001192092896,6.997957768817287e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9964051246643066,0,-0.08471731841564178|-6.538268593203611e-09,1.0000001192092896,7.690002945537344e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9964051246643066,0,-0.08471731841564178|-7.518093703140494e-09,1.0000001192092896,8.8424272348675e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9964051246643066,0,-0.08471731841564178|-8.301199727611674e-09,1.0000001192092896,9.763478914237567e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9964051246643066,0,-0.08471731841564178|-9.083636953732821e-09,1.0000001192092896,1.0683745443884618e-07|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9964051246643066,0,-0.08471731841564178|-9.670026557273559e-09,1.0000001192092896,1.1373428776551009e-07|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9964051246643066,0,-0.08471731841564178|-9.29502785851355e-09,1.0000001192092896,1.0932372873639906e-07|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9951238036155701,0,-0.09863346815109253|-5.3947042388813315e-09,1.0000001192092896,5.442775830033497e-08|Running
949.6500244140625,428.0058898925781,-888.062255859375|-0.9913045167922974,0,-0.13158801198005676|1.7476528557658355e-10,1.0000001192092896,-1.3165760703870433e-09|Running
949.57666015625,428.0058898925781,-888.072021484375|-0.9827275276184082,0,-0.18505868315696716|1.0895353952378173e-08,1.0000001192092896,-5.785821244330691e-08|Running
949.3869018554688,428.0058898925781,-888.102783203125|-0.970429003238678,0,-0.24138659238815308|2.0299337322171596e-08,1.0000001192092896,-8.160795061940007e-08|Running
949.0836791992188,428.0058898925781,-888.1668090820312|-0.9569602608680725,0,-0.29021915793418884|2.1790894422224483e-08,1.0000001192092896,-7.18526678156195e-08|Running
948.6880493164062,428.0058898925781,-888.2796630859375|-0.9422284364700317,0,-0.334971159696579|2.1999808197392667e-08,1.0000001192092896,-6.188247425598092e-08|Running
948.2792358398438,428.0058898925781,-888.4216918945312|-0.9158362150192261,0,-0.4015519320964813|2.236931351262683e-08,1,-5.1018623992149514e-08|Running
947.8807373046875,428.0058898925781,-888.5913696289062|-0.8855793476104736,0,-0.4644881784915924|2.1012072082271516e-08,1,-4.006099274533881e-08|Running
947.4949951171875,428.0058898925781,-888.7885131835938|-0.8463724851608276,0,-0.5325915217399597|1.8249805222581017e-08,1.0000001192092896,-2.900183737608586e-08|Running
947.1256713867188,428.0058898925781,-889.014892578125|-0.7998461723327637,0,-0.6002050638198853|1.3711273894045917e-08,1,-1.8271938628799944e-08|Running
946.776123046875,428.0058898925781,-889.2705688476562|-0.7502277493476868,0,-0.6611794233322144|7.315311911781919e-09,1,-8.300545140116355e-09|Running
946.4478759765625,428.0058898925781,-889.5531005859375|-0.7145739793777466,0,-0.6995598673820496|-6.373643279822261e-10,1,6.510435524020863e-10|Running
946.1358642578125,428.0058898925781,-889.8536987304688|-0.6947633624076843,0,-0.7192384600639343|-9.329671257773953e-09,1,9.012190105295304e-09|Running
945.83349609375,428.0058898925781,-890.1641235351562|-0.6820812225341797,0,-0.7312765121459961|-1.8338452534294447e-08,1.0000001192092896,1.7104767380260455e-08|Running
945.6110229492188,428.0058898925781,-890.4010620117188|-0.6782192587852478,0,-0.7348595857620239|-2.5104220924276888e-08,1,2.316927805168234e-08|Running
945.2433471679688,428.0058898925781,-890.7987670898438|-0.6807858347892761,0,-0.7324825525283813|-3.609396515003027e-08,1,3.3546545097351554e-08|Running
944.948486328125,428.0058898925781,-891.1163330078125|-0.6807858347892761,0,-0.7324825525283813|-4.494225436246779e-08,1,4.177034895747056e-08|Running
944.653564453125,428.0058898925781,-891.4337158203125|-0.6807858347892761,0,-0.7324825525283813|-5.3782983400196827e-08,1,4.998712199721922e-08|Running
944.358642578125,428.0058898925781,-891.7510986328125|-0.6807858347892761,0,-0.7324825525283813|-6.261616647407209e-08,1,5.819687842745225e-08|Running
944.063720703125,428.0058898925781,-892.0684814453125|-0.6807858347892761,0,-0.7324825525283813|-7.144180358409358e-08,1,6.639962180088332e-08|Running
943.768798828125,428.0058898925781,-892.3858642578125|-0.6807858347892761,0,-0.7324825525283813|-8.025990183568865e-08,1,7.459536277565348e-08|Running
943.473876953125,428.0058898925781,-892.7032470703125|-0.6807858347892761,0,-0.7324825525283813|-8.907046833428467e-08,1,8.278410490447641e-08|Running
943.178955078125,428.0058898925781,-893.0206298828125|-0.6807858347892761,0,-0.7324825525283813|-7.332284468475336e-08,1,6.814790509679369e-08|Running
942.884033203125,428.0058898925781,-893.3380126953125|-0.6807858347892761,0,-0.7324825525283813|-3.304850082486155e-08,1,3.071602350246394e-08|Running
942.589111328125,428.0058898925781,-893.6553955078125|-0.6884334087371826,0,-0.725299596786499|6.987010969794483e-09,1,-6.631868831874499e-09|Running
942.36328125,428.0058898925781,-893.9990234375|-0.6909662485122681,0,-0.7228870391845703|4.646372886440986e-08,1,-4.441201184590682e-08|Running
942.2481689453125,428.0058898925781,-894.3846435546875|-0.6896857023239136,0,-0.7241089344024658|6.173889488536588e-08,1.0000001192092896,-5.880390574475314e-08|Running
942.2337036132812,428.0058898925781,-894.8084106445312|-0.687180757522583,0,-0.7264865636825562|5.273238556924298e-08,1.0000001192092896,-4.9879353980486485e-08|Running
942.2449340820312,428.0058898925781,-895.2413330078125|-0.6858937740325928,0,-0.727701723575592|4.359879923754306e-08,1,-4.109395845830477e-08|Running
942.257568359375,428.0058898925781,-895.6744384765625|-0.6858937740325928,0,-0.727701723575592|3.4384477487492404e-08,1,-3.2409019468104816e-08|Running
942.270263671875,428.0058898925781,-896.1075439453125|-0.6846351623535156,0,-0.7288859486579895|2.5212754550807404e-08,1,-2.3682083849507762e-08|Running
942.2836303710938,428.0058898925781,-896.5406494140625|-0.6846351623535156,0,-0.7288859486579895|1.599314813915953e-08,1,-1.502220214888439e-08|Running
942.2973022460938,428.0058898925781,-896.9737548828125|-0.6846351623535156,0,-0.7288859486579895|6.781426087343334e-09,1,-6.369724747656846e-09|Running
942.3109741210938,428.0058898925781,-897.4068603515625|-0.6846351623535156,0,-0.7288859486579895|-2.4224156014440723e-09,1,2.275350352576311e-09|Running
942.3246459960938,428.0058898925781,-897.8399658203125|-0.6846351623535156,0,-0.7288859486579895|-1.1618384476719257e-08,1,1.0913030479287045e-08|Running
942.3383178710938,428.0058898925781,-898.2730712890625|-0.6846351623535156,0,-0.7288859486579895|-2.0806488976177206e-08,1,1.9543323404036528e-08|Running
942.3519897460938,428.0058898925781,-898.7061767578125|-0.6846351623535156,0,-0.7288859486579895|-2.998673309662081e-08,1,2.8166233789761463e-08|Running
942.3656616210938,428.0058898925781,-899.1392822265625|-0.6846351623535156,0,-0.7288859486579895|-3.9159125719834265e-08,1,3.678176696553237e-08|Running
942.3759155273438,428.0058898925781,-899.464111328125|-0.6846351623535156,0,-0.7288859486579895|-4.6033267864231675e-08,1,4.323858249222212e-08|Running
942.3930053710938,428.0058898925781,-900.0054931640625|-0.6846351623535156,0,-0.7288859486579895|-5.74803777908528e-08,1,5.3990735437992043e-08|Running
942.4066772460938,428.0058898925781,-900.4385986328125|-0.6846351623535156,0,-0.7288859486579895|-6.662925500222627e-08,1,6.258418494553553e-08|Running
942.4203491210938,428.0058898925781,-900.8717041015625|-0.674369215965271,0,-0.7383943200111389|-7.680762337258784e-08,1,7.014774183744521e-08|Running
942.4390869140625,428.0058898925781,-901.3045654296875|-0.6652877330780029,0,-0.7465870976448059|-8.710512133802695e-08,1,7.761983766840785e-08|Running
942.3888549804688,428.0058898925781,-901.7127075195312|-0.6561334133148193,0,-0.7546449899673462|-7.306597638034873e-08,1.0000001192092896,6.352792070174473e-08|Running
942.226806640625,428.0058898925781,-902.0818481445312|-0.6481939554214478,0,-0.7614753246307373|-3.368861101193943e-08,1,2.8676902630309087e-08|Running
941.9625854492188,428.0058898925781,-902.4171752929688|-0.641474187374115,0,-0.7671445608139038|6.5011791505753536e-09,1,-5.436183503348957e-09|Running
941.6844482421875,428.0058898925781,-902.7493286132812|-0.633423924446106,0,-0.7738050222396851|4.7477904274728644e-08,1,-3.88646235194301e-08|Running
941.4780883789062,428.0058898925781,-903.0004272460938|-0.6320804357528687,0,-0.7749028205871582|7.827584624919837e-08,1,-6.384881601206871e-08|Running
941.2041015625,428.0058898925781,-903.3360595703125|-0.6320804357528687,0,-0.7749028205871582|6.411746511503225e-08,1,-5.2299970576541455e-08|Running
940.8616943359375,428.0058898925781,-903.7556762695312|-0.6320804357528687,0,-0.7749028205871582|4.643651507763025e-08,1,-3.787779689901072e-08|Running
940.5877685546875,428.0058898925781,-904.0913696289062|-0.6320804357528687,0,-0.7749028205871582|3.2305361941098454e-08,1,-2.6351159476689645e-08|Running
940.3138427734375,428.0058898925781,-904.4270629882812|-0.6320804357528687,0,-0.7749028205871582|1.8186302241929297e-08,1,-1.4834383499362502e-08|Running
940.0399169921875,428.0058898925781,-904.7627563476562|-0.6320804357528687,0,-0.7749028205871582|4.079317772465174e-09,1,-3.3274583088882537e-09|Running
939.7659912109375,428.0058898925781,-905.0984497070312|-0.6320804357528687,0,-0.7749028205871582|-1.0015601681345743e-08,1,8.169625864695718e-09|Running
939.4920654296875,428.0058898925781,-905.4341430664062|-0.6320804357528687,0,-0.7749028205871582|-2.409846544537686e-08,1,1.965687523863835e-08|Running
939.2181396484375,428.0058898925781,-905.7698364257812|-0.6320804357528687,0,-0.7749028205871582|-3.8169279292787905e-08,1,3.113429869472384e-08|Running
938.9442138671875,428.0058898925781,-906.1055297851562|-0.6320804357528687,0,-0.7749028205871582|-5.2228060098968854e-08,1,4.260190422655796e-08|Running
938.6702880859375,428.0058898925781,-906.4412231445312|-0.6320804357528687,0,-0.7749028205871582|-6.627481496934706e-08,1,5.405970071592492e-08|Running
938.3963623046875,428.0058898925781,-906.7769165039062|-0.6320804357528687,0,-0.7749028205871582|-8.030956166749093e-08,1,6.550769882096574e-08|Running
938.1224365234375,428.0058898925781,-907.1126098632812|-0.6307350993156433,0,-0.7759982943534851|-9.447416005059495e-08,1.0000001192092896,7.678904268004771e-08|Running
937.8489990234375,428.0058898925781,-907.4487915039062|-0.6239057779312134,0,-0.7814996242523193|-5.718129614251666e-08,1.0000001192092896,4.5650359936644236e-08|Running
937.5781860351562,428.0058898925781,-907.787109375|-0.6239057779312134,0,-0.7814996242523193|-1.924988346502232e-08,1.0000001192092896,1.5368033956519866e-08|Running
937.307861328125,428.0058898925781,-908.125732421875|-0.6239057779312134,0,-0.7814996242523193|1.8649101818368763e-08,1.0000001192092896,-1.4888404287205503e-08|Running
937.03759765625,428.0058898925781,-908.46435546875|-0.6239057779312134,0,-0.7814996242523193|5.651569878750706e-08,1.0000001192092896,-4.5118984104419724e-08|Running
936.767333984375,428.0058898925781,-908.802978515625|-0.6239057779312134,0,-0.7814996242523193|6.813441899566897e-08,1.0000001192092896,-5.4394725168549485e-08|Running
936.4970703125,428.0058898925781,-909.1416015625|-0.6225491166114807,0,-0.7825808525085449|5.360335819659667e-08,1.0000001192092896,-4.2641886466299184e-08|Running
936.2272338867188,428.0058898925781,-909.4806518554688|-0.6225491166114807,0,-0.7825808525085449|3.899080880387373e-08,1.0000001192092896,-3.101748902167856e-08|Running
935.9574584960938,428.0058898925781,-909.8197631835938|-0.6225491166114807,0,-0.7825808525085449|2.4390743647018098e-08,1.0000001192092896,-1.9403024964503857e-08|Running
935.755126953125,428.0058898925781,-910.0740966796875|-0.6225491166114807,0,-0.7825808525085449|1.344887401444339e-08,1.0000001192092896,-1.0698683716725554e-08|Running
935.4853515625,428.0058898925781,-910.4132080078125|-0.6225491166114807,0,-0.7825808525085449|-1.1293866952755138e-09,1.0000001192092896,8.984358812469395e-10|Running
935.215576171875,428.0058898925781,-910.7523193359375|-0.6225491166114807,0,-0.7825808525085449|-1.5695198030130086e-08,1.0000001192092896,1.2485651623705962e-08|Running
