MT Cinlok|true|40325
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40225276350975037,0,-0.9155286550521851|5.941309311197074e-08,1,-2.610413218917529e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40225276350975037,0,-0.9155286550521851|3.875362608596333e-08,1,-1.7027051768536694e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|2.324759229566098e-08,1,-1.0165400965433946e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|-2.625103245890159e-09,1,1.1478705763678931e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|-1.8135477120040377e-08,1,7.930042400516868e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|-3.8800532564664536e-08,1,1.6966186677791484e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|-5.069994557516111e-08,1,2.2169404090277567e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|-3.635635437149176e-08,1,1.5897427374511608e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|-1.8444072935608347e-08,1,8.064981571465069e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|-4.128002384362617e-09,1,1.8050385630630217e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|1.0175854825433817e-08,1,-4.449563828501368e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|2.0895738472859193e-08,1,-9.13701292404312e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|3.874696830052926e-08,1,-1.694276541286399e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|5.3014247214377974e-08,1,-2.3181371489044977e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|5.491256160894409e-08,1,-2.401144172381464e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|3.400069559233998e-08,1,-1.4867376663119103e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|7.885944341978757e-09,1,-3.448262120286927e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|-7.7695370137576e-09,1,3.3973610591431225e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40063950419425964,0,-0.9162357449531555|-2.862793380131734e-08,1,1.2518046155207685e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40225276350975037,0,-0.9155286550521851|-4.937440323260489e-08,1,2.1693466578653897e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4054630398750305,0,-0.9141115546226501|-4.3617454537070444e-08,1.0000001192092896,1.934694537908399e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.40702733397483826,0,-0.9134159684181213|-2.9200624140912623e-08,1.0000001192092896,1.3012090960273781e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4086357355117798,0,-0.9126976132392883|-1.4852758134509259e-08,1.0000001192092896,6.649921946433324e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.41023018956184387,0,-0.9119820594787598|-5.777977540866175e-10,1.0000001192092896,2.599065129782474e-10|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.41182342171669006,0,-0.9112637042999268|1.717349285002001e-08,1.0000001192092896,-7.761141951334594e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.41182342171669006,0,-0.9112637042999268|2.7814900604994364e-08,1.0000001192092896,-1.2570266605393954e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.41182342171669006,0,-0.9112637042999268|4.1992855415173835e-08,1.0000001192092896,-1.8977647897600036e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.41182342171669006,0,-0.9112637042999268|5.6158700800779116e-08,1.0000001192092896,-2.5379556234383926e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|4.406994591477087e-08,1,-2.0009904844187076e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|2.3325625875258993e-08,1,-1.059097254341168e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|2.599000570313592e-09,1,-1.1800731503086581e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|-1.8109947319544517e-08,1,8.222800218504744e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|-3.880122889654558e-08,1,1.761765133778681e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|-4.713594847771674e-08,1,2.1402019712013498e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|-3.280079496903454e-08,1,1.4893162258999837e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|-2.2057452753188045e-08,1,1.0015160256671152e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|-4.1671559536382574e-09,1,1.892092260646905e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|1.0131350869357902e-08,1,-4.6001278342089336e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|2.084722972028885e-08,1,-9.465659367435819e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|3.5124401165376185e-08,1,-1.5948192100267988e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|5.295374805314168e-08,1,-2.404358667718043e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|5.485630438784028e-08,1,-2.4907439666321807e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4134281277656555,0,-0.9105367660522461|3.397203229837942e-08,1,-1.5424960864152126e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4150189459323883,0,-0.9098128080368042|1.3149801247891446e-08,1,-5.998395113948618e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4150189459323883,0,-0.9098128080368042|-7.627699361023588e-09,1,3.47944073553208e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4166084825992584,0,-0.9090859889984131|-2.831021816973589e-08,1,1.2973774943247918e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4166084825992584,0,-0.9090859889984131|-4.898116046092582e-08,1,2.244668451112375e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.41819676756858826,0,-0.9083564877510071|-4.33756035533861e-08,1,1.9969624176496836e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4229414761066437,0,-0.9061570763587952|-2.9144402446945605e-08,1.0000001192092896,1.3602914350485662e-08|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.4402785897254944,0,-0.8978613018989563|-1.5304740585975196e-08,1.0000001192092896,7.504889154574812e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.46516403555870056,0,-0.8852245807647705|-2.318865099937284e-09,1.0000001192092896,1.218507406086644e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.5034079551696777,0,-0.8640488982200623|9.257185240585386e-09,1,-5.39337641214388e-09|Running
176.41261291503906,531.0315551757812,-1678.68505859375|-0.5682320594787598,0,-0.8228684067726135|1.816689199074517e-08,1,-1.2545153360576933e-08|Running
176.41256713867188,531.0315551757812,-1678.6849365234375|-0.665827751159668,0,-0.7461054921150208|2.0558472257903304e-08,1,-1.834646923271066e-08|Running
176.41256713867188,531.0315551757812,-1678.684814453125|-0.7836478352546692,0,-0.6212054491043091|1.3935647302787402e-08,1.0000001192092896,-1.7579754540975046e-08|Running
176.41256713867188,531.0315551757812,-1678.6846923828125|-0.893913984298706,0,-0.44823870062828064|2.9739324336475192e-09,1.0000001192092896,-5.930857582825411e-09|Running
176.41256713867188,531.0315551757812,-1678.6845703125|-0.9653756022453308,0,-0.26086366176605225|-1.6797639945664855e-09,1,6.216286152493922e-09|Running
176.4125518798828,531.0315551757812,-1678.6846923828125|-0.9999065399169922,0,0.01367184892296791|1.7284586262267254e-10,1,1.2641283575476336e-08|Running
176.41253662109375,531.0315551757812,-1678.6849365234375|-0.9743636846542358,0,0.2249787449836731|2.0129777844601904e-09,1,8.718035182653239e-09|Running
176.4125213623047,531.0315551757812,-1678.684814453125|-0.9164498448371887,0,0.40014952421188354|3.975562545832645e-09,1,9.105105114315393e-09|Running
176.41249084472656,531.0315551757812,-1678.6846923828125|-0.8435106873512268,0,0.5371124744415283|6.842699740161606e-09,1.0000001192092896,1.0746148859652749e-08|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7977237701416016,0,0.6030230522155762|6.463595880745743e-09,1,8.550525620876215e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7953252196311951,0,0.6061829328536987|6.238022542959243e-09,1.0000001192092896,8.184421140811082e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7954121232032776,0,0.6060689687728882|5.8242974887434684e-09,1,7.643877530938425e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7954822182655334,0,0.6059770584106445|5.494341426270921e-09,1.0000001192092896,7.212568320369428e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7954822182655334,0,0.6059770584106445|5.24664756085258e-09,1.0000001192092896,6.8874141945229894e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7954822182655334,0,0.6059770584106445|4.834178390922261e-09,1.0000001192092896,6.345954872699622e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7954822182655334,0,0.6059770584106445|4.586921953375622e-09,1.0000001192092896,6.021374954201519e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7954822182655334,0,0.6059770584106445|3.251397817649604e-09,1.0000001192092896,4.268196462930973e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7954822182655334,0,0.6059770584106445|9.113467203114567e-10,1.0000001192092896,1.1963491308719654e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7954822182655334,0,0.6059770584106445|-1.4267163006564942e-09,1.0000001192092896,-1.8728885109453586e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7954822182655334,0,0.6059770584106445|-3.762794964501381e-09,1.0000001192092896,-4.9395212364800045e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7996574640274048,0,0.6004564166069031|-5.887216047995025e-09,1.0000001192092896,-7.840296412098269e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7986319065093994,0,0.6018197536468506|-8.098999693118003e-09,1.0000001192092896,-1.0747602807725798e-08|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7911924123764038,0,0.6115673780441284|-9.25264220796862e-09,1.0000001192092896,-1.1970259450322374e-08|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7781881093978882,0,0.6280312538146973|-5.52183054836064e-09,1,-6.842052258093645e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7614817023277283,0,0.6481863856315613|1.318975068054229e-10,1,1.5495163485645946e-10|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7488824129104614,0,0.6627029776573181|5.31607158293923e-09,1.0000001192092896,6.0073857000020325e-09|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7418949604034424,0,0.6705160737037659|1.0846032516553805e-08,1,1.2000632487740859e-08|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.74075847864151,0,0.6717715859413147|1.6374908540228716e-08,1.0000001192092896,1.8056512729458518e-08|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7418949604034424,0,0.6705160737037659|2.044069091766687e-08,1,2.2616676531583835e-08|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7442759871482849,0,0.6678723096847534|2.2191839477159192e-08,1.0000001192092896,2.4730555381324848e-08|Running
176.41244506835938,531.0315551757812,-1678.6846923828125|-0.7512224316596985,0,0.6600491404533386|1.1485806972189039e-08,1,1.3072353866050435e-08|Running
176.3401641845703,531.0315551757812,-1678.6212158203125|-0.767132043838501,0,0.6414892673492432|3.640427737039431e-09,1,4.353445604010631e-09|Running
176.14988708496094,531.0315551757812,-1678.4588623046875|-0.7858458161354065,0,0.6184225082397461|-3.0372193648986467e-09,1,-3.8594749618425794e-09|Running
175.92697143554688,531.0315551757812,-1678.2791748046875|-0.8038414716720581,0,0.5948436260223389|-7.133415191873382e-09,1.0000001192092896,-9.639735232269686e-09|Running
175.49501037597656,531.0315551757812,-1677.9569091796875|-0.8261204957962036,0,0.563493549823761|-1.2353663869646425e-08,1,-1.8111323996095052e-08|Running
175.13845825195312,531.0315551757812,-1677.7105712890625|-0.858068585395813,0,0.5135350227355957|-1.0461707944386944e-08,1,-1.7480527247926148e-08|Running
174.7686767578125,531.0315551757812,-1677.4847412109375|-0.8813710808753967,0,0.4724246561527252|-6.214058601017314e-09,1,-1.1593153104172416e-08|Running
174.489990234375,531.692626953125,-1677.3173828125|-0.9033861756324768,0,0.42882806062698364|-3.839642825909095e-09,1,-8.088743896905726e-09|Running
174.00933837890625,532.7318725585938,-1677.0687255859375|-0.9173057079315186,0,0.3981837332248688|-6.709712785379907e-10,1,-1.5457332080970332e-09|Running
173.6124267578125,533.501953125,-1676.89501953125|-0.9289369583129883,0,0.3702380955219269|3.368813228377121e-09,1.0000001192092896,8.452439637096631e-09|Jumping
173.2099609375,534.217529296875,-1676.734375|-0.9368493556976318,0,0.34973350167274475|6.3494840496503e-09,1.0000001192092896,1.7008694896958332e-08|Freefall
172.90560913085938,534.7184448242188,-1676.6204833984375|-0.942144513130188,0,0.33520716428756714|7.290832382267354e-09,1.0000001192092896,2.0491858876425795e-08|Freefall
172.39532470703125,535.4851684570312,-1676.4388427734375|-0.9455214142799377,0,0.3255598843097687|6.798352103487559e-09,1.0000001192092896,1.9744408774613476e-08|Freefall
171.9855499267578,536.0372314453125,-1676.2978515625|-0.9495555758476257,0,0.31359902024269104|5.0162465292658e-09,1.0000001192092896,1.5188838631274848e-08|Freefall
171.5740966796875,536.5347900390625,-1676.161865234375|-0.9528047442436218,0,0.3035840392112732|3.473211496185513e-09,1.0000001192092896,1.0900745195385753e-08|Freefall
171.16122436523438,536.9779052734375,-1676.0301513671875|-0.954572856426239,0,0.29797786474227905|2.1515262904614474e-09,1.0000001192092896,6.892419968096419e-09|Freefall
170.74758911132812,537.3665161132812,-1675.901123046875|-0.9575327038764954,0,0.28832486271858215|8.868534240313863e-10,1.0000001192092896,2.9452582595013155e-09|Freefall
170.3326873779297,537.7005615234375,-1675.776123046875|-0.9600266814231873,0,0.27990859746932983|-2.181755748287273e-10,1.0000001192092896,-7.482956476678737e-10|Freefall
169.91668701171875,537.9801025390625,-1675.6546630859375|-0.9624432921409607,0,0.27148300409317017|-1.1833235502578532e-09,1.0000001192092896,-4.195039426946323e-09|Freefall
169.49964904785156,538.2052001953125,-1675.5369873046875|-0.9652093052864075,0,0.26147857308387756|-1.9903581005564774e-09,1,-7.347111363742442e-09|Freefall
169.08143615722656,538.3757934570312,-1675.4237060546875|-0.9670686721801758,0,0.2545158565044403|-2.67087618688322e-09,1.0000001192092896,-1.0148368367879357e-08|Freefall
168.66238403320312,538.4918823242188,-1675.3134765625|-0.9680569171905518,0,0.2507307529449463|-3.2976990027577813e-09,1.0000001192092896,-1.2732224163869432e-08|Freefall
168.34776306152344,538.5431518554688,-1675.2320556640625|-0.9685919880867004,0,0.24865584075450897|-3.749079713344372e-09,1.0000001192092896,-1.4603833697890423e-08|Freefall
167.92803955078125,538.5639038085938,-1675.124267578125|-0.9686232209205627,0,0.2485339343547821|-4.378555740203183e-09,1,-1.7064756718809804e-08|Freefall
167.50830078125,538.5300903320312,-1675.016845703125|-0.9686545133590698,0,0.24841207265853882|-5.002823044719662e-09,1.0000001192092896,-1.9507938375795675e-08|Freefall
167.08856201171875,538.4417724609375,-1674.909423828125|-0.9686545133590698,0,0.24841207265853882|-5.629688271113764e-09,1.0000001192092896,-2.19523261790755e-08|Freefall
166.45895385742188,538.2071533203125,-1674.748291015625|-0.9686545133590698,0,0.24841207265853882|-6.568603438950049e-09,1.0000001192092896,-2.5613520193701333e-08|Freefall
165.9342803955078,537.91796875,-1674.614013671875|-0.9686545133590698,0,0.24841207265853882|-7.349967301450988e-09,1.0000001192092896,-2.8660357642706913e-08|Freefall
165.61947631835938,537.7035522460938,-1674.533447265625|-0.9682458639144897,0,0.24999985098838806|-7.867099860447979e-09,1,-3.046916319249249e-08|Freefall
165.19989013671875,537.3699951171875,-1674.42529296875|-0.9678347110748291,0,0.2515869736671448|-8.546887642069123e-09,1,-3.2879185596357274e-08|Freefall
164.9901885986328,537.1827392578125,-1674.370849609375|-0.967802107334137,0,0.25171247124671936|-8.865993272877404e-09,1.0000001192092896,-3.408860393960822e-08|Freefall
164.46597290039062,536.6550903320312,-1674.2347412109375|-0.9670044779777527,0,0.25475916266441345|-9.767314068653832e-09,1,-3.707437201683206e-08|Freefall
164.0469207763672,536.1716918945312,-1674.1246337890625|-0.9661285281181335,0,0.2580615282058716|-8.616598101696127e-09,1.0000001192092896,-3.225874678491891e-08|Freefall
163.62826538085938,535.6337890625,-1674.012939453125|-0.9652104377746582,0,0.26147472858428955|-5.448575368660613e-09,1.0000001192092896,-2.0112926435444933e-08|Freefall
163.233642578125,535.0413818359375,-1673.9073486328125|-0.9642103314399719,0,0.26513877511024475|-2.1477499778654874e-09,1.0000001192092896,-7.810561974963548e-09|Freefall
162.96286010742188,534.561279296875,-1673.8348388671875|-0.9627850651741028,0,0.2702683210372925|4.5001924409149296e-10,1.0000001192092896,1.6031171945485312e-09|Freefall
162.6353759765625,533.8734741210938,-1673.7471923828125|-0.9623043537139893,0,0.27197515964508057|4.018015253848262e-09,1.0000001192092896,1.4216568366975935e-08|Freefall
162.34628295898438,533.1311645507812,-1673.6697998046875|-0.9623043537139893,0,0.27197515964508057|7.580076122337687e-09,1.0000001192092896,2.6819876097761153e-08|Freefall
162.16448974609375,532.3343505859375,-1673.6212158203125|-0.9623043537139893,0,0.27197515964508057|6.450814549197048e-09,1.0000001192092896,2.282431665889817e-08|Landed
162.12271118164062,531.4830322265625,-1673.6099853515625|-0.9618194103240967,0,0.273685097694397|5.349769516271863e-09,1.0000001192092896,1.880084887773137e-08|Landed
162.12164306640625,530.8878784179688,-1673.6097412109375|-0.9618194103240967,0,0.273685097694397|4.20822798830045e-09,1.0000001192092896,1.4789097058098832e-08|Running
162.1216278076172,530.887939453125,-1673.6097412109375|-0.9613324999809265,0,0.2753901183605194|3.0800719752477335e-09,1,1.075192290755922e-08|Running
162.1216278076172,530.9430541992188,-1673.6097412109375|-0.9608415961265564,0,0.2770983576774597|1.931421689249646e-09,1.0000001192092896,6.6972258849773425e-09|Running
162.1216278076172,530.9887084960938,-1673.6097412109375|-0.9608415961265564,0,0.2770983576774597|4.726158908674449e-10,1.0000001192092896,1.6388008727830083e-09|Running
162.1216278076172,531.0043334960938,-1673.6097412109375|-0.9603815078735352,0,0.27868902683258057|-4.0984332594362627e-10,1.0000001192092896,-1.4123482383610053e-09|Running
162.1216278076172,531.0167846679688,-1673.6097412109375|-0.959884524345398,0,0.2803954780101776|-1.6053783857827852e-09,1.0000001192092896,-5.495730093230122e-09|Running
162.02928161621094,531.0235595703125,-1673.5828857421875|-0.959884524345398,0,0.2803954780101776|-2.797466702730844e-09,1.0000001192092896,-9.57663459644209e-09|Running
161.7891845703125,531.0272827148438,-1673.5125732421875|-0.959383487701416,0,0.2821052074432373|-4.020333399523679e-09,1,-1.3672351251159398e-08|Running
161.41189575195312,531.0293579101562,-1673.40185546875|-0.958880603313446,0,0.2838098704814911|-5.2641233594385994e-09,1,-1.778537672691982e-08|Running
161.00271606445312,531.8948364257812,-1673.28173828125|-0.9584068655967712,0,0.28540563583374023|-6.524567108812107e-09,1.0000001192092896,-2.1909833947120205e-08|Running
160.4844970703125,532.9000244140625,-1673.127685546875|-0.9579702615737915,0,0.2868677079677582|-8.107236659782302e-09,1.0000001192092896,-2.7073426167589787e-08|Running
160.17315673828125,533.4622802734375,-1673.034423828125|-0.9578993320465088,0,0.2871043086051941|-9.046042137583754e-09,1,-3.018135785737286e-08|Jumping
159.758056640625,534.1641845703125,-1672.909912109375|-0.9578980207443237,0,0.28710848093032837|-1.028561147364826e-08,1,-3.4316528285671666e-08|Freefall
159.13540649414062,535.1149291992188,-1672.72314453125|-0.9578980207443237,0,0.28710848093032837|-1.2144566241545363e-08,1,-4.051867463772396e-08|Freefall
158.72030639648438,535.6806030273438,-1672.5986328125|-0.9578980207443237,0,0.28710848093032837|-1.338273580842042e-08,1,-4.464965996930914e-08|Freefall
158.30520629882812,536.1918334960938,-1672.47412109375|-0.9578980207443237,0,0.28710848093032837|-1.4619913280000674e-08,1,-4.8777330619032e-08|Freefall
157.7863311767578,536.7542114257812,-1672.3184814453125|-0.9578980207443237,0,0.28710848093032837|-1.616490585831798e-08,1,-5.39319877645994e-08|Freefall
157.47500610351562,537.05078125,-1672.22509765625|-0.9578980207443237,0,0.28710848093032837|-1.2496377266302261e-08,1,-4.169244505192182e-08|Freefall
157.16368103027344,537.316650390625,-1672.1317138671875|-0.9578980207443237,0,0.28710848093032837|-8.830220110667142e-09,1,-2.9460817785320614e-08|Freefall
156.7485809326172,537.6234741210938,-1672.0072021484375|-0.9578980207443237,0,0.28710848093032837|-3.945672233385267e-09,1,-1.3164193291004267e-08|Freefall
156.437255859375,537.8178100585938,-1671.913818359375|-0.9583709836006165,0,0.2855260968208313|-3.0273197837438204e-10,1.0000001192092896,-1.0161227415039775e-09|Freefall
155.9181671142578,538.0736083984375,-1671.7591552734375|-0.9592403173446655,0,0.2825917601585388|5.6205022858080156e-09,1.0000001192092896,1.9078449042808643e-08|Freefall
155.50250244140625,538.2169189453125,-1671.63671875|-0.9606659412384033,0,0.27770644426345825|1.0128122340802292e-08,1,3.503607004518017e-08|Freefall
155.08624267578125,538.3057861328125,-1671.5162353515625|-0.9638068675994873,0,0.2666017413139343|1.1105722563797826e-08,1.0000001192092896,4.014891885617544e-08|Freefall
154.7731170654297,538.336669921875,-1671.4293212890625|-0.9686857461929321,0,0.24829018115997314|9.442834070227946e-09,1.0000001192092896,3.6840518191638694e-08|Freefall
154.24853515625,538.3199462890625,-1671.2945556640625|-0.9714949727058411,0,0.23706014454364777|7.931419077067403e-09,1,3.250370639307221e-08|Freefall
153.93283081054688,538.26904296875,-1671.2174072265625|-0.978437602519989,0,0.20654259622097015|6.727989720900496e-09,1.0000001192092896,3.18719628467079e-08|Freefall
153.08489990234375,537.9834594726562,-1671.038330078125|-0.9811273813247681,0,0.19336287677288055|5.7470259662295575e-09,1.0000001192092896,2.916053176704736e-08|Freefall
152.65956115722656,537.7589111328125,-1670.9554443359375|-0.9917358756065369,0,0.12829668819904327|2.7005273572910937e-09,1.0000001192092896,2.087512918080847e-08|Freefall
152.44564819335938,537.626220703125,-1670.921630859375|-0.9969435930252075,0,0.07812463492155075|1.4103516132735194e-09,1,1.7997409784697993e-08|Freefall
152.12255859375,537.4015502929688,-1670.8887939453125|-0.9986469745635986,0,0.05200221389532089|7.380173139281965e-10,1,1.417283357341148e-08|Freefall
151.68991088867188,537.0543823242188,-1670.865478515625|-0.99977707862854,0,0.021118290722370148|2.0066322214962184e-10,1.0000001192092896,9.499750319719169e-09|Freefall
151.3802032470703,536.7582397460938,-1670.85009765625|-0.9986660480499268,0,-0.05163619667291641|-4.215413573760429e-10,1.0000001192092896,8.152789554571882e-09|Freefall
151.00196838378906,536.315673828125,-1670.831298828125|-0.9961731433868408,0,-0.08740261197090149|-6.224594173431797e-10,1.0000001192092896,7.094494769432913e-09|Freefall
150.6634063720703,535.818603515625,-1670.814453125|-0.9858962893486023,0,-0.16735762357711792|-1.1681497991133938e-09,1,6.88151802208381e-09|Freefall
150.36451721191406,535.26708984375,-1670.799560546875|-0.9688417911529541,0,-0.24768072366714478|-1.7272026031633914e-09,1.0000001192092896,6.7562226924167135e-09|Freefall
150.1053009033203,534.6610717773438,-1670.78662109375|-0.9464008808135986,0,-0.32299453020095825|-3.329950898356415e-11,1.0000001192092896,9.757033375690227e-11|Freefall
149.88575744628906,534.00048828125,-1670.775634765625|-0.9222455024719238,0,-0.3866048753261566|4.169497636041797e-09,1.0000001192092896,-9.94633175821491e-09|Freefall
149.6671142578125,533.09814453125,-1670.7646484375|-0.8898244500160217,0,-0.45630303025245667|1.3670055309944473e-08,1,-2.6657613005909297e-08|Freefall
149.60845947265625,532.515869140625,-1670.76171875|-0.8548943996429443,0,-0.5188021659851074|2.3093406298357877e-08,1.0000001192092896,-3.8053858730791035e-08|Landed
149.6026153564453,531.6918334960938,-1670.7613525390625|-0.8235509991645813,0,-0.5672422051429749|3.286621819142965e-08,1,-4.771683848048269e-08|Landed
149.6024932861328,530.8132934570312,-1670.7613525390625|-0.7916643619537354,0,-0.6109562516212463|2.652166131156264e-08,1,-3.436621653918337e-08|Running
149.6024932861328,530.744140625,-1670.7613525390625|-0.7563256621360779,0,-0.6541953682899475|1.6221870069443867e-08,1.0000001192092896,-1.8754361619244264e-08|Running
149.6024932861328,530.8302001953125,-1670.7613525390625|-0.7294101715087891,0,-0.6840766668319702|9.210522122771181e-09,1.0000001192092896,-9.8209005372496e-09|Running
149.6024932861328,530.9328002929688,-1670.7613525390625|-0.7050897479057312,0,-0.709118127822876|-4.007495668645333e-09,1,3.98472987939158e-09|Running
149.6024932861328,530.9685668945312,-1670.7613525390625|-0.6799066066741943,0,-0.7332987189292908|-1.2641388380529861e-08,1,1.1720958426053585e-08|Running
149.6024932861328,531.0020751953125,-1670.7613525390625|-0.6564627289772034,0,-0.7543584704399109|-2.7684546211048655e-08,1,2.4091825423511182e-08|Running
149.6024932861328,531.0155639648438,-1670.7613525390625|-0.6324888467788696,0,-0.774569571018219|-4.0574139603677395e-08,1.0000001192092896,3.313154905981719e-08|Running
149.6024932861328,531.021484375,-1670.7613525390625|-0.6063967347145081,0,-0.7951623201370239|-5.106022982204195e-08,1.0000001192092896,3.8938914315167494e-08|Running
149.6024932861328,531.026123046875,-1670.7613525390625|-0.5895788669586182,0,-0.8077108263969421|-6.464935609074018e-08,1,4.719002433262176e-08|Running
149.6024932861328,531.0286865234375,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|-7.813384428345671e-08,1.0000001192092896,5.558623072943192e-08|Running
149.6024932861328,531.030029296875,-1670.7613525390625|-0.5768245458602905,0,-0.8168680667877197|-9.12687241338972e-08,1,6.444864197874267e-08|Running
149.6024932861328,531.0308227539062,-1670.7613525390625|-0.5768245458602905,0,-0.8168680667877197|-9.058160088670775e-08,1,6.396344076620153e-08|Running
149.6024932861328,531.03125,-1670.7613525390625|-0.5768245458602905,0,-0.8168680667877197|-4.9061384288506815e-08,1,3.4644283886109406e-08|Running
