ducky|true|2775
-1459.641845703125,743.8375854492188,1807.7222900390625|-0.5510640144348145,-0.000002456542461004574,0.8344630002975464|-0.0000012771282626999891,1,0.000002100468464050209|Running
-1460.14453125,743.3042602539062,1808.080810546875|-0.6008622646331787,-0.0000036122337405686267,0.7993525862693787|-0.0000020387647055031266,1,0.0000029864379484934034|Running
-1460.565673828125,742.8162231445312,1808.3359375|-0.6413478851318359,-0.0000041951202547352295,0.7672501802444458|-0.0000025319350243080407,1,0.0000033512785648781573|Running
-1461.12890625,742.4569091796875,1808.640380859375|-0.6892655491828918,-0.00000428766406912473,0.7245088219642639|-0.00000280246263173467,1,0.000003251890120736789|Running
-1461.4384765625,742.5536499023438,1808.79833984375|-0.7154419422149658,-0.000004085815817234106,0.6986721754074097|-0.000002788179926938028,1,0.000002992869667650666|Running
-1461.7974853515625,742.8251342773438,1808.96044921875|-0.748263418674469,-0.0000037647523640771396,0.66340172290802|-0.000002705947053982527,1,0.000002622831971166306|Running
-1462.3238525390625,744.0990600585938,1809.19189453125|-0.7941184639930725,-0.00001530814915895462,0.6077629923820496|-0.000011702266419888474,1,0.000009897217751131393|Jumping
-1462.7998046875,745.0669555664062,1809.3863525390625|-0.8275105953216553,-0.00001146077465818962,0.5614501237869263|-0.000008943969078245573,1,0.000007230465143948095|Freefall
-1463.3375244140625,745.94970703125,1809.577880859375|-0.8558620810508728,-0.000005403825980465626,0.5172041058540344|-0.000004400847046781564,1,0.00000316569025926583|Freefall
-1463.8115234375,746.5946044921875,1809.7232666015625|-0.8746141195297241,-0.000003581368218874559,0.4848196804523468|-0.000003039906687263283,1,0.0000019030227349503548|Freefall
-1464.184326171875,747.04248046875,1809.825927734375|-0.8865367770195007,-0.0000029342888865357963,0.4626581072807312|-0.0000025459114567638608,1,0.0000014638123957411153|Freefall
-1466.054931640625,748.8222045898438,1810.334228515625|-0.9314148426055908,-0.000001809673563002434,0.36395925283432007|-0.000001661607598180126,1,7.199366223176185e-07|Freefall
-1466.5557861328125,749.1673583984375,1810.461181640625|-0.938671886920929,-0.0000014414220004255185,0.34481167793273926|-0.0000013358594515011646,1,5.437414074549451e-07|Freefall
-1467.566650390625,749.6941528320312,1810.676513671875|-0.9511812925338745,-8.326069291797467e-07,0.30863261222839355|-7.851454597584961e-07,1,2.7797193524747854e-07|Freefall
-1468.202880859375,749.9127197265625,1810.787353515625|-0.9584152698516846,-8.257040349235467e-07,0.28537726402282715|-7.853905117372051e-07,1,2.557099776367977e-07|Freefall
-1468.7144775390625,750.0262451171875,1810.8592529296875|-0.9639886021614075,-8.690465165273054e-07,0.26594364643096924|-8.31644626941852e-07,1,2.5325138608423003e-07|Freefall
-1469.2276611328125,750.0852661132812,1810.9188232421875|-0.9692811965942383,-9.233100399796967e-07,0.2459551990032196|-8.887066655915987e-07,1,2.516855772682902e-07|Freefall
-1469.741455078125,750.0897827148438,1810.973388671875|-0.9739094972610474,-9.099471185436414e-07,0.22693674266338348|-8.80436402894702e-07,1,2.312617510824566e-07|Freefall
-1470.127197265625,750.057373046875,1811.0113525390625|-0.9769186973571777,-8.442721082246862e-07,0.21361136436462402|-8.19807723928534e-07,1,2.0310987736138486e-07|Freefall
-1470.6409912109375,749.966552734375,1811.0672607421875|-0.9800335764884949,-6.69850464873889e-07,0.19883203506469727|-6.530444807140157e-07,1,1.5010120080205525e-07|Freefall
-1471.1546630859375,749.8212280273438,1811.1246337890625|-0.9824603199958801,-4.73502922204716e-07,0.18647174537181854|-4.6319229340952006e-07,1,9.886157670280227e-08|Freefall
-1472.0504150390625,749.4356689453125,1811.248779296875|-0.9847882390022278,-2.520803263905691e-07,0.17375873029232025|-2.481602336956712e-07,1,4.4285791034326394e-08|Freefall
-1472.6890869140625,749.05810546875,1811.343994140625|-0.9856778383255005,-1.9622629565674288e-07,0.16863909363746643|-1.9404892270813434e-07,1,2.9391568290293435e-08|Freefall
-1473.326904296875,748.5953979492188,1811.4461669921875|-0.9860588312149048,-1.6479889097809064e-07,0.1663970649242401|-1.6358264076643536e-07,1,2.1014647799688646e-08|Freefall
-1473.963623046875,748.0475463867188,1811.5546875|-0.9860759377479553,-8.905483639409795e-08,0.16629569232463837|-8.892316571973424e-08,1,8.237398319010936e-09|Freefall
-1474.472900390625,747.5479736328125,1811.6417236328125|-0.9860389828681946,-2.8746267588530827e-08,0.16651464998722076|-2.948026356364153e-08,1,-1.936297566729195e-09|Freefall
-1474.981689453125,746.9938354492188,1811.731689453125|-0.9858909845352173,3.013761329384579e-08,0.16738860309123993|2.8553966302524714e-08,1,-1.1867687277344885e-08|Freefall
-1475.3629150390625,746.54248046875,1811.80078125|-0.9857190251350403,7.088902265195429e-08,0.16839827597141266|6.871577795664052e-08,1,-1.8732796647213945e-08|Freefall
-1475.7435302734375,746.0604858398438,1811.8734130859375|-0.9854199290275574,1.0388993842980199e-07,0.17013999819755554|1.0123882532298012e-07,1,-2.425760037283453e-08|Freefall
-1476.2501220703125,745.3701171875,1811.9749755859375|-0.9848439693450928,1.1799594545891523e-07,0.17344257235527039|1.1516569742298088e-07,1,-2.6381638207340075e-08|Freefall
-1476.7864990234375,745.2642211914062,1812.0836181640625|-0.9839928150177002,6.130309770924214e-08,0.17820805311203003|5.945045700173068e-08,1,-1.5735951208739607e-08|Landed
-1477.235107421875,745.2634887695312,1812.1785888671875|-0.983077883720398,-9.228021013996113e-08,0.18318812549114227|-9.149863444690709e-08,1,1.2718793129806727e-08|Landed
-1477.7418212890625,745.2634887695312,1812.289794921875|-0.9820731282234192,-1.1255852427893842e-07,0.18850046396255493|-1.1073679928585989e-07,1,2.0195651373455803e-08|Running
-1478.4854736328125,745.2634887695312,1812.4569091796875|-0.9806476831436157,-1.2141515526309377e-07,0.1957808881998062|-1.1867674487575641e-07,1,2.5717948659575995e-08|Running
-1479.2100830078125,745.2634887695312,1812.6256103515625|-0.9793404340744019,-1.0980019027329035e-07,0.2022184431552887|-1.0727409005539812e-07,1,2.3451548258890398e-08|Running
-1479.7056884765625,746.1264038085938,1812.741943359375|-0.9784374833106995,-1.4909487333625293e-07,0.20654316246509552|-1.457776903635022e-07,1,3.1279235201964184e-08|Jumping
-1481.087646484375,748.2183227539062,1813.06640625|-0.9766122102737427,-1.6057508389621944e-07,0.21500837802886963|-1.5695850663632882e-07,1,3.3893968520715134e-08|Freefall
-1482.46923828125,749.8981323242188,1813.397705078125|-0.9750815033912659,-1.5178069645571668e-07,0.22184687852859497|-1.479967437489904e-07,1,3.368000989212305e-08|Freefall
-1483.086669921875,750.5254516601562,1813.58447265625|-0.971498966217041,-2.8140433983026014e-07,0.23704370856285095|-2.737447459821851e-07,1,6.522679285581034e-08|Freefall
-1483.56494140625,750.9659423828125,1813.7760009765625|-0.9650038480758667,-8.573323952987266e-07,0.2622356414794922|-8.301241791741631e-07,1,2.1453726617437496e-07|Freefall
-1484.0263671875,751.3519287109375,1814.0037841796875|-0.9552208781242371,-0.000001923251375046675,0.29589369893074036|-0.0000018503832279748167,1,5.262922400106618e-07|Freefall
-1484.46875,751.6834716796875,1814.2664794921875|-0.9422858357429504,-0.0000030436685847234912,0.33480948209762573|-0.0000029030582027189666,1,9.203982358485518e-07|Freefall
-1485.0926513671875,752.0785522460938,1814.72265625|-0.917905867099762,-0.000004205079221719643,0.39679819345474243|-0.000003934968844987452,1,0.000001494836055826454|Freefall
-1485.5784912109375,752.3141479492188,1815.1483154296875|-0.894865095615387,-0.0000043681984607246704,0.4463367760181427|-0.000004002309651696123,1,0.0000017625061445869505|Freefall
-1486.0443115234375,752.464599609375,1815.5960693359375|-0.8704999089241028,-0.00000405894206778612,0.4921686053276062|-0.000003626217448982061,1,0.000001833355668168224|Freefall
-1486.40869140625,752.5236206054688,1815.9625244140625|-0.8511853218078613,-0.00000361305887963681,0.5248652100563049|-0.0000031565764402330387,1,0.0000017646954120209557|Freefall
-1486.68115234375,752.5321044921875,1816.2381591796875|-0.8376780152320862,-0.0000031421998301084386,0.546164333820343|-0.000002699960987229133,1,0.0000016121553017001133|Freefall
-1487.04541015625,752.4957275390625,1816.6048583984375|-0.8212825059890747,-0.0000024122123249981087,0.5705217123031616|-0.0000020284919628466014,1,0.000001308008449996123|Freefall
-1487.4075927734375,752.4049072265625,1816.9735107421875|-0.8061679601669312,-0.0000018228008684673114,0.5916867256164551|-0.0000015003367934696143,1,0.000001036489948091912|Freefall
-1488.0369873046875,752.11474609375,1817.62255859375|-0.7818811535835266,-0.000001223574031428143,0.6234275698661804|-9.727964425110258e-07,1,7.426089609907649e-07|Freefall
-1488.39501953125,751.8740234375,1817.9951171875|-0.7698599696159363,-9.946893442247529e-07,0.6382128596305847|-7.775804533594055e-07,1,6.205787030921783e-07|Freefall
-1488.74853515625,751.5787963867188,1818.3719482421875|-0.7587581872940063,-7.762433824609616e-07,0.6513724327087402|-5.973629981781414e-07,1,4.958596377946378e-07|Freefall
-1489.0084228515625,751.3215942382812,1818.6593017578125|-0.7503309845924377,-6.872995754747535e-07,0.6610623002052307|-5.225324457569513e-07,1,4.4659518039225077e-07|Freefall
-1489.44287109375,750.8248291015625,1819.1373291015625|-0.7375659346580505,-5.758586780757469e-07,0.6752751469612122|-4.298736655528046e-07,1,3.832489596788946e-07|Freefall
-1489.9647216796875,750.1163330078125,1819.7099609375|-0.7247090935707092,-4.0390875710727414e-07,0.6890549659729004|-2.957687286198052e-07,1,2.7510500899552426e-07|Freefall
-1490.3192138671875,749.5758056640625,1820.0858154296875|-0.7188636660575867,-2.852271734354872e-07,0.6951510906219482|-2.0638847786358383e-07,1,1.968809471009081e-07|Freefall
-1490.6981201171875,749.4923095703125,1820.48095703125|-0.7149441242218018,-2.466260440314727e-08,0.6991816163063049|-1.4760632716104283e-08,1,2.0180131343749963e-08|Landed
-1491.0013427734375,749.4917602539062,1820.7803955078125|-0.7141144871711731,1.0138410289073363e-07,0.7000289559364319|7.716874961261055e-08,1,-6.610696345887845e-08|Landed
-1491.3399658203125,749.4917602539062,1821.1007080078125|-0.7153619527816772,9.681127721705707e-08,0.698754072189331|7.136539181828994e-08,1,-6.548683728624383e-08|Running
-1491.70703125,749.4917602539062,1821.4339599609375|-0.7184227108955383,1.4046607432760538e-08,0.6956068277359009|9.294770286771836e-09,1,-1.0593676158521248e-08|Running
-1492.087646484375,749.4917602539062,1821.7652587890625|-0.7230672240257263,-7.91459910942649e-08,0.6907776594161987|-5.809448921922922e-08,1,5.3765155882956606e-08|Running
-1492.4503173828125,749.4917602539062,1822.06787109375|-0.7290712594985962,-1.139726748533576e-07,0.6844378113746643|-8.24298993507e-08,1,7.871482665677831e-08|Running
-1492.8150634765625,749.4917602539062,1822.3564453125|-0.7365484237670898,-1.6723703311072313e-07,0.6763848066329956|-1.2161143558842014e-07,1,1.148226829172927e-07|Running
-1493.27197265625,750.5618896484375,1822.7156982421875|-0.7461897134780884,-7.314144454539928e-07,0.6657333970069885|-5.376779768084816e-07,1,4.960014052812767e-07|Jumping
-1493.6605224609375,751.3566284179688,1823.01171875|-0.7542012929916382,-6.934191105756327e-07,0.6566433310508728|-5.122196284901293e-07,1,4.6768531092311605e-07|Freefall
-1494.0789794921875,752.0968627929688,1823.3101806640625|-0.7627817392349243,-4.799277348865871e-07,0.6466560363769531|-3.5829552302857337e-07,1,3.1953067036738503e-07|Freefall
-1494.5059814453125,752.7826538085938,1823.6009521484375|-0.771814227104187,-4.215111459870968e-07,0.6358480453491211|-3.1958705903889495e-07,1,2.749859788764297e-07|Freefall
-1495.0477294921875,753.563232421875,1823.9527587890625|-0.7836483716964722,-4.6916966311982833e-07,0.621204674243927|-3.6174745332573366e-07,1,2.98914159202468e-07|Freefall
-1495.6005859375,754.2586669921875,1824.2862548828125|-0.7966592311859131,-5.813735697302036e-07,0.604428768157959|-4.553731685064122e-07,1,3.616577544107713e-07|Freefall
-1496.0518798828125,754.7537231445312,1824.5379638671875|-0.807872474193573,-7.003766882007767e-07,0.5893573760986328|-5.558651423598349e-07,1,4.2641113395802677e-07|Freefall
-1496.509033203125,755.1942138671875,1824.77880859375|-0.819209098815918,-8.018099038054061e-07,0.5734949707984924|-6.449554348364472e-07,1,4.768246526509756e-07|Freefall
-1496.970947265625,755.5802001953125,1825.0106201171875|-0.8303220868110657,-8.515961553712259e-07,0.5572837591171265|-6.942789241293212e-07,1,4.936820232614991e-07|Freefall
-1497.43701171875,755.9117431640625,1825.23388671875|-0.8410397171974182,-8.603267360740574e-07,0.5409733653068542|-7.108239401532046e-07,1,4.852282700085198e-07|Freefall
-1497.9056396484375,756.1887817382812,1825.451416015625|-0.8510255813598633,-8.269907993962988e-07,0.5251242518424988|-6.92015362346865e-07,1,4.533555966190761e-07|Freefall
-1498.3746337890625,756.4113159179688,1825.6683349609375|-0.8596771359443665,-7.255933383021329e-07,0.5108377933502197|-6.141116841718031e-07,1,3.8692425619046844e-07|Freefall
-1499.191650390625,756.6696166992188,1826.0557861328125|-0.8710945248603821,-4.3208780198256136e-07,0.49111539125442505|-3.7176982914388645e-07,1,2.203985900450789e-07|Freefall
-1500.21923828125,756.7564086914062,1826.5994873046875|-0.8758291602134705,-1.4221701860606117e-07,0.4826212227344513|-1.275140135703623e-07,1,6.327226031999089e-08|Freefall
-1500.7139892578125,756.4866333007812,1826.8741455078125|-0.875715970993042,-4.1476049261746084e-08,0.4828266203403473|-4.4230819895574314e-08,1,5.679914760747806e-09|Landed
-1501.055419921875,756.1880493164062,1827.065673828125|-0.875249981880188,3.564273143297214e-08,0.48367080092430115|1.9342168755542843e-08,1,-3.86905689708783e-08|Landed
-1501.36865234375,755.8349609375,1827.241455078125|-0.8751074075698853,9.158951286281081e-08,0.48392874002456665|6.659995932523088e-08,1,-6.882707026534263e-08|Running
-1501.647216796875,755.4273681640625,1827.397705078125|-0.8750908970832825,9.053433558392499e-08,0.48395857214927673|7.058518036728856e-08,1,-5.943874370473168e-08|Running
-1501.8333740234375,755.0858764648438,1827.5020751953125|-0.875089168548584,8.974173226761195e-08,0.48396173119544983|7.357087383752514e-08,1,-5.240219635993526e-08|Running
-1502.100341796875,754.4486694335938,1827.651611328125|-0.8750887513160706,8.842170728939891e-08,0.4839624762535095|7.854275452245929e-08,1,-4.0684614788233375e-08|Running
-1502.27490234375,753.8775634765625,1827.74951171875|-0.8750887513160706,8.736669343534231e-08,0.4839625060558319|8.251642924506086e-08,1,-3.131956205493225e-08|Running
-1502.4989013671875,753.251953125,1827.8609619140625|-0.8800485134124756,-5.3689632295572665e-08,0.4748837947845459|-3.791242519923799e-08,1,4.279964471720632e-08|Running
-1502.732421875,752.7469482421875,1827.9658203125|-0.8851386308670044,-2.414985544874071e-07,0.4653274416923523|-2.0804969835808151e-07,1,1.232373847415147e-07|Running
-1503.484619140625,751.5457153320312,1828.270751953125|-0.8967005610466003,-3.56519223032592e-07,0.44263771176338196|-3.1731940453028074e-07,1,1.6261321889032843e-07|Running
-1503.964111328125,751.5313720703125,1828.45849609375|-0.9021225571632385,-2.8989384759370296e-07,0.43147993087768555|-2.596781314423424e-07,1,1.2893384848666756e-07|Running
-1504.443359375,751.630859375,1828.6488037109375|-0.9063355326652527,-1.8922871447557554e-07,0.4225587248802185|-1.7047987910245865e-07,1,8.215840097136606e-08|Running
-1504.8037109375,751.6945190429688,1828.7904052734375|-0.9090771079063416,-1.5917123619146878e-07,0.4166279137134552|-1.4409259563308296e-07,1,6.763818305444147e-08|Running
-1505.2843017578125,751.7564086914062,1828.9786376953125|-0.9123020768165588,-1.41133142506078e-07,0.40951791405677795|-1.2827983653096453e-07,1,5.8857466456174734e-08|Running
-1505.6461181640625,751.7889404296875,1829.1168212890625|-0.9146823287010193,-1.3602773663023981e-07,0.40417346358299255|-1.2389918424560165e-07,1,5.61623565431546e-08|Running
-1507.2218017578125,751.8538208007812,1829.6962890625|-0.9254690408706665,-1.4666433401089307e-07,0.37882328033447266|-1.3510606322597596e-07,1,5.709222605787545e-08|Running
-1508.438720703125,751.8328857421875,1830.12890625|-0.9316412806510925,-1.259313933132944e-07,0.3633793592453003|-1.1689979828588548e-07,1,4.684559939960309e-08|Running
-1508.925537109375,752.69580078125,1830.301513671875|-0.9339306950569153,-2.0166822878309176e-07,0.3574540615081787|-1.877103699143845e-07,1,7.374303834239981e-08|Jumping
