ducky|true|2775
-1454.179931640625,722.963623046875,1728.9608154296875|-0.1754503697156906,-0.0000016851771533765714,0.9844882488250732|-2.3693444006767095e-07,1,0.0000016695037174940808|Freefall
-1454.3787841796875,722.872802734375,1729.437744140625|-0.20439650118350983,-0.000001860585257418279,0.9788881540298462|-3.1246889875546913e-07,1,0.0000018354678559262538|Freefall
-1454.52978515625,722.7689208984375,1729.794677734375|-0.22431106865406036,-0.0000018434409412293462,0.9745175838470459|-3.4573747598187765e-07,1,0.0000018120639424523688|Freefall
-1454.8509521484375,722.4691162109375,1730.5001220703125|-0.26340413093566895,-0.000001654170546316891,0.9646855592727661|-3.773281207486434e-07,1,0.0000016116969163704198|Freefall
-1455.1446533203125,722.1256103515625,1731.0751953125|-0.29678693413734436,-0.0000012432439007170615,0.9549437165260315|-3.592982977806969e-07,1,0.0000011902365031346562|Landed
-1455.39013671875,721.907470703125,1731.5296630859375|-0.3222927153110504,-0.0000011350942941135145,0.9466400742530823|-3.682541773741832e-07,1,0.0000010737013553807628|Landed
-1455.646728515625,722.135986328125,1731.978271484375|-0.3469381332397461,-0.000001101664793168311,0.9378880262374878|-3.647148503205244e-07,1,0.0000010397097867098637|Running
-1455.9144287109375,722.5772094726562,1732.420166015625|-0.37114906311035156,-0.0000010784350479298155,0.9285733103752136|-3.7380630146799376e-07,1,0.0000010119796343133203|Running
-1456.1923828125,723.1231689453125,1732.8555908203125|-0.39483144879341125,-0.00000105799858829414,0.9187535643577576|-3.9200472201628145e-07,1,9.83095787887578e-07|Running
-1456.4766845703125,723.5210571289062,1733.286865234375|-0.41708850860595703,-9.897050858853618e-07,0.9088658690452576|-3.90473275047043e-07,1,9.097527140511374e-07|Running
-1456.766357421875,723.9569702148438,1733.714599609375|-0.43771636486053467,-8.753309543862997e-07,0.899113118648529|-3.6495623589871684e-07,1,7.958772130223224e-07|Running
-1457.2833251953125,725.1483154296875,1734.4564208984375|-0.4707223176956177,-7.085890274538542e-07,0.8822814226150513|-3.2057289445219794e-07,1,6.320978513940645e-07|Running
-1457.579833984375,725.5450439453125,1734.8795166015625|-0.4862157702445984,-5.773697466793237e-07,0.8738387823104858|-2.709408875034569e-07,1,5.09972835516237e-07|Running
-1457.876708984375,725.8287353515625,1735.3026123046875|-0.5004448890686035,-4.448128265721607e-07,0.8657683730125427|-2.1600055788439931e-07,1,3.8892210341145983e-07|Running
-1458.1669921875,726.5631713867188,1735.7301025390625|-0.5103431940078735,-2.9122546152393625e-07,0.8599708080291748|-1.451550417641556e-07,1,2.5250457724723674e-07|Running
-1458.4527587890625,727.1920776367188,1736.160400390625|-0.5169116854667664,-1.776616187498803e-07,0.8560387492179871|-9.144144286210576e-08,1,1.523230963584865e-07|Running
-1458.664306640625,727.4951782226562,1736.485107421875|-0.5203198790550232,-1.405035447987757e-07,0.8539714217185974|-7.405601820664742e-08,1,1.1940765887175075e-07|Running
-1458.9456787109375,727.9442749023438,1736.9185791015625|-0.5238391757011414,-1.1591767190566316e-07,0.8518171906471252|-6.249859296758586e-08,1,9.764825392721832e-08|Running
-1459.22509765625,728.6813354492188,1737.35302734375|-0.5264250040054321,-1.0671148231722327e-07,0.850221574306488|-5.796702495786121e-08,1,8.961921338368484e-08|Running
-1459.572021484375,729.370849609375,1737.89794921875|-0.5284371972084045,-8.35545108657243e-08,0.8489723801612854|-4.5148539129513665e-08,1,7.03159983572732e-08|Running
-1459.90771484375,729.7227783203125,1738.44970703125|-0.5275952219963074,-7.190602957507508e-08,0.8494958877563477|-3.8357416798362465e-08,1,6.082294135012489e-08|Running
-1460.2332763671875,730.4089965820312,1739.007568359375|-0.5240600109100342,-9.419607494010052e-08,0.8516813516616821|-4.9286811076854065e-08,1,8.027277687006062e-08|Running
-1460.483154296875,731.03076171875,1739.4598388671875|-0.5190991759300232,-1.2020105089050048e-07,0.8547139763832092|-6.233786109532957e-08,1,1.0277299367089654e-07|Running
-1460.7208251953125,731.4705810546875,1739.91845703125|-0.5117779970169067,-1.3495751716163795e-07,0.8591177463531494|-6.933228036132277e-08,1,1.1578714520510403e-07|Running
-1460.891357421875,731.820068359375,1740.2666015625|-0.5049130916595459,-1.5221668547837908e-07,0.8631702065467834|-7.727135198365431e-08,1,1.3114606645103777e-07|Running
-1461.2144775390625,732.637451171875,1740.9708251953125|-0.4880007207393646,-2.611709817301744e-07,0.8728432059288025|-1.2868031262769364e-07,1,2.2727438420133694e-07|Running
-1461.419189453125,733.1672973632812,1741.445068359375|-0.47583597898483276,-3.039432101559214e-07,0.8795340657234192|-1.4641044288055127e-07,1,2.6636359962139977e-07|Running
-1461.6153564453125,733.546875,1741.9232177734375|-0.4631315767765045,-3.2623472634440986e-07,0.8862895369529724|-1.530948594563597e-07,1,2.880905753954721e-07|Running
-1461.90771484375,733.94140625,1742.6412353515625|-0.4436839818954468,-3.3934989573936036e-07,0.8961833119392395|-1.5264869546172122e-07,1,3.030876598586474e-07|Running
-1462.1368408203125,734.8070678710938,1743.2449951171875|-0.42829084396362305,-3.1039093073559343e-07,0.9036409258842468|-1.3470476289967337e-07,1,2.7964438231720123e-07|Running
-1462.2615966796875,735.2318115234375,1743.61181640625|-0.4179394841194153,-3.2417730722045235e-07,0.908474862575531|-1.373024076656293e-07,1,2.936715191026451e-07|Running
-1462.4124755859375,735.592529296875,1744.10595703125|-0.4018108546733856,-4.400201021326211e-07,0.915722668170929|-1.7997679435666214e-07,1,4.015445824734343e-07|Running
-1462.6448974609375,736.59814453125,1744.979736328125|-0.3689693808555603,-6.697578101011459e-07,0.9294415712356567|-2.546389623603318e-07,1,6.195159016897378e-07|Running
-1462.7344970703125,737.01806640625,1745.356689453125|-0.354788601398468,-6.854287448732066e-07,0.9349465370178223|-2.512005892185698e-07,1,6.377965178216982e-07|Running
-1462.8402099609375,737.4555053710938,1745.8623046875|-0.33504971861839294,-6.92383309797151e-07,0.9422004818916321|-2.3985384700608847e-07,1,6.495648676718702e-07|Running
-1462.9295654296875,737.716552734375,1746.3712158203125|-0.3138073980808258,-7.64527158025885e-07,0.9494866728782654|-2.488841346348636e-07,1,7.229437528621929e-07|Running
-1463.0166015625,737.890625,1746.880615234375|-0.2919606864452362,-8.317380775224592e-07,0.9564303159713745|-2.5355015509376244e-07,1,7.922285476524848e-07|Running
-1463.1033935546875,738.0101928710938,1747.39013671875|-0.269908607006073,-8.489317337989633e-07,0.9628859162330627|-2.4048125624176464e-07,1,8.142436058733438e-07|Running
-1463.173095703125,738.2593994140625,1747.8360595703125|-0.24772043526172638,-8.460544336230669e-07,0.9688315391540527|-2.2074621597312216e-07,1,8.168304361788614e-07|Running
-1463.20751953125,738.4275512695312,1748.1038818359375|-0.2318582385778427,-8.107201097118377e-07,0.9727495908737183|-1.9831912823065068e-07,1,7.861614221837954e-07|Running
-1463.260009765625,738.8534545898438,1748.6370849609375|-0.20391738414764404,-5.998117558192462e-07,0.9789881110191345|-1.2829131890157441e-07,1,5.859631073690252e-07|Running
-1463.3016357421875,739.10888671875,1749.03564453125|-0.1892618089914322,-4.317190587244113e-07,0.981926679611206|-8.464859746482034e-08,1,4.2334963268331194e-07|Running
-1463.35498046875,739.364013671875,1749.480224609375|-0.178838312625885,-2.395862281900918e-07,0.983878493309021|-4.34061711018785e-08,1,2.3562213868899562e-07|Running
-1463.40576171875,739.5457153320312,1749.838623046875|-0.17402437329292297,-1.5839680145290913e-07,0.9847413301467896|-2.628491735379157e-08,1,1.562060703008683e-07|Running
-1463.487060546875,739.7513427734375,1750.3350830078125|-0.17141668498516083,-1.0075896739181189e-07,0.9851986169815063|-1.2703802454439028e-08,1,1.0006238682080948e-07|Running
-1463.5811767578125,739.8950805664062,1750.841064453125|-0.17219391465187073,-5.4635489021848116e-08,0.9850630760192871|-1.0627514424044193e-09,1,5.5278174926343127e-08|Running
-1463.7325439453125,739.9744262695312,1751.5948486328125|-0.17672936618328094,-2.7027553528569115e-08,0.9842594861984253|9.366098119301114e-09,1,2.9141521196152098e-08|Running
-1463.9158935546875,739.832763671875,1752.413330078125|-0.18613362312316895,-1.091801351549293e-07,0.9825244545936584|-8.747064406122718e-09,1,1.0946497042141345e-07|Running
-1464.0037841796875,739.5986938476562,1752.8177490234375|-0.18978609144687653,-1.2009060412765393e-07,0.9818254709243774|-2.300975587843368e-08,1,1.1786582376771548e-07|Running
-1464.06982421875,739.3016357421875,1753.1571044921875|-0.19049139320850372,-8.447282340284801e-08,0.9816888570785522|-2.3147405769918805e-08,1,8.155684128041685e-08|Running
-1464.119140625,738.9500732421875,1753.466796875|-0.18692341446876526,-7.01636295730168e-08,0.9823744893074036|-2.7215806497338235e-08,1,6.624394188747829e-08|Running
-1464.1527099609375,738.5440063476562,1753.7530517578125|-0.17848369479179382,-1.3725059488933766e-07,0.9839428663253784|-3.8599932139504745e-08,1,1.3248852326341876e-07|Running
-1464.1719970703125,738.0834350585938,1753.9737548828125|-0.1646478772163391,-2.4948042209871346e-07,0.9863523840904236|-4.4782606067883535e-08,1,2.454569596466172e-07|Running
-1464.18798828125,739.153564453125,1754.20751953125|-0.14580805599689484,-0.0000012953995565112564,0.9893128871917725|-1.9431107034506567e-07,1,0.0000012807549865101464|Jumping
-1464.1968994140625,739.9483032226562,1754.4195556640625|-0.12166842818260193,-0.0000015494522358494578,0.9925708174705505|-2.18339891944197e-07,1,0.0000015342857295763679|Freefall
-1464.197021484375,740.8651123046875,1754.7391357421875|-0.08463860303163528,-0.0000018119178548658965,0.9964117407798767|-2.0184944560242002e-07,1,0.0000018012971167991054|Freefall
-1464.1895751953125,741.3743286132812,1754.959716796875|-0.06189901754260063,-0.0000019692436126206303,0.9980823993682861|-1.779004747959334e-07,1,0.0000019619940303527983|Freefall
-1464.16845703125,742.005615234375,1755.28662109375|-0.03111114539206028,-0.000002081261072817142,0.999515950679779|-1.270570777478497e-07,1,0.0000020783140826097224|Freefall
-1464.1319580078125,742.5823974609375,1755.6502685546875|-0.0011725628282874823,-0.000002074098574667005,0.9999992847442627|-6.519260153936557e-08,1,0.0000020740235413541086|Freefall
-1464.0787353515625,743.1046752929688,1756.0498046875|0.026962241157889366,-0.000001924074240378104,0.9996364712715149|-4.803073494485943e-09,1,0.0000019249034721724456|Freefall
-1464.0059814453125,743.5724487304688,1756.4837646484375|0.05375295132398605,-0.0000017309104123341967,0.9985542893409729|4.51156694225574e-08,1,0.0000017309879467575229|Freefall
-1463.8558349609375,744.171875,1757.19677734375|0.08995514363050461,-0.0000014049849141883897,0.9959458112716675|9.226213393276339e-08,1,0.0000014023710264154943|Freefall
-1463.7047119140625,744.5777587890625,1757.8236083984375|0.11561240255832672,-0.0000011010994285243214,0.9932944178581238|1.0418249729582385e-07,1,0.0000010964066632368485|Freefall
-1463.610107421875,744.7804565429688,1758.1993408203125|0.12931370735168457,-9.270283385376388e-07,0.9916037321090698|1.0245319970181299e-07,1,9.215170280185703e-07|Freefall
-1463.478759765625,745.0029907226562,1758.6990966796875|0.14651601016521454,-7.527901288995054e-07,0.9892082810401917|9.818396051741729e-08,1,7.464601594620035e-07|Freefall
-1463.3409423828125,745.1710205078125,1759.1971435546875|0.16304025053977966,-6.595893751182302e-07,0.9866194128990173|9.81848629066917e-08,1,6.523095521515643e-07|Freefall
-1463.1654052734375,745.3043823242188,1759.818603515625|0.1818755716085434,-5.663184765580809e-07,0.9833215475082397|9.569030368083986e-08,1,5.58225110580679e-07|Freefall
-1463.0609130859375,745.3435668945312,1760.1917724609375|0.1914728879928589,-4.903511126030935e-07,0.9814978837966919|8.804587992017332e-08,1,4.824184429708112e-07|Freefall
-1462.92626953125,745.3480834960938,1760.6905517578125|0.20145577192306519,-3.4326799891459814e-07,0.9794976115226746|6.575191235924649e-08,1,3.3692978718136146e-07|Freefall
-1462.764892578125,745.277099609375,1761.3160400390625|0.21026897430419922,-2.3627926282188128e-07,0.9776435494422913|4.98450631880587e-08,1,2.3096188783711114e-07|Freefall
-1462.6396484375,745.1589965820312,1761.8173828125|0.21512457728385925,-1.9095938341706642e-07,0.976586639881134|4.28818651698748e-08,1,1.860914693452287e-07|Freefall
-1462.5521240234375,745.03466796875,1762.1949462890625|0.2167811244726181,-1.5818864085304085e-07,0.9762202501296997|3.6992869212326696e-08,1,1.5382725848667178e-07|Freefall
-1462.4468994140625,744.8211669921875,1762.7008056640625|0.21576763689517975,-1.2212557010116143e-07,0.9764447212219238|3.082420008126974e-08,1,1.1826035972717364e-07|Freefall
-1462.352294921875,744.5531616210938,1763.208740234375|0.21196819841861725,-1.1631905749709404e-07,0.9772765636444092|3.129591519268615e-08,1,1.1223570339780053e-07|Freefall
-1462.24560546875,744.1415405273438,1763.845703125|0.20455922186374664,-1.6834967198064987e-07,0.9788541793823242|4.180014556709466e-08,1,1.6325114415849384e-07|Freefall
-1462.1688232421875,743.7509155273438,1764.3568115234375|0.1972806453704834,-1.707610266521442e-07,0.9803470373153687|3.814670535007281e-08,1,1.6650778889015783e-07|Freefall
-1462.10009765625,743.3058471679688,1764.868896484375|0.1889159083366394,-1.8790133538004739e-07,0.9819932579994202|3.841595841436174e-08,1,1.839564021111073e-07|Freefall
-1462.037353515625,742.8062744140625,1765.381591796875|0.17995832860469818,-1.84660478907972e-07,0.9836742281913757|3.585667585070951e-08,1,1.8116543287760578e-07|Freefall
-1461.994384765625,742.395751953125,1765.766845703125|0.17298589646816254,-1.8935219259219593e-07,0.98492431640625|3.54890801190777e-08,1,1.8601743079216249e-07|Freefall
-1461.930908203125,741.6434936523438,1766.4095458984375|0.1606694608926773,-2.1096151670008112e-07,0.987008273601532|3.7112087625246204e-08,1,2.076970844200332e-07|Freefall
-1461.8973388671875,741.1513061523438,1766.756103515625|0.15358130633831024,-1.8746146679404774e-07,0.9881359934806824|3.103305346030538e-08,1,1.8488888997580943e-07|Landed
-1461.857421875,740.2628173828125,1767.2037353515625|0.14155466854572296,-1.3854005942448566e-07,0.9899304509162903|1.986165010237073e-08,1,1.371091826740667e-07|Landed
-1461.8345947265625,739.49072265625,1767.50341796875|0.13240310549736023,-1.3654948816110846e-07,0.9911959767341614|1.9109920756932297e-08,1,1.352096745677045e-07|Running
-1461.818115234375,738.6641235351562,1767.740478515625|0.12341397255659103,-1.3236622464773973e-07,0.9923552870750427|1.791335968448493e-08,1,1.3115813146669097e-07|Running
-1461.800537109375,738.6214599609375,1768.015380859375|0.11488136649131775,-1.2341601518528478e-07,0.9933792352676392|1.5684840093399544e-08,1,1.2242466596035229e-07|Running
-1461.78271484375,739.1103515625,1768.3193359375|0.10698606073856354,-1.3306348023434111e-07,0.9942605495452881|1.569607377405191e-08,1,1.3214264527050545e-07|Running
-1461.76904296875,739.443603515625,1768.539794921875|0.10206609964370728,-1.2388872505653126e-07,0.9947776198387146|1.3920714359016984e-08,1,1.231108228694211e-07|Running
-1461.755859375,739.6676635742188,1768.749755859375|0.09788146615028381,-1.200641150944648e-07,0.9951980710029602|1.2826630424456198e-08,1,1.1938188038129738e-07|Running
-1461.740234375,739.8885498046875,1768.9970703125|0.09418992698192596,-1.1969778768161632e-07,0.9955542683601379|1.2199728338657678e-08,1,1.1907808783462315e-07|Running
-1461.7166748046875,740.1146240234375,1769.36962890625|0.08984449505805969,-1.1226261875663113e-07,0.9959558248519897|1.0831983310310989e-08,1,1.1174132907854073e-07|Running
-1461.669677734375,740.3482666015625,1769.990966796875|0.08642702549695969,-8.72062173584709e-08,0.9962581992149353|7.805437185481878e-09,1,8.685661612162221e-08|Running
-1461.59765625,740.5692138671875,1770.59375|0.09152325987815857,-9.221606944720406e-08,0.9958029389381409|7.79314124343955e-09,1,9.188848082430923e-08|Running
-1461.48876953125,740.6932373046875,1771.2042236328125|0.10447421669960022,-1.5771784944718092e-07,0.9945275783538818|1.576378672041301e-08,1,1.5692972965553054e-07|Running
-1461.401611328125,740.6043090820312,1771.6246337890625|0.11991816014051437,-3.081714794461732e-07,0.992783784866333|3.5182928570520744e-08,1,3.0616172352893045e-07|Running
-1461.330322265625,740.4889526367188,1771.885986328125|0.134364053606987,-4.769818815475446e-07,0.990932047367096|5.997206642405217e-08,1,4.7321492502305773e-07|Running
-1461.230224609375,740.2875366210938,1772.1951904296875|0.15740011632442474,-7.633900622749934e-07,0.9875349402427673|1.1051058379507595e-07,1,7.554119747510413e-07|Running
-1461.1043701171875,741.357666015625,1772.5753173828125|0.1871168613433838,-0.000003265654186179745,0.9823376536369324|5.482422125169251e-07,1,0.0000032199404813582078|Jumping
-1461.0211181640625,741.9588012695312,1772.816162109375|0.20751866698265076,-0.0000034338629575358937,0.9782310724258423|6.037925572854874e-07,1,0.0000033821913802967174|Freefall
-1460.852294921875,742.8926391601562,1773.2572021484375|0.24520568549633026,-0.0000024835246676957468,0.9694710969924927|5.148510808794526e-07,1,0.0000024315115751960548|Freefall
-1460.7308349609375,743.412109375,1773.5438232421875|0.26811453700065613,-0.0000022618737602897454,0.9633870124816895|5.309576636136626e-07,1,0.0000022000672288413625|Freefall
-1460.5411376953125,744.0570068359375,1773.9466552734375|0.2992144525051117,-0.000002252121703349985,0.9541859030723572|6.076612635297352e-07,1,0.0000021697037482226733|Freefall
-1460.3758544921875,744.5048828125,1774.260498046875|0.322774201631546,-0.0000023323575533140684,0.9464759826660156|6.850517593193217e-07,1,0.0000022306328446575208|Freefall
-1460.1220703125,745.054443359375,1774.6878662109375|0.3537982404232025,-0.0000024105538614094257,0.9353217482566833|7.810720035195118e-07,1,0.000002281794422742678|Freefall
-1459.763916015625,745.6647338867188,1775.22265625|0.39045894145965576,-0.0000023223158223117935,0.920620322227478|8.376965752177057e-07,1,0.0000021672667571692728|Freefall
-1459.39013671875,746.1898193359375,1775.7496337890625|0.42416343092918396,-0.000002079939122268115,0.9055856466293335|8.24229232421203e-07,1,0.00000191073172572942|Freefall
-1459.160888671875,746.4639892578125,1776.06201171875|0.44262996315956116,-0.0000018985213046107674,0.896704375743866|7.907262329354126e-07,1,0.0000017269037471123738|Freefall
-1458.85205078125,746.7818603515625,1776.4764404296875|0.4649249315261841,-0.0000016051826605689712,0.8853501081466675|7.084810249580187e-07,1,0.0000014410029507416766|Freefall
-1458.543701171875,747.0452880859375,1776.8909912109375|0.48412346839904785,-0.0000012891171081719222,0.8749997019767761|5.977302635074011e-07,1,0.0000011425624961702852|Freefall
-1458.2373046875,747.2542114257812,1777.3072509765625|0.5000057220458984,-9.62053036346333e-07,0.8660221099853516|4.646891227366723e-07,1,8.425949431511981e-07|Freefall
-1458.0103759765625,747.3751220703125,1777.621337890625|0.5095921158790588,-7.305094413823099e-07,0.8604161143302917|3.620068298459955e-07,1,6.34615730632504e-07|Freefall
-1457.71240234375,747.4886474609375,1778.0435791015625|0.5194460153579712,-4.5379212565421767e-07,0.8545032739639282|2.3122196068925405e-07,1,3.9050146938279795e-07|Freefall
-1457.272705078125,747.5567016601562,1778.6817626953125|0.529870331287384,-2.5543641868353006e-07,0.8480786681175232|1.363544299692876e-07,1,2.160014815899558e-07|Freefall
-1456.9840087890625,747.5339965820312,1779.110107421875|0.5344122648239136,-2.136878407554832e-07,0.8452239632606506|1.1685866496691233e-07,1,1.7893144388381188e-07|Freefall
-1456.7720947265625,747.481201171875,1779.4344482421875|0.5361623167991638,-1.7230748028396192e-07,0.8441148996353149|9.53755403543255e-08,1,1.4354765198731911e-07|Freefall
-1456.4984130859375,747.3630981445312,1779.8726806640625|0.5359085202217102,-1.2725092801701976e-07,0.8442760705947876|7.21898487654471e-08,1,1.048990654339832e-07|Freefall
-1456.16748046875,747.1387939453125,1780.42724609375|0.532516360282898,-9.93912223634652e-08,0.8464197516441345|5.855992313286151e-08,1,8.058307798819442e-08|Freefall
-1455.72265625,746.6817626953125,1781.2142333984375|0.5236386656761169,-1.5965440525178565e-07,0.8519404530525208|8.916165228356476e-08,1,1.3259837317036727e-07|Freefall
-1455.488037109375,746.3456420898438,1781.674560546875|0.5144541263580322,-2.1496464341907995e-07,0.8575178980827332|1.1460578974720192e-07,1,1.819264809910237e-07|Freefall
-1455.1248779296875,745.6263427734375,1782.50244140625|0.4892355799674988,-5.500286306414637e-07,0.8721516728401184|2.7900264853997214e-07,1,4.7414991399818973e-07|Freefall
-1454.8978271484375,745.0103759765625,1783.1070556640625|0.4660930931568146,-8.469904173580289e-07,0.8847357034683228|4.1384711835235066e-07,1,7.393158512059017e-07|Freefall
-1454.7801513671875,744.599853515625,1783.47607421875|0.4496974050998688,-0.0000010680776085791877,0.8931809663772583|5.072738531453069e-07,1,9.404116667610651e-07|Freefall
-1454.6136474609375,743.8475952148438,1784.1002197265625|0.41888487339019775,-0.0000014970303254813189,0.9080393314361572|6.717261840094579e-07,1,0.0000013387684703047853|Freefall
-1454.505615234375,743.1845092773438,1784.5404052734375|0.3938170373439789,-0.0000014296456356532872,0.9191888570785522|5.922838681726716e-07,1,0.0000013015759350309963|Landed
-1454.4453125,742.6514282226562,1784.80908203125|0.3754271864891052,-0.000001204174623126164,0.9268518686294556|4.596460883021791e-07,1,0.000001113026769417047|Landed
-1454.35205078125,741.4932861328125,1785.278076171875|0.33954551815986633,-0.000001026506311063713,0.9405896067619324|3.670369892461167e-07,1,9.588459306542063e-07|Running
-1454.251220703125,740.15771484375,1785.7752685546875|0.300762802362442,-6.466058266596519e-07,0.953698992729187|2.0756571927904588e-07,1,6.125389973021811e-07|Running
-1454.1676025390625,740.5645751953125,1786.169921875|0.28405430912971497,-3.7601427038680413e-07,0.958808183670044|1.1219270845685969e-07,1,3.589304640172486e-07|Running
-1454.1004638671875,741.1292114257812,1786.48681640625|0.2732429504394531,-2.1848089204468124e-07,0.9619450569152832|6.185058509800001e-08,1,2.095552815717383e-07|Running
-1454.035888671875,741.589111328125,1786.809814453125|0.26275086402893066,-1.7683667863366281e-07,0.9648637175559998|4.817811571911079e-08,1,1.7015651110341423e-07|Running
-1453.97119140625,741.893798828125,1787.155029296875|0.25215786695480347,-1.8422502989778877e-07,0.967686116695404|4.867398928354305e-08,1,1.7769346527529706e-07|Running
-1453.8994140625,742.1929321289062,1787.5560302734375|0.24175390601158142,-1.874350630259869e-07,0.9703375697135925|4.778561191187691e-08,1,1.812592955729997e-07|Running
-1453.8250732421875,742.4808959960938,1788.014892578125|0.2308187335729599,-1.9481210244975955e-07,0.9729967713356018|4.756191884780492e-08,1,1.8893578612733108e-07|Running
-1453.7716064453125,742.6643676757812,1788.3853759765625|0.22204607725143433,-2.130895637719732e-07,0.9750361442565918|5.021011517669649e-08,1,2.071108724521764e-07|Running
-1453.7113037109375,742.8447265625,1788.8955078125|0.20848962664604187,-2.748248846273782e-07,0.9780246019363403|6.135957164588035e-08,1,2.679197166344238e-07|Running
-1453.6561279296875,742.9468994140625,1789.5335693359375|0.18848933279514313,-4.019950665679062e-07,0.9820752143859863|8.270968976376025e-08,1,3.934578103326203e-07|Running
-1453.60986328125,742.851318359375,1790.369384765625|0.15744777023792267,-5.251612265055883e-07,0.9875273108482361|9.295746394855087e-08,1,5.169733299226209e-07|Running
-1453.5880126953125,742.5928344726562,1790.93359375|0.13681910932064056,-4.73307721904348e-07,0.9905960559844971|7.369027343884227e-08,1,4.676230105360446e-07|Running
-1453.5462646484375,744.6478881835938,1792.0543212890625|0.09646650403738022,-0.00000385723933504778,0.9953362345695496|4.802500939149468e-07,1,0.000003828767603408778|Jumping
-1453.5401611328125,745.5476684570312,1792.6490478515625|0.07649261504411697,-0.000002334600139874965,0.9970701336860657|2.7593333129516395e-07,1,0.0000023202915144793224|Freefall
-1453.568115234375,746.3623046875,1793.2862548828125|0.05488218367099762,-9.176282560474647e-07,0.9984928369522095|6.284160747327405e-08,1,9.15559269287769e-07|Freefall
-1453.65234375,747.6140747070312,1794.4453125|0.0164483729749918,-6.218508588062832e-07,0.9998646974563599|1.981944564022342e-08,1,6.216089332156116e-07|Freefall
-1453.7095947265625,748.1902465820312,1795.088623046875|-0.0022363218013197184,-5.578467607847415e-07,0.9999974966049194|1.1261199084344753e-08,1,5.578733066613495e-07|Freefall
-1453.80078125,748.6812744140625,1795.7276611328125|-0.02669885754585266,-7.006472628745541e-07,0.9996435046195984|-2.0591635063738067e-09,1,7.00842122114409e-07|Freefall
-1453.9866943359375,749.2257080078125,1796.612548828125|-0.06897987425327301,-0.000001219795649376465,0.9976180791854858|-4.7817799497806845e-08,1,0.0000012194017244837596|Freefall
-1454.1561279296875,749.5123901367188,1797.235595703125|-0.10357575863599777,-0.0000015626111462552217,0.9946215748786926|-1.0914794756899937e-07,1,0.000001559694737807149|Freefall
-1454.3631591796875,749.7139282226562,1797.847412109375|-0.14123569428920746,-0.000001915579559863545,0.9899759888648987|-1.9986367760793655e-07,1,0.0000019064619891651091|Freefall
-1454.80078125,749.8619995117188,1798.9248046875|-0.2140253782272339,-0.0000024079749891825486,0.9768280982971191|-4.167007148225821e-07,1,0.0000023737959509162465|Freefall
-1455.0570068359375,749.8250732421875,1799.5177001953125|-0.24768680334091187,-0.000002051350065812585,0.9688401818275452|-4.261042647613067e-07,1,0.000002008390765695367|Freefall
-1455.268798828125,749.7342529296875,1799.9891357421875|-0.27088767290115356,-0.0000015821366332602338,0.9626109600067139|-3.712993077442661e-07,1,0.0000015391018450827687|Freefall
-1455.534423828125,749.5440673828125,1800.577880859375|-0.29567763209342957,-0.0000011193303635081975,0.955287754535675|-2.9759090125480725e-07,1,0.0000010796111382660456|Freefall
-1455.744873046875,749.33056640625,1801.0498046875|-0.3119240403175354,-8.321439963765442e-07,0.9501070380210876|-2.3842434870857687e-07,1,7.975666562742845e-07|Freefall
-1455.950927734375,749.0625610351562,1801.523681640625|-0.3245907127857208,-5.669544975717145e-07,0.9458545446395874|-1.717841655590746e-07,1,5.404583021118015e-07|Freefall
-1456.158203125,748.7400512695312,1801.996826171875|-0.33541733026504517,-3.7688710108341184e-07,0.9420696496963501|-1.1958202605910628e-07,1,3.5748652749134635e-07|Freefall
-1456.365478515625,748.3630981445312,1802.4703369140625|-0.34470781683921814,-2.673444896572619e-07,0.9387100338935852|-8.806787832327245e-08,1,2.524600688502687e-07|Freefall
-1456.62646484375,747.8152465820312,1803.0611572265625|-0.355010449886322,-2.1967947816392552e-07,0.9348623156547546|-7.530693579838044e-08,1,2.0638839259845554e-07|Freefall
-1456.8406982421875,747.315673828125,1803.53125|-0.36317938566207886,-1.8764687581551698e-07,0.9317192435264587|-6.571909239028173e-08,1,1.757815510927685e-07|Freefall
-1457.059814453125,746.7615356445312,1803.9991455078125|-0.3714806139469147,-1.7653344741574983e-07,0.9284406900405884|-6.320821199778948e-08,1,1.648493253014749e-07|Freefall
-1457.228759765625,746.3101806640625,1804.3477783203125|-0.3780471980571747,-1.8228382714369218e-07,0.9257863163948059|-6.642449790206228e-08,1,1.6977161010345299e-07|Freefall
-1457.4622802734375,745.6607055664062,1804.80859375|-0.38787809014320374,-2.170463062611816e-07,0.9217106699943542|-8.110399107863486e-08,1,2.0135152567490877e-07|Freefall
-1457.7076416015625,744.9567260742188,1805.263427734375|-0.3994103968143463,-2.88103905177195e-07,0.9167722463607788|-1.1062770965963864e-07,1,2.660617610672489e-07|Freefall
-1457.9334716796875,744.8502197265625,1805.6590576171875|-0.4133402109146118,-3.9047174027473375e-07,0.9105766415596008|-1.5625666094365442e-07,1,3.5788812624559796e-07|Landed
-1458.4468994140625,744.84814453125,1806.4283447265625|-0.45156729221343994,-7.501915888497024e-07,0.8922370672225952|-3.2368558322559693e-07,1,6.769790275029663e-07|Running
-1458.914306640625,744.5137939453125,1807.03076171875|-0.48590701818466187,-0.00000105137712580472,0.8740105032920837|-4.872579779657826e-07,1,9.320426102021884e-07|Running
-1459.267333984375,744.2029418945312,1807.3980712890625|-0.5159144997596741,-0.0000015928138736853725,0.8566400408744812|-7.81575465680362e-07,1,0.0000013886669876228552|Running
