Mt Seru|true|32212
-418.2774658203125,656.0073852539062,482.7838134765625|-0.9987467527389526,0,-0.05004872754216194|7.082392450286079e-09,1,-1.4133259185200586e-07|Running
-418.77685546875,656.6548461914062,482.7588806152344|-0.998551607131958,0,-0.05380173400044441|6.303485289294031e-09,1,-1.1699167856704662e-07|Running
-419.276123046875,657.247802734375,482.73193359375|-0.9983510971069336,0,-0.05740350857377052|5.3231552499255486e-09,1.0000001192092896,-9.25793202100067e-08|Running
-419.7752685546875,657.7862548828125,482.7032470703125|-0.9982386827468872,0,-0.059326689690351486|4.050132673683038e-09,1.0000001192092896,-6.814806141619556e-08|Running
-420.2744140625,658.2702026367188,482.673583984375|-0.9982259273529053,0,-0.0595395527780056|2.608855353969375e-09,1,-4.3739447619373095e-08|Running
-420.7735595703125,658.6996459960938,482.643798828125|-0.9982204437255859,0,-0.059630777686834335|1.1559575519015652e-09,1,-1.9350753888147665e-08|Running
-421.272705078125,659.0746459960938,482.614013671875|-0.9982204437255859,0,-0.059630777686834335|-2.996722314740907e-10,1,5.016519200040648e-09|Running
-421.6470642089844,659.320068359375,482.5916748046875|-0.9982204437255859,0,-0.059630777686834335|-1.3905875340114449e-09,1,2.3278463601172916e-08|Freefall
-422.27099609375,659.6610107421875,482.554443359375|-0.9982204437255859,0,-0.059630777686834335|-3.2072320355069905e-09,1,5.3689127810230275e-08|Freefall
-422.7701416015625,659.8724365234375,482.524658203125|-0.9982204437255859,0,-0.059630777686834335|-4.659152175179315e-09,1,7.799430079558078e-08|Freefall
-423.269287109375,660.0294189453125,482.494873046875|-0.9983140230178833,0,-0.05804399773478508|-5.9467217816688844e-09,1,1.0227923752381685e-07|Freefall
-423.7684326171875,660.1318969726562,482.4658203125|-0.9986675977706909,0,-0.05160576105117798|-5.870249619732704e-09,1.0000001192092896,1.1360025808926366e-07|Freefall
-424.26776123046875,660.1798706054688,482.4398193359375|-0.999064564704895,0,-0.04324386641383171|-3.742171905685154e-09,1,8.645552185271299e-08|Freefall
-424.76727294921875,660.1732788085938,482.41802978515625|-0.999505877494812,0,-0.031432922929525375|-1.886884870572203e-09,1,5.999926599997707e-08|Freefall
-425.2669677734375,660.1122436523438,482.4020690917969|-0.9998422861099243,0,-0.017761139199137688|-6.11193928801157e-10,1,3.440643681074107e-08|Freefall
-425.766845703125,659.9967041015625,482.3929748535156|-0.9999997615814209,0,-0.0007019041222520173|-6.935484304915196e-12,1,9.880953832919204e-09|Freefall
-426.241943359375,659.82666015625,482.3852233886719|-0.9998340606689453,0,0.01821875013411045|-2.5545884851929657e-10,1,-1.4019428284939295e-08|Freefall
-426.6773376464844,659.6021118164062,482.3781433105469|-0.9993404150009155,0,0.03631634637713432|-1.375754510313243e-09,1.0000001192092896,-3.785752866747316e-08|Freefall
-427.072998046875,659.3230590820312,482.3717041015625|-0.9987314939498901,0,0.050354670733213425|-3.1076166084886836e-09,1.0000001192092896,-6.163627830346741e-08|Freefall
-427.428955078125,658.989501953125,482.3659362792969|-0.9982531070709229,0,0.05908159539103508|-5.052533502691858e-09,1,-8.53684980484104e-08|Freefall
-427.7452087402344,658.6014404296875,482.36077880859375|-0.9981486797332764,0,0.06082215532660484|-6.6478045290807586e-09,1.0000001192092896,-1.0909671033232371e-07|Freefall
-428.021728515625,658.1588745117188,482.35626220703125|-0.9981486797332764,0,0.06082215532660484|-8.09299471882241e-09,1.0000001192092896,-1.3281365340844786e-07|Freefall
-428.30792236328125,657.6618041992188,482.3555908203125|-0.9981486797332764,0,0.06082215532660484|-9.536952561006729e-09,1.0000001192092896,-1.565103531220302e-07|Freefall
-428.6334228515625,657.1102905273438,482.36065673828125|-0.9981486797332764,0,0.06082215532660484|-9.907614284543342e-09,1.0000001192092896,-1.6259325263945357e-07|Freefall
-428.99822998046875,656.5042724609375,482.3714599609375|-0.9981486797332764,0,0.06082215532660484|-7.063131413076462e-09,1.0000001192092896,-1.159126199468119e-07|Freefall
-429.40234375,655.8436889648438,482.38800048828125|-0.9981486797332764,0,0.06082215532660484|-4.221074600962993e-09,1.0000001192092896,-6.927179896365487e-08|Freefall
-429.84576416015625,655.1286010742188,482.4102783203125|-0.9981486797332764,0,0.06082215532660484|-1.3814426269576074e-09,1.0000001192092896,-2.267077192641409e-08|Freefall
-430.32781982421875,654.3590698242188,482.4382019042969|-0.9981486797332764,0,0.06082215532660484|1.4557672844972558e-09,1.0000001192092896,2.3890507350188273e-08|Freefall
-430.7015075683594,653.7461547851562,482.4609069824219|-0.9982477426528931,0,0.05917282775044441|3.4844827023761127e-09,1,5.87833497434076e-08|Freefall
-431.3254089355469,652.656494140625,482.4979553222656|-0.9984257221221924,0,0.05609201639890671|6.567867139040118e-09,1.0000001192092896,1.1690660528529406e-07|Freefall
-431.7397155761719,652.5242919921875,482.52178955078125|-0.9986342191696167,0,0.05224648490548134|4.856063995362092e-09,1,9.281833257546168e-08|Landed
-432.0040588378906,652.5217895507812,482.5357971191406|-0.9989007711410522,0,0.04687497019767761|3.510202573053789e-09,1,7.480205255205874e-08|Landed
-432.4406433105469,652.5216674804688,482.5565490722656|-0.9991333484649658,0,0.04162546992301941|1.8676959978591867e-09,1.0000001192092896,4.483018045675635e-08|Running
-432.7897644042969,653.3871459960938,482.5729064941406|-0.9994587898254395,0,0.03289821743965149|6.896012094692594e-10,1.0000001192092896,2.0950315260392927e-08|Running
-433.1637878417969,654.1981201171875,482.5892639160156|-0.9996474981307983,0,0.0265506561845541|-7.52436099538123e-11,1,-2.832965195764814e-09|Running
-433.4703369140625,654.7705688476562,482.6011047363281|-0.9998080730438232,0,0.01959211193025112|-4.021785682262191e-10,1,-2.0523636123925826e-08|Running
-434.0307922363281,655.656494140625,482.61773681640625|-0.9998927116394043,0,0.01464865356683731|-7.285904102261043e-10,1,-4.973236755745347e-08|Running
-434.5206604003906,656.303955078125,482.6261901855469|-0.9999713897705078,0,0.0075683738104999065|-5.51345691324201e-10,1.0000001192092896,-7.284655367811865e-08|Running
-435.0204162597656,656.8969116210938,482.630126953125|-0.9999974966049194,0,0.0022277776151895523|-2.1321880372404678e-10,1.0000001192092896,-9.570895542765356e-08|Running
-435.5204162597656,657.4353637695312,482.6312255859375|-0.9999892711639404,0,-0.004638622049242258|5.487907905887823e-10,1,-1.1830774582222148e-07|Running
-436.0204162597656,657.9193115234375,482.62896728515625|-0.999933123588562,0,-0.011566094122827053|1.3125824871451641e-09,1,-1.1347778183790069e-07|Running
-436.39544677734375,658.2465209960938,482.62481689453125|-0.9998530149459839,0,-0.01715097576379776|1.5354736371264721e-09,1.0000001192092896,-8.951374041998861e-08|Running
-436.89532470703125,658.6351318359375,482.6164245605469|-0.9997859001159668,0,-0.020690908655524254|1.1912448805162512e-09,1,-5.756102083864789e-08|Running
-437.5201721191406,659.044189453125,482.60345458984375|-0.9997086524963379,0,-0.024139737710356712|4.265508224410297e-10,1.0000001192092896,-1.766492019328325e-08|Running
-438.0200500488281,659.3101196289062,482.5913391113281|-0.999657154083252,0,-0.026183893904089928|-3.727830821809164e-10,1,1.4232232281585766e-08|Freefall
-438.5199279785156,659.5215454101562,482.5782470703125|-0.9996083974838257,0,-0.02798476256430149|-1.290117346286479e-09,1.0000001192092896,4.608265413708068e-08|Freefall
-439.0196838378906,659.6785278320312,482.56427001953125|-0.9995582103729248,0,-0.02972368896007538|-2.316009606317948e-09,1.0000001192092896,7.788354849935786e-08|Freefall
-439.5194396972656,659.781005859375,482.5494079589844|-0.9995527267456055,0,-0.02990753948688507|-3.2811482419958793e-09,1.0000001192092896,1.096606681016965e-07|Freefall
-440.0191955566406,659.8289794921875,482.5343933105469|-0.9995508193969727,0,-0.029968518763780594|-4.239720130527758e-09,1,1.414089183526812e-07|Freefall
-440.5189514160156,659.8223876953125,482.5193786621094|-0.9995508193969727,0,-0.029968518763780594|-3.3227740559027552e-09,1,1.1082568107667612e-07|Freefall
-441.0187072753906,659.7613525390625,482.5043640136719|-0.9995508193969727,0,-0.029968518763780594|-2.406594701298559e-09,1,8.026801623373103e-08|Freefall
-441.5184631347656,659.6458129882812,482.4893493652344|-0.9995020627975464,0,-0.031554870307445526|-1.571091479135589e-09,1.0000001192092896,4.9764402376695216e-08|Freefall
-442.0182189941406,659.4757690429688,482.4736022949219|-0.9994992017745972,0,-0.03164633363485336|-6.108181738184726e-10,1.0000001192092896,1.9291721997660716e-08|Freefall
-442.5179748535156,659.251220703125,482.4577331542969|-0.9994971752166748,0,-0.03170730173587799|3.5389779995398385e-10,1.0000001192092896,-1.1155784740424224e-08|Freefall
-443.0177307128906,658.97216796875,482.4418640136719|-0.9994971752166748,0,-0.03170730173587799|1.3189651593137341e-09,1.0000001192092896,-4.157723765274568e-08|Freefall
-443.3925476074219,658.7271118164062,482.4299621582031|-0.9994971752166748,0,-0.03170730173587799|2.0422259439101254e-09,1.0000001192092896,-6.437630872824229e-08|Freefall
-444.0172424316406,658.2505493164062,482.4101257324219|-0.9994971752166748,0,-0.03170730173587799|3.2466296318034438e-09,1.0000001192092896,-1.0234226976990612e-07|Freefall
-444.5169982910156,657.8079833984375,482.3942565917969|-0.9994971752166748,0,-0.03170730173587799|4.209225856754983e-09,1.0000001192092896,-1.3268582677028462e-07|Freefall
-445.0167541503906,657.3109130859375,482.3783874511719|-0.9994971752166748,0,-0.03170730173587799|4.64281812995182e-09,1.0000001192092896,-1.4635378420280176e-07|Freefall
-445.5165100097656,656.7593994140625,482.3625183105469|-0.9994971752166748,0,-0.03170730173587799|3.49217721407058e-09,1.0000001192092896,-1.1008256706190878e-07|Freefall
-446.0162658691406,656.1533813476562,482.3466491699219|-0.9994971752166748,0,-0.03170730173587799|2.3425195116999475e-09,1.0000001192092896,-7.3842350900577e-08|Freefall
-446.5160217285156,655.4927978515625,482.3307800292969|-0.9995462894439697,0,-0.03012097254395485|1.1333307625704947e-09,1,-3.7608899106089666e-08|Freefall
-447.0157775878906,654.7777099609375,482.315673828125|-0.9996393918991089,0,-0.026855619624257088|3.612380880535504e-11,1.0000001192092896,-1.344626632260315e-09|Freefall
-447.515625,654.0081787109375,482.30218505859375|-0.9997613430023193,0,-0.02185070514678955|-7.650727829044968e-10,1.0000001192092896,3.500528578115336e-08|Freefall
-448.0155029296875,653.1841430664062,482.2911682128906|-0.9998607635498047,0,-0.016693338751792908|-1.1932577148598966e-09,1.0000001192092896,7.147111347194368e-08|Freefall
-448.4977722167969,652.3056030273438,482.2830810546875|-0.9999575614929199,0,-0.009216198697686195|-9.957417113071187e-10,1.0000001192092896,1.0803797323433173e-07|Landed
-448.9765625,651.37255859375,482.27825927734375|-0.9999990463256836,0,0.001434324774891138|1.3363368744911952e-10,1.0000001192092896,9.316826776739617e-08|Landed
-449.430419921875,650.385009765625,482.27410888671875|-0.9999481439590454,0,0.010192964226007462|6.227603988051555e-10,1.0000001192092896,6.109391392783436e-08|Running
-449.869384765625,651.25048828125,482.27008056640625|-0.9998210668563843,0,0.018920976668596268|5.48751100115652e-10,1.0000001192092896,2.899707141068575e-08|Running
-450.33258056640625,652.0614624023438,482.27142333984375|-0.9997196197509766,0,0.023681504651904106|-7.284000486107445e-11,1.0000001192092896,-3.074955845505656e-09|Running
-450.7026672363281,652.6339111328125,482.27886962890625|-0.9996278285980225,0,0.027282552793622017|-7.390669187756771e-10,1.0000001192092896,-2.707927926337561e-08|Running
-451.3271484375,653.5198364257812,482.2958068847656|-0.9995788335800171,0,0.029022393748164177|-1.9458616939971307e-09,1.0000001192092896,-6.70186679485596e-08|Running
-451.826904296875,654.1672973632812,482.31036376953125|-0.9995698928833008,0,0.029327308759093285|-2.902623696954265e-09,1,-9.893084040868416e-08|Running
-452.32666015625,654.76025390625,482.32501220703125|-0.9995681047439575,0,0.029388291761279106|-3.846139851049202e-09,1.0000001192092896,-1.3081668726044882e-07|Running
-452.826416015625,655.2987060546875,482.33966064453125|-0.9995671510696411,0,0.029418781399726868|-4.787813701057075e-09,1.0000001192092896,-1.6267640035039221e-07|Running
-453.20123291015625,655.666748046875,482.35064697265625|-0.9995671510696411,0,0.029418781399726868|-3.95111232620593e-09,1.0000001192092896,-1.3424764233604947e-07|Running
-453.70098876953125,656.10986328125,482.36529541015625|-0.9995671510696411,0,0.029418781399726868|-2.8363458248747975e-09,1.0000001192092896,-9.637102493798011e-08|Running
-454.20074462890625,656.4984741210938,482.37994384765625|-0.9995671510696411,0,0.029418781399726868|-1.7225304516088613e-09,1.0000001192092896,-5.852672302353312e-08|Running
-454.70050048828125,656.83251953125,482.39459228515625|-0.9996126890182495,0,0.02783229388296604|-5.7710175527248e-10,1.0000001192092896,-2.0726938387838345e-08|Freefall
-455.20025634765625,657.112060546875,482.4085388183594|-0.9996579885482788,0,0.02615339867770672|4.458412805607992e-10,1.0000001192092896,1.7041333677525472e-08|Freefall
-455.8251037597656,657.3848876953125,482.42486572265625|-0.9997004270553589,0,0.024475235491991043|1.5720971191512945e-09,1,6.42129123207269e-08|Freefall
-456.3249816894531,657.5418701171875,482.43707275390625|-0.9997429847717285,0,0.02267426811158657|2.311552727007893e-09,1.0000001192092896,1.0191987342977882e-07|Freefall
-456.8248596191406,657.6443481445312,482.44842529296875|-0.9997814893722534,0,0.020904438570141792|2.918842501031804e-09,1,1.3959737543700612e-07|Freefall
-457.3247375488281,657.6923217773438,482.4588928222656|-0.9998162984848022,0,0.019165027886629105|2.7200728336396196e-09,1.0000001192092896,1.4190290187343635e-07|Freefall
-457.8246154785156,657.6857299804688,482.468505859375|-0.9998482465744019,0,0.017425552010536194|1.8979080529391013e-09,1.0000001192092896,1.0889870338814944e-07|Freefall
-458.3244934082031,657.6246948242188,482.47723388671875|-0.9998769760131836,0,0.015686020255088806|1.1913637854021886e-09,1,7.594132966914913e-08|Freefall
-458.8244323730469,657.5091552734375,482.4850769042969|-0.9999032020568848,0,0.01391594298183918|5.988766704767556e-10,1,4.3031125329662245e-08|Freefall
-459.3244323730469,657.339111328125,482.4920349121094|-0.9999053478240967,0,0.013763384893536568|1.3975365309448762e-10,1.0000001192092896,1.0153057061756954e-08|Freefall
-459.6994323730469,657.17578125,482.4971618652344|-0.9999274015426636,0,0.012054303660988808|-1.7453441469861275e-10,1.0000001192092896,-1.447796194042894e-08|Freefall
-460.3244323730469,656.8355102539062,482.5047607421875|-0.9999277591705322,0,0.01202379073947668|-6.672585817213417e-10,1.0000001192092896,-5.549085457801084e-08|Freefall
-460.9494323730469,656.4100341796875,482.5122375488281|-0.9999284744262695,0,0.011962764896452427|-1.1539970090623797e-09,1,-9.645884802012006e-08|Freefall
-461.6994323730469,655.7870483398438,482.5212097167969|-0.9999284744262695,0,0.011962764896452427|-1.7414568675988562e-09,1,-1.455626943425159e-07|Freefall
-462.6994323730469,654.7657470703125,482.5331726074219|-0.9999284744262695,0,0.011962764896452427|-1.270783811513354e-09,1,-1.0622067492249698e-07|Freefall
-462.9494323730469,654.476318359375,482.5361633300781|-0.9999284744262695,0,0.011962764896452427|-1.0488653279239202e-09,1,-8.767122494646173e-08|Freefall
-463.3244323730469,654.0167236328125,482.5406494140625|-0.9999284744262695,0,0.011962764896452427|-7.161651272014069e-10,1,-5.986190387829993e-08|Freefall
-463.8244323730469,653.3561401367188,482.546630859375|-0.9999284744262695,0,0.011962764896452427|-2.728967607446009e-10,1,-2.2810549893392817e-08|Freefall
-464.2380676269531,653.2560424804688,482.5534362792969|-0.9999110698699951,0,0.013336217030882835|1.9175794285786196e-10,1,1.4377456558634094e-08|Landed
-464.5293884277344,653.2540283203125,482.56317138671875|-0.9998931884765625,0,0.014617696404457092|7.674025859216727e-10,1,5.2492580948637624e-08|Landed
-464.8109130859375,653.2540283203125,482.57843017578125|-0.9998868703842163,0,0.015045300126075745|1.3896315209649401e-09,1.0000001192092896,9.235271392071809e-08|Running
-465.0699462890625,652.7425537109375,482.59393310546875|-0.9998878240585327,0,0.014984278939664364|1.0824164897726973e-09,1.0000001192092896,7.222870834766582e-08|Running
-465.3253173828125,653.6080322265625,482.6093444824219|-0.9998886585235596,0,0.014923255890607834|8.050760613720342e-10,1,5.3941739963647706e-08|Running
