tali|true|1067
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-9.075691309590184e-09,-0.9935092329978943|6.8325526569879e-08,1,-1.69579053022062e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-5.117198220716546e-09,-0.9935092329978943|3.852426644357365e-08,1,-9.561460068141514e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.162087870376638e-09,-0.9935092329978943|8.748459734420067e-09,1,-2.17133355739918e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,2.7896427390317058e-09,-0.9935092329978943|-2.1001911321150146e-08,1,5.212478892957506e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,6.737996827155257e-09,-0.9935092329978943|-5.072686803941906e-08,1,1.2589983278132877e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.0682977169551577e-08,-0.9935092329978943|-8.042643173666875e-08,1,1.9961182928796006e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.4624585986666716e-08,-0.9935092329978943|-1.101006290582518e-07,1,2.732608628264188e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.3708888246810602e-08,-0.9935092329978943|-1.0320680843278751e-07,1,2.561509937493156e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,7.942109192526914e-09,-0.9935092329978943|-5.979183015369927e-08,1,1.4839853790249435e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,2.180257308026512e-09,-0.9935092329978943|-1.641393154727666e-08,1,4.073811954441453e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-3.576671847582702e-09,-0.9935092329978943|2.6926912255476054e-08,1,-6.683031905652115e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-9.328680938835987e-09,-0.9935092329978943|7.023074033440935e-08,1,-1.7430686227726255e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.507577529480386e-08,-0.9935092329978943|1.1349757755851897e-07,1,-2.8169157673119116e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.1097422536465729e-08,-0.9935092329978943|8.354664515763943e-08,1,-2.0735585692932545e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-7.122469281028998e-09,-0.9935092329978943|5.362129584796094e-08,1,-1.330836418844683e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-3.1509130860030155e-09,-0.9935092329978943|2.372150831320141e-08,1,-5.887489162859083e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.172493792812929e-10,-0.9935092329978943|-6.1527378747427974e-09,1,1.5270453790350302e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,4.782021001403791e-09,-0.9935092329978943|-3.600146314397534e-08,1,8.935245432439842e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.743405111033553e-09,-0.9935092329978943|-6.58246932516704e-08,1,1.6337116548470476e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.6656022339134324e-08,-0.9935092329978943|-1.2539474880668422e-07,1,3.112189261855747e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.0865258026626634e-08,-0.9935092329978943|-8.17990084556186e-08,1,2.03018082345352e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,7.971731719180752e-09,-0.9935092329978943|-6.001511110298452e-08,1,1.4895233491074578e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,5.079441756095093e-09,-0.9935092329978943|-3.8240514754761534e-08,1,9.490968899683594e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-7.014308023300941e-10,-0.9935092329978943|5.280774928451137e-09,1,-1.3106349339153667e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-6.477362646251095e-09,-0.9935092329978943|4.876488901572884e-08,1,-1.2103009261466013e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.224835877167152e-08,-0.9935092329978943|9.221186303420836e-08,1,-2.2886164074975568e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.3134985543672428e-08,-0.9935092329978943|9.888682228620382e-08,1,-2.454283176689387e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-9.143501955577449e-09,-0.9935092329978943|6.883687575509612e-08,1,-1.7084706982473108e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-5.1554298607925375e-09,-0.9935092329978943|3.8812594027604064e-08,1,-9.632953990035276e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.1707653735371082e-09,-0.9935092329978943|8.813959340159272e-09,1,-2.187567238465249e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,2.8104942817464007e-09,-0.9935092329978943|-2.1159049623520332e-08,1,5.251457935173676e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,6.788352102660156e-09,-0.9935092329978943|-5.110645417971682e-08,1,1.2684127526085831e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.0762811086806323e-08,-0.9935092329978943|-8.102828275013962e-08,1,2.011044841765397e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.4733875453032397e-08,-0.9935092329978943|-1.1092454599292978e-07,1,2.753042416259177e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.3811334298452493e-08,-0.9935092329978943|-1.0397913285942195e-07,1,2.580664215656725e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.001459939066535e-09,-0.9935092329978943|-6.02392589144074e-08,1,1.495082102564993e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,2.196549830912886e-09,-0.9935092329978943|-1.6536738201011758e-08,1,4.104272033345069e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-3.603399800766738e-09,-0.9935092329978943|2.712845237340389e-08,1,-6.733009705328641e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-9.39839228664141e-09,-0.9935092329978943|7.075634300690581e-08,1,-1.7561031739887767e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.5188433621915465e-08,-0.9935092329978943|1.1434696745027395e-07,1,-2.8379801619848877e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.118034997915629e-08,-0.9935092329978943|8.417188013254417e-08,1,-2.0890640328730115e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-7.1756920405618985e-09,-0.9935092329978943|5.4022571305267775e-08,1,-1.3407878363125292e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-3.174455587284797e-09,-0.9935092329978943|2.389901787580584e-08,1,-5.9315095057854705e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.233612680541569e-10,-0.9935092329978943|-6.198805024837384e-09,1,1.5384716833821699e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,4.817761745101734e-09,-0.9935092329978943|-3.627091871294397e-08,1,9.00207020038124e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.808749285549311e-09,-0.9935092329978943|-6.631734805750966e-08,1,1.6459292595527586e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.279632666495445e-08,-0.9935092329978943|-9.633810549303234e-08,1,2.3910144975047842e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.6780496991941618e-08,-0.9935092329978943|-1.2633321944122144e-07,1,3.135463089165569e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.0946457074112459e-08,-0.9935092329978943|-8.241121918217686e-08,1,2.04536316772419e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,5.1173998372178175e-09,-0.9935092329978943|-3.852673202686674e-08,1,9.56194501355867e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-7.066773832775652e-10,-0.9935092329978943|5.320272222775202e-09,1,-1.3204380922005043e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-6.525776807819739e-09,-0.9935092329978943|4.912982731752891e-08,1,-1.2193523524217653e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.2339902433211591e-08,-0.9935092329978943|9.290196345546065e-08,1,-2.305731783280862e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.3233152351688204e-08,-0.9935092329978943|9.962688807263476e-08,1,-2.47263738373249e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-9.211833962297078e-09,-0.9935092329978943|6.935205476565898e-08,1,-1.721246967179013e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-5.193951935211771e-09,-0.9935092329978943|3.910307810883751e-08,1,-9.704986148051375e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.1795043830531426e-09,-0.9935092329978943|8.879938562245115e-09,1,-2.2039177149935085e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,2.8315128020039992e-09,-0.9935092329978943|-2.1317383414043434e-08,1,5.290742066677012e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.841614551613475e-09,-0.9935092329978943|-6.656500772805884e-08,1,1.6520727896818244e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.0843269393490118e-08,-0.9935092329978943|-8.16346599208373e-08,1,2.0260859656673347e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.684310468874628e-08,-0.9935092329978943|-1.2680501981776615e-07,1,3.1471664385662734e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.098729729420711e-08,-0.9935092329978943|-8.271897655731664e-08,1,2.0529975941485645e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.061270762027561e-09,-0.9935092329978943|-6.069007696396511e-08,1,1.5062637359619657e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,2.212967364911833e-09,-0.9935092329978943|-1.6660500534726452e-08,1,4.1349665913514855e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-3.6303389183700574e-09,-0.9935092329978943|2.7331465091151586e-08,1,-6.783368977636428e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-9.468652528710209e-09,-0.9935092329978943|7.128585366444895e-08,1,-1.769237556459302e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.530197657473309e-08,-0.9935092329978943|1.1520269538323191e-07,1,-2.859206205130249e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.126393112116375e-08,-0.9935092329978943|8.480179047865022e-08,1,-2.104688867632376e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-7.229337573022576e-09,-0.9935092329978943|5.442685235834688e-08,1,-1.3508162588493633e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-3.198191489417468e-09,-0.9935092329978943|2.4077861482396656e-08,1,-5.975877126473961e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.295100162314384e-10,-0.9935092329978943|-6.245204353660938e-09,1,1.5499731498280767e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,4.853769830504007e-09,-0.9935092329978943|-3.65423673542864e-08,1,9.06939323641609e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.874590839980101e-09,-0.9935092329978943|-6.681365505301073e-08,1,1.6582390571784345e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.2891977263507215e-08,-0.9935092329978943|-9.70590789961534e-08,1,2.4088967265356587e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.690592910108535e-08,-0.9935092329978943|-1.2727866760542383e-07,1,3.1589131310738594e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.1028281399205753e-08,-0.9935092329978943|-8.30279418551072e-08,1,2.0606602646466854e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,5.155654125843512e-09,-0.9935092329978943|-3.8815016978333006e-08,1,9.633456699020826e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-7.119549949585746e-10,-0.9935092329978943|5.3601456606600095e-09,1,-1.330315413383687e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-6.574548461202312e-09,-0.9935092329978943|4.9497575815848904e-08,1,-1.2284719019817203e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.2432132656670092e-08,-0.9935092329978943|9.359730768210284e-08,1,-2.322976477842076e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.333206078868443e-08,-0.9935092329978943|1.0037254583039612e-07,1,-2.4911301466090663e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-9.280686441570651e-09,-0.9935092329978943|6.987110623413173e-08,1,-1.7341200475584628e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-5.232773325758444e-09,-0.9935092329978943|3.9395718687273984e-08,1,-9.77756720033085e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.188319442846364e-09,-0.9935092329978943|8.946364538076068e-09,1,-2.220395645124995e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,2.8526780937454532e-09,-0.9935092329978943|-2.147698197063619e-08,1,5.33031929705885e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,6.890222614686081e-09,-0.9935092329978943|-5.187434126696644e-08,1,1.2874583177335808e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.0924317450644594e-08,-0.9935092329978943|-8.224573377901834e-08,1,2.0412400658642582e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.495496526615625e-08,-0.9935092329978943|-1.1259118082307396e-07,1,2.794378062276337e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,1.4018580962726901e-08,-0.9935092329978943|-1.055414173833924e-07,1,2.6194115321231948e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,8.121526562376857e-09,-0.9935092329978943|-6.114435535664597e-08,1,1.517530101580178e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,2.2295103541125627e-09,-0.9935092329978943|-1.6785214995707065e-08,1,4.1658969607283325e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-3.6574718809134765e-09,-0.9935092329978943|2.7536035673847437e-08,1,-6.834101284880489e-09|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.2478514221925252e-08,-0.9935092329978943|9.394693734066095e-08,1,-2.331647941389292e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-1.3381798780187637e-08,-0.9935092329978943|1.0074749923205673e-07,1,-2.5004293746633266e-08|Running
-586.4225463867188,239.99537658691406,645.2662963867188|-0.11375169456005096,-9.315308524548982e-09,-0.9935092329978943|7.013213121354056e-08,1,-1.7405934471526052e-08|Running
