paralel|true|1828
5370.68505859375,155.9951934814453,130.60546875|-0.7132110595703125,7.535161472560503e-08,0.7009493112564087|5.2924288951317067e-08,1,-5.364927702089517e-08|Running
5369.64599609375,155.99534606933594,131.63954162597656|-0.7110090851783752,1.882453481982793e-08,0.7031828165054321|1.3319108482789943e-08,1,-1.330312304759218e-08|Running
5368.59912109375,155.95541381835938,132.6645965576172|-0.7128317952156067,1.1058279625331124e-07,0.701335072517395|7.78097870579586e-08,1,-7.858941586391666e-08|Running
5368.134765625,155.91232299804688,133.1043701171875|-0.7158485651016235,1.2402995253069093e-07,0.6982555985450745|8.734439660429416e-08,1,-8.808321183551016e-08|Running
5367.064453125,155.80526733398438,134.10247802734375|-0.7240304350852966,1.25588613286709e-07,0.6897680759429932|8.955083785622264e-08,1,-8.807464979554425e-08|Running
5365.97900390625,155.69595336914062,135.08294677734375|-0.7337796688079834,1.3691533240489662e-07,0.6793875098228455|9.891118679661304e-08,1,-9.469753337043585e-08|Running
5365.3681640625,155.64328002929688,135.6340789794922|-0.7369635701179504,1.1454659443188575e-07,0.6759324669837952|8.338281531905523e-08,1,-7.85529579161448e-08|Running
5364.2822265625,155.5833740234375,136.61495971679688|-0.7403045892715454,9.511362719649696e-08,0.6722716093063354|6.962869747439981e-08,1,-6.480592418256492e-08|Running
5363.19580078125,155.60093688964844,137.5968475341797|-0.7417411804199219,1.5661937524669156e-08,0.6706862449645996|1.1508356045908386e-08,1,-1.0624515489610076e-08|Running
5362.78857421875,155.62521362304688,137.96482849121094|-0.7419941425323486,-3.180577579087185e-08,0.6704063415527344|-2.3236827573214214e-08,1,2.1724417820223607e-08|Running
5361.70263671875,155.69183349609375,138.94602966308594|-0.7423767447471619,-8.017229191636943e-08,0.6699826121330261|-5.865769736601578e-08,1,5.4667356863546956e-08|Running
5361.2275390625,155.71958923339844,139.37464904785156|-0.7426551580429077,-4.236048400940717e-09,0.6696740388870239|-3.1037632464148146e-09,1,2.883526084573873e-09|Running
5360.1416015625,155.78219604492188,140.35414123535156|-0.743220329284668,7.104718946493449e-08,0.6690467596054077|5.2001830397330195e-08,1,-4.8424681153846905e-08|Running
5359.66650390625,155.81895446777344,140.78216552734375|-0.7434515357017517,2.8634874027488877e-08,0.668789803981781|2.098282969598131e-08,1,-1.9490663305532507e-08|Running
5358.58056640625,155.8831787109375,141.76490783691406|-0.7426850199699402,-5.48872378658416e-08,0.6696408987045288|-4.007707943287642e-08,1,3.751651078687246e-08|Running
5358.1083984375,155.89927673339844,142.19818115234375|-0.7415275573730469,-6.0897733078491e-08,0.6709223985671997|-4.442301815288374e-08,1,4.166925648974029e-08|Running
5357.03076171875,155.94151306152344,143.18919372558594|-0.7390161752700806,9.295290226418729e-08,0.6736876964569092|6.812044972548392e-08,1,-6.325006296492575e-08|Running
5356.62646484375,155.9585723876953,143.562744140625|-0.7379201650619507,1.2210783495447686e-07,0.674888014793396|8.919389671291356e-08,1,-8.340623480762588e-08|Running
5355.55615234375,155.99078369140625,144.5645751953125|-0.733876645565033,1.1593733262316164e-07,0.6792827844619751|8.395196715582642e-08,1,-7.997692108574483e-08|Running
5354.97021484375,155.99127197265625,145.14483642578125|-0.7273905873298645,1.5471978542791476e-07,0.6862236857414246|1.114422119030678e-07,1,-1.0733784705507787e-07|Running
5353.93115234375,155.99169921875,146.18148803710938|-0.716552197933197,1.3965352252398588e-07,0.6975334882736206|9.896712072077207e-08,1,-9.854498017602964e-08|Running
5353.4765625,155.99209594726562,146.63565063476562|-0.7137237787246704,1.1173128200425708e-07,0.7004272937774658|7.87070035812576e-08,1,-7.931762269208775e-08|Running
5352.4375,155.99307250976562,147.6737823486328|-0.7096415162086487,1.0286223783850801e-07,0.7045629620552063|7.187701100974664e-08,1,-7.359928844152819e-08|Running
5351.986328125,155.97557067871094,148.12806701660156|-0.7086076140403748,8.509388749189384e-08,0.705602765083313|5.943251579765274e-08,1,-6.091183024636848e-08|Running
5350.955078125,155.9010772705078,149.1654815673828|-0.7071267366409302,3.104100088080486e-09,0.7070868015289307|2.0807822131985176e-09,1,-2.309084701224151e-09|Running
5350.37060546875,155.8406524658203,149.74563598632812|-0.7075582146644592,-1.825927142817818e-08,0.7066550850868225|-1.2912741098602964e-08,1,1.2909772806324327e-08|Running
5349.33154296875,155.7115478515625,150.77545166015625|-0.7085130214691162,-2.7899346832782612e-08,0.705697774887085|-1.9760401315238596e-08,1,1.9695182373880016e-08|Running
5348.27734375,155.58404541015625,151.79031372070312|-0.7141293287277222,1.2004866789538937e-07,0.7000138163566589|8.43615310941459e-08,1,-8.543207030697886e-08|Running
5347.81005859375,155.55221557617188,152.2295379638672|-0.7174535989761353,1.1979645364590397e-07,0.6966062784194946|8.462266976039245e-08,1,-8.48163566047333e-08|Running
5346.73974609375,155.56256103515625,153.23402404785156|-0.7235998511314392,1.2174216124094528e-07,0.6902197003364563|8.684131103109394e-08,1,-8.534065898402332e-08|Running
5346.27490234375,155.5903778076172,153.67559814453125|-0.7242475152015686,7.743417285155374e-08,0.6895400881767273|5.546507964027114e-08,1,-5.404142555676117e-08|Running
5345.2265625,155.6668243408203,154.69619750976562|-0.7207825779914856,1.0496426483541654e-07,0.6931611895561218|7.513008171144975e-08,1,-7.330446294417925e-08|Running
5344.72705078125,155.7042694091797,155.23141479492188|-0.7112919092178345,3.9105168525566114e-07,0.7028967142105103|2.758512778200384e-07,1,-2.77197045761568e-07|Running
5343.7431640625,155.7744140625,156.3172607421875|-0.6900220513343811,4.081244924236671e-07,0.723788321018219|2.791570352655981e-07,1,-2.977389499392302e-07|Running
5343.26220703125,155.80215454101562,156.87127685546875|-0.6801846027374268,3.35358123493279e-07,0.7330408692359924|2.2594764459427097e-07,1,-2.47833412458931e-07|Running
5342.3095703125,155.84849548339844,157.9860382080078|-0.663562536239624,2.2466336702109402e-07,0.7481207847595215|1.474120239208787e-07,1,-1.6955318926648033e-07|Running
5341.84423828125,155.87062072753906,158.552001953125|-0.6557661294937134,1.9895560399163514e-07,0.7549640536308289|1.289611901711396e-07,1,-1.515134613327973e-07|Running
5340.92236328125,155.9132080078125,159.69088745117188|-0.6417288780212402,1.5434771682976134e-07,0.7669315338134766|9.77964020876243e-08,1,-1.19422566058347e-07|Running
5340.0234375,155.96176147460938,160.85044860839844|-0.6256484985351562,2.070323432690202e-07,0.7801051139831543|1.2792716574949736e-07,1,-1.6279204828606453e-07|Running
5339.1328125,155.9967041015625,162.01585388183594|-0.6150854229927063,1.3115335661950667e-07,0.7884604930877686|7.942840341002011e-08,1,-1.0437822339781633e-07|Running
5338.7470703125,155.9939727783203,162.52838134765625|-0.6116275191307068,1.2244866809396626e-07,0.7911458611488342|7.366309517919944e-08,1,-9.782555565607254e-08|Running
5337.8642578125,155.99525451660156,163.70030212402344|-0.6058998703956604,1.1734327642898279e-07,0.7955409288406372|6.984610223526033e-08,1,-9.430505087948404e-08|Running
5337.47802734375,155.99534606933594,164.21311950683594|-0.6045302748680115,1.0543608652824332e-07,0.7965821623802185|6.254607143318935e-08,1,-8.489406155831603e-08|Running
5336.59521484375,155.99534606933594,165.38525390625|-0.6026326417922974,2.7635641330903127e-08,0.7980186939239502|1.6200464969529094e-08,1,-2.239635676914986e-08|Running
5335.689453125,155.99534606933594,166.5369110107422|-0.6108927130699158,1.3726123881951935e-07,0.7917133569717407|8.204899870634108e-08,1,-1.1006268607616221e-07|Running
5334.78271484375,155.9300537109375,167.68630981445312|-0.6162283420562744,1.1561451884745111e-07,0.7875674962997437|7.015334801963036e-08,1,-9.190835470462844e-08|Running
5334.38916015625,155.90028381347656,168.191650390625|-0.6163797378540039,6.839425736870908e-08,0.787449061870575|4.1579330201102493e-08,1,-5.4309040820044174e-08|Running
5333.49853515625,155.8436737060547,169.35496520996094|-0.612236499786377,9.215009555418874e-08,0.7906746864318848|5.543310521716194e-08,1,-7.362309872860351e-08|Running
5333.1181640625,155.820068359375,169.87066650390625|-0.6082646250724792,1.2920042991027003e-07,0.7937343120574951|7.744851160396138e-08,1,-1.0342407819052823e-07|Running
5332.2509765625,155.76683044433594,171.05514526367188|-0.5980024337768555,1.2258635706530185e-07,0.801494300365448|7.216829800427149e-08,1,-9.910181120176276e-08|Running
5331.8251953125,155.74102783203125,171.65235900878906|-0.5929154753684998,1.290823377075867e-07,0.8052647113800049|7.532786128194857e-08,1,-1.048341928822083e-07|Running
5330.9814453125,155.69534301757812,172.8505401611328|-0.5838747620582581,1.180619122465032e-07,0.811843752861023|6.779588090921607e-08,1,-9.666590017332055e-08|Running
5330.13818359375,155.76914978027344,174.04714965820312|-0.5793392658233643,1.0201885913829756e-07,0.8150864839553833|5.7774592221448984e-08,1,-8.409876528503446e-08|Running
5329.82177734375,155.810302734375,174.49559020996094|-0.5785090327262878,8.801445972039801e-08,0.8156759738922119|4.969049882674881e-08,1,-7.266127965976921e-08|Running
5328.97802734375,155.9169464111328,175.68856811523438|-0.5785833597183228,7.318702444081282e-08,0.8156232833862305|4.0899351461121114e-08,1,-6.071839919741251e-08|Running
5328.544921875,155.95834350585938,176.27914428710938|-0.5817467570304871,1.2307326358040882e-07,0.8133699297904968|6.945774799760329e-08,1,-1.0163448393996077e-07|Running
5327.67724609375,155.99740600585938,177.46023559570312|-0.5877686738967896,1.085049206039912e-07,0.8090290427207947|6.277267772247797e-08,1,-8.851240096419133e-08|Running
5326.80224609375,155.95269775390625,178.63804626464844|-0.5920363068580627,9.66566418014736e-08,0.8059113025665283|5.599963515123818e-08,1,-7.879629038143321e-08|Running
5325.9345703125,155.77175903320312,179.81268310546875|-0.5940608978271484,9.15620645969284e-08,0.8044200539588928|5.335057196020898e-08,1,-7.442451277483997e-08|Running
5325.54931640625,155.7559356689453,180.32505798339844|-0.595498263835907,3.755081223744128e-08,0.8033565878868103|2.204404836447793e-08,1,-3.0401963613257976e-08|Running
5324.66650390625,155.7093505859375,181.49685668945312|-0.5984296202659607,1.1518280018663063e-07,0.8011753559112549|6.816393494091244e-08,1,-9.28529360066932e-08|Running
5323.78369140625,155.66297912597656,182.6658477783203|-0.601182758808136,1.143157390970373e-07,0.799111545085907|6.711236721912428e-08,1,-9.256397248691428e-08|Running
5323.45263671875,155.6858673095703,183.10411071777344|-0.6017763018608093,7.196876339321534e-08,0.7986646890640259|4.2222218610277196e-08,1,-5.829784655020376e-08|Running
5322.56982421875,155.7935333251953,184.26995849609375|-0.6027408838272095,-6.255105233776703e-08,0.7979369759559631|-3.6707199058128026e-08,1,5.066330643899164e-08|Running
5321.68701171875,155.8864288330078,185.4373779296875|-0.603203296661377,-3.711503637759961e-08,0.797587513923645|-2.17430962123899e-08,1,3.009015259181069e-08|Running
5321.24951171875,155.90670776367188,186.02496337890625|-0.6019719243049622,6.6492148675934e-08,0.7985172271728516|3.9114283367780445e-08,1,-5.378273826295299e-08|Running
5320.38916015625,155.9417266845703,187.21067810058594|-0.5948717594146729,1.2839090857141855e-07,0.8038206100463867|7.522815792526671e-08,1,-1.0405280903569292e-07|Running
5319.97802734375,155.9597625732422,187.81838989257812|-0.5859600305557251,2.454866319112625e-07,0.8103399872779846|1.4193958008945629e-07,1,-2.003056920329982e-07|Running
5319.158203125,155.97923278808594,189.0363006591797|-0.5702260136604309,1.6153043702615832e-07,0.8214878439903259|9.068227058151024e-08,1,-1.3368554618864437e-07|Running
5318.69677734375,155.94183349609375,189.72056579589844|-0.5656120181083679,1.1042511971481872e-07,0.8246714472770691|6.112748707209903e-08,1,-9.197684391892835e-08|Running
5317.87646484375,155.78515625,190.93264770507812|-0.5623307228088379,5.80216763523822e-08,0.8269124031066895|3.154094585511302e-08,1,-4.871765213465551e-08|Running
5317.51416015625,155.73744201660156,191.460693359375|-0.5626989006996155,6.004588470887029e-08,0.8266619443893433|3.243845370093368e-08,1,-5.0556099751020156e-08|Running
5316.68603515625,155.6514892578125,192.66815185546875|-0.5642660856246948,1.0925727167432342e-07,0.8255929946899414|5.914572298593157e-08,1,-9.191374772399286e-08|Running
5316.21630859375,155.63731384277344,193.3464813232422|-0.5654400587081909,6.498957816347684e-08,0.8247894048690796|3.5474162274340415e-08,1,-5.447580164741339e-08|Running
5315.38037109375,155.5814666748047,194.55227661132812|-0.5670502185821533,-3.755127409021952e-08,0.8236832618713379|-1.8756974640155022e-08,1,3.267654946625953e-08|Running
5314.55224609375,155.58192443847656,195.76283264160156|-0.5658264756202698,-8.8073015547252e-08,0.8245243430137634|-4.412190435232333e-08,1,7.65382708323159e-08|Running
5313.96484375,155.60459899902344,196.6931915283203|-0.5537794232368469,2.3063294918301835e-07,0.8326634168624878|1.2585321940150607e-07,1,-1.9328101075188897e-07|Running
5313.19189453125,155.66294860839844,197.93661499023438|-0.5401769876480103,1.4802621706166974e-07,0.8415514230728149|7.856149863982864e-08,1,-1.2546958316761447e-07|Running
5312.41845703125,155.74710083007812,199.1793670654297|-0.5335750579833984,1.0921380777517697e-07,0.8457527160644531|5.6847330398568374e-08,1,-9.326779348839409e-08|Running
5311.93017578125,155.78611755371094,199.9623260498047|-0.5330529808998108,1.613937605782212e-08,0.8460818529129028|8.24209323013747e-09,1,-1.3882703875367497e-08|Running
5311.54638671875,155.77796936035156,200.57823181152344|-0.5330521464347839,-8.112034777241206e-08,0.8460823893547058|-4.2390514209955654e-08,1,6.917056083466377e-08|Running
5311.4609375,155.76576232910156,200.71498107910156|-0.5330521464347839,1.2994112452702211e-08,0.8460823893547058|6.960720444482149e-09,1,-1.0972554420618508e-08|Running
5311.4609375,155.7676544189453,200.7151336669922|-0.5330521464347839,1.2846221864037943e-07,0.8460823893547058|6.750924086418308e-08,1,-1.092993713314172e-07|Running
5311.4609375,155.7677764892578,200.7151336669922|-0.5330521464347839,3.723007324651917e-08,0.8460823893547058|1.952667361138083e-08,1,-3.170062257140671e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,-1.05632750546647e-07,0.8460823893547058|-5.559733295967817e-08,1,8.982160437653874e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,2.5463085862043044e-08,0.8460823893547058|1.345604516700405e-08,1,-2.1617648116034616e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,9.08430735080401e-08,0.8460823893547058|4.789426810702935e-08,1,-7.719453520849129e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,6.113205497371155e-10,0.8460823893547058|3.021036198980198e-10,1,-5.321982299300032e-10|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,-1.2195376086765464e-07,0.8460823893547058|-6.432109955767373e-08,1,1.0361550550896936e-07|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,1.9809576201623713e-08,0.8460823893547058|1.0463751642930674e-08,1,-1.6820880688328543e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,8.523822714323614e-08,0.8460823893547058|4.497293915051159e-08,1,-7.241057176088361e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,-7.671991397728561e-08,0.8460823893547058|-4.049157453778207e-08,1,6.516599171391135e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,-8.374149018663957e-08,0.8460823893547058|-4.41934844275238e-08,1,7.113262512348228e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,4.949945520138499e-08,0.8460823893547058|2.6130379637834267e-08,1,-4.204153469800076e-08|Running
Replay 11|true|88
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,-7.109662902848868e-08,0.8460823893547058|-3.7533670393941065e-08,1,6.038327171609126e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,1.9709908372078644e-08,0.8460823893547058|1.0405309502914406e-08,1,-1.6739901909090804e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,8.710379262311108e-08,0.8460823893547058|4.598418357204537e-08,1,-7.397839851819299e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,-1.6036999284096964e-08,0.8460823893547058|-8.46630765494183e-09,1,1.3620442551598444e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,-6.820442877142341e-08,0.8460823893547058|-3.6006724712933647e-08,1,5.792693968942331e-08|Running
5311.4609375,155.767822265625,200.7151336669922|-0.5330521464347839,1.6239649625049424e-08,0.8460823893547058|8.5733153909473e-09,1,-1.3792540443091639e-08|Running
5311.4697265625,155.7736053466797,200.47023010253906|-0.964101254940033,0.0008749322150833905,-0.2655335068702698|0.0009223079541698098,0.9999995827674866,-0.00005372729356167838|Running
5311.45703125,155.80104064941406,199.85826110839844|-0.5471108555793762,0.00018910286598838866,-0.8370601534843445|0.0001209230613312684,1,0.00014687659859191626|Running
5311.375,155.83377075195312,199.11825561523438|-0.38273417949676514,0.00001593745400896296,-0.9238585233688354|0.000005367129233491141,1,0.000015027486369945109|Running
5311.03759765625,155.90773010253906,197.7376708984375|-0.3045137822628021,0.0000021344440028769895,-0.9525079131126404|7.246125051096897e-07,1,0.000002009211129916366|Running
5310.3974609375,155.98464965820312,196.43801879882812|-0.41441377997398376,0.000008825575605442282,-0.9100885987281799|0.0000035322354960953817,1,0.000008089067705441266|Running
5309.53759765625,155.99497985839844,195.50669860839844|-0.5853660702705383,0.000026544847059994936,-0.8107690811157227|0.000014708492926729377,1,0.000022120962967164814|Running
5308.4111328125,155.99534606933594,194.5689697265625|-0.6951930522918701,0.000008073659955698531,-0.7188230752944946|0.0000055676309784757905,1,0.000005847171451023314|Running
5307.29345703125,155.96388244628906,193.61990356445312|-0.7365854978561401,0.0000011301426638965495,-0.6763443946838379|8.397110491387139e-07,1,7.564543125226919e-07|Running
5306.599609375,155.9434356689453,193.02066040039062|-0.7453299164772034,6.599247370786543e-08,-0.6666958332061768|5.2672369577067e-08,1,4.009951481975804e-08|Running
5305.498046875,155.9518280029297,192.05368041992188|-0.7493454217910767,-1.2500112234192784e-07,-0.6621792912483215|-7.92935495042002e-08,1,-9.904094611101755e-08|Running
5304.41162109375,155.99465942382812,191.0662841796875|-0.7444950342178345,1.1383280451582323e-07,-0.6676279902458191|8.839705856189539e-08,1,7.192872431005526e-08|Running
5303.35693359375,155.89625549316406,190.05287170410156|-0.7324186563491821,1.6571497951645142e-07,-0.6808545589447021|1.2352451506103534e-07,1,1.1051304937836903e-07|Running
5302.82958984375,155.76803588867188,189.5448760986328|-0.7283647060394287,1.3034892276664323e-07,-0.6851896643638611|9.620320184922093e-08,1,8.797258743697967e-08|Running
5301.77490234375,155.65045166015625,188.5284423828125|-0.7231736183166504,1.103902320664929e-07,-0.6906663179397583|8.094996672980415e-08,1,7.507149746288633e-08|Running
5301.37939453125,155.61122131347656,188.1471405029297|-0.7221009731292725,1.2371896218610345e-07,-0.6917876601219177|9.060671146698951e-08,1,8.426250275306302e-08|Running
5300.32470703125,155.5576934814453,187.1286163330078|-0.7203719615936279,-4.133783093607235e-09,-0.6935879588127136|-3.2721458875784037e-09,1,-2.5614934617834706e-09|Running
5299.80126953125,155.636962890625,186.62249755859375|-0.7199179530143738,-4.507898410111011e-08,-0.6940591931343079|-3.344606724908772e-08,1,-3.025759198749256e-08|Running
5298.76171875,155.8535919189453,185.615478515625|-0.719388484954834,-1.145912307265462e-07,-0.6946079134941101|-8.477879731572102e-08,1,-7.716919725453408e-08|Running
5298.36669921875,155.91668701171875,185.23434448242188|-0.7192803621292114,-1.0342403555796409e-07,-0.6947199106216431|-7.651103572925422e-08,1,-6.965562704408512e-08|Running
5297.58837890625,155.9919891357422,184.2040252685547|-0.7838614583015442,-0.005319890566170216,-0.6209129691123962|-0.0071681044064462185,0.9999741911888123,0.0004816250584553927|Running
5297.39404296875,155.97671508789062,183.6858673095703|-0.7877647280693054,-0.0008976118406280875,-0.615975558757782|-0.0011963353026658297,0.9999992847442627,0.00007276197720784694|Running
5297.064453125,155.91404724121094,182.66204833984375|-0.8264461755752563,-0.0014264871133491397,-0.5630139708518982|-0.0018118080915883183,0.9999983310699463,0.000125888705952093|Running
3944.41748046875,-132.7687530517578,2404.2060546875|-0.3470749855041504,0.00015519405133090913,-0.9378373622894287|0.00003719325104611926,1,0.00015171628911048174|Running
3943.3662109375,-133.8954315185547,2403.469970703125|-0.7071220278739929,0.00011247403017478064,-0.7070915102958679|0.00007095158798620105,1,0.00008811109000816941|Freefall
3942.608154296875,-134.91238403320312,2403.144287109375|-0.7942314147949219,0.000041130904719466344,-0.6076153516769409|0.000030889703339198604,1,0.00002731552376644686|Freefall
3942.224365234375,-132.3852081298828,2402.97900390625|-0.804929792881012,0.000005672347924701171,-0.5933700203895569|0.000004151692792220274,1,0.000003927611032850109|Landed
3942.224365234375,-132.05767822265625,2402.97900390625|-0.804931640625,-1.9038509435631568e-07,-0.5933675169944763|-1.452177542660138e-07,1,-1.2386040282308386e-07|Running
3942.224365234375,-132.00900268554688,2402.97900390625|-0.804931640625,8.097747183910542e-08,-0.5933675169944763|5.45931762019336e-08,1,6.241273808882397e-08|Running
3942.224365234375,-132.00497436523438,2402.97900390625|-0.804931640625,-3.3004642574496756e-08,-0.5933675169944763|1.5774020312164794e-08,1,-7.70208146150253e-08|Running
3942.224365234375,-132.004638671875,2402.97900390625|-0.804931640625,-2.5168205297632085e-08,-0.5933675169944763|-1.4359155642296173e-08,1,-2.2936994525935006e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,2.520326169985765e-08,-0.5933675169944763|-2.9936071399561115e-08,1,8.308467869255765e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,1.6343927100592737e-08,-0.5933675169944763|1.0427801733214892e-08,1,1.3398540055220565e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,8.252386329843375e-09,-0.5933675169944763|2.9020270631008316e-08,1,-2.5459682362338754e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,-5.210461839766367e-09,-0.5933675169944763|5.995477891929113e-08,1,-9.011271373537966e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,-5.4349880151960406e-09,-0.5933675169944763|-2.1061309141146012e-08,1,1.9411116269907325e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,-2.845824909059047e-09,-0.5933675169944763|-6.080820469378523e-08,1,7.769320120587508e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,6.609003122548529e-09,-0.5933675169944763|1.873322830192592e-08,1,-1.427439855206103e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,1.193064047555481e-08,-0.5933675169944763|7.246345745670624e-08,1,-7.819351566240584e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,-1.142348704519236e-08,-0.5933675169944763|-5.246193524044429e-08,1,5.191518681613161e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,-2.2958792644800496e-09,-0.5933675169944763|-1.622970913217614e-08,1,1.8147146008118398e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,1.7582749478606274e-08,-0.5933675169944763|7.33642480099661e-08,1,-6.988999956547559e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,9.774981712951103e-09,-0.5933675169944763|4.246143348041187e-08,1,-4.112724383276145e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,-4.996480451602281e-10,-0.5933675169944763|4.3485093303985423e-10,1,-1.4319511132399043e-09|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,-1.0761106672418919e-08,-0.5933675169944763|-4.1537859374329855e-08,1,3.821245542212637e-08|Running
3942.224365234375,-132.00462341308594,2402.97900390625|-0.804931640625,-1.1665287402706781e-08,-0.5933675169944763|-4.7042775008776516e-08,1,4.4156330147870904e-08|Running
3942.1953125,-132.00462341308594,2402.82177734375|-0.5212857723236084,0.00007565220585092902,-0.8533821702003479|0.00004600079410010949,1,0.00006055041740182787|Running
3941.978515625,-132.00462341308594,2401.70263671875|-0.3330361843109131,0.00001577547845954541,-0.9429140686988831|0.000005877071998838801,1,0.000014654782717116177|Running
3941.90966796875,-132.00462341308594,2401.0654296875|-0.274555504322052,0.000009480782864557113,-0.9615712761878967|0.00000301725663121033,1,0.000008998166777018923|Running
3941.9267578125,-132.00462341308594,2400.607666015625|-0.22458913922309875,0.000011021616046491545,-0.9744535684585571|0.000002923715555880335,1,0.000010636711522238329|Running
3942.016845703125,-132.00462341308594,2399.972900390625|-0.1406291425228119,0.000017957798263523728,-0.9900623559951782|0.000003517654931783909,1,0.000017638398276176304|Running
3942.148193359375,-132.00462341308594,2399.3447265625|-0.05789421871304512,0.00001703479210846126,-0.9983227252960205|0.0000019196395442122594,1,0.000016952089936239645|Running
3942.3291015625,-132.00462341308594,2398.7294921875|0.023944497108459473,0.00001619578142708633,-0.9997133016586304|4.4820649236498866e-07,1,0.00001621116098249331|Running
3942.617919921875,-132.00462341308594,2398.0556640625|0.1259157508611679,0.00001969254662981257,-0.9920409321784973|-0.0000013722100220547873,1,0.00001967636853805743|Running
3942.971923828125,-132.00462341308594,2397.413330078125|0.2270631194114685,0.000019716244423761964,-0.9738800525665283|-0.000003382391696504783,1,0.00001945642907230649|Running
3943.33154296875,-132.00462341308594,2396.88232421875|0.3115055561065674,0.0000186807410500478,-0.9502443075180054|-0.000004841839654545765,1,0.00001807164699130226|Running
3944.06689453125,-132.00462341308594,2395.94482421875|0.4526617228984833,0.000016170535673154518,-0.8916823267936707|-0.00000657362988931709,1,0.000014797765288676601|Running
3944.62744140625,-132.00462341308594,2395.34033203125|0.5294473767280579,0.000010900603228947148,-0.848342776298523|-0.0000053752473831991665,1,0.000009494620826444589|Running
3945.103515625,-132.00462341308594,2394.910400390625|0.5847477316856384,0.000010667119568097405,-0.8112151622772217|-0.0000058666796576289926,1,0.000008920680556911975|Running
3945.532958984375,-132.00462341308594,2394.566162109375|0.6289451718330383,0.00001032580894388957,-0.7774496674537659|-0.0000061423056649800856,1,0.000008312608770211227|Running
3946.499267578125,-132.00462341308594,2393.869384765625|0.7149141430854797,0.000009441015208722092,-0.6992122530937195|-0.000006472750101238489,1,0.000006884254162287107|Running
3947.71826171875,-132.00462341308594,2393.05615234375|0.7835056781768799,0.000004565205472317757,-0.6213846206665039|-0.0000034858683193306206,1,0.0000029514858397305943|Running
3949.121337890625,-132.00462341308594,2392.651123046875|0.8962989449501038,0.000023248023353517056,-0.44345033168792725|-0.000020190700524835847,1,0.000011616001756920014|Running
3950.126953125,-132.00462341308594,2392.62841796875|0.9574112296104431,0.000028014510462526232,-0.288727730512619|-0.00002629163282108493,1,0.000009845284694165457|Running
3951.592529296875,-132.00462341308594,2392.682861328125|0.9938912391662598,0.000014183400708134286,-0.11036404967308044|-0.00001402249836246483,1,0.0000022340830128086964|Running
3953.042724609375,-132.00462341308594,2392.900634765625|0.9994564056396484,0.000009069231964531355,0.032968491315841675|-0.000009076389687834308,1,6.745982972233833e-08|Running
3954.408447265625,-132.00462341308594,2393.0673828125|0.9964234828948975,7.863060318413773e-07,0.08449967205524445|-7.842069749131042e-07,1,-5.803266844850441e-08|Running
3955.865478515625,-132.00462341308594,2393.24365234375|0.994410514831543,1.666779070319535e-07,0.10558298230171204|-1.660013708715269e-07,1,-1.5195610103546642e-08|Running
3957.251220703125,-132.0393829345703,2393.72021484375|0.9752514362335205,0.000007631998414581176,0.22109876573085785|-0.000007512775482609868,1,-0.0000013801652585243573|Running
3958.611083984375,-132.12631225585938,2394.262451171875|0.9519984126091003,0.0000032398572784586577,0.3061028718948364|-0.0000031130014122027205,1,-9.025874874168949e-07|Running
